net,length_um
RF.registers\[1\]\[8\],31.62µm
_2175_,31.56µm
RF.registers\[8\]\[27\],31.54µm
_2251_,31.5µm
RF.registers\[2\]\[30\],31.48µm
RF.registers\[3\]\[29\],31.44µm
_2143_,31.42µm
net1213,31.38µm
RF.registers\[4\]\[25\],31.335µm
RF.registers\[1\]\[9\],31.3µm
RF.registers\[8\]\[29\],31.3µm
RF.registers\[2\]\[3\],31.24µm
pc_out[30],31.21µm
RF.registers\[11\]\[17\],31.16µm
_1762_,31.14µm
RF.registers\[9\]\[27\],31.12µm
_1806_,30.985µm
RF.registers\[3\]\[1\],30.9µm
_1479_,30.84µm
RF.registers\[9\]\[23\],30.82µm
pc_out[2],30.8µm
pc_out[16],30.8µm
pc_out[9],30.8µm
_1415_,30.62µm
_1915_,30.62µm
RF.registers\[3\]\[24\],30.615µm
_2432_,30.54µm
net1148,30.4µm
alu_result_out[1],30.38µm
_2471_,30.34µm
_1766_,30.32µm
_2658_,30.28µm
RF.registers\[3\]\[30\],30.16µm
RF.registers\[9\]\[30\],30.16µm
_2743_,30.16µm
net556,30.14µm
RF.registers\[10\]\[3\],30.12µm
RF.registers\[4\]\[18\],30.045µm
_2222_,29.92µm
_2418_,29.9µm
RF.registers\[5\]\[28\],29.86µm
_2439_,29.705µm
_1917_,29.7µm
RF.registers\[11\]\[25\],29.68µm
_2310_,29.68µm
_2048_,29.64µm
_2422_,29.62µm
DMEM.memory\[23\]\[16\],29.6µm
_1311_,29.465µm
RF.registers\[4\]\[24\],29.435µm
pc_out[11],29.42µm
pc_out[13],29.42µm
pc_out[17],29.42µm
pc_out[19],29.42µm
pc_out[20],29.42µm
pc_out[4],29.42µm
pc_out[6],29.42µm
_1732_,29.42µm
_2036_,29.42µm
pc_out[10],29.42µm
pc_out[12],29.42µm
pc_out[14],29.42µm
pc_out[18],29.42µm
pc_out[21],29.42µm
pc_out[3],29.42µm
net549,29.42µm
pc_out[7],29.42µm
net582,29.41µm
_1300_,29.4µm
_1922_,29.375µm
_2101_,29.3µm
_1786_,29.24µm
RF.registers\[13\]\[4\],29.16µm
_2839_,29.14µm
_2878_,29.08µm
_1673_,29.04µm
_2875_,28.76µm
net581,28.73µm
_1460_,28.7µm
_1366_,28.66µm
net70,28.64µm
_1476_,28.62µm
_1676_,28.56µm
pc_out[15],28.5µm
pc_out[8],28.5µm
_2186_,28.5µm
pc_out[1],28.5µm
_2188_,28.495µm
_1937_,28.455µm
_1465_,28.42µm
_2071_,28.42µm
_2489_,28.36µm
_1515_,28.34µm
_2093_,28.32µm
net1107,28.28µm
net568,28.275µm
instruction_out[15],28.15µm
_1296_,28.08µm
RF.registers\[2\]\[28\],28.04µm
_1551_,28.04µm
_2325_,28µm
_1805_,27.96µm
_1413_,27.84µm
instruction_out[11],27.81µm
instruction_out[13],27.81µm
instruction_out[4],27.81µm
net518,27.81µm
instruction_out[8],27.81µm
pc_out[26],27.81µm
instruction_out[10],27.81µm
instruction_out[12],27.81µm
instruction_out[14],27.81µm
instruction_out[2],27.81µm
net515,27.81µm
instruction_out[5],27.81µm
instruction_out[7],27.81µm
instruction_out[9],27.81µm
net539,27.81µm
_1667_,27.78µm
_1935_,27.7µm
_2015_,27.7µm
RF.registers\[4\]\[16\],27.58µm
_1697_,27.47µm
_2705_,27.44µm
DMEM.memory\[0\]\[8\],27.365µm
_1315_,27.36µm
_2148_,27.36µm
RF.registers\[9\]\[3\],27.28µm
DMEM.memory\[12\]\[7\],27.24µm
RF.registers\[4\]\[27\],27.225µm
_2592_,27.22µm
RF.registers\[11\]\[4\],27.2µm
RF.registers\[13\]\[0\],27.2µm
_1332_,27.14µm
_2134_,27.12µm
_3126_,27.1µm
_1978_,27.06µm
net76,27.02µm
RF.registers\[2\]\[4\],26.98µm
_2629_,26.98µm
_1481_,26.88µm
RF.registers\[8\]\[26\],26.82µm
_1763_,26.785µm
RF.registers\[8\]\[28\],26.76µm
RF.registers\[3\]\[17\],26.68µm
pc_out[22],26.66µm
instruction_out[22],26.62µm
_1755_,26.6µm
net256,26.6µm
RF.registers\[8\]\[25\],26.46µm
pc_out[27],26.45µm
RF.registers\[3\]\[20\],26.44µm
net1122,26.44µm
alu_result_out[0],26.38µm
RF.registers\[4\]\[15\],26.325µm
_2620_,26.28µm
net501,26.28µm
_1538_,26.18µm
_1778_,26.18µm
_1921_,26.14µm
_1445_,26.125µm
_1280_,26.12µm
RF.registers\[4\]\[2\],26.065µm
_1378_,26.06µm
_1410_,26.06µm
RF.registers\[13\]\[13\],26.02µm
RF.registers\[8\]\[9\],26.02µm
_1412_,25.98µm
_2289_,25.98µm
RF.registers\[11\]\[19\],25.9µm
net72,25.9µm
RF.registers\[1\]\[22\],25.84µm
_1653_,25.82µm
_1999_,25.76µm
RF.registers\[11\]\[9\],25.74µm
_1967_,25.68µm
_2482_,25.6µm
_2267_,25.48µm
_1722_,25.42µm
_2227_,25.415µm
RF.registers\[5\]\[29\],25.4µm
_2837_,25.34µm
RF.registers\[8\]\[31\],25.275µm
RF.registers\[8\]\[14\],25.2µm
RF.registers\[10\]\[21\],25.06µm
net559,25.06µm
_1422_,25.04µm
_2095_,24.975µm
_2152_,24.94µm
net1136,24.94µm
_1992_,24.93µm
_2008_,24.9µm
_2283_,24.9µm
_1556_,24.84µm
RF.registers\[2\]\[25\],24.82µm
RF.registers\[13\]\[10\],24.8µm
_1650_,24.78µm
_1802_,24.72µm
RF.registers\[13\]\[5\],24.66µm
_2793_,24.66µm
RF.registers\[3\]\[3\],24.64µm
RF.registers\[5\]\[23\],24.6µm
net508,24.54µm
_2311_,24.44µm
_2493_,24.44µm
_2074_,24.42µm
DMEM.memory\[15\]\[7\],24.3µm
_2570_,24.3µm
_1750_,24.26µm
DMEM.memory\[0\]\[20\],24.18µm
RF.registers\[5\]\[14\],24.16µm
_1387_,24.12µm
_1548_,24.08µm
_1539_,24.06µm
RF.registers\[8\]\[21\],23.94µm
RF.registers\[9\]\[15\],23.84µm
net502,23.84µm
_2665_,23.76µm
_1740_,23.68µm
_1626_,23.66µm
RF.registers\[10\]\[18\],23.5µm
_1531_,23.5µm
_1798_,23.44µm
_2302_,23.44µm
_2454_,23.42µm
_2636_,23.38µm
RF.registers\[3\]\[16\],23.28µm
_1719_,23.26µm
_2174_,23.24µm
RF.registers\[2\]\[20\],23.2µm
_1381_,23.14µm
net1040,23.14µm
RF.registers\[3\]\[23\],23.135µm
_1820_,23.12µm
RF.registers\[13\]\[23\],23.08µm
_1710_,23.07µm
_1757_,23.04µm
_1945_,23.04µm
RF.registers\[15\]\[21\],23.02µm
_2789_,23µm
RF.registers\[8\]\[16\],22.975µm
_2772_,22.96µm
_1484_,22.92µm
net38,22.92µm
_1251_,22.88µm
_1674_,22.86µm
_2685_,22.84µm
_2745_,22.76µm
_1305_,22.735µm
net1181,22.72µm
_1521_,22.7µm
DMEM.memory\[29\]\[16\],22.66µm
_1998_,22.62µm
DMEM.memory\[13\]\[7\],22.6µm
_2028_,22.52µm
_2561_,22.5µm
_1816_,22.48µm
_2258_,22.46µm
_2436_,22.38µm
_2469_,22.375µm
net1088,22.35µm
_2233_,22.3µm
_2721_,22.3µm
RF.registers\[5\]\[24\],22.26µm
_1301_,22.245µm
_2455_,22.24µm
DMEM.memory\[20\]\[16\],22.235µm
_1276_,22.22µm
net1145,22.2µm
net1102,22.2µm
_2714_,22.19µm
DMEM.memory\[2\]\[27\],22.18µm
_1338_,22.175µm
RF.registers\[13\]\[11\],22.16µm
RF.registers\[13\]\[15\],22.14µm
_1634_,22.14µm
_2690_,22.12µm
alu_result_out[18],22.11µm
RF.registers\[8\]\[5\],22.04µm
net1106,21.86µm
RF.registers\[8\]\[23\],21.84µm
_1261_,21.84µm
_2114_,21.84µm
_2453_,21.82µm
RF.registers\[16\]\[4\],21.8µm
_1679_,21.8µm
alu_result_out[30],21.77µm
alu_result_out[12],21.77µm
alu_result_out[24],21.77µm
_2124_,21.68µm
net503,21.68µm
net509,21.68µm
_2285_,21.56µm
_1444_,21.54µm
net1151,21.52µm
RF.registers\[2\]\[19\],21.46µm
_2181_,21.45µm
RF.registers\[4\]\[12\],21.44µm
_1647_,21.42µm
_1781_,21.42µm
RF.registers\[10\]\[19\],21.38µm
_2284_,21.38µm
_2529_,21.36µm
_1704_,21.32µm
_1789_,21.32µm
_1942_,21.26µm
_2183_,21.26µm
_1329_,21.22µm
_2868_,21.22µm
RF.registers\[13\]\[7\],21.2µm
RF.registers\[2\]\[9\],21.2µm
RF.registers\[3\]\[21\],21.195µm
_1987_,21.14µm
DMEM.memory\[31\]\[16\],21.12µm
alu_result_out[16],21.09µm
alu_result_out[14],21.09µm
alu_result_out[20],21.09µm
alu_result_out[22],21.09µm
alu_result_out[26],21.09µm
alu_result_out[28],21.09µm
alu_result_out[10],21.09µm
_1343_,21.08µm
_1602_,21.04µm
DMEM.memory\[19\]\[16\],21µm
_1827_,20.96µm
net561,20.92µm
net1098,20.9µm
_1782_,20.88µm
_1700_,20.86µm
_1748_,20.86µm
RF.registers\[16\]\[15\],20.75µm
alu_result_out[25],20.75µm
instruction_out[28],20.7µm
net390,20.7µm
_1652_,20.66µm
_2414_,20.66µm
_0003_,20.61µm
_1908_,20.57µm
_2510_,20.56µm
DMEM.memory\[16\]\[12\],20.52µm
RF.registers\[16\]\[22\],20.52µm
_1758_,20.44µm
alu_result_out[19],20.41µm
_2254_,20.4µm
_1255_,20.38µm
_1824_,20.38µm
RF.registers\[11\]\[29\],20.36µm
_1419_,20.36µm
_2622_,20.36µm
net488,20.3µm
alu_result_out[5],20.3µm
instruction_out[20],20.3µm
instruction_out[26],20.3µm
instruction_out[30],20.3µm
alu_result_out[2],20.3µm
alu_result_out[4],20.3µm
instruction_out[21],20.3µm
instruction_out[27],20.3µm
RF.registers\[16\]\[12\],20.26µm
_2558_,20.22µm
_2184_,20.18µm
_2142_,20.16µm
_2720_,20.16µm
DMEM.memory\[16\]\[16\],20.04µm
RF.registers\[4\]\[8\],20.04µm
_2849_,20.01µm
DMEM.memory\[0\]\[9\],19.92µm
RF.registers\[4\]\[11\],19.86µm
_2480_,19.84µm
_2055_,19.76µm
RF.registers\[1\]\[28\],19.74µm
_2425_,19.74µm
alu_result_out[21],19.73µm
alu_result_out[23],19.73µm
alu_result_out[27],19.73µm
alu_result_out[29],19.73µm
alu_result_out[9],19.73µm
alu_result_out[13],19.73µm
alu_result_out[11],19.73µm
alu_result_out[15],19.73µm
alu_result_out[17],19.73µm
_1821_,19.7µm
DMEM.memory\[3\]\[26\],19.66µm
_1990_,19.64µm
_1907_,19.62µm
_2252_,19.62µm
DMEM.memory\[8\]\[17\],19.58µm
_1958_,19.56µm
RF.registers\[15\]\[29\],19.54µm
_2027_,19.52µm
_1714_,19.5µm
RF.registers\[16\]\[8\],19.44µm
DMEM.memory\[11\]\[7\],19.42µm
instruction_out[17],19.38µm
net1121,19.38µm
RF.registers\[4\]\[3\],19.325µm
DMEM.memory\[0\]\[25\],19.32µm
DMEM.memory\[1\]\[27\],19.32µm
net1221,19.28µm
_1901_,19.235µm
_2226_,19.2µm
net794,19.185µm
_1275_,19.18µm
RF.registers\[11\]\[16\],19.16µm
net563,19.15µm
DMEM.memory\[14\]\[7\],19.12µm
net1109,19.12µm
net1144,19.1µm
_1307_,19.1µm
_2858_,19.08µm
_1482_,19.02µm
net753,18.945µm
_2270_,18.92µm
_2796_,18.92µm
_2067_,18.88µm
_2196_,18.88µm
_2112_,18.86µm
_1743_,18.84µm
_1939_,18.84µm
RF.registers\[4\]\[26\],18.835µm
DMEM.memory\[0\]\[4\],18.74µm
_1498_,18.74µm
_2272_,18.7µm
_2696_,18.7µm
next_pc\[31\],18.7µm
net,18.68µm
net579,18.68µm
net580,18.68µm
_1555_,18.6µm
_2240_,18.54µm
_2002_,18.48µm
RF.registers\[9\]\[10\],18.455µm
_2684_,18.44µm
RF.registers\[3\]\[26\],18.365µm
_1731_,18.34µm
RF.registers\[11\]\[31\],18.32µm
_2132_,18.32µm
DMEM.memory\[4\]\[12\],18.3µm
RF.registers\[16\]\[1\],18.28µm
net1152,18.26µm
_1718_,18.26µm
_2056_,18.26µm
RF.registers\[13\]\[26\],18.22µm
_1259_,18.2µm
DMEM.memory\[19\]\[8\],18.125µm
RF.registers\[15\]\[19\],18.12µm
_1826_,18.1µm
_2746_,18.06µm
_2851_,18.02µm
instruction_out[23],18µm
DMEM.memory\[24\]\[23\],17.98µm
RF.registers\[9\]\[24\],17.98µm
DMEM.memory\[19\]\[12\],17.94µm
_1804_,17.84µm
_1854_,17.82µm
_1388_,17.8µm
_1514_,17.8µm
_2263_,17.78µm
net1132,17.76µm
DMEM.memory\[2\]\[14\],17.66µm
_1365_,17.64µm
_1425_,17.64µm
DMEM.memory\[11\]\[16\],17.6µm
RF.registers\[5\]\[2\],17.6µm
RF.registers\[4\]\[17\],17.545µm
alu_result_out[6],17.54µm
RF.registers\[9\]\[9\],17.5µm
_2448_,17.48µm
net978,17.46µm
RF.registers\[4\]\[1\],17.405µm
DMEM.memory\[31\]\[29\],17.4µm
RF.registers\[4\]\[10\],17.4µm
_1529_,17.4µm
_2111_,17.4µm
_1925_,17.38µm
_2040_,17.32µm
_1441_,17.3µm
RF.registers\[3\]\[19\],17.26µm
DMEM.memory\[21\]\[16\],17.18µm
DMEM.memory\[0\]\[28\],17.16µm
_2291_,17.12µm
next_pc\[27\],17.1µm
DMEM.memory\[3\]\[18\],17.04µm
_1784_,17.04µm
net1207,17.02µm
_2103_,17µm
next_pc\[29\],17µm
net768,16.975µm
RF.registers\[16\]\[9\],16.96µm
_1260_,16.91µm
_2519_,16.9µm
_1688_,16.84µm
_2241_,16.8µm
_2686_,16.8µm
_1724_,16.785µm
DMEM.memory\[19\]\[23\],16.78µm
DMEM.memory\[29\]\[3\],16.78µm
DMEM.memory\[3\]\[25\],16.74µm
_2503_,16.74µm
RF.registers\[13\]\[28\],16.7µm
_1358_,16.7µm
DMEM.memory\[1\]\[16\],16.66µm
_1785_,16.635µm
_1741_,16.605µm
RF.registers\[5\]\[30\],16.6µm
_2847_,16.6µm
net1105,16.58µm
net638,16.565µm
DMEM.memory\[11\]\[12\],16.56µm
_2619_,16.5µm
DMEM.memory\[18\]\[23\],16.48µm
RF.registers\[9\]\[20\],16.48µm
_1411_,16.48µm
net369,16.48µm
_2216_,16.42µm
_1500_,16.4µm
_2667_,16.38µm
DMEM.memory\[2\]\[25\],16.365µm
_2574_,16.36µm
_1666_,16.34µm
_1272_,16.3µm
_2664_,16.3µm
DMEM.memory\[22\]\[16\],16.26µm
DMEM.memory\[28\]\[29\],16.26µm
net705,16.225µm
net723,16.225µm
DMEM.memory\[3\]\[4\],16.22µm
RF.registers\[16\]\[6\],16.2µm
net1127,16.16µm
_1727_,16.16µm
_2468_,16.16µm
DMEM.memory\[29\]\[29\],16.14µm
_1709_,16.14µm
RF.registers\[2\]\[16\],16.06µm
_2297_,16.03µm
_2573_,16µm
_2802_,15.98µm
RF.registers\[4\]\[19\],15.955µm
_1423_,15.95µm
_2481_,15.92µm
RF.registers\[16\]\[3\],15.88µm
DMEM.memory\[21\]\[23\],15.82µm
DMEM.memory\[0\]\[19\],15.8µm
net1042,15.74µm
_2242_,15.72µm
_1367_,15.68µm
DMEM.memory\[3\]\[27\],15.62µm
_1485_,15.6µm
_2007_,15.58µm
_2740_,15.56µm
net832,15.545µm
_2079_,15.52µm
next_pc\[28\],15.52µm
RF.registers\[11\]\[2\],15.48µm
RF.registers\[5\]\[1\],15.48µm
_2536_,15.41µm
RF.registers\[1\]\[12\],15.4µm
net517,15.4µm
net822,15.345µm
_1823_,15.34µm
RF.registers\[16\]\[5\],15.32µm
net1092,15.32µm
_1631_,15.32µm
_2761_,15.3µm
_1429_,15.28µm
_2462_,15.26µm
RF.registers\[1\]\[13\],15.22µm
_2442_,15.22µm
_2512_,15.2µm
DMEM.memory\[11\]\[17\],15.18µm
_2616_,15.18µm
_2807_,15.18µm
_2279_,15.14µm
DMEM.memory\[2\]\[22\],15.12µm
RF.registers\[4\]\[20\],15.12µm
RF.registers\[1\]\[14\],15.1µm
_1432_,15.1µm
DMEM.memory\[17\]\[17\],15.06µm
_2268_,15.04µm
_2487_,15.02µm
DMEM.memory\[0\]\[22\],14.965µm
_0070_,14.96µm
_2500_,14.96µm
RF.registers\[2\]\[31\],14.94µm
_2578_,14.92µm
_1886_,14.88µm
RF.registers\[16\]\[11\],14.84µm
_1760_,14.84µm
RF.registers\[1\]\[27\],14.81µm
_2244_,14.8µm
RF.registers\[16\]\[2\],14.78µm
RF.registers\[5\]\[21\],14.78µm
_1417_,14.78µm
_2660_,14.78µm
RF.registers\[4\]\[21\],14.76µm
_2024_,14.76µm
DMEM.memory\[2\]\[13\],14.72µm
DMEM.memory\[1\]\[24\],14.64µm
DMEM.memory\[4\]\[17\],14.64µm
DMEM.memory\[4\]\[7\],14.64µm
_2473_,14.64µm
_1698_,14.63µm
RF.registers\[15\]\[25\],14.56µm
_2322_,14.56µm
_2716_,14.56µm
_1488_,14.48µm
_1795_,14.46µm
_2082_,14.46µm
DMEM.memory\[25\]\[23\],14.44µm
DMEM.memory\[9\]\[17\],14.44µm
RF.registers\[5\]\[16\],14.42µm
net1082,14.42µm
_2318_,14.42µm
DMEM.memory\[29\]\[13\],14.38µm
RF.registers\[16\]\[13\],14.36µm
RF.registers\[11\]\[22\],14.34µm
_1351_,14.34µm
DMEM.memory\[12\]\[12\],14.32µm
_1701_,14.32µm
_1931_,14.32µm
_2300_,14.32µm
net715,14.245µm
net819,14.245µm
_2459_,14.22µm
_2612_,14.22µm
net831,14.205µm
DMEM.memory\[1\]\[4\],14.2µm
DMEM.memory\[23\]\[7\],14.2µm
_1359_,14.18µm
RF.registers\[11\]\[10\],14.16µm
DMEM.memory\[27\]\[17\],14.14µm
DMEM.memory\[0\]\[0\],14.12µm
RF.registers\[9\]\[7\],14.1µm
_1665_,14.1µm
_1733_,14.1µm
net1067,14.08µm
DMEM.memory\[2\]\[23\],14.02µm
RF.registers\[2\]\[8\],14µm
RF.registers\[5\]\[9\],14µm
_1506_,13.96µm
DMEM.memory\[10\]\[23\],13.9µm
RF.registers\[3\]\[18\],13.9µm
RF.registers\[11\]\[27\],13.88µm
_2826_,13.88µm
DMEM.memory\[18\]\[17\],13.86µm
_1440_,13.86µm
_2627_,13.86µm
net954,13.86µm
net1085,13.84µm
_1916_,13.84µm
_2170_,13.84µm
_2415_,13.81µm
net1055,13.78µm
_2590_,13.76µm
_1608_,13.755µm
net683,13.725µm
net927,13.7µm
_2084_,13.7µm
DMEM.memory\[26\]\[7\],13.68µm
RF.registers\[1\]\[17\],13.68µm
RF.registers\[2\]\[7\],13.68µm
net593,13.665µm
net1071,13.62µm
DMEM.memory\[27\]\[16\],13.6µm
DMEM.memory\[29\]\[7\],13.6µm
_1813_,13.6µm
_1933_,13.6µm
DMEM.memory\[9\]\[7\],13.58µm
_1309_,13.56µm
_1705_,13.56µm
_2234_,13.56µm
_2505_,13.56µm
net762,13.545µm
RF.registers\[11\]\[12\],13.54µm
_2613_,13.54µm
_2710_,13.52µm
net764,13.505µm
_2770_,13.5µm
DMEM.memory\[19\]\[7\],13.48µm
DMEM.memory\[15\]\[17\],13.46µm
_1403_,13.46µm
_2495_,13.46µm
net603,13.44µm
_1777_,13.44µm
RF.registers\[5\]\[13\],13.42µm
_1496_,13.42µm
_2575_,13.41µm
DMEM.memory\[16\]\[8\],13.4µm
_1737_,13.39µm
DMEM.memory\[2\]\[20\],13.38µm
net220,13.38µm
DMEM.memory\[4\]\[23\],13.36µm
_1974_,13.36µm
RF.registers\[1\]\[23\],13.34µm
net1104,13.34µm
_2107_,13.34µm
net1222,13.28µm
RF.registers\[1\]\[11\],13.26µm
_2094_,13.26µm
_2168_,13.26µm
DMEM.memory\[1\]\[26\],13.24µm
DMEM.memory\[3\]\[8\],13.24µm
DMEM.memory\[2\]\[15\],13.22µm
RF.registers\[1\]\[20\],13.22µm
DMEM.memory\[6\]\[13\],13.18µm
net771,13.165µm
_1739_,13.16µm
_2689_,13.16µm
RF.registers\[11\]\[20\],13.1µm
net965,13.08µm
net1201,13.08µm
_2153_,13.08µm
DMEM.memory\[27\]\[23\],13.04µm
DMEM.memory\[3\]\[13\],13.04µm
net976,13.04µm
net1123,13.02µm
DMEM.memory\[13\]\[17\],13µm
DMEM.memory\[0\]\[11\],12.98µm
_1095_,12.965µm
_1862_,12.96µm
net746,12.955µm
_2218_,12.95µm
DMEM.memory\[18\]\[7\],12.94µm
DMEM.memory\[8\]\[12\],12.94µm
_1605_,12.94µm
DMEM.memory\[7\]\[13\],12.92µm
_1269_,12.88µm
net1090,12.82µm
_2125_,12.82µm
_2811_,12.82µm
DMEM.memory\[12\]\[16\],12.8µm
_1993_,12.8µm
DMEM.memory\[3\]\[24\],12.78µm
RF.registers\[13\]\[27\],12.78µm
RF.registers\[9\]\[26\],12.76µm
DMEM.memory\[11\]\[23\],12.74µm
DMEM.memory\[7\]\[12\],12.74µm
net983,12.74µm
net1111,12.74µm
_1839_,12.74µm
_1792_,12.72µm
DMEM.memory\[1\]\[21\],12.68µm
net850,12.68µm
DMEM.memory\[0\]\[10\],12.64µm
_1690_,12.64µm
_1761_,12.64µm
net1159,12.58µm
net1112,12.58µm
net863,12.545µm
DMEM.memory\[23\]\[17\],12.54µm
_2674_,12.5µm
_1723_,12.48µm
_1810_,12.48µm
RF.registers\[1\]\[10\],12.46µm
_1744_,12.46µm
_2182_,12.46µm
net758,12.445µm
DMEM.memory\[26\]\[23\],12.42µm
net648,12.405µm
net1114,12.38µm
_2506_,12.38µm
_2585_,12.38µm
_2644_,12.38µm
next_pc\[4\],12.365µm
net714,12.325µm
DMEM.memory\[1\]\[1\],12.32µm
RF.registers\[2\]\[23\],12.3µm
DMEM.memory\[24\]\[17\],12.285µm
net943,12.28µm
net484,12.28µm
DMEM.memory\[3\]\[10\],12.26µm
net719,12.245µm
DMEM.memory\[13\]\[23\],12.24µm
RF.registers\[11\]\[18\],12.24µm
net1195,12.24µm
net1065,12.24µm
net1163,12.24µm
net973,12.225µm
_2133_,12.22µm
net814,12.205µm
_2051_,12.18µm
_2522_,12.18µm
_2598_,12.18µm
_2817_,12.18µm
_2117_,12.165µm
DMEM.memory\[3\]\[11\],12.16µm
_2034_,12.16µm
net987,12.12µm
DMEM.memory\[16\]\[23\],12.08µm
_1436_,12.08µm
DMEM.memory\[17\]\[7\],12.06µm
RF.registers\[11\]\[3\],12.04µm
RF.registers\[9\]\[18\],12.04µm
_2085_,12.04µm
DMEM.memory\[17\]\[23\],12.02µm
_1797_,12.02µm
_2033_,12.02µm
DMEM.memory\[31\]\[17\],12µm
RF.registers\[1\]\[15\],12µm
net890,12µm
_1519_,12µm
DMEM.memory\[13\]\[12\],11.98µm
DMEM.memory\[30\]\[13\],11.96µm
_2718_,11.93µm
net915,11.92µm
net1069,11.9µm
DMEM.memory\[4\]\[16\],11.88µm
net905,11.88µm
RF.registers\[4\]\[23\],11.875µm
DMEM.memory\[22\]\[12\],11.84µm
DMEM.memory\[2\]\[0\],11.84µm
_3010_,11.84µm
net639,11.825µm
net1178,11.82µm
_2047_,11.8µm
RF.registers\[1\]\[26\],11.78µm
_3170_,11.78µm
net655,11.745µm
DMEM.memory\[23\]\[12\],11.7µm
DMEM.memory\[3\]\[28\],11.7µm
_1654_,11.7µm
_1938_,11.7µm
_1742_,11.68µm
DMEM.memory\[12\]\[13\],11.66µm
DMEM.memory\[1\]\[29\],11.66µm
net901,11.66µm
_2031_,11.66µm
DMEM.memory\[10\]\[16\],11.64µm
_2320_,11.625µm
net1007,11.62µm
_1513_,11.62µm
_1726_,11.62µm
_1819_,11.62µm
RF.registers\[5\]\[11\],11.6µm
_2096_,11.58µm
DMEM.memory\[3\]\[21\],11.54µm
net1079,11.54µm
_1808_,11.54µm
_2060_,11.54µm
net516,11.54µm
net585,11.525µm
net777,11.525µm
net952,11.52µm
DMEM.memory\[15\]\[13\],11.5µm
net1203,11.48µm
_1844_,11.46µm
net938,11.44µm
DMEM.memory\[14\]\[13\],11.425µm
DMEM.memory\[1\]\[10\],11.42µm
DMEM.memory\[20\]\[23\],11.42µm
DMEM.memory\[3\]\[30\],11.42µm
_2197_,11.42µm
DMEM.memory\[1\]\[23\],11.38µm
net967,11.38µm
_1981_,11.38µm
_2543_,11.38µm
net1225,11.36µm
net1086,11.36µm
DMEM.memory\[0\]\[18\],11.34µm
_1426_,11.34µm
DMEM.memory\[1\]\[9\],11.32µm
net1179,11.32µm
_1747_,11.32µm
_2550_,11.28µm
DMEM.memory\[18\]\[12\],11.26µm
_1327_,11.26µm
_2004_,11.26µm
DMEM.memory\[13\]\[16\],11.24µm
DMEM.memory\[1\]\[15\],11.24µm
DMEM.memory\[3\]\[22\],11.24µm
DMEM.memory\[7\]\[23\],11.24µm
net1214,11.24µm
_1695_,11.24µm
_2413_,11.24µm
_2711_,11.24µm
net623,11.235µm
_2501_,11.21µm
_2808_,11.2µm
_1442_,11.18µm
DMEM.memory\[20\]\[17\],11.16µm
RF.registers\[16\]\[10\],11.16µm
RF.registers\[9\]\[4\],11.16µm
_2282_,11.16µm
_2790_,11.16µm
DMEM.memory\[10\]\[12\],11.14µm
DMEM.memory\[24\]\[7\],11.14µm
DMEM.memory\[5\]\[16\],11.14µm
net957,11.12µm
_1428_,11.12µm
_2625_,11.12µm
net919,11.12µm
DMEM.memory\[26\]\[17\],11.1µm
net805,11.085µm
DMEM.memory\[3\]\[23\],11.08µm
net815,11.065µm
net680,11.065µm
net702,11.065µm
net775,11.025µm
_1712_,11.02µm
RF.registers\[2\]\[2\],11.005µm
DMEM.memory\[28\]\[12\],11µm
_1478_,11µm
DMEM.memory\[30\]\[3\],10.96µm
DMEM.memory\[3\]\[29\],10.96µm
net995,10.96µm
net1183,10.96µm
net765,10.945µm
net1089,10.94µm
DMEM.memory\[28\]\[3\],10.92µm
_2397_,10.92µm
_2507_,10.92µm
net1143,10.9µm
net1210,10.9µm
net1218,10.9µm
net1215,10.9µm
net1191,10.9µm
net1228,10.9µm
net857,10.86µm
net1047,10.86µm
net1099,10.86µm
_2087_,10.86µm
RF.registers\[3\]\[10\],10.845µm
_2219_,10.815µm
DMEM.memory\[2\]\[7\],10.8µm
net634,10.785µm
net855,10.78µm
_1405_,10.78µm
_1752_,10.78µm
_2729_,10.78µm
DMEM.memory\[29\]\[12\],10.76µm
net825,10.745µm
DMEM.memory\[1\]\[25\],10.74µm
DMEM.memory\[3\]\[5\],10.74µm
RF.registers\[11\]\[5\],10.74µm
_2141_,10.74µm
net1028,10.74µm
DMEM.memory\[1\]\[0\],10.72µm
_1601_,10.72µm
net875,10.705µm
DMEM.memory\[31\]\[7\],10.7µm
_2610_,10.7µm
RF.registers\[1\]\[29\],10.69µm
DMEM.memory\[16\]\[7\],10.68µm
net1041,10.66µm
net882,10.66µm
_1846_,10.66µm
RF.registers\[1\]\[0\],10.62µm
_1533_,10.62µm
net669,10.605µm
net734,10.605µm
DMEM.memory\[1\]\[18\],10.58µm
net1113,10.58µm
_2494_,10.58µm
_3112_,10.58µm
net971,10.56µm
_2778_,10.56µm
_2470_,10.54µm
_3129_,10.52µm
net640,10.505µm
_2709_,10.46µm
_2906_,10.46µm
net1096,10.46µm
net697,10.445µm
net644,10.445µm
net1147,10.44µm
net1160,10.44µm
net1161,10.44µm
net865,10.44µm
net871,10.44µm
net1174,10.44µm
net848,10.44µm
net1230,10.44µm
_2424_,10.44µm
net1046,10.44µm
_2792_,10.43µm
DMEM.memory\[1\]\[31\],10.42µm
_1489_,10.42µm
_2637_,10.42µm
net1157,10.4µm
_2163_,10.4µm
net742,10.385µm
