net,length_um
_2306_,205µm
net487,205µm
net358,204.56µm
_1656_,204.26µm
net551,203.92µm
clknet_leaf_0_clk,203.9µm
net540,203.28µm
_1887_,203.24µm
net377,203.06µm
clknet_leaf_15_clk,202.66µm
clknet_leaf_37_clk,202.6µm
net494,202.56µm
_1486_,202.345µm
net419,201.29µm
_2606_,201.07µm
net549,200.72µm
_1927_,199.9µm
net32,199.67µm
net567,199.5µm
clknet_3_7__leaf_clk,198.56µm
clknet_leaf_39_clk,198.24µm
net338,198.1µm
net50,196.93µm
net333,196.82µm
clknet_leaf_25_clk,196.48µm
_1658_,196.1µm
_1252_,194.88µm
net548,194.66µm
_1934_,194.57µm
net36,194.14µm
net310,193.69µm
net389,193µm
_2582_,192.82µm
net554,192.29µm
net521,192.04µm
net16,191.82µm
net69,191.66µm
net565,190.6µm
_1501_,190.2µm
net410,189.41µm
_2157_,188.76µm
_1920_,188.47µm
clknet_leaf_5_clk,187.775µm
net344,187.765µm
net264,186.94µm
net362,186.9µm
_1912_,186.38µm
net459,186.3µm
clknet_leaf_13_clk,186.14µm
net543,186.095µm
net48,185.56µm
net34,184.79µm
net30,184.7µm
_1466_,184.68µm
net553,183.96µm
net401,182.955µm
net541,182.56µm
_2852_,182.52µm
_1941_,181.78µm
net388,181.7µm
clknet_leaf_35_clk,181.04µm
_1298_,180.81µm
RF.registers\[12\]\[19\],180.78µm
net416,180.3µm
RF.registers\[13\]\[16\],180.29µm
net533,179.88µm
clknet_leaf_42_clk,179.76µm
clknet_leaf_6_clk,179.36µm
net433,179.23µm
net403,179.12µm
net364,178.65µm
_1651_,178.555µm
_2256_,177.96µm
net341,177.89µm
net407,177.735µm
net60,177.08µm
net532,176.48µm
net59,176.4µm
net367,175.38µm
net529,174.72µm
clknet_leaf_14_clk,174.5µm
net395,174.26µm
net18,173.84µm
_2859_,173.46µm
clknet_leaf_3_clk,173.22µm
net504,173.14µm
clknet_3_2__leaf_clk,172.16µm
net349,172.035µm
net320,171.19µm
net35,170.79µm
net453,170.76µm
net39,170.32µm
net319,169.61µm
_1268_,169.16µm
net292,169.005µm
RF.registers\[12\]\[22\],168.94µm
net72,168.9µm
net351,168.875µm
net66,168.72µm
_1463_,168.48µm
clknet_3_5__leaf_clk,168.24µm
clknet_leaf_7_clk,167.86µm
net40,167.56µm
_2299_,166.86µm
_2841_,166.23µm
_2850_,166.22µm
net408,166.195µm
clknet_leaf_16_clk,166.16µm
clknet_leaf_11_clk,165.97µm
_2785_,165.46µm
_1637_,165.41µm
net324,165.03µm
clknet_leaf_12_clk,164.98µm
reset,164.66µm
clknet_leaf_19_clk,164.6µm
net405,164.19µm
net288,163.75µm
net17,163.72µm
clknet_leaf_9_clk,163.2µm
_2682_,162.96µm
_2698_,162.5µm
net440,161.54µm
net284,161.53µm
next_pc\[13\],161.08µm
net19,160.9µm
clknet_leaf_20_clk,160.18µm
clknet_leaf_36_clk,159.68µm
net402,159.5µm
net399,159.43µm
net544,159.3µm
clknet_leaf_21_clk,159.16µm
_1304_,159.16µm
net65,158.98µm
_1459_,158.94µm
net321,158.76µm
net328,158.68µm
net269,158.65µm
RF.registers\[12\]\[5\],158.4µm
net522,158.36µm
RF.registers\[10\]\[28\],157.66µm
net400,157.605µm
clknet_leaf_4_clk,157.48µm
net552,157.43µm
net417,157.365µm
clknet_leaf_22_clk,157.06µm
clknet_leaf_10_clk,156.8µm
net26,156.42µm
net278,156.37µm
_2855_,155.6µm
RF.registers\[13\]\[25\],155.36µm
net448,154.65µm
clknet_leaf_17_clk,154.1µm
net489,153.58µm
net345,152.905µm
clknet_leaf_18_clk,152.83µm
_1409_,152.44µm
net392,152.18µm
clknet_leaf_8_clk,151.94µm
clknet_leaf_34_clk,151.82µm
_1669_,151.525µm
net61,151.48µm
net281,150.87µm
RF.registers\[12\]\[24\],150.275µm
net446,149.935µm
_2861_,149.74µm
clknet_leaf_31_clk,149.18µm
net272,149.04µm
net427,148.55µm
clknet_leaf_29_clk,148.5µm
net545,148.06µm
_1565_,147.88µm
next_pc\[14\],146.82µm
net409,146.58µm
net528,146.5µm
net568,146.18µm
RF.registers\[10\]\[7\],146.08µm
net530,145.98µm
_1369_,145.65µm
clknet_leaf_24_clk,145.57µm
clknet_leaf_32_clk,144.375µm
clknet_leaf_41_clk,144.36µm
_1293_,143.92µm
RF.registers\[8\]\[7\],142.96µm
clknet_leaf_26_clk,142.94µm
net298,142.645µm
net315,142.56µm
net534,142.06µm
net294,141.845µm
net374,141.5µm
clknet_leaf_40_clk,141.08µm
net524,140.98µm
_2138_,140.725µm
_2477_,140.56µm
net444,140.54µm
net354,140.405µm
_1630_,140.29µm
_2865_,139.86µm
RF.registers\[12\]\[21\],139.74µm
net546,139.545µm
net360,139.46µm
next_pc\[17\],139.14µm
_2158_,139.07µm
net20,138.86µm
net527,138.46µm
RF.registers\[12\]\[9\],138.4µm
net418,137.825µm
net370,137.21µm
net385,137.2µm
_1708_,137.13µm
clknet_leaf_23_clk,136.96µm
net572,136.56µm
net535,136.1µm
RF.registers\[10\]\[6\],135.9µm
net275,134.975µm
net277,134.535µm
_1729_,133.62µm
_1664_,133.595µm
clknet_leaf_30_clk,133.54µm
net270,133.45µm
RF.registers\[12\]\[11\],133.44µm
net42,133.44µm
_1350_,132.42µm
_1363_,132.17µm
RF.registers\[12\]\[1\],132.085µm
_2506_,131.85µm
net293,131.78µm
net371,131.46µm
RF.registers\[12\]\[12\],131.3µm
_1361_,131.02µm
net27,130.97µm
net297,130.805µm
_2751_,130.64µm
_1258_,130.36µm
net376,130.34µm
_1904_,130µm
net523,129.93µm
_2985_,129.88µm
_1472_,129.14µm
net280,128.94µm
net53,128.42µm
_2116_,128.36µm
net266,127.96µm
_1348_,127.91µm
_1347_,127.86µm
net526,127µm
_1682_,126.81µm
next_pc\[15\],126.71µm
clknet_leaf_33_clk,126.7µm
net45,126.36µm
clknet_leaf_27_clk,126.07µm
_2030_,125.62µm
next_pc\[16\],125.44µm
clknet_3_3__leaf_clk,123.8µm
RF.registers\[5\]\[6\],123.68µm
RF.registers\[13\]\[18\],123.26µm
net285,123.04µm
_2180_,123.04µm
net368,122.78µm
_2332_,122.66µm
clknet_leaf_43_clk,122.42µm
net282,122.37µm
RF.registers\[10\]\[5\],122.1µm
net331,121.9µm
clknet_leaf_28_clk,121.52µm
RF.registers\[12\]\[28\],121.34µm
_1954_,121.32µm
RF.registers\[11\]\[7\],121.21µm
net325,121.095µm
_2617_,120.86µm
_2269_,120.84µm
_1648_,120.8µm
_2465_,120.42µm
_2100_,120.18µm
_2261_,119.84µm
_2671_,119.76µm
RF.registers\[8\]\[6\],119.02µm
net357,118.925µm
_2656_,118.92µm
_2783_,118.66µm
_1438_,118.64µm
_1283_,117.96µm
RF.registers\[12\]\[8\],117.88µm
net268,117.8µm
net398,117.755µm
_2049_,117.64µm
next_pc\[8\],117.62µm
_2006_,117.48µm
net28,117.18µm
net256,116.26µm
net525,115.8µm
_2669_,115.16µm
net379,115.105µm
net363,115.08µm
net276,114.92µm
net411,114.88µm
_1253_,114.65µm
net414,114.225µm
_2803_,114.16µm
net421,113.94µm
_1991_,113.9µm
RF.registers\[3\]\[7\],113.68µm
_1303_,113.63µm
RF.registers\[12\]\[3\],113.545µm
net353,113.315µm
next_pc\[22\],112.2µm
net438,112µm
_2642_,111.62µm
net25,111.58µm
net456,111.57µm
net21,111.26µm
net52,111.16µm
net283,111.13µm
net350,111.105µm
RF.registers\[12\]\[26\],111.1µm
RF.registers\[2\]\[12\],110.54µm
net332,110.4µm
net381,110.16µm
net452,110.14µm
_1947_,109.8µm
net460,109.28µm
RF.registers\[10\]\[12\],108.94µm
_1355_,108.65µm
next_pc\[9\],108.24µm
_2502_,108.23µm
_1337_,108.05µm
_2639_,107.98µm
next_pc\[20\],107.14µm
net323,106.53µm
_2641_,106.1µm
_2735_,106.06µm
_2276_,106.02µm
_2563_,105.84µm
_1558_,105.78µm
_2083_,105.3µm
RF.registers\[5\]\[27\],104.56µm
_2646_,104.48µm
RF.registers\[12\]\[13\],104.16µm
_2327_,103.22µm
RF.registers\[10\]\[15\],102.92µm
RF.registers\[10\]\[8\],102.26µm
_1491_,102.07µm
_2046_,101.88µm
_1589_,101.77µm
_3120_,101.62µm
net404,101.025µm
_2338_,100.72µm
_2724_,100.5µm
RF.registers\[12\]\[27\],100.22µm
net369,99.72µm
_1745_,99.72µm
_1969_,99.58µm
net426,99.575µm
_1290_,99.01µm
_2132_,97.84µm
_3130_,97.78µm
net422,97.68µm
_1768_,97.46µm
net413,97.04µm
net267,96.72µm
_1335_,96.43µm
_2593_,96.2µm
_2775_,96.16µm
_2547_,96.08µm
_2840_,96.06µm
net296,95.88µm
_1863_,95.86µm
_2217_,95.72µm
_1803_,95.64µm
_2000_,95.4µm
RF.registers\[10\]\[11\],95.24µm
net373,95.035µm
net505,94.92µm
net361,94.285µm
_1516_,93.6µm
_2022_,93.6µm
RF.registers\[12\]\[4\],93.3µm
net491,92.88µm
next_pc\[11\],92.84µm
RF.registers\[12\]\[29\],92.6µm
net366,92.56µm
_1360_,92.42µm
_2731_,91.82µm
RF.registers\[11\]\[6\],91.68µm
net425,91.33µm
_1812_,90.92µm
RF.registers\[13\]\[20\],90.9µm
_2109_,90.62µm
_2105_,90.56µm
net502,90.54µm
_1507_,90.5µm
_1264_,90.4µm
net327,90.28µm
_2026_,90.065µm
net286,89.605µm
net287,89.575µm
_1776_,89.53µm
_2171_,89µm
net290,88.71µm
_2021_,88.68µm
_1299_,88.66µm
RF.registers\[12\]\[6\],88.62µm
net54,87.96µm
_1598_,87.92µm
_2037_,87.76µm
_1295_,87.36µm
_2653_,87.18µm
net424,86.335µm
_2408_,86.185µm
_2262_,85.9µm
_2730_,85.84µm
_1961_,85.46µm
RF.registers\[2\]\[1\],85.38µm
_1435_,85.38µm
_2309_,85.3µm
_2818_,85.16µm
net503,85.14µm
RF.registers\[12\]\[10\],85.02µm
next_pc\[10\],85µm
RF.registers\[8\]\[12\],84.93µm
RF.registers\[3\]\[14\],84.72µm
_2762_,84.72µm
_2499_,84.71µm
_2066_,84.7µm
_2048_,84.56µm
_2187_,84.5µm
RF.registers\[11\]\[27\],84.32µm
_1604_,83.92µm
RF.registers\[10\]\[4\],83.74µm
_1948_,83.52µm
RF.registers\[12\]\[14\],83.42µm
RF.registers\[16\]\[4\],83.24µm
RF.registers\[16\]\[18\],83.06µm
_1427_,82.9µm
_2146_,82.8µm
_1627_,82.54µm
_2828_,82.52µm
RF.registers\[13\]\[6\],82.36µm
RF.registers\[4\]\[6\],82.04µm
_1380_,82.04µm
_2337_,81.94µm
net289,81.86µm
_2336_,81.78µm
net291,81.67µm
_2137_,81.64µm
RF.registers\[4\]\[7\],81.62µm
RF.registers\[10\]\[17\],81.48µm
net570,81.34µm
_1389_,81.25µm
RF.registers\[15\]\[3\],81.16µm
_2225_,80.93µm
RF.registers\[11\]\[13\],80.72µm
_1675_,80.7µm
_2076_,80.3µm
net443,80.21µm
net273,80.1µm
RF.registers\[12\]\[7\],79.695µm
RF.registers\[4\]\[9\],79.555µm
_1343_,79.3µm
RF.registers\[4\]\[3\],78.835µm
_2123_,78.8µm
_2104_,78.62µm
_1794_,78.085µm
DMEM.memory\[0\]\[29\],78.04µm
net564,77.94µm
_2098_,77.5µm
_1636_,77.475µm
_2568_,77.41µm
net457,77.4µm
RF.registers\[4\]\[15\],77.345µm
_1498_,77.2µm
RF.registers\[9\]\[0\],77.18µm
_1584_,76.8µm
RF.registers\[4\]\[13\],76.775µm
net406,76.64µm
net279,76.535µm
_1976_,76.46µm
_2604_,76.34µm
_2058_,76.22µm
RF.registers\[4\]\[14\],75.815µm
next_pc\[25\],75.78µm
RF.registers\[8\]\[11\],75.73µm
_2788_,75.5µm
RF.registers\[16\]\[20\],75.44µm
net455,75.14µm
_1402_,75.08µm
_2281_,75µm
RF.registers\[12\]\[31\],74.76µm
RF.registers\[10\]\[10\],74.66µm
RF.registers\[13\]\[21\],73.84µm
_1460_,73.72µm
_1357_,73.4µm
_2427_,73.4µm
_2809_,73.37µm
RF.registers\[10\]\[13\],73.12µm
RF.registers\[4\]\[18\],72.725µm
_1415_,72.7µm
net575,72.35µm
net22,72.32µm
RF.registers\[12\]\[2\],72.26µm
_1495_,72.06µm
_2200_,72.04µm
_2524_,71.64µm
_2205_,71.55µm
net571,71.46µm
net458,71.32µm
_2516_,71.3µm
next_pc\[24\],71.24µm
_2246_,71.15µm
RF.registers\[2\]\[3\],71.12µm
net295,71.02µm
RF.registers\[4\]\[31\],70.955µm
_1326_,70.66µm
RF.registers\[12\]\[0\],70.6µm
_1677_,70.38µm
net33,70.24µm
_1331_,70.12µm
_1406_,70.06µm
RF.registers\[16\]\[9\],69.96µm
_2023_,69.92µm
RF.registers\[2\]\[22\],69.805µm
_1687_,69.7µm
_1503_,69.68µm
_1707_,69.54µm
_2195_,69.2µm
net47,69.18µm
RF.registers\[12\]\[30\],69.14µm
RF.registers\[8\]\[9\],68.58µm
_2592_,68.42µm
RF.registers\[3\]\[1\],67.84µm
_2290_,67.72µm
_1735_,67.66µm
_1670_,67.42µm
_1543_,67.22µm
_2091_,67.1µm
net57,67.1µm
_2207_,67.04µm
_2209_,66.9µm
_2193_,66.88µm
_2038_,66.54µm
RF.registers\[8\]\[0\],66.455µm
net29,66.2µm
_2154_,66.055µm
net271,65.98µm
net412,65.95µm
net557,65.8µm
_2419_,65.68µm
_1545_,65.48µm
RF.registers\[10\]\[1\],65.45µm
RF.registers\[10\]\[20\],65.175µm
_2126_,65.1µm
_2249_,65.08µm
net46,64.9µm
_1416_,64.75µm
RF.registers\[8\]\[13\],64.74µm
_2203_,64.66µm
_1424_,64.48µm
_1615_,64.445µm
RF.registers\[8\]\[21\],64.435µm
DMEM.memory\[0\]\[31\],64.42µm
net71,64.4µm
_2140_,64.335µm
_1973_,64.24µm
_1342_,64.23µm
net454,64.02µm
_2876_,63.92µm
RF.registers\[3\]\[28\],63.88µm
next_pc\[19\],63.725µm
_2228_,63.68µm
net1203,63.66µm
_2095_,63.62µm
_1328_,63.6µm
_1344_,63.5µm
_1394_,63.37µm
_2679_,62.97µm
_1470_,62.52µm
_1535_,62.5µm
RF.registers\[10\]\[26\],62.46µm
RF.registers\[11\]\[14\],62.28µm
_1732_,62.25µm
_2208_,62.24µm
_1310_,62.225µm
RF.registers\[13\]\[27\],62.14µm
_1431_,62.14µm
_1287_,62.04µm
net531,61.94µm
RF.registers\[10\]\[16\],61.92µm
_1510_,61.28µm
net423,61.22µm
RF.registers\[10\]\[23\],61.21µm
_1905_,61.1µm
_2531_,60.92µm
RF.registers\[8\]\[1\],60.76µm
_2590_,60.74µm
RF.registers\[10\]\[2\],60.6µm
_2147_,60.5µm
RF.registers\[3\]\[17\],60.46µm
RF.registers\[8\]\[15\],60.32µm
_1477_,60.32µm
RF.registers\[2\]\[13\],59.94µm
_1807_,59.9µm
RF.registers\[13\]\[19\],59.76µm
_2444_,59.66µm
net75,59.66µm
_2238_,59.535µm
_1546_,59.52µm
_1672_,59.4µm
_1960_,59.28µm
_2172_,59.28µm
RF.registers\[10\]\[3\],59.1µm
net274,58.98µm
net62,58.94µm
RF.registers\[10\]\[0\],58.82µm
_2294_,58.79µm
_2452_,58.68µm
RF.registers\[8\]\[18\],58.58µm
next_pc\[5\],58.54µm
_2581_,58.52µm
_1329_,58.5µm
_3132_,58.24µm
_1256_,58.16µm
RF.registers\[5\]\[28\],58.14µm
_2206_,58.14µm
RF.registers\[1\]\[2\],58µm
_2122_,57.98µm
_2264_,57.84µm
_2652_,57.64µm
RF.registers\[2\]\[10\],57.52µm
_1623_,57.38µm
_2733_,57.38µm
RF.registers\[11\]\[23\],57.34µm
_2428_,57.34µm
_2589_,57.22µm
net41,57.22µm
_2090_,57.12µm
RF.registers\[3\]\[31\],56.98µm
_2765_,56.94µm
RF.registers\[3\]\[3\],56.76µm
_1983_,56.66µm
_2247_,56.6µm
RF.registers\[2\]\[30\],56.56µm
_1964_,56.48µm
RF.registers\[5\]\[17\],56.22µm
_2024_,56.17µm
_2176_,56.16µm
_2285_,56.08µm
_1418_,56.06µm
_1603_,56.02µm
_1994_,56.01µm
_2211_,55.87µm
RF.registers\[4\]\[17\],55.86µm
net31,55.86µm
RF.registers\[3\]\[4\],55.78µm
_1971_,55.74µm
_1684_,55.34µm
_2280_,55.255µm
_2150_,55.22µm
_1353_,55.1µm
RF.registers\[2\]\[18\],55.06µm
_2007_,55.04µm
net43,54.76µm
net569,54.69µm
RF.registers\[13\]\[12\],54.64µm
RF.registers\[16\]\[21\],54.55µm
RF.registers\[10\]\[24\],54.46µm
RF.registers\[10\]\[19\],53.46µm
_2738_,53.26µm
DMEM.memory\[0\]\[5\],53.245µm
RF.registers\[4\]\[28\],53.08µm
RF.registers\[8\]\[2\],53.08µm
RF.registers\[4\]\[0\],53.01µm
RF.registers\[11\]\[26\],53µm
RF.registers\[13\]\[14\],52.98µm
_2202_,52.9µm
RF.registers\[8\]\[23\],52.68µm
_1333_,52.62µm
_2222_,52.54µm
_2434_,52.54µm
RF.registers\[10\]\[9\],52.5µm
_2265_,52.3µm
_1537_,52.1µm
RF.registers\[4\]\[8\],51.93µm
_2694_,51.92µm
_2156_,51.76µm
_1408_,51.61µm
RF.registers\[13\]\[9\],51.6µm
RF.registers\[3\]\[0\],51.58µm
RF.registers\[10\]\[25\],51.54µm
_1289_,51.46µm
RF.registers\[3\]\[15\],51.43µm
_2451_,51.25µm
RF.registers\[10\]\[14\],51.005µm
RF.registers\[4\]\[2\],50.775µm
net67,50.7µm
_2879_,50.56µm
RF.registers\[2\]\[8\],49.76µm
_1270_,49.72µm
DMEM.memory\[0\]\[25\],49.66µm
RF.registers\[13\]\[2\],49.56µm
_2099_,49.48µm
net485,49.42µm
RF.registers\[4\]\[30\],49.245µm
_2167_,49.24µm
_2134_,49.2µm
RF.registers\[8\]\[30\],49.06µm
_1780_,48.98µm
RF.registers\[15\]\[30\],48.92µm
_2094_,48.92µm
RF.registers\[11\]\[17\],48.54µm
RF.registers\[8\]\[25\],48.5µm
_1366_,48.42µm
_1817_,48.36µm
RF.registers\[9\]\[28\],48.08µm
net1205,48.08µm
DMEM.memory\[0\]\[16\],48µm
_1649_,48µm
_2620_,47.86µm
RF.registers\[13\]\[1\],47.82µm
RF.registers\[13\]\[22\],47.8µm
RF.registers\[13\]\[24\],47.565µm
RF.registers\[13\]\[8\],47.545µm
_2579_,47.54µm
net347,47.405µm
RF.registers\[4\]\[12\],47.3µm
RF.registers\[4\]\[4\],47.14µm
_2443_,47.14µm
_1266_,47.1µm
_2159_,47µm
_2569_,46.98µm
RF.registers\[13\]\[4\],46.92µm
RF.registers\[13\]\[28\],46.74µm
_2437_,46.68µm
_2016_,46.6µm
RF.registers\[8\]\[28\],46.56µm
_1439_,46.44µm
RF.registers\[11\]\[11\],46.38µm
net576,46.3µm
_2149_,46.3µm
_2487_,46.26µm
_2696_,46.22µm
_2235_,46.18µm
_2321_,46.18µm
_2092_,46.14µm
_2482_,46.08µm
_2278_,46.035µm
RF.registers\[13\]\[3\],45.98µm
DMEM.memory\[0\]\[27\],45.82µm
_2292_,45.78µm
RF.registers\[8\]\[17\],45.68µm
RF.registers\[4\]\[5\],45.57µm
RF.registers\[10\]\[27\],45.4µm
RF.registers\[13\]\[29\],45.16µm
RF.registers\[3\]\[9\],45.16µm
_2013_,45.14µm
_1998_,44.96µm
_2185_,44.92µm
_1365_,44.84µm
_1913_,44.76µm
RF.registers\[16\]\[14\],44.67µm
net1199,44.5µm
pc_out[23],44.44µm
_1809_,44.31µm
_1770_,44.29µm
net559,43.98µm
_1443_,43.88µm
_2040_,43.84µm
_1716_,43.52µm
_2047_,43.42µm
_1949_,43.18µm
_2812_,43.06µm
_1923_,43.02µm
_2745_,42.78µm
RF.registers\[10\]\[22\],42.73µm
_2439_,42.56µm
_1663_,42.44µm
_2053_,42.38µm
_1676_,42.1µm
_2215_,42.08µm
net326,41.935µm
_2431_,41.88µm
_1955_,41.78µm
RF.registers\[3\]\[13\],41.62µm
RF.registers\[8\]\[26\],41.38µm
RF.registers\[3\]\[29\],41.3µm
RF.registers\[8\]\[24\],41.16µm
net558,41.14µm
_2471_,41.14µm
RF.registers\[4\]\[23\],41.095µm
net301,41.02µm
RF.registers\[16\]\[16\],41.01µm
RF.registers\[5\]\[13\],40.98µm
RF.registers\[13\]\[13\],40.88µm
RF.registers\[3\]\[2\],40.76µm
alu_result_out[31],40.75µm
RF.registers\[9\]\[22\],40.745µm
RF.registers\[5\]\[25\],40.74µm
_2615_,40.58µm
net68,40.57µm
_1494_,40.56µm
_2293_,40.54µm
_1540_,40.5µm
_2010_,40.4µm
RF.registers\[3\]\[30\],40.36µm
_2148_,40.22µm
_1773_,40.18µm
RF.registers\[8\]\[4\],40.1µm
RF.registers\[10\]\[21\],40.02µm
_2028_,39.98µm
RF.registers\[8\]\[3\],39.86µm
_2192_,39.86µm
_1497_,39.8µm
_2162_,39.78µm
_1526_,39.77µm
DMEM.memory\[0\]\[26\],39.56µm
_2627_,39.54µm
RF.registers\[10\]\[18\],39.5µm
RF.registers\[16\]\[1\],39.405µm
_1775_,39.4µm
RF.registers\[2\]\[24\],39.28µm
net73,39.24µm
_1482_,39.2µm
_2423_,39.14µm
RF.registers\[13\]\[31\],39.06µm
_2052_,39.04µm
RF.registers\[16\]\[6\],39.035µm
RF.registers\[13\]\[23\],38.97µm
_2039_,38.92µm
_1414_,38.9µm
_1359_,38.72µm
RF.registers\[15\]\[27\],38.66µm
pc_out[0],38.46µm
RF.registers\[13\]\[17\],38.34µm
_1479_,38.32µm
net70,38.3µm
_2562_,38.26µm
RF.registers\[3\]\[23\],38.255µm
_2706_,38.18µm
_2488_,38.04µm
_2484_,37.98µm
pc_out[24],37.95µm
_1334_,37.9µm
_1527_,37.88µm
_3123_,37.84µm
RF.registers\[4\]\[20\],37.785µm
RF.registers\[9\]\[15\],37.7µm
net64,37.64µm
_0236_,37.45µm
RF.registers\[13\]\[5\],37.39µm
_2670_,37.3µm
RF.registers\[9\]\[1\],37.26µm
_2317_,37.22µm
RF.registers\[2\]\[5\],37.07µm
RF.registers\[11\]\[29\],37.02µm
_2198_,37µm
RF.registers\[8\]\[8\],36.84µm
_1787_,36.78µm
_2089_,36.76µm
RF.registers\[5\]\[30\],36.72µm
_2312_,36.7µm
_1673_,36.58µm
RF.registers\[3\]\[12\],36.56µm
RF.registers\[8\]\[20\],36.545µm
_2629_,36.5µm
RF.registers\[16\]\[15\],36.38µm
_2743_,36.28µm
RF.registers\[16\]\[12\],36.06µm
_1364_,36µm
_2509_,35.9µm
_2575_,35.87µm
_2839_,35.86µm
RF.registers\[9\]\[31\],35.84µm
_2071_,35.84µm
_2233_,35.82µm
_2760_,35.8µm
RF.registers\[13\]\[30\],35.78µm
RF.registers\[15\]\[10\],35.61µm
_3134_,35.52µm
_1692_,35.48µm
_1888_,35.44µm
RF.registers\[4\]\[25\],35.42µm
_1978_,35.32µm
_2483_,35.305µm
_1423_,35.29µm
_2603_,35.14µm
_2170_,35.06µm
RF.registers\[16\]\[8\],35.04µm
RF.registers\[2\]\[7\],35.04µm
_2435_,34.99µm
net490,34.98µm
RF.registers\[13\]\[15\],34.96µm
_2018_,34.94µm
_2069_,34.93µm
RF.registers\[4\]\[1\],34.885µm
_1506_,34.84µm
_1311_,34.82µm
DMEM.memory\[0\]\[3\],34.76µm
_1437_,34.7µm
RF.registers\[5\]\[4\],34.66µm
RF.registers\[4\]\[27\],34.525µm
next_pc\[27\],34.48µm
RF.registers\[16\]\[29\],34.38µm
RF.registers\[4\]\[24\],34.26µm
_1766_,34.16µm
RF.registers\[16\]\[31\],34.12µm
_2489_,33.99µm
pc_out[28],33.93µm
pc_out[27],33.93µm
DMEM.memory\[0\]\[4\],33.92µm
_2093_,33.82µm
_2353_,33.76µm
_2793_,33.76µm
_1461_,33.7µm
_1932_,33.665µm
RF.registers\[13\]\[7\],33.66µm
next_pc\[18\],33.6µm
_2103_,33.48µm
_1930_,33.46µm
RF.registers\[9\]\[30\],33.42µm
_2227_,33.385µm
RF.registers\[4\]\[29\],33.335µm
DMEM.memory\[0\]\[12\],33.09µm
