net,length_um
_1512_,33.06µm
_2277_,33.04µm
RF.registers\[2\]\[27\],32.92µm
_1722_,32.88µm
_1576_,32.86µm
_1696_,32.84µm
_1259_,32.82µm
_2085_,32.7µm
_1534_,32.58µm
RF.registers\[10\]\[30\],32.48µm
_1827_,32.44µm
net515,32.42µm
RF.registers\[11\]\[12\],32.38µm
_2432_,32.38µm
RF.registers\[16\]\[5\],32.32µm
_2213_,32.3µm
RF.registers\[3\]\[8\],32.265µm
_1992_,32.23µm
_2773_,32.2µm
_2739_,32.09µm
_1523_,32.06µm
_1262_,32.04µm
_2498_,32µm
alu_result_out[8],31.97µm
_1261_,31.92µm
RF.registers\[3\]\[20\],31.64µm
RF.registers\[5\]\[14\],31.62µm
_2438_,31.62µm
net1149,31.54µm
RF.registers\[3\]\[5\],31.46µm
_1484_,31.46µm
_1981_,31.38µm
_2224_,31.38µm
_2143_,31.32µm
RF.registers\[11\]\[15\],31.16µm
_2877_,31.1µm
_1327_,30.96µm
RF.registers\[13\]\[26\],30.94µm
_3126_,30.86µm
_1968_,30.82µm
DMEM.memory\[0\]\[24\],30.8µm
pc_out[2],30.8µm
pc_out[16],30.8µm
pc_out[9],30.8µm
RF.registers\[5\]\[2\],30.78µm
_2456_,30.765µm
RF.registers\[16\]\[17\],30.76µm
_1901_,30.72µm
_2240_,30.695µm
_1786_,30.66µm
_1279_,30.62µm
_1601_,30.62µm
RF.registers\[15\]\[11\],30.58µm
_2082_,30.58µm
_1551_,30.54µm
pc_out[19],30.38µm
pc_out[21],30.34µm
RF.registers\[4\]\[22\],30.3µm
_2457_,30.2µm
RF.registers\[16\]\[23\],30.18µm
_2314_,30.18µm
_2585_,30.04µm
_1396_,29.99µm
RF.registers\[10\]\[29\],29.9µm
_1928_,29.8µm
_2056_,29.78µm
_1655_,29.72µm
RF.registers\[11\]\[3\],29.7µm
_1915_,29.7µm
RF.registers\[13\]\[10\],29.6µm
RF.registers\[3\]\[24\],29.565µm
_1395_,29.54µm
_1747_,29.5µm
_2311_,29.48µm
DMEM.memory\[0\]\[8\],29.445µm
RF.registers\[9\]\[9\],29.44µm
pc_out[11],29.42µm
pc_out[13],29.42µm
pc_out[17],29.42µm
pc_out[20],29.42µm
pc_out[4],29.42µm
pc_out[6],29.42µm
_2036_,29.42µm
pc_out[10],29.42µm
pc_out[12],29.42µm
pc_out[14],29.42µm
pc_out[18],29.42µm
pc_out[3],29.42µm
net547,29.42µm
pc_out[7],29.42µm
net580,29.41µm
RF.registers\[3\]\[27\],29.375µm
RF.registers\[11\]\[8\],29.36µm
DMEM.memory\[0\]\[17\],29.305µm
_2112_,29.28µm
RF.registers\[2\]\[4\],29.24µm
_2436_,29.22µm
_1481_,29.2µm
_2689_,29.2µm
next_pc\[26\],29.06µm
_2325_,28.98µm
_2478_,28.94µm
_1979_,28.9µm
RF.registers\[8\]\[19\],28.88µm
_1753_,28.88µm
_1679_,28.84µm
_2152_,28.8µm
_2421_,28.8µm
net579,28.73µm
RF.registers\[9\]\[14\],28.7µm
RF.registers\[4\]\[19\],28.66µm
_1987_,28.66µm
RF.registers\[8\]\[10\],28.565µm
net1150,28.54µm
pc_out[15],28.5µm
pc_out[8],28.5µm
pc_out[1],28.5µm
pc_out[30],28.49µm
_2078_,28.48µm
_1388_,28.46µm
_2174_,28.455µm
_1594_,28.45µm
_1977_,28.42µm
_1806_,28.41µm
_1647_,28.34µm
_2868_,28.26µm
DMEM.memory\[15\]\[7\],28.2µm
_3135_,28.185µm
instruction_out[15],28.15µm
net1176,28.08µm
_1710_,28.03µm
_2791_,28.03µm
DMEM.memory\[0\]\[30\],28.025µm
_2507_,27.96µm
RF.registers\[5\]\[1\],27.86µm
_1444_,27.86µm
RF.registers\[5\]\[3\],27.84µm
instruction_out[11],27.81µm
instruction_out[13],27.81µm
instruction_out[4],27.81µm
net516,27.81µm
instruction_out[8],27.81µm
pc_out[26],27.81µm
pc_out[31],27.81µm
instruction_out[10],27.81µm
instruction_out[12],27.81µm
instruction_out[14],27.81µm
instruction_out[2],27.81µm
net513,27.81µm
instruction_out[5],27.81µm
instruction_out[7],27.81µm
instruction_out[9],27.81µm
pc_out[25],27.81µm
pc_out[29],27.81µm
DMEM.memory\[0\]\[20\],27.74µm
RF.registers\[2\]\[20\],27.74µm
_3122_,27.74µm
_1957_,27.66µm
_2319_,27.585µm
DMEM.memory\[0\]\[13\],27.52µm
DMEM.memory\[0\]\[23\],27.52µm
_2526_,27.47µm
_2622_,27.46µm
_1925_,27.44µm
_2033_,27.44µm
_1509_,27.42µm
RF.registers\[11\]\[4\],27.4µm
_2665_,27.4µm
RF.registers\[2\]\[19\],27.32µm
_2558_,27.28µm
_1563_,27.18µm
_1922_,27.105µm
RF.registers\[8\]\[5\],26.98µm
_1429_,26.9µm
_1430_,26.88µm
_1306_,26.87µm
_0209_,26.86µm
_1933_,26.76µm
pc_out[22],26.66µm
_1321_,26.66µm
_1433_,26.64µm
RF.registers\[11\]\[1\],26.62µm
RF.registers\[3\]\[26\],26.605µm
_2508_,26.43µm
_2686_,26.4µm
RF.registers\[3\]\[21\],26.36µm
_2250_,26.36µm
_1275_,26.34µm
_2168_,26.3µm
net499,26.28µm
_2705_,26.26µm
RF.registers\[2\]\[21\],26.18µm
_2543_,26.16µm
net555,26.05µm
RF.registers\[11\]\[9\],26.02µm
RF.registers\[8\]\[14\],26µm
_2831_,25.98µm
RF.registers\[3\]\[10\],25.925µm
RF.registers\[11\]\[25\],25.92µm
_1720_,25.91µm
_2770_,25.83µm
_1782_,25.82µm
DMEM.memory\[12\]\[7\],25.8µm
DMEM.memory\[0\]\[7\],25.74µm
_2074_,25.74µm
_2181_,25.74µm
_2414_,25.7µm
_1712_,25.62µm
RF.registers\[1\]\[17\],25.56µm
RF.registers\[3\]\[25\],25.54µm
_2842_,25.49µm
RF.registers\[16\]\[22\],25.48µm
_1561_,25.4µm
net306,25.395µm
_1996_,25.38µm
DMEM.memory\[22\]\[23\],25.36µm
_2425_,25.34µm
_2035_,25.3µm
RF.registers\[2\]\[2\],25.275µm
RF.registers\[5\]\[11\],25.22µm
_2106_,25.16µm
_1985_,25.12µm
RF.registers\[2\]\[23\],25.1µm
_1300_,25.06µm
_2226_,25.02µm
_2573_,25µm
_1688_,24.92µm
_1956_,24.88µm
_1852_,24.72µm
_2142_,24.72µm
_1789_,24.66µm
net38,24.5µm
_2448_,24.34µm
net1112,24.32µm
_2666_,24.32µm
_2846_,24.305µm
_2121_,24.3µm
_1790_,24.28µm
_2197_,24.28µm
RF.registers\[8\]\[31\],24.26µm
_1717_,24.26µm
RF.registers\[3\]\[6\],24.235µm
next_pc\[31\],24.22µm
_1634_,24.2µm
net563,24.2µm
_1999_,24.12µm
RF.registers\[3\]\[18\],24.1µm
_2252_,24.08µm
_1886_,24.02µm
_1993_,23.99µm
_1815_,23.98µm
net514,23.96µm
_2231_,23.84µm
_2491_,23.84µm
RF.registers\[5\]\[15\],23.7µm
_2714_,23.695µm
_3121_,23.56µm
net486,23.42µm
_2307_,23.3µm
net1111,23.28µm
_2190_,23.2µm
_2468_,23.18µm
_0301_,23.15µm
_1465_,23.1µm
RF.registers\[2\]\[0\],23.08µm
RF.registers\[9\]\[4\],23.06µm
_2493_,23.06µm
_1307_,23.05µm
RF.registers\[12\]\[15\],23µm
RF.registers\[13\]\[0\],22.96µm
_2155_,22.96µm
DMEM.memory\[13\]\[7\],22.94µm
_1962_,22.84µm
net,22.76µm
_1772_,22.74µm
_2124_,22.72µm
RF.registers\[8\]\[22\],22.665µm
_2081_,22.64µm
_1743_,22.62µm
_1511_,22.6µm
_1514_,22.6µm
net507,22.6µm
DMEM.memory\[20\]\[23\],22.58µm
_2702_,22.54µm
_2790_,22.52µm
_1802_,22.46µm
RF.registers\[4\]\[26\],22.43µm
net1140,22.42µm
_1781_,22.32µm
DMEM.memory\[23\]\[17\],22.3µm
net562,22.28µm
RF.registers\[9\]\[17\],22.26µm
_1277_,22.22µm
RF.registers\[11\]\[19\],22.18µm
_2473_,22.18µm
alu_result_out[2],22.14µm
DMEM.memory\[15\]\[17\],22.08µm
_1440_,22.08µm
_1821_,22.04µm
_2481_,22.04µm
net700,22.005µm
_1784_,21.96µm
RF.registers\[8\]\[29\],21.94µm
_1520_,21.92µm
_2310_,21.92µm
_1900_,21.84µm
alu_result_out[30],21.77µm
alu_result_out[18],21.77µm
alu_result_out[12],21.77µm
alu_result_out[24],21.77µm
_2242_,21.7µm
_1711_,21.68µm
_2111_,21.68µm
net501,21.68µm
alu_result_out[0],21.68µm
_1819_,21.66µm
RF.registers\[11\]\[10\],21.64µm
_1860_,21.5µm
DMEM.memory\[13\]\[17\],21.42µm
_2097_,21.38µm
RF.registers\[4\]\[16\],21.365µm
DMEM.memory\[19\]\[8\],21.32µm
_1736_,21.3µm
_1397_,21.28µm
_2772_,21.28µm
_2186_,21.26µm
_1401_,21.24µm
_2129_,21.24µm
_1700_,21.12µm
net58,21.1µm
alu_result_out[15],21.09µm
alu_result_out[14],21.09µm
alu_result_out[16],21.09µm
alu_result_out[20],21.09µm
alu_result_out[22],21.09µm
alu_result_out[26],21.09µm
alu_result_out[28],21.09µm
alu_result_out[10],21.09µm
RF.registers\[11\]\[18\],21.06µm
_1937_,21.06µm
_2628_,21.06µm
DMEM.memory\[1\]\[14\],21.02µm
net964,21µm
net1139,20.94µm
net1099,20.94µm
RF.registers\[16\]\[13\],20.92µm
RF.registers\[1\]\[23\],20.92µm
net1114,20.92µm
_1519_,20.92µm
_1529_,20.92µm
DMEM.memory\[19\]\[16\],20.84µm
next_pc\[28\],20.84µm
net1095,20.82µm
_2027_,20.78µm
_2179_,20.78µm
_2721_,20.78µm
alu_result_out[25],20.75µm
_1456_,20.75µm
instruction_out[23],20.7µm
_1432_,20.66µm
_1646_,20.66µm
RF.registers\[16\]\[19\],20.62µm
_1935_,20.6µm
_1255_,20.54µm
RF.registers\[5\]\[29\],20.525µm
_1705_,20.46µm
_1921_,20.42µm
alu_result_out[23],20.41µm
alu_result_out[17],20.41µm
alu_result_out[19],20.41µm
RF.registers\[15\]\[20\],20.32µm
_1824_,20.32µm
alu_result_out[5],20.3µm
instruction_out[20],20.3µm
instruction_out[28],20.3µm
instruction_out[30],20.3µm
alu_result_out[1],20.3µm
_2184_,20.3µm
alu_result_out[4],20.3µm
instruction_out[27],20.3µm
instruction_out[21],20.24µm
_1785_,20.22µm
RF.registers\[8\]\[27\],20.18µm
_1778_,20.18µm
RF.registers\[3\]\[16\],20.175µm
DMEM.memory\[9\]\[17\],20.16µm
_1483_,20.16µm
_2445_,20.16µm
_2087_,20.1µm
RF.registers\[3\]\[11\],20.08µm
_1538_,20.08µm
_2600_,20.08µm
_0321_,20.05µm
_2716_,19.94µm
net1193,19.9µm
_2019_,19.86µm
_2837_,19.86µm
_1917_,19.84µm
_2136_,19.84µm
RF.registers\[11\]\[24\],19.78µm
DMEM.memory\[10\]\[16\],19.74µm
DMEM.memory\[2\]\[17\],19.74µm
RF.registers\[11\]\[5\],19.74µm
alu_result_out[21],19.73µm
alu_result_out[27],19.73µm
alu_result_out[29],19.73µm
alu_result_out[9],19.73µm
alu_result_out[13],19.73µm
alu_result_out[11],19.73µm
RF.registers\[3\]\[22\],19.7µm
RF.registers\[9\]\[8\],19.66µm
_2512_,19.61µm
RF.registers\[9\]\[6\],19.58µm
_1254_,19.54µm
_2685_,19.54µm
_2845_,19.52µm
RF.registers\[4\]\[11\],19.515µm
net1200,19.5µm
RF.registers\[15\]\[18\],19.48µm
_1652_,19.46µm
_1903_,19.46µm
instruction_out[17],19.38µm
net506,19.38µm
_2748_,19.36µm
_1813_,19.3µm
_1757_,19.28µm
_1767_,19.2µm
_2153_,19.18µm
_1942_,19.17µm
net719,19.105µm
_1354_,19.08µm
_1251_,19.04µm
_2545_,18.95µm
net645,18.945µm
net817,18.945µm
_2789_,18.94µm
RF.registers\[11\]\[30\],18.9µm
_1521_,18.86µm
RF.registers\[5\]\[18\],18.82µm
net971,18.82µm
_1916_,18.82µm
_1276_,18.705µm
net577,18.68µm
net578,18.68µm
_2015_,18.62µm
_2296_,18.62µm
DMEM.memory\[19\]\[17\],18.58µm
DMEM.memory\[3\]\[11\],18.56µm
DMEM.memory\[16\]\[8\],18.54µm
net1094,18.5µm
_2878_,18.5µm
_1686_,18.48µm
net382,18.42µm
_2849_,18.4µm
_2287_,18.38µm
DMEM.memory\[29\]\[3\],18.36µm
RF.registers\[5\]\[9\],18.36µm
_1908_,18.355µm
RF.registers\[13\]\[11\],18.34µm
net300,18.28µm
net643,18.265µm
_1445_,18.245µm
net1098,18.24µm
RF.registers\[4\]\[10\],18.16µm
_2519_,18.14µm
_2854_,18.14µm
_2107_,18.115µm
_2503_,18.08µm
_1668_,18.02µm
_1305_,18.005µm
DMEM.memory\[0\]\[1\],18µm
_1632_,18µm
_1763_,17.905µm
RF.registers\[2\]\[16\],17.9µm
_1706_,17.9µm
_2778_,17.9µm
_1539_,17.88µm
RF.registers\[16\]\[2\],17.86µm
_1750_,17.84µm
_2113_,17.82µm
RF.registers\[1\]\[29\],17.815µm
RF.registers\[11\]\[22\],17.72µm
DMEM.memory\[1\]\[15\],17.64µm
net556,17.6µm
_2101_,17.6µm
DMEM.memory\[17\]\[8\],17.56µm
instruction_out[22],17.54µm
instruction_out[26],17.54µm
alu_result_out[6],17.54µm
_1508_,17.5µm
_1574_,17.49µm
DMEM.memory\[3\]\[12\],17.48µm
net1107,17.42µm
DMEM.memory\[9\]\[7\],17.41µm
DMEM.memory\[23\]\[23\],17.32µm
RF.registers\[1\]\[24\],17.32µm
_2275_,17.3µm
DMEM.memory\[1\]\[20\],17.28µm
_2415_,17.28µm
_2817_,17.28µm
_2117_,17.185µm
DMEM.memory\[1\]\[24\],17.18µm
RF.registers\[5\]\[7\],17.16µm
DMEM.memory\[8\]\[16\],17.14µm
RF.registers\[15\]\[24\],17.14µm
_2067_,17.1µm
DMEM.memory\[17\]\[23\],17.08µm
DMEM.memory\[3\]\[24\],17.08µm
_2740_,17.06µm
_2291_,17.04µm
net1155,17.02µm
RF.registers\[5\]\[10\],16.98µm
_1653_,16.98µm
RF.registers\[11\]\[2\],16.96µm
_2196_,16.94µm
_2495_,16.92µm
RF.registers\[5\]\[5\],16.9µm
_2268_,16.88µm
_2284_,16.88µm
RF.registers\[1\]\[25\],16.86µm
_2674_,16.86µm
DMEM.memory\[29\]\[16\],16.84µm
_2133_,16.84µm
_2300_,16.84µm
DMEM.memory\[3\]\[30\],16.82µm
net1102,16.8µm
_2073_,16.78µm
RF.registers\[8\]\[16\],16.72µm
net654,16.705µm
DMEM.memory\[15\]\[23\],16.7µm
RF.registers\[1\]\[9\],16.7µm
RF.registers\[2\]\[29\],16.7µm
_2286_,16.7µm
net1070,16.68µm
net390,16.66µm
RF.registers\[5\]\[21\],16.62µm
_1777_,16.62µm
DMEM.memory\[3\]\[10\],16.6µm
DMEM.memory\[24\]\[23\],16.54µm
_2188_,16.54µm
_2501_,16.5µm
DMEM.memory\[26\]\[7\],16.48µm
_1533_,16.48µm
DMEM.memory\[21\]\[17\],16.44µm
_1733_,16.385µm
_1367_,16.36µm
DMEM.memory\[29\]\[7\],16.34µm
_2011_,16.32µm
RF.registers\[16\]\[7\],16.31µm
RF.registers\[15\]\[29\],16.3µm
RF.registers\[5\]\[8\],16.26µm
DMEM.memory\[24\]\[7\],16.24µm
_1296_,16.22µm
_1810_,16.22µm
_1931_,16.22µm
_1410_,16.2µm
_2505_,16.16µm
_1822_,16.14µm
_2469_,16.115µm
net830,16.085µm
next_pc\[29\],16.08µm
RF.registers\[5\]\[31\],16.06µm
RF.registers\[9\]\[29\],16.06µm
_1907_,16.06µm
next_pc\[4\],16.055µm
RF.registers\[16\]\[3\],16.02µm
RF.registers\[1\]\[10\],16µm
net560,15.96µm
_2826_,15.96µm
DMEM.memory\[19\]\[12\],15.93µm
DMEM.memory\[0\]\[6\],15.92µm
DMEM.memory\[8\]\[17\],15.92µm
_2182_,15.9µm
DMEM.memory\[28\]\[13\],15.82µm
RF.registers\[10\]\[31\],15.8µm
RF.registers\[1\]\[3\],15.8µm
_2404_,15.75µm
DMEM.memory\[23\]\[12\],15.7µm
RF.registers\[9\]\[18\],15.68µm
_2513_,15.68µm
_2711_,15.62µm
net738,15.605µm
net935,15.6µm
_1450_,15.6µm
net629,15.545µm
RF.registers\[4\]\[21\],15.525µm
_2857_,15.52µm
_1982_,15.5µm
RF.registers\[2\]\[31\],15.48µm
_2500_,15.48µm
_2102_,15.46µm
net958,15.46µm
DMEM.memory\[31\]\[13\],15.44µm
_2667_,15.44µm
_2561_,15.42µm
net1088,15.4µm
net1075,15.38µm
_1301_,15.365µm
_2125_,15.32µm
DMEM.memory\[14\]\[7\],15.3µm
DMEM.memory\[27\]\[17\],15.3µm
net1212,15.3µm
_1358_,15.3µm
DMEM.memory\[2\]\[12\],15.24µm
RF.registers\[9\]\[23\],15.22µm
_2718_,15.2µm
_2497_,15.18µm
RF.registers\[11\]\[16\],15.04µm
DMEM.memory\[10\]\[7\],15.02µm
_1823_,15.02µm
_2054_,14.98µm
_0271_,14.97µm
_2529_,14.92µm
_2008_,14.88µm
net1151,14.86µm
DMEM.memory\[16\]\[17\],14.84µm
DMEM.memory\[31\]\[3\],14.84µm
RF.registers\[1\]\[5\],14.84µm
net1101,14.84µm
DMEM.memory\[14\]\[16\],14.78µm
_2257_,14.76µm
_2263_,14.74µm
_1441_,14.72µm
DMEM.memory\[8\]\[23\],14.68µm
net710,14.675µm
_2720_,14.64µm
DMEM.memory\[4\]\[16\],14.6µm
DMEM.memory\[7\]\[7\],14.56µm
DMEM.memory\[25\]\[17\],14.52µm
_1316_,14.48µm
_2673_,14.45µm
DMEM.memory\[0\]\[22\],14.44µm
_2034_,14.44µm
net581,14.415µm
net1068,14.4µm
_1442_,14.4µm
_1572_,14.4µm
_1980_,14.4µm
DMEM.memory\[14\]\[17\],14.36µm
_2251_,14.34µm
_1665_,14.32µm
_2570_,14.32µm
DMEM.memory\[23\]\[16\],14.3µm
_2183_,14.3µm
RF.registers\[1\]\[27\],14.21µm
DMEM.memory\[1\]\[9\],14.18µm
DMEM.memory\[2\]\[29\],14.18µm
net726,14.165µm
net1171,14.16µm
net970,14.12µm
_1280_,14.1µm
DMEM.memory\[3\]\[18\],14.06µm
DMEM.memory\[5\]\[23\],14.06µm
net1109,14.06µm
_2241_,14.06µm
_2270_,14.06µm
_2234_,14.02µm
_2658_,14.02µm
_1478_,14µm
DMEM.memory\[16\]\[16\],13.98µm
_2055_,13.98µm
_2357_,13.98µm
_2475_,13.98µm
_2510_,13.98µm
_2881_,13.98µm
_1379_,13.96µm
DMEM.memory\[11\]\[17\],13.94µm
RF.registers\[16\]\[30\],13.94µm
_1260_,13.89µm
_1737_,13.85µm
RF.registers\[11\]\[28\],13.84µm
RF.registers\[9\]\[13\],13.84µm
_1911_,13.84µm
RF.registers\[2\]\[14\],13.8µm
net920,13.76µm
_1854_,13.74µm
DMEM.memory\[1\]\[28\],13.72µm
_1425_,13.72µm
net749,13.705µm
RF.registers\[11\]\[21\],13.7µm
_2536_,13.7µm
DMEM.memory\[28\]\[3\],13.695µm
DMEM.memory\[2\]\[26\],13.68µm
DMEM.memory\[3\]\[0\],13.64µm
_2014_,13.64µm
net76,13.64µm
DMEM.memory\[17\]\[7\],13.6µm
DMEM.memory\[9\]\[23\],13.6µm
_1848_,13.6µm
net1136,13.6µm
_0182_,13.59µm
DMEM.memory\[6\]\[7\],13.58µm
_1950_,13.58µm
RF.registers\[2\]\[26\],13.56µm
_1269_,13.56µm
_1292_,13.56µm
_2254_,13.56µm
RF.registers\[3\]\[19\],13.54µm
_2128_,13.54µm
net1135,13.52µm
DMEM.memory\[31\]\[7\],13.46µm
net1160,13.46µm
net589,13.385µm
net750,13.385µm
DMEM.memory\[30\]\[13\],13.38µm
_1755_,13.38µm
_2077_,13.38µm
_2741_,13.38µm
net696,13.365µm
DMEM.memory\[18\]\[23\],13.36µm
DMEM.memory\[2\]\[20\],13.32µm
DMEM.memory\[2\]\[9\],13.32µm
DMEM.memory\[20\]\[17\],13.3µm
RF.registers\[15\]\[14\],13.28µm
RF.registers\[1\]\[13\],13.28µm
RF.registers\[1\]\[8\],13.28µm
DMEM.memory\[2\]\[16\],13.26µm
net751,13.245µm
DMEM.memory\[1\]\[2\],13.225µm
DMEM.memory\[9\]\[16\],13.225µm
RF.registers\[15\]\[16\],13.225µm
DMEM.memory\[30\]\[7\],13.22µm
net914,13.22µm
DMEM.memory\[3\]\[3\],13.18µm
net781,13.165µm
net807,13.165µm
net1142,13.16µm
DMEM.memory\[3\]\[28\],13.1µm
DMEM.memory\[3\]\[9\],13.1µm
DMEM.memory\[1\]\[30\],13.08µm
net881,13.08µm
_2441_,13.08µm
_3109_,13.08µm
net1083,13.06µm
net1084,13.04µm
DMEM.memory\[18\]\[17\],13.02µm
RF.registers\[9\]\[25\],13µm
_1742_,12.98µm
RF.registers\[2\]\[15\],12.96µm
RF.registers\[9\]\[27\],12.96µm
_2115_,12.96µm
_2858_,12.96µm
net1086,12.94µm
_1411_,12.94µm
_1701_,12.94µm
DMEM.memory\[0\]\[2\],12.92µm
DMEM.memory\[1\]\[11\],12.92µm
_2504_,12.92µm
DMEM.memory\[12\]\[17\],12.88µm
DMEM.memory\[1\]\[10\],12.88µm
net855,12.88µm
_2418_,12.88µm
_2460_,12.88µm
net806,12.845µm
_1476_,12.84µm
_2422_,12.84µm
net595,12.825µm
net823,12.825µm
net614,12.825µm
net1096,12.8µm
_1759_,12.795µm
DMEM.memory\[1\]\[8\],12.78µm
DMEM.memory\[31\]\[16\],12.78µm
DMEM.memory\[1\]\[18\],12.76µm
_2649_,12.76µm
_1323_,12.74µm
DMEM.memory\[3\]\[26\],12.7µm
net987,12.7µm
_1704_,12.7µm
DMEM.memory\[3\]\[6\],12.68µm
DMEM.memory\[17\]\[12\],12.64µm
RF.registers\[5\]\[23\],12.64µm
net868,12.625µm
_2191_,12.62µm
_2410_,12.62µm
_1446_,12.6µm
_2856_,12.585µm
DMEM.memory\[20\]\[12\],12.58µm
net1081,12.58µm
_1970_,12.565µm
DMEM.memory\[11\]\[23\],12.54µm
DMEM.memory\[3\]\[25\],12.54µm
DMEM.memory\[8\]\[12\],12.54µm
net872,12.52µm
_2403_,12.52µm
DMEM.memory\[1\]\[31\],12.48µm
net790,12.465µm
DMEM.memory\[4\]\[17\],12.46µm
DMEM.memory\[16\]\[7\],12.44µm
RF.registers\[15\]\[12\],12.42µm
RF.registers\[1\]\[0\],12.42µm
RF.registers\[1\]\[14\],12.39µm
DMEM.memory\[27\]\[12\],12.38µm
_1496_,12.38µm
_2480_,12.38µm
_2807_,12.38µm
RF.registers\[5\]\[0\],12.36µm
net791,12.325µm
DMEM.memory\[13\]\[23\],12.32µm
DMEM.memory\[7\]\[17\],12.3µm
net1169,12.28µm
net1087,12.24µm
_2454_,12.24µm
DMEM.memory\[1\]\[5\],12.22µm
DMEM.memory\[1\]\[0\],12.18µm
RF.registers\[1\]\[12\],12.18µm
_1502_,12.18µm
_2289_,12.18µm
DMEM.memory\[7\]\[23\],12.16µm
DMEM.memory\[3\]\[20\],12.12µm
_1488_,12.12µm
net748,12.115µm
_2695_,12.1µm
net647,12.075µm
RF.registers\[15\]\[28\],12.04µm
net940,12.04µm
_1795_,12.02µm
RF.registers\[11\]\[31\],12µm
RF.registers\[5\]\[16\],12µm
net871,12µm
_1862_,12µm
_2079_,12µm
_1751_,11.98µm
_2031_,11.98µm
net656,11.945µm
_2173_,11.935µm
net1181,11.92µm
DMEM.memory\[15\]\[12\],11.88µm
DMEM.memory\[19\]\[23\],11.88µm
DMEM.memory\[2\]\[18\],11.88µm
DMEM.memory\[2\]\[5\],11.88µm
DMEM.memory\[6\]\[13\],11.88µm
DMEM.memory\[7\]\[13\],11.84µm
RF.registers\[9\]\[20\],11.84µm
_1381_,11.84µm
net1192,11.82µm
_2746_,11.815µm
_2304_,11.78µm
_2322_,11.78µm
_1513_,11.76µm
net1162,11.75µm
_1549_,11.74µm
DMEM.memory\[3\]\[15\],11.7µm
DMEM.memory\[4\]\[13\],11.7µm
DMEM.memory\[1\]\[4\],11.68µm
DMEM.memory\[30\]\[16\],11.665µm
RF.registers\[1\]\[21\],11.66µm
net1202,11.66µm
_2912_,11.66µm
_1426_,11.64µm
_1505_,11.62µm
_1631_,11.62µm
RF.registers\[1\]\[26\],11.58µm
_2511_,11.58µm
_2139_,11.56µm
net836,11.545µm
net893,11.54µm
net591,11.525µm
net613,11.525µm
DMEM.memory\[1\]\[26\],11.505µm
DMEM.memory\[6\]\[23\],11.5µm
net1113,11.5µm
_1571_,11.48µm
_2243_,11.48µm
_2638_,11.48µm
_2625_,11.46µm
RF.registers\[5\]\[12\],11.43µm
DMEM.memory\[3\]\[19\],11.42µm
_2068_,11.42µm
net625,11.415µm
DMEM.memory\[3\]\[17\],11.4µm
DMEM.memory\[3\]\[31\],11.38µm
_2494_,11.38µm
_2796_,11.38µm
net843,11.36µm
net1122,11.36µm
_1103_,11.36µm
_1739_,11.36µm
DMEM.memory\[3\]\[7\],11.34µm
_1944_,11.34µm
net942,11.34µm
RF.registers\[1\]\[16\],11.32µm
net887,11.32µm
net884,11.32µm
_1330_,11.3µm
_1338_,11.265µm
DMEM.memory\[10\]\[17\],11.26µm
DMEM.memory\[24\]\[12\],11.26µm
DMEM.memory\[25\]\[12\],11.26µm
_1764_,11.26µm
DMEM.memory\[29\]\[12\],11.24µm
RF.registers\[15\]\[21\],11.24µm
net1196,11.24µm
net1123,11.24µm
_1605_,11.24µm
_1611_,11.24µm
_1721_,11.24µm
_2683_,11.22µm
_3104_,11.2µm
RF.registers\[2\]\[17\],11.165µm
_1403_,11.16µm
_2596_,11.16µm
_2814_,11.14µm
net706,11.125µm
net640,11.125µm
DMEM.memory\[1\]\[1\],11.12µm
RF.registers\[9\]\[5\],11.12µm
net870,11.12µm
_1500_,11.12µm
_2365_,11.12µm
_2802_,11.12µm
DMEM.memory\[2\]\[21\],11.1µm
DMEM.memory\[19\]\[7\],11.06µm
_1698_,11.05µm
DMEM.memory\[2\]\[4\],11.045µm
_2905_,11.04µm
RF.registers\[1\]\[18\],11.03µm
_2560_,11.02µm
DMEM.memory\[1\]\[16\],11µm
RF.registers\[1\]\[1\],11µm
_2768_,11µm
DMEM.memory\[7\]\[16\],10.98µm
DMEM.memory\[11\]\[16\],10.96µm
DMEM.memory\[2\]\[27\],10.96µm
_1314_,10.96µm
net930,10.96µm
net601,10.945µm
DMEM.memory\[27\]\[7\],10.94µm
_1975_,10.92µm
net686,10.905µm
net810,10.905µm
net832,10.905µm
net1174,10.9µm
_2316_,10.9µm
RF.registers\[2\]\[25\],10.88µm
net1154,10.86µm
net973,10.86µm
net1013,10.86µm
RF.registers\[9\]\[7\],10.84µm
net859,10.84µm
_1278_,10.81µm
DMEM.memory\[0\]\[19\],10.8µm
DMEM.memory\[0\]\[28\],10.8µm
RF.registers\[5\]\[22\],10.8µm
_1783_,10.8µm
_1951_,10.8µm
_2567_,10.8µm
net720,10.785µm
net804,10.785µm
_1953_,10.78µm
_2062_,10.78µm
RF.registers\[1\]\[28\],10.74µm
net1145,10.74µm
net1209,10.74µm
_2160_,10.74µm
_2230_,10.74µm
_2462_,10.74µm
net661,10.685µm
net846,10.66µm
net882,10.66µm
_2057_,10.66µm
_2065_,10.66µm
net996,10.64µm
net764,10.625µm
DMEM.memory\[28\]\[29\],10.62µm
net1059,10.62µm
net1057,10.62µm
net834,10.605µm
net1152,10.58µm
_1906_,10.58µm
DMEM.memory\[10\]\[12\],10.575µm
net631,10.565µm
net923,10.565µm
