net,length_um
_2923_,237.56µm
net353,237µm
net535,236.7µm
net346,236.675µm
_2580_,236.56µm
_1363_,235.545µm
net371,233.885µm
net482,233.55µm
net380,232.02µm
net518,230.42µm
net329,229.45µm
clknet_leaf_2_clk,228µm
clknet_3_5__leaf_clk,227.6µm
net509,227.09µm
_2862_,226.51µm
net548,225.96µm
clknet_3_6__leaf_clk,225.46µm
net467,225.16µm
net431,223.46µm
net332,223.275µm
net430,221.86µm
_1466_,221.82µm
RF.registers\[12\]\[8\],221.23µm
net341,220.32µm
net538,220.14µm
clknet_leaf_39_clk,219.62µm
net318,219.29µm
net412,217.565µm
net372,217.03µm
clknet_3_7__leaf_clk,216.42µm
net516,214.81µm
net357,214.72µm
net27,213.29µm
net59,212.74µm
clknet_leaf_3_clk,212.65µm
next_pc\[7\],212.295µm
_2332_,212.24µm
net36,210.58µm
RF.registers\[12\]\[17\],210.04µm
net539,209.94µm
net452,208.17µm
_1927_,208.12µm
net532,208.06µm
net363,207.85µm
net259,207.57µm
net521,207.16µm
RF.registers\[12\]\[3\],206.96µm
net335,206.6µm
net44,204.98µm
net29,204.58µm
RF.registers\[12\]\[5\],204.44µm
_1459_,204.16µm
net291,203.96µm
_2582_,203.75µm
net317,203.745µm
net378,203.26µm
net40,202.13µm
net361,201.18µm
net67,201.18µm
_1651_,201.175µm
net277,200.395µm
_1863_,199.96µm
_1887_,199.46µm
net565,199.25µm
_2830_,198.46µm
net531,198.1µm
net48,197.94µm
net503,197.76µm
_2682_,197.56µm
net398,197.215µm
net442,197.15µm
net540,197.1µm
net17,196.3µm
net69,195.91µm
net278,195.78µm
net528,195.35µm
net433,195.33µm
net388,195.32µm
net393,195.01µm
net437,194.87µm
net392,194.16µm
_2708_,194.13µm
net22,193.78µm
net427,193.6µm
net315,193.445µm
_1268_,193.23µm
_2327_,192.8µm
clknet_leaf_21_clk,192.42µm
_1288_,192.2µm
net56,191.56µm
net436,191.34µm
clknet_leaf_0_clk,191µm
_1941_,190.48µm
net553,189.98µm
clknet_leaf_43_clk,189.64µm
_2333_,189.28µm
net381,189.12µm
RF.registers\[12\]\[13\],189.09µm
clknet_leaf_5_clk,188.9µm
_2306_,188.4µm
_2859_,188.25µm
clknet_leaf_11_clk,187.46µm
_1934_,187.34µm
next_pc\[13\],187.06µm
clknet_leaf_7_clk,186.36µm
_1637_,186.32µm
net32,186.12µm
net383,186.04µm
net523,185.78µm
net340,185.5µm
net47,185.215µm
_3120_,184.88µm
net396,184.78µm
net552,183.8µm
net263,183.76µm
_1912_,183.28µm
_1920_,183.22µm
net300,182.965µm
net281,182.525µm
net443,182.34µm
_1656_,182.06µm
net413,181.93µm
clknet_leaf_17_clk,181.79µm
net567,181.2µm
RF.registers\[12\]\[18\],180.85µm
net348,180.795µm
clknet_leaf_13_clk,180.7µm
net416,179.96µm
clknet_leaf_22_clk,179.77µm
net522,179.58µm
RF.registers\[12\]\[22\],179.305µm
_1341_,179.01µm
_2855_,178.77µm
net31,178.1µm
net563,177.94µm
_1658_,177.895µm
net402,177.675µm
net407,177.46µm
net435,177.335µm
net438,176.95µm
clknet_leaf_15_clk,176.66µm
net321,175.74µm
net252,175.4µm
clknet_leaf_8_clk,175.2µm
_2465_,174.88µm
net309,174.02µm
_1463_,173.755µm
_2850_,173.06µm
clknet_leaf_4_clk,173.045µm
_1438_,172.9µm
net445,172.105µm
net525,171.65µm
net454,171.28µm
_2653_,170.56µm
net342,170.105µm
net546,169.04µm
clknet_3_2__leaf_clk,168.9µm
net526,168.76µm
_1486_,167.76µm
RF.registers\[12\]\[12\],167.54µm
RF.registers\[4\]\[6\],166.56µm
net534,166.2µm
net287,166.12µm
net399,166.01µm
_2581_,165.62µm
_1409_,165.22µm
net369,165.22µm
net365,164.77µm
net328,164.245µm
net57,164.24µm
net33,164.18µm
_1948_,163.82µm
clknet_leaf_29_clk,163.64µm
net409,163.425µm
net426,163.28µm
net266,163.27µm
net285,162.805µm
clknet_leaf_38_clk,162.74µm
net286,162.66µm
net391,162.46µm
clknet_leaf_40_clk,161.82µm
net542,161.82µm
clknet_leaf_41_clk,161.72µm
_2256_,161.5µm
_2865_,161.25µm
net527,161.14µm
net351,160.85µm
clknet_leaf_23_clk,160.76µm
net283,160.49µm
net279,159.075µm
_2547_,158.63µm
net456,158.22µm
clknet_leaf_12_clk,158.08µm
clknet_leaf_10_clk,157.7µm
clknet_leaf_36_clk,157.43µm
net338,157.32µm
net529,157.14µm
clknet_leaf_25_clk,156.82µm
clknet_leaf_37_clk,155.82µm
net551,155.74µm
net34,155.62µm
net324,155.4µm
RF.registers\[8\]\[3\],155.32µm
_1501_,155.2µm
net274,155.09µm
_1904_,154.76µm
net15,154.5µm
net330,153.96µm
net20,153.8µm
_1337_,153.48µm
net408,153.48µm
RF.registers\[13\]\[16\],153.44µm
_2751_,152.51µm
_2531_,151.9µm
RF.registers\[12\]\[20\],151.74µm
RF.registers\[5\]\[28\],151.26µm
net316,151.155µm
net305,151.08µm
net282,150.535µm
_2698_,150µm
net58,149.86µm
RF.registers\[12\]\[25\],149.775µm
_1345_,149.36µm
net52,148.93µm
_1729_,148.765µm
net289,148.57µm
net271,148.3µm
RF.registers\[12\]\[11\],148.265µm
RF.registers\[12\]\[9\],148.21µm
_1554_,148.03µm
_2138_,147.885µm
clknet_leaf_16_clk,147.53µm
_2852_,147.28µm
net382,146.72µm
RF.registers\[12\]\[2\],146.265µm
_2299_,145.78µm
next_pc\[14\],145.48µm
_2606_,145.36µm
RF.registers\[10\]\[5\],145.24µm
net533,144.78µm
clknet_leaf_18_clk,144.64µm
clknet_leaf_31_clk,144.24µm
net397,143.93µm
net423,143.345µm
clknet_leaf_14_clk,143.29µm
clknet_leaf_9_clk,143.26µm
net319,143.12µm
net564,143.04µm
net524,143.02µm
net411,142.86µm
clknet_leaf_34_clk,142.6µm
_2408_,142.13µm
net292,141.815µm
_1558_,141.14µm
clknet_leaf_35_clk,140.52µm
_1252_,140.48µm
clknet_leaf_24_clk,140.48µm
net21,140.34µm
net417,140.165µm
clknet_leaf_44_clk,139.5µm
net273,139.47µm
clknet_leaf_19_clk,139.34µm
_1669_,139.125µm
net566,139µm
net428,138.485µm
_2617_,137.99µm
net459,137.98µm
net25,137.56µm
_1648_,137.4µm
RF.registers\[10\]\[4\],137.08µm
_1460_,137.01µm
clknet_leaf_33_clk,135.965µm
clknet_leaf_32_clk,135.935µm
net334,135.72µm
net421,135.475µm
net499,135.4µm
_2735_,135.2µm
net543,135.1µm
net343,134.68µm
_1427_,134.6µm
clknet_3_3__leaf_clk,134.5µm
clknet_leaf_27_clk,134.38µm
net284,134.38µm
net38,133.9µm
clknet_leaf_30_clk,133.2µm
net425,133.14µm
_1303_,133.04µm
clknet_leaf_42_clk,132.66µm
_2762_,132.56µm
RF.registers\[10\]\[3\],132.01µm
net339,131.82µm
_2671_,131.62µm
_1455_,131.33µm
clknet_leaf_28_clk,130.98µm
net45,130.595µm
net267,130.36µm
net265,130.3µm
net401,129.945µm
net322,129.6µm
net352,129.375µm
net311,128.51µm
net60,128.38µm
net488,128.32µm
_2861_,128.26µm
_2803_,128.08µm
_1298_,127.42µm
clknet_leaf_26_clk,127.4µm
RF.registers\[12\]\[21\],127.335µm
_1664_,127.315µm
RF.registers\[12\]\[31\],126.9µm
_2335_,126.06µm
clknet_leaf_1_clk,125.56µm
RF.registers\[5\]\[6\],125.48µm
net513,125.46µm
net313,125.16µm
net446,124.96µm
next_pc\[25\],124.94µm
next_pc\[8\],124.9µm
RF.registers\[12\]\[24\],124.855µm
clknet_leaf_6_clk,124.3µm
RF.registers\[8\]\[2\],123.96µm
_2593_,123.66µm
net440,123.56µm
_2724_,123.18µm
net414,122.565µm
next_pc\[12\],122.28µm
net323,122.06µm
net375,122.06µm
_1589_,121.725µm
net404,121.585µm
_1991_,121.46µm
net359,120.92µm
_1768_,120.68µm
net272,120.36µm
net275,120.325µm
RF.registers\[3\]\[7\],119.98µm
net410,119.955µm
RF.registers\[12\]\[1\],119.825µm
RF.registers\[13\]\[21\],119.165µm
_2116_,118.92µm
net400,118.6µm
RF.registers\[10\]\[8\],118.3µm
_2099_,118.1µm
clknet_leaf_20_clk,117.9µm
_1812_,117.85µm
net562,117.7µm
_1507_,117.66µm
_2563_,116.95µm
net453,116.94µm
net415,116.86µm
_0003_,116.33µm
_2679_,115.745µm
_2841_,115.14µm
net293,114.105µm
_1684_,113.72µm
net64,113.68µm
_1290_,113.58µm
RF.registers\[5\]\[27\],113.36µm
_1347_,113.3µm
net39,113µm
net30,112.81µm
_1258_,112.6µm
net571,112.28µm
net349,111.405µm
net268,111.06µm
_1627_,110.92µm
_2785_,110.87µm
net406,110.765µm
RF.registers\[12\]\[28\],110.415µm
net367,110.395µm
net356,110.05µm
net276,109.9µm
net290,109.475µm
net403,109.435µm
_2338_,109.41µm
net28,109.12µm
net424,108.7µm
_2477_,108.22µm
_1344_,108.11µm
_2818_,107.08µm
net355,106.425µm
RF.registers\[10\]\[13\],106.34µm
_1348_,105.89µm
_1369_,105.84µm
_1280_,105.75µm
_1745_,105.57µm
_2696_,105.42µm
net572,105.34µm
net354,104.915µm
_1495_,104.68µm
_2026_,104.675µm
_2083_,104.66µm
net455,104.44µm
net18,104.41µm
net65,104.38µm
RF.registers\[2\]\[0\],104.18µm
_3130_,103.72µm
_2261_,103.42µm
net280,103.075µm
net320,103µm
_1598_,102.94µm
RF.registers\[12\]\[14\],102.74µm
_2030_,102.68µm
_1516_,102.54µm
RF.registers\[10\]\[6\],102.52µm
_2269_,102.36µm
_1565_,102.14µm
_1342_,100.92µm
_1687_,100.7µm
net294,100.395µm
_1776_,99.9µm
_2837_,99.88µm
net63,99.77µm
_1394_,99.64µm
_1708_,99.54µm
RF.registers\[10\]\[2\],99.2µm
_2775_,98.82µm
_2669_,98.52µm
RF.registers\[9\]\[0\],98.35µm
net501,98.32µm
RF.registers\[13\]\[18\],98.29µm
_2524_,97.66µm
_2158_,97.6µm
_2217_,97.42µm
net50,97.41µm
net418,97.18µm
_1983_,97.02µm
_2090_,96.96µm
_2171_,96.94µm
net325,96.92µm
net374,96.7µm
_1954_,96.68µm
_1969_,96.21µm
DMEM.memory\[0\]\[29\],96.16µm
_1497_,95.62µm
_2249_,95.48µm
_1961_,94.74µm
net269,94.71µm
_2336_,94.56µm
_1279_,94.51µm
net360,94.395µm
RF.registers\[10\]\[27\],94.34µm
RF.registers\[9\]\[6\],93.8µm
_2641_,93.76µm
_1584_,93.35µm
_1253_,93.31µm
_1449_,93.16µm
RF.registers\[8\]\[7\],93.1µm
_1603_,93.08µm
net502,92.5µm
_2499_,92.44µm
_2246_,92.04µm
RF.registers\[12\]\[10\],91.92µm
RF.registers\[10\]\[29\],91.9µm
RF.registers\[10\]\[10\],91.64µm
_2123_,91.62µm
_1299_,91.12µm
RF.registers\[16\]\[29\],91.06µm
_2037_,90.94µm
RF.registers\[13\]\[17\],90.8µm
net303,90.54µm
_1964_,90.38µm
net288,90.365µm
_1803_,90.33µm
_1406_,89.88µm
_1304_,89.715µm
next_pc\[9\],89.63µm
RF.registers\[13\]\[20\],89.6µm
RF.registers\[12\]\[29\],89.585µm
_2098_,89.28µm
next_pc\[10\],89.19µm
_2419_,89.16µm
_1510_,89.02µm
RF.registers\[12\]\[7\],88.74µm
_2294_,88.42µm
net258,88.1µm
_1330_,87.76µm
_2516_,87.74µm
_2066_,87.48µm
_1905_,87.2µm
_1636_,87.08µm
_2642_,86.66µm
_2603_,86.58µm
_2656_,86.47µm
_2205_,86.385µm
_1817_,86.22µm
_2876_,85.52µm
net295,85.41µm
net37,85.2µm
_1350_,85.02µm
net504,84.95µm
RF.registers\[8\]\[18\],84.93µm
RF.registers\[4\]\[22\],84.865µm
_1670_,84.76µm
_1735_,84.28µm
_2225_,84.17µm
_1287_,83.64µm
_2180_,83.6µm
RF.registers\[12\]\[0\],83.34µm
_1423_,83.32µm
RF.registers\[13\]\[25\],83.08µm
net373,83.05µm
_2132_,82.98µm
RF.registers\[10\]\[18\],82.66µm
_1994_,82.54µm
net405,82.44µm
next_pc\[22\],82.16µm
_2200_,82.1µm
RF.registers\[2\]\[12\],81.6µm
RF.registers\[10\]\[11\],81.49µm
_2006_,81.06µm
net70,81µm
_2109_,80.64µm
RF.registers\[8\]\[6\],80.55µm
net554,80.515µm
RF.registers\[10\]\[1\],80.42µm
_2023_,80.415µm
RF.registers\[8\]\[1\],80.36µm
RF.registers\[12\]\[26\],80.275µm
_1913_,80.06µm
RF.registers\[12\]\[27\],80.02µm
RF.registers\[3\]\[6\],79.845µm
_1540_,79.84µm
_2592_,79.58µm
_1443_,79.06µm
RF.registers\[16\]\[30\],79.04µm
_2290_,78.46µm
_2731_,78.28µm
RF.registers\[13\]\[14\],78.02µm
RF.registers\[4\]\[5\],77.86µm
RF.registers\[3\]\[30\],77.8µm
_1672_,77.7µm
_2154_,77.595µm
RF.registers\[8\]\[10\],77.54µm
next_pc\[20\],77.48µm
_1481_,77.46µm
_2262_,77.32µm
RF.registers\[15\]\[19\],77.15µm
RF.registers\[15\]\[3\],76.9µm
_2208_,76.86µm
_2187_,76.6µm
net16,76.26µm
_1604_,76.22µm
_1431_,76.1µm
RF.registers\[10\]\[28\],75.83µm
_1321_,75.24µm
RF.registers\[10\]\[26\],74.7µm
_2783_,74.68µm
net362,74.6µm
net561,74.28µm
RF.registers\[16\]\[31\],74.22µm
net270,74.18µm
RF.registers\[10\]\[12\],74.165µm
RF.registers\[4\]\[13\],73.895µm
RF.registers\[15\]\[14\],73.875µm
_2337_,73.72µm
RF.registers\[10\]\[25\],73.18µm
_2228_,73.16µm
RF.registers\[16\]\[15\],73.12µm
RF.registers\[8\]\[8\],73.02µm
_2193_,72.9µm
next_pc\[24\],72.72µm
_1319_,72.7µm
_1292_,72.1µm
_2209_,72µm
_1361_,71.94µm
DMEM.memory\[0\]\[6\],71.92µm
_2150_,71.6µm
RF.registers\[8\]\[25\],71.47µm
_1355_,71.435µm
_1682_,71.43µm
_2646_,71.32µm
_2010_,70.92µm
_1418_,70.76µm
_2126_,70.69µm
_1976_,70.64µm
_1594_,70.16µm
_1262_,70.14µm
_1410_,70.02µm
_2058_,69.8µm
next_pc\[19\],69.8µm
_1775_,69.64µm
_2140_,69.6µm
_2879_,69.59µm
_2428_,69.3µm
RF.registers\[13\]\[28\],69.06µm
_2639_,68.9µm
RF.registers\[13\]\[4\],68.82µm
_2275_,68.78µm
RF.registers\[16\]\[17\],68.6µm
_1470_,68.6µm
_1526_,68.6µm
_1333_,68.36µm
RF.registers\[2\]\[23\],68.3µm
RF.registers\[16\]\[18\],68.28µm
_2105_,67.92µm
_1357_,67.8µm
RF.registers\[2\]\[14\],67.795µm
_1472_,67.5µm
RF.registers\[8\]\[31\],67.375µm
_2706_,67.36µm
net457,67.18µm
RF.registers\[13\]\[2\],67.14µm
RF.registers\[10\]\[7\],66.92µm
_2192_,66.88µm
RF.registers\[12\]\[30\],66.82µm
RF.registers\[10\]\[31\],66.44µm
net72,66.4µm
_1408_,66.29µm
_1335_,66.22µm
_1256_,66.16µm
_2137_,66.16µm
RF.registers\[13\]\[22\],66.08µm
next_pc\[5\],66µm
RF.registers\[4\]\[31\],65.84µm
net68,65.84µm
net51,65.64µm
RF.registers\[16\]\[22\],65.6µm
_2076_,65.56µm
RF.registers\[16\]\[20\],65.5µm
_2172_,65.14µm
_1295_,64.9µm
RF.registers\[3\]\[28\],64.76µm
_1707_,64.76µm
_1770_,64.68µm
_2444_,64.68µm
_1615_,64.39µm
RF.registers\[10\]\[30\],64.26µm
_2007_,64.18µm
net569,64.16µm
next_pc\[11\],63.96µm
_2176_,63.88µm
RF.registers\[4\]\[18\],63.485µm
_3123_,63.44µm
RF.registers\[8\]\[15\],63.36µm
_1364_,63µm
net451,62.68µm
_1915_,62.64µm
net570,62.56µm
_1353_,62.5µm
RF.registers\[13\]\[12\],62.45µm
net458,62.34µm
net449,62.3µm
_1477_,62.13µm
_2238_,61.92µm
_2427_,61.92µm
_2046_,61.8µm
_2104_,61.72µm
_1888_,61.59µm
RF.registers\[4\]\[8\],61.52µm
_2276_,61.48µm
_1543_,61.3µm
net575,61.22µm
net558,61.21µm
RF.registers\[3\]\[1\],61.2µm
_1928_,61µm
_2310_,60.92µm
_2568_,60.84µm
RF.registers\[2\]\[29\],60.64µm
RF.registers\[4\]\[30\],60.325µm
_1631_,60.2µm
RF.registers\[8\]\[4\],60.18µm
RF.registers\[3\]\[5\],60.13µm
_2840_,59.94µm
RF.registers\[8\]\[22\],59.52µm
_2434_,59.48µm
_2309_,59.18µm
_1632_,59.11µm
_2604_,58.92µm
_1436_,58.66µm
RF.registers\[16\]\[21\],58.64µm
_1692_,58.32µm
_2730_,58.24µm
_1424_,58.1µm
_2053_,57.98µm
RF.registers\[5\]\[12\],57.96µm
net366,57.8µm
RF.registers\[15\]\[18\],57.61µm
RF.registers\[3\]\[31\],57.6µm
_1930_,57.6µm
RF.registers\[16\]\[14\],57.52µm
RF.registers\[13\]\[27\],57.12µm
net345,57.11µm
_1360_,56.9µm
net450,56.86µm
_1521_,56.76µm
RF.registers\[4\]\[2\],56.595µm
RF.registers\[2\]\[15\],56.46µm
RF.registers\[2\]\[27\],56.4µm
_1505_,56.34µm
RF.registers\[8\]\[11\],56.32µm
RF.registers\[16\]\[23\],56.28µm
RF.registers\[11\]\[13\],56.1µm
RF.registers\[4\]\[28\],55.84µm
DMEM.memory\[0\]\[16\],55.74µm
net530,55.58µm
RF.registers\[13\]\[29\],55.545µm
_1450_,55.53µm
_1978_,55.34µm
_1546_,55.28µm
_2488_,54.96µm
net560,54.78µm
_1435_,54.72µm
RF.registers\[15\]\[20\],54.61µm
_2445_,54.34µm
RF.registers\[3\]\[29\],54.22µm
_2443_,54.1µm
_2000_,54.08µm
_2615_,54µm
_1331_,53.86µm
RF.registers\[13\]\[19\],53.805µm
_1955_,53.68µm
_1402_,53.44µm
_2039_,53.14µm
net573,52.92µm
_2213_,52.78µm
_2038_,52.76µm
RF.registers\[15\]\[24\],52.68µm
_2146_,52.6µm
RF.registers\[3\]\[12\],52.54µm
_2121_,52.5µm
_1534_,52.38µm
RF.registers\[3\]\[0\],52.2µm
RF.registers\[2\]\[21\],52.18µm
net574,52.18µm
_2484_,52.14µm
_2036_,52.08µm
_2437_,52.08µm
_1491_,52.035µm
_3133_,51.82µm
_2162_,51.79µm
_1492_,51.74µm
_1568_,51.62µm
RF.registers\[4\]\[1\],51.365µm
_2016_,51.34µm
net298,51.25µm
_2155_,51.02µm
_1283_,50.98µm
_1378_,50.9µm
RF.registers\[4\]\[29\],50.495µm
_1496_,50.46µm
_2509_,50.38µm
_2027_,50.26µm
_2483_,50.065µm
net420,49.95µm
_2317_,49.9µm
_1502_,49.82µm
_2149_,49.74µm
net62,49.74µm
_2251_,49.5µm
_1381_,49.48µm
_1397_,49.46µm
RF.registers\[11\]\[14\],49.44µm
_2590_,49.42µm
_1979_,49.36µm
RF.registers\[11\]\[7\],49.34µm
_2235_,49.3µm
_2211_,48.97µm
RF.registers\[12\]\[4\],48.88µm
DMEM.memory\[0\]\[20\],48.8µm
RF.registers\[8\]\[0\],48.8µm
_1827_,48.76µm
RF.registers\[10\]\[9\],48.7µm
_1351_,48.7µm
_2451_,48.64µm
_2087_,48.5µm
net1172,48.42µm
RF.registers\[3\]\[4\],48.04µm
RF.registers\[8\]\[12\],48µm
RF.registers\[3\]\[2\],47.88µm
_2421_,47.72µm
RF.registers\[13\]\[9\],47.46µm
_1957_,47.42µm
_2095_,47.36µm
_2052_,47.2µm
_2280_,47.15µm
net42,47.12µm
_1503_,47.06µm
_2478_,46.78µm
_2286_,46.72µm
RF.registers\[10\]\[22\],46.68µm
RF.registers\[3\]\[22\],46.62µm
_1314_,46.6µm
RF.registers\[11\]\[4\],46.58µm
_1515_,46.16µm
_1366_,46.08µm
_2167_,46.08µm
RF.registers\[16\]\[16\],46µm
_2247_,45.84µm
_1365_,45.8µm
_1389_,45.785µm
RF.registers\[4\]\[14\],45.665µm
_2765_,45.54µm
_1439_,45.5µm
_1791_,45.18µm
_2021_,45.12µm
RF.registers\[4\]\[23\],44.99µm
_1476_,44.96µm
net41,44.9µm
_2175_,44.84µm
_2321_,44.78µm
net326,44.58µm
_2733_,44.58µm
_1806_,44.56µm
_2122_,44.36µm
_2107_,44.34µm
_2215_,44.18µm
_1781_,44.02µm
_2022_,44µm
_2024_,43.96µm
_1973_,43.94µm
RF.registers\[4\]\[3\],43.935µm
_1679_,43.9µm
net419,43.86µm
RF.registers\[4\]\[9\],43.765µm
_2432_,43.76µm
_1949_,43.6µm
_3134_,43.56µm
RF.registers\[4\]\[24\],43.46µm
_2423_,43.46µm
_1773_,43.38µm
_2194_,43.38µm
_2543_,43.28µm
_1535_,43.1µm
net73,42.88µm
RF.registers\[2\]\[1\],42.72µm
_2136_,42.66µm
RF.registers\[11\]\[9\],42.52µm
RF.registers\[11\]\[26\],42.36µm
_2185_,42.3µm
_2094_,42.26µm
net55,42.22µm
_2096_,42.14µm
RF.registers\[8\]\[23\],42.1µm
_1821_,42.08µm
RF.registers\[4\]\[12\],42µm
net1145,41.98µm
RF.registers\[13\]\[26\],41.96µm
_2056_,41.96µm
_2482_,41.96µm
RF.registers\[8\]\[29\],41.88µm
_2019_,41.86µm
_1429_,41.54µm
_1504_,41.5µm
_2091_,41.495µm
_1931_,41.22µm
_2793_,41.22µm
_1479_,41.1µm
_1925_,41.08µm
_2045_,41.08µm
_2100_,41.04µm
_2425_,41.04µm
_2452_,41.04µm
_1338_,40.945µm
next_pc\[15\],40.88µm
_1677_,40.78µm
_2629_,40.78µm
_2092_,40.7µm
RF.registers\[9\]\[21\],40.66µm
_1960_,40.34µm
RF.registers\[3\]\[13\],40.26µm
_2791_,40.24µm
net1094,40.22µm
RF.registers\[10\]\[24\],40.16µm
_1942_,40.06µm
RF.registers\[8\]\[5\],39.9µm
_2439_,39.82µm
_2438_,39.815µm
RF.registers\[10\]\[21\],39.68µm
RF.registers\[2\]\[31\],39.54µm
net1164,39.46µm
_2431_,39.455µm
RF.registers\[8\]\[17\],39.42µm
_2435_,39.385µm
_1924_,39.38µm
_2620_,39.355µm
_2562_,39.28µm
RF.registers\[16\]\[19\],39.22µm
_3125_,39.18µm
_1261_,38.96µm
_1411_,38.94µm
DMEM.memory\[0\]\[27\],38.8µm
RF.registers\[3\]\[20\],38.7µm
_2284_,38.7µm
_2468_,38.68µm
_1743_,38.6µm
_1602_,38.5µm
_1506_,38.44µm
_2849_,38.42µm
_1379_,38.4µm
_2088_,38.26µm
RF.registers\[4\]\[11\],38.2µm
RF.registers\[3\]\[3\],38.17µm
_2186_,38.1µm
RF.registers\[3\]\[18\],38.065µm
_1807_,38.06µm
_2102_,37.98µm
_1400_,37.94µm
_1498_,37.94µm
RF.registers\[13\]\[6\],37.9µm
_2469_,37.895µm
DMEM.memory\[0\]\[7\],37.84µm
RF.registers\[8\]\[20\],37.74µm
net24,37.7µm
_1484_,37.62µm
RF.registers\[4\]\[20\],37.535µm
_0231_,37.51µm
RF.registers\[1\]\[20\],37.48µm
DMEM.memory\[0\]\[3\],37.44µm
RF.registers\[10\]\[17\],37.375µm
_2319_,37.34µm
_2718_,37.28µm
RF.registers\[15\]\[21\],37.26µm
_1311_,37.26µm
RF.registers\[8\]\[13\],37.16µm
_2415_,37.14µm
RF.registers\[8\]\[28\],37.12µm
_1649_,37.1µm
_2071_,37.1µm
_2868_,37.1µm
net350,37.015µm
_2812_,36.9µm
_1999_,36.78µm
RF.registers\[3\]\[23\],36.6µm
RF.registers\[3\]\[21\],36.55µm
_2120_,36.52µm
_2074_,36.5µm
DMEM.memory\[0\]\[23\],36.32µm
_1511_,36.12µm
RF.registers\[4\]\[0\],36.04µm
RF.registers\[5\]\[20\],35.86µm
_1529_,35.82µm
_1937_,35.78µm
_1917_,35.68µm
RF.registers\[3\]\[9\],35.645µm
_1272_,35.64µm
_2506_,35.6µm
RF.registers\[4\]\[4\],35.46µm
_1630_,35.46µm
_2198_,35.46µm
_2454_,35.44µm
RF.registers\[16\]\[0\],35.4µm
RF.registers\[13\]\[24\],35.32µm
_2281_,35.3µm
_1445_,35.225µm
RF.registers\[12\]\[6\],35.2µm
RF.registers\[11\]\[24\],35.14µm
_2222_,35.04µm
RF.registers\[3\]\[10\],35.015µm
RF.registers\[5\]\[29\],34.995µm
alu_result_out[4],34.96µm
_2745_,34.94µm
RF.registers\[5\]\[31\],34.88µm
_1674_,34.88µm
RF.registers\[13\]\[8\],34.86µm
RF.registers\[10\]\[0\],34.76µm
_1548_,34.76µm
_1629_,34.74µm
RF.registers\[10\]\[20\],34.72µm
_1824_,34.64µm
_2627_,34.6µm
_2809_,34.585µm
_2063_,34.52µm
_1380_,34.5µm
RF.registers\[10\]\[19\],34.46µm
_1576_,34.34µm
net507,34.34µm
net370,34.3µm
RF.registers\[11\]\[6\],34.24µm
_2049_,34.18µm
_3126_,34.12µm
_2743_,34.1µm
_2241_,34µm
RF.registers\[9\]\[1\],33.98µm
_1508_,33.98µm
_1923_,33.94µm
_2015_,33.82µm
_1270_,33.8µm
_1332_,33.62µm
RF.registers\[4\]\[15\],33.585µm
_2069_,33.465µm
_2179_,33.38µm
_1401_,33.34µm
_1922_,33.335µm
