net,length_um
net526,166.4µm
net55,166.17µm
_2837_,166µm
net294,165.945µm
_2581_,165.84µm
net416,165.825µm
DMEM.memory\[0\]\[16\],165.16µm
clknet_leaf_22_clk,164.49µm
net413,164.355µm
_1321_,163.585µm
net392,163µm
net39,162.69µm
net374,162.595µm
net354,162.38µm
net56,162.32µm
clknet_leaf_15_clk,162.24µm
net364,161.8µm
net70,161.54µm
net525,161.24µm
net428,161.035µm
clknet_leaf_30_clk,160.54µm
_2286_,159.86µm
_1341_,159.32µm
net367,159.28µm
_1920_,159.2µm
_2879_,158.94µm
clknet_leaf_40_clk,158.905µm
clknet_leaf_24_clk,158.53µm
RF.registers\[12\]\[1\],158.485µm
net343,158.44µm
RF.registers\[8\]\[0\],158.32µm
_2775_,158.185µm
_1331_,156.98µm
_1904_,156.78µm
net562,156.6µm
net331,156.02µm
clknet_leaf_2_clk,155.92µm
net505,155.7µm
clknet_leaf_4_clk,155.05µm
RF.registers\[13\]\[3\],154.88µm
_2138_,154.87µm
_1615_,154.545µm
clknet_leaf_18_clk,153.82µm
net326,153.41µm
RF.registers\[16\]\[13\],153.045µm
_2859_,152.94µm
clknet_leaf_3_clk,152.26µm
net492,151.47µm
_2785_,151.12µm
_1502_,150.14µm
net532,149.32µm
net405,148.685µm
RF.registers\[13\]\[16\],147.9µm
clknet_leaf_31_clk,147.34µm
net507,147.32µm
clknet_leaf_8_clk,146.5µm
net565,146.18µm
clknet_leaf_23_clk,145.74µm
clknet_leaf_33_clk,145.52µm
net23,145.52µm
net360,145.28µm
net299,144.54µm
net536,144.03µm
clknet_leaf_17_clk,143.48µm
net27,143.48µm
_2852_,143.28µm
clknet_leaf_12_clk,142.94µm
_1598_,142.84µm
net278,142.38µm
_2085_,142.13µm
net286,142.065µm
_2327_,141.96µm
_2272_,141.9µm
_1669_,141.72µm
_1423_,140.95µm
net302,140.615µm
_1887_,139.96µm
RF.registers\[12\]\[16\],139.85µm
_1472_,139.795µm
net529,139.68µm
_1677_,139.4µm
net324,138.63µm
RF.registers\[12\]\[30\],138.565µm
net53,138.12µm
_2592_,138.08µm
clknet_leaf_41_clk,137.8µm
RF.registers\[13\]\[2\],137.28µm
_2642_,136.98µm
clknet_leaf_6_clk,136.48µm
net29,136.33µm
net298,135.57µm
net283,135.295µm
_2562_,134.18µm
clknet_leaf_42_clk,133.92µm
_2841_,133.9µm
net477,133.44µm
_3134_,132.935µm
clknet_leaf_7_clk,132.74µm
clknet_leaf_11_clk,132.44µm
clknet_leaf_0_clk,131.98µm
_1729_,131.62µm
net332,131.58µm
net301,131.52µm
net328,131.16µm
_1664_,131.14µm
_2731_,130.86µm
net300,130.105µm
_2862_,130.02µm
net295,129.79µm
_1320_,129.79µm
_1298_,129.53µm
net42,128.76µm
RF.registers\[12\]\[28\],128.66µm
clknet_leaf_34_clk,127.96µm
net400,127.88µm
_1632_,126.8µm
_1735_,126.72µm
net58,126.2µm
DMEM.memory\[0\]\[7\],126.16µm
net74,125.9µm
clknet_leaf_5_clk,125.88µm
net36,125.22µm
_1804_,123.96µm
net412,123.9µm
net426,123.76µm
_3133_,123.5µm
net288,123.36µm
clknet_leaf_1_clk,123.2µm
net422,123.135µm
_1344_,122.83µm
clknet_leaf_10_clk,122.54µm
_2371_,121.58µm
net64,121.57µm
net423,121.43µm
RF.registers\[10\]\[30\],120.9µm
_2652_,120.3µm
_1684_,120.06µm
net479,120µm
RF.registers\[11\]\[23\],119.44µm
RF.registers\[12\]\[17\],119.27µm
net502,119.21µm
_2606_,119.1µm
net569,118.92µm
_1311_,118.72µm
net535,118.64µm
_1821_,118.48µm
RF.registers\[10\]\[26\],118.05µm
net534,118.02µm
net303,117.41µm
net359,117.075µm
clknet_leaf_14_clk,116.815µm
_1604_,116.56µm
RF.registers\[13\]\[5\],115.54µm
net267,115.53µm
net284,115.505µm
DMEM.memory\[0\]\[9\],114.74µm
_1589_,114.67µm
RF.registers\[8\]\[22\],114.62µm
_2671_,114.52µm
net275,114.42µm
_2483_,114.39µm
_1934_,113.88µm
net375,113.675µm
net33,113.38µm
net403,112.78µm
net292,112.615µm
_1905_,112.27µm
RF.registers\[13\]\[8\],111.945µm
net503,111.64µm
net277,111.4µm
RF.registers\[5\]\[5\],111.12µm
net54,111.11µm
net411,110.77µm
_1648_,110.665µm
RF.registers\[11\]\[30\],110.64µm
RF.registers\[15\]\[13\],110.2µm
_2477_,109.9µm
net38,109.76µm
_2246_,109.58µm
RF.registers\[12\]\[7\],109.57µm
net59,108.9µm
RF.registers\[13\]\[1\],108.74µm
net518,108.46µm
net289,108.115µm
_2698_,107.88µm
_1416_,107.38µm
_1497_,106.92µm
_1490_,106.68µm
net475,106.06µm
net314,105.98µm
net564,105.92µm
_2466_,105.38µm
_1350_,105.26µm
_2580_,105.18µm
net530,104.86µm
net327,104.465µm
_1565_,104.32µm
_2290_,104.18µm
_2765_,103.88µm
net290,103.63µm
RF.registers\[12\]\[12\],103.49µm
_1342_,103.16µm
net296,103.12µm
DMEM.memory\[0\]\[29\],102.22µm
_2694_,102.06µm
_1264_,101.73µm
net427,101.54µm
net24,101.42µm
_2762_,101.3µm
net399,101.14µm
_2018_,100.16µm
RF.registers\[13\]\[9\],100.1µm
RF.registers\[13\]\[13\],100µm
_2582_,99.61µm
RF.registers\[15\]\[20\],99.28µm
_2615_,99.26µm
_1913_,99µm
RF.registers\[15\]\[21\],98.92µm
_1348_,98.78µm
_1675_,98.26µm
next_pc\[25\],98.18µm
RF.registers\[13\]\[23\],97.95µm
net276,97.84µm
net40,97.68µm
_2656_,96.78µm
_1353_,96.44µm
_2524_,96.42µm
net561,96.3µm
net575,96.16µm
net282,96.145µm
net44,95.36µm
RF.registers\[4\]\[23\],95.32µm
_1953_,94.98µm
_2682_,94.92µm
_1252_,94.88µm
_1283_,94.55µm
_1670_,94.46µm
_2499_,94.3µm
_2506_,94.21µm
RF.registers\[8\]\[15\],93.54µm
net333,93.5µm
RF.registers\[8\]\[14\],93.26µm
RF.registers\[13\]\[15\],93.2µm
net32,92.62µm
_2076_,92.57µm
RF.registers\[8\]\[8\],92.56µm
net379,92.475µm
_2543_,92.2µm
_1928_,92.1µm
net421,91.76µm
net62,91.76µm
RF.registers\[13\]\[30\],91.605µm
_1363_,91.48µm
RF.registers\[12\]\[29\],91.345µm
_2267_,91.32µm
net458,91.24µm
net361,91.21µm
_1304_,91.18µm
_2503_,91.16µm
RF.registers\[10\]\[28\],90.99µm
_1290_,90.71µm
_0752_,90.44µm
RF.registers\[13\]\[22\],90.405µm
_1507_,90.26µm
_2151_,90.12µm
RF.registers\[8\]\[1\],89.63µm
net468,89.52µm
_2222_,89.5µm
net419,89.055µm
_2840_,89.02µm
_1438_,88.96µm
RF.registers\[10\]\[18\],88.66µm
_1562_,88.44µm
net465,88.22µm
_2281_,87.96µm
_1964_,87.8µm
_1827_,87.64µm
_2192_,87.44µm
_1550_,87.38µm
_2877_,86.06µm
_1584_,85.65µm
_0236_,85.55µm
RF.registers\[10\]\[7\],85.54µm
RF.registers\[15\]\[10\],85.36µm
_3130_,85.2µm
_1268_,84.48µm
_1432_,84.4µm
_1450_,84.34µm
_2751_,84.18µm
net553,84µm
net14,84µm
_2158_,83.77µm
_2150_,83.7µm
_1803_,83.395µm
net567,82.58µm
RF.registers\[12\]\[9\],82.32µm
_2750_,82.08µm
_2516_,81.6µm
_1912_,81.26µm
_1303_,81.22µm
RF.registers\[13\]\[21\],80.82µm
RF.registers\[10\]\[15\],80.68µm
_1266_,80.39µm
net460,80.04µm
_1791_,79.96µm
_2730_,79.4µm
net47,79.4µm
RF.registers\[16\]\[12\],79.36µm
_1466_,79.36µm
_2052_,79.16µm
RF.registers\[10\]\[14\],79.12µm
RF.registers\[15\]\[18\],79.12µm
RF.registers\[12\]\[26\],79.11µm
_2132_,78.54µm
RF.registers\[15\]\[16\],78.02µm
_1380_,77.8µm
RF.registers\[4\]\[6\],77.26µm
_2636_,77.08µm
net514,76.66µm
_1996_,76.3µm
_2030_,76.3µm
net432,75.78µm
_2735_,75.78µm
net274,75.68µm
_2172_,75.64µm
_2617_,75.64µm
RF.registers\[10\]\[8\],75.42µm
net65,75.42µm
RF.registers\[10\]\[5\],75.24µm
RF.registers\[10\]\[9\],74.95µm
net456,74.945µm
_1435_,74.82µm
net43,74.6µm
_2038_,74.46µm
_1806_,73.765µm
net563,73.76µm
net531,73.64µm
net571,73.54µm
net386,73.36µm
RF.registers\[10\]\[16\],73µm
_2280_,72.795µm
_1888_,72.73µm
_3128_,72.72µm
next_pc\[15\],72.64µm
RF.registers\[8\]\[10\],72.58µm
_2004_,71.76µm
net20,71.52µm
net489,71.44µm
_2058_,71.41µm
net280,71.26µm
RF.registers\[13\]\[25\],71.04µm
_2262_,71.02µm
_2708_,70.92µm
_2772_,70.76µm
_1299_,70.58µm
net418,70.34µm
_2427_,70.3µm
_2109_,70.12µm
_1449_,70.04µm
net356,70.035µm
RF.registers\[15\]\[14\],69.88µm
net71,69.68µm
_2098_,69.58µm
_2217_,69.58µm
_2010_,69.36µm
_1967_,69.32µm
_2083_,69.2µm
_1369_,69.16µm
RF.registers\[10\]\[13\],68.94µm
_1901_,68.58µm
RF.registers\[3\]\[22\],68.54µm
_1603_,68.52µm
_1994_,68.42µm
net394,68.4µm
RF.registers\[12\]\[24\],68.225µm
_1253_,68.06µm
_2152_,67.82µm
net69,67.68µm
_1636_,67.42µm
RF.registers\[2\]\[17\],67.365µm
net305,67.35µm
_2616_,67.28µm
RF.registers\[10\]\[17\],67.04µm
_2445_,66.82µm
net28,66.72µm
RF.registers\[8\]\[6\],66.6µm
RF.registers\[8\]\[9\],66.48µm
_1809_,66.27µm
_2653_,66.24µm
_2333_,66.18µm
_1817_,66.055µm
_1942_,65.86µm
RF.registers\[2\]\[2\],65.825µm
_1439_,65.735µm
RF.registers\[10\]\[22\],65.595µm
_1479_,65.58µm
_1300_,65.34µm
_2309_,65.13µm
_1470_,64.96µm
RF.registers\[9\]\[22\],64.84µm
_2039_,64.74µm
_2221_,64.56µm
RF.registers\[10\]\[29\],64.525µm
net22,64.44µm
net297,64.21µm
net461,64.18µm
_1258_,64.06µm
net377,63.9µm
_2294_,63.74µm
_1594_,63.615µm
_2066_,63.6µm
_2078_,63.36µm
RF.registers\[8\]\[20\],63.26µm
_2481_,63.24µm
RF.registers\[8\]\[31\],63.105µm
_1959_,63.08µm
_2724_,62.995µm
net454,62.68µm
RF.registers\[15\]\[12\],62.6µm
net572,62.54µm
_2105_,62.42µm
RF.registers\[10\]\[21\],62.14µm
net494,62.04µm
RF.registers\[15\]\[11\],61.78µm
net498,61.72µm
RF.registers\[2\]\[23\],61.64µm
net453,61.64µm
_2197_,61.6µm
RF.registers\[8\]\[5\],61.32µm
RF.registers\[10\]\[11\],61.26µm
RF.registers\[3\]\[7\],61.26µm
next_pc\[24\],61.16µm
RF.registers\[2\]\[15\],60.86µm
RF.registers\[9\]\[23\],60.72µm
RF.registers\[9\]\[25\],60.42µm
RF.registers\[10\]\[10\],60.29µm
_2563_,60.22µm
_1812_,60.1µm
_1415_,60.08µm
_3090_,60.08µm
next_pc\[19\],60.06µm
RF.registers\[3\]\[24\],59.665µm
RF.registers\[13\]\[18\],59.62µm
RF.registers\[10\]\[23\],59.59µm
_2419_,59.48µm
RF.registers\[5\]\[28\],59.38µm
RF.registers\[2\]\[11\],59.335µm
_1334_,59.3µm
_2669_,59.3µm
_1443_,59.16µm
_2037_,59.12µm
_2211_,59.115µm
RF.registers\[10\]\[24\],59.06µm
_2428_,58.955µm
RF.registers\[11\]\[18\],58.76µm
_2134_,58.7µm
net304,58.395µm
RF.registers\[2\]\[8\],58.38µm
_2415_,58.38µm
net262,58.33µm
_1630_,58.3µm
_1722_,58.3µm
_2087_,58.2µm
_2335_,58.14µm
_1495_,57.84µm
RF.registers\[13\]\[28\],57.82µm
_1364_,57.64µm
RF.registers\[2\]\[13\],57.62µm
_2498_,57.43µm
next_pc\[5\],57.38µm
_1692_,57.36µm
_2508_,57.24µm
_1408_,57.01µm
RF.registers\[10\]\[19\],56.98µm
_1295_,56.98µm
_1975_,56.98µm
RF.registers\[8\]\[19\],56.92µm
RF.registers\[2\]\[1\],56.82µm
net279,56.76µm
_1979_,56.66µm
RF.registers\[1\]\[2\],56.62µm
_2249_,56.58µm
RF.registers\[8\]\[3\],56.5µm
_1396_,56.22µm
_2434_,56.2µm
_1983_,56.12µm
RF.registers\[11\]\[19\],55.92µm
net1200,55.92µm
_2545_,55.81µm
_2447_,55.72µm
_2126_,55.7µm
_2046_,55.66µm
RF.registers\[8\]\[16\],55.62µm
_2547_,55.6µm
RF.registers\[5\]\[19\],55.46µm
_1745_,55.42µm
_2022_,55.36µm
DMEM.memory\[0\]\[4\],55.22µm
RF.registers\[10\]\[20\],55.18µm
RF.registers\[2\]\[14\],55µm
_1477_,54.96µm
_2437_,54.84µm
_2162_,54.56µm
RF.registers\[8\]\[25\],54.48µm
net257,54.32µm
_2209_,54.28µm
RF.registers\[8\]\[2\],54.08µm
_2179_,54.02µm
RF.registers\[10\]\[3\],53.88µm
RF.registers\[2\]\[10\],53.88µm
RF.registers\[8\]\[11\],53.72µm
_1523_,53.6µm
_2579_,53.42µm
_2783_,53.38µm
RF.registers\[8\]\[12\],53.28µm
_1989_,53.28µm
_1526_,53.26µm
net308,53.115µm
_1505_,52.98µm
_2553_,52.88µm
next_pc\[20\],52.54µm
_2627_,52.48µm
_3129_,52.48µm
_2026_,52.36µm
_2696_,52.34µm
RF.registers\[11\]\[15\],52.28µm
RF.registers\[8\]\[17\],52.2µm
RF.registers\[8\]\[23\],52.2µm
RF.registers\[2\]\[9\],52.16µm
net376,52.16µm
_2071_,52.06µm
_1998_,52.02µm
_1360_,51.96µm
_1886_,51.94µm
RF.registers\[10\]\[6\],51.92µm
_1319_,51.71µm
net497,51.66µm
net273,51.58µm
_1338_,51.515µm
_2321_,51.45µm
RF.registers\[2\]\[16\],51.44µm
_1706_,51.1µm
_2628_,51.1µm
_1409_,51.08µm
_2032_,51.02µm
_2285_,50.74µm
_2225_,50.47µm
RF.registers\[2\]\[12\],50.18µm
RF.registers\[1\]\[7\],50.16µm
RF.registers\[5\]\[27\],50.1µm
_2593_,49.82µm
next_pc\[28\],49.6µm
RF.registers\[2\]\[21\],49.5µm
RF.registers\[8\]\[7\],49.48µm
_1347_,49.24µm
net73,49.2µm
_2013_,49.12µm
net573,48.86µm
_2100_,48.8µm
_1962_,48.78µm
_2603_,48.58µm
net1212,48.56µm
_2167_,48.52µm
RF.registers\[4\]\[14\],48.435µm
_2706_,48.36µm
_2500_,48.3µm
RF.registers\[16\]\[2\],48.26µm
net41,48.2µm
RF.registers\[4\]\[13\],48.115µm
_2112_,47.92µm
_2568_,47.9µm
_2291_,47.86µm
RF.registers\[13\]\[11\],47.74µm
net570,47.5µm
net558,47.34µm
_2228_,47.26µm
_1326_,47.24µm
RF.registers\[13\]\[4\],47.2µm
_2266_,47.06µm
_2187_,47.02µm
_2235_,46.6µm
_2153_,46.57µm
RF.registers\[1\]\[16\],46.52µm
_1335_,46.25µm
_2431_,46.24µm
_2950_,46.22µm
net560,46.18µm
net485,46.1µm
_2196_,45.66µm
DMEM.memory\[0\]\[23\],45.64µm
_2264_,45.585µm
net1149,45.22µm
_1773_,45.08µm
_1279_,45.06µm
RF.registers\[5\]\[29\],45.04µm
RF.registers\[2\]\[3\],45.03µm
_1508_,45.02µm
RF.registers\[13\]\[27\],44.98µm
_2319_,44.755µm
_1707_,44.6µm
_2641_,44.49µm
net451,44.48µm
_2306_,44.46µm
RF.registers\[2\]\[22\],44.4µm
_1520_,44.32µm
_1663_,44.1µm
_2423_,43.88µm
_2587_,43.84µm
RF.registers\[4\]\[0\],43.8µm
_2276_,43.76µm
_1948_,43.72µm
_2812_,43.72µm
RF.registers\[3\]\[31\],43.66µm
RF.registers\[10\]\[2\],43.6µm
_2613_,43.6µm
RF.registers\[1\]\[29\],43.535µm
RF.registers\[8\]\[27\],43.435µm
RF.registers\[4\]\[27\],43.425µm
_2016_,43.24µm
_2310_,43.08µm
RF.registers\[10\]\[4\],42.9µm
RF.registers\[11\]\[11\],42.9µm
_2015_,42.82µm
_1270_,42.8µm
_1366_,42.66µm
_2746_,42.62µm
net566,42.5µm
_2452_,42.495µm
RF.registers\[3\]\[23\],42.48µm
_2791_,42.48µm
RF.registers\[8\]\[13\],42.38µm
_2265_,42.24µm
_2590_,42.24µm
net555,42.21µm
_2316_,41.84µm
RF.registers\[9\]\[31\],41.76µm
net493,41.76µm
net559,41.74µm
RF.registers\[4\]\[30\],41.52µm
_1543_,41.4µm
RF.registers\[16\]\[21\],41.285µm
RF.registers\[5\]\[2\],41.16µm
_2054_,41.135µm
_1484_,41.11µm
_1558_,41.1µm
_1982_,41.04µm
_2176_,40.935µm
RF.registers\[3\]\[2\],40.84µm
net420,40.76µm
_1546_,40.7µm
_2021_,40.68µm
_1512_,40.52µm
_2418_,40.5µm
_2686_,40.5µm
DMEM.memory\[0\]\[27\],40.46µm
net75,40.32µm
_2204_,40.3µm
_1535_,40.28µm
_2023_,40.18µm
_2233_,40µm
RF.registers\[3\]\[28\],39.9µm
_1402_,39.86µm
RF.registers\[4\]\[3\],39.675µm
_2008_,39.66µm
RF.registers\[12\]\[15\],39.545µm
_1782_,39.48µm
RF.registers\[15\]\[3\],39.46µm
_1481_,39.46µm
RF.registers\[11\]\[26\],39.14µm
RF.registers\[4\]\[15\],39.065µm
_2425_,39µm
RF.registers\[4\]\[2\],38.74µm
RF.registers\[4\]\[10\],38.55µm
RF.registers\[2\]\[6\],38.52µm
RF.registers\[9\]\[5\],38.44µm
_1359_,38.38µm
_1357_,38.28µm
_2432_,38.225µm
_3126_,38.2µm
_1511_,38.18µm
_2149_,38.12µm
_1411_,38.1µm
_1917_,38.04µm
_2287_,37.98µm
_2195_,37.96µm
RF.registers\[10\]\[0\],37.64µm
_2096_,37.64µm
_1310_,37.6µm
_2622_,37.44µm
next_pc\[22\],37.44µm
_2740_,37.38µm
_2456_,37.355µm
net31,37.32µm
_1726_,37.22µm
RF.registers\[10\]\[31\],37.2µm
_2438_,37.05µm
_1534_,37.04µm
_2069_,37.02µm
_1277_,36.98µm
_2238_,36.895µm
_2247_,36.88µm
_2455_,36.84µm
net45,36.72µm
_2227_,36.71µm
_2094_,36.62µm
_2156_,36.54µm
_2289_,36.52µm
_2180_,36.45µm
_1991_,36.24µm
clknet_leaf_43_clk,36.2µm
net52,36.1µm
_1717_,36.06µm
DMEM.memory\[0\]\[13\],35.96µm
_1292_,35.94µm
RF.registers\[4\]\[5\],35.93µm
_2213_,35.775µm
_1461_,35.76µm
_2526_,35.65µm
net552,35.64µm
_1978_,35.58µm
net495,35.56µm
next_pc\[10\],35.56µm
next_pc\[18\],35.4µm
RF.registers\[15\]\[25\],35.28µm
_1365_,35.04µm
RF.registers\[10\]\[12\],34.94µm
_0303_,34.92µm
RF.registers\[11\]\[8\],34.88µm
RF.registers\[11\]\[10\],34.74µm
_2300_,34.72µm
_1516_,34.635µm
RF.registers\[8\]\[21\],34.625µm
_1306_,34.4µm
_2738_,34.14µm
_2256_,34.12µm
_2278_,34.105µm
_1538_,33.92µm
_2269_,33.92µm
_2198_,33.86µm
RF.registers\[8\]\[30\],33.82µm
net61,33.8µm
_2451_,33.7µm
_1465_,33.68µm
_1256_,33.5µm
_2155_,33.5µm
_1945_,33.46µm
next_pc\[12\],33.34µm
net66,33.32µm
_1698_,33.31µm
_2140_,33.26µm
RF.registers\[11\]\[6\],33.24µm
_1412_,33.2µm
_1718_,33.16µm
_2302_,33.16µm
_1361_,32.82µm
RF.registers\[15\]\[19\],32.78µm
_3132_,32.72µm
_2792_,32.605µm
_2139_,32.58µm
RF.registers\[4\]\[28\],32.56µm
_1529_,32.5µm
net517,32.46µm
_1429_,32.32µm
_2073_,32.28µm
RF.registers\[11\]\[7\],32.22µm
_1778_,32.205µm
_1539_,32.2µm
DMEM.memory\[31\]\[16\],32.12µm
_2444_,32.12µm
RF.registers\[9\]\[29\],32.1µm
_2621_,32.08µm
RF.registers\[3\]\[14\],32.06µm
_2784_,32.04µm
_1433_,32.005µm
RF.registers\[4\]\[11\],31.95µm
net46,31.9µm
_1748_,31.82µm
_1330_,31.75µm
_2159_,31.74µm
_1715_,31.72µm
_1923_,31.705µm
alu_result_out[4],31.67µm
RF.registers\[8\]\[4\],31.6µm
_2049_,31.48µm
RF.registers\[11\]\[31\],31.34µm
_2482_,31.26µm
RF.registers\[11\]\[17\],31.2µm
RF.registers\[11\]\[4\],31.2µm
RF.registers\[2\]\[0\],31.16µm
_1634_,31.055µm
net1153,31.04µm
_2230_,31.04µm
_1551_,31µm
_1561_,30.94µm
_2403_,30.92µm
_2531_,30.84µm
_3136_,30.84µm
_1949_,30.8µm
RF.registers\[3\]\[11\],30.75µm
_1732_,30.7µm
net519,30.7µm
_2478_,30.66µm
_2317_,30.565µm
RF.registers\[13\]\[14\],30.56µm
RF.registers\[4\]\[7\],30.485µm
RF.registers\[4\]\[22\],30.245µm
RF.registers\[11\]\[13\],30.2µm
net50,30.2µm
_2487_,30.02µm
_2106_,29.92µm
RF.registers\[5\]\[12\],29.9µm
_2665_,29.86µm
_2080_,29.66µm
_2864_,29.61µm
_2714_,29.59µm
RF.registers\[4\]\[29\],29.53µm
_2796_,29.52µm
_1280_,29.51µm
RF.registers\[3\]\[29\],29.5µm
_1824_,29.46µm
RF.registers\[3\]\[12\],29.4µm
_2414_,29.34µm
_2007_,29.31µm
_1702_,29.265µm
_2250_,29.1µm
_2670_,29.08µm
RF.registers\[4\]\[16\],29.065µm
