net,length_um
_2220_,29.02µm
alu_result_out[24],28.99µm
alu_result_out[5],28.99µm
RF.registers\[13\]\[0\],28.98µm
next_pc\[7\],28.98µm
next_pc\[26\],28.96µm
RF.registers\[4\]\[25\],28.805µm
_1631_,28.8µm
_2190_,28.78µm
RF.registers\[13\]\[19\],28.765µm
_1351_,28.7µm
_1397_,28.7µm
RF.registers\[2\]\[25\],28.66µm
RF.registers\[9\]\[6\],28.64µm
RF.registers\[4\]\[9\],28.54µm
_2312_,28.48µm
net30,28.48µm
_1977_,28.44µm
_2489_,28.44µm
_2092_,28.42µm
_1514_,28.4µm
RF.registers\[2\]\[27\],28.34µm
_1483_,28.32µm
_1521_,28.32µm
RF.registers\[3\]\[10\],28.285µm
_2057_,28.28µm
RF.registers\[11\]\[5\],28.24µm
_1668_,28.16µm
_2003_,28.06µm
RF.registers\[11\]\[14\],28.045µm
_1935_,28.02µm
RF.registers\[5\]\[31\],27.98µm
_2421_,27.94µm
RF.registers\[9\]\[30\],27.82µm
RF.registers\[11\]\[27\],27.7µm
RF.registers\[8\]\[29\],27.66µm
_3123_,27.66µm
RF.registers\[3\]\[5\],27.615µm
RF.registers\[4\]\[20\],27.525µm
RF.registers\[11\]\[9\],27.48µm
_2014_,27.44µm
next_pc\[9\],27.4µm
_2124_,27.385µm
next_pc\[14\],27.38µm
_2035_,27.36µm
_2334_,27.36µm
_1927_,27.27µm
_1288_,27.24µm
_2135_,27.24µm
RF.registers\[2\]\[5\],27.22µm
net1066,27.22µm
RF.registers\[10\]\[25\],27.12µm
_1937_,27.065µm
RF.registers\[1\]\[14\],27.06µm
_1427_,27.06µm
net1171,27.06µm
_2760_,27.06µm
RF.registers\[16\]\[3\],27.04µm
_1355_,27.02µm
_1332_,26.98µm
_2589_,26.98µm
_2001_,26.8µm
RF.registers\[11\]\[22\],26.72µm
RF.registers\[16\]\[29\],26.6µm
_2620_,26.6µm
RF.registers\[3\]\[26\],26.585µm
_1431_,26.54µm
_1442_,26.53µm
_2773_,26.445µm
_2789_,26.44µm
_2270_,26.4µm
_2143_,26.305µm
_1969_,26.28µm
_2491_,26.26µm
_2123_,26.24µm
net486,26.23µm
_1941_,26.22µm
_1437_,26.18µm
net63,26.12µm
_1767_,26.06µm
next_pc\[17\],26.02µm
_2729_,25.96µm
_2323_,25.92µm
_2569_,25.9µm
RF.registers\[9\]\[28\],25.86µm
_2061_,25.86µm
_2045_,25.84µm
_2067_,25.76µm
RF.registers\[3\]\[30\],25.755µm
_2186_,25.72µm
RF.registers\[4\]\[12\],25.64µm
RF.registers\[3\]\[13\],25.6µm
_1401_,25.52µm
_2510_,25.51µm
_2330_,25.48µm
net113,25.46µm
_1971_,25.44µm
RF.registers\[10\]\[1\],25.38µm
_2314_,25.28µm
net982,25.26µm
_3137_,25.26µm
_1647_,25.24µm
alu_result_out[13],25.21µm
_2005_,25.18µm
_2116_,25.18µm
next_pc\[29\],25.18µm
_2206_,25.06µm
_2858_,25µm
RF.registers\[5\]\[25\],24.76µm
_1337_,24.76µm
RF.registers\[4\]\[24\],24.75µm
RF.registers\[3\]\[17\],24.74µm
RF.registers\[11\]\[12\],24.72µm
RF.registers\[5\]\[30\],24.64µm
_1764_,24.615µm
_1568_,24.6µm
RF.registers\[4\]\[31\],24.58µm
_2484_,24.48µm
_2646_,24.38µm
RF.registers\[1\]\[30\],24.285µm
_2119_,24.26µm
_2790_,24.16µm
_1422_,24.12µm
_3120_,24.12µm
DMEM.memory\[28\]\[16\],24.04µm
_2331_,24.02µm
_1861_,24µm
_2639_,23.96µm
RF.registers\[4\]\[19\],23.925µm
_1801_,23.82µm
_2147_,23.8µm
_2216_,23.78µm
_2107_,23.76µm
_2693_,23.66µm
net1106,23.66µm
net60,23.64µm
_2175_,23.575µm
RF.registers\[16\]\[30\],23.54µm
_2801_,23.54µm
_2573_,23.52µm
alu_result_out[2],23.51µm
RF.registers\[16\]\[23\],23.5µm
RF.registers\[3\]\[3\],23.5µm
_1358_,23.5µm
_2868_,23.4µm
RF.registers\[4\]\[21\],23.36µm
RF.registers\[11\]\[25\],23.34µm
_1666_,23.28µm
_1367_,23.26µm
_2512_,23.2µm
net1136,23.06µm
_2439_,23.055µm
_2502_,22.99µm
RF.registers\[5\]\[26\],22.98µm
_1269_,22.88µm
net1150,22.84µm
net1210,22.72µm
_1691_,22.7µm
_2163_,22.7µm
_1414_,22.64µm
_2263_,22.62µm
RF.registers\[16\]\[6\],22.585µm
DMEM.memory\[1\]\[25\],22.54µm
RF.registers\[3\]\[18\],22.52µm
_2028_,22.52µm
RF.registers\[16\]\[4\],22.5µm
_2514_,22.5µm
next_pc\[8\],22.405µm
RF.registers\[3\]\[16\],22.4µm
RF.registers\[11\]\[28\],22.36µm
DMEM.memory\[0\]\[24\],22.305µm
RF.registers\[5\]\[20\],22.28µm
net1094,22.28µm
_1399_,22.28µm
_1696_,22.28µm
_2522_,22.24µm
RF.registers\[11\]\[21\],22.22µm
RF.registers\[4\]\[17\],22.18µm
_1395_,22.12µm
_1970_,22.105µm
_2629_,22.1µm
instruction_out[4],22.1µm
_2435_,22.055µm
_2850_,22.04µm
_1545_,21.84µm
_2828_,21.82µm
alu_result_out[11],21.81µm
RF.registers\[9\]\[13\],21.78µm
RF.registers\[5\]\[0\],21.76µm
RF.registers\[1\]\[3\],21.7µm
_2721_,21.7µm
_1398_,21.68µm
_1908_,21.655µm
_2077_,21.64µm
RF.registers\[8\]\[28\],21.44µm
_1276_,21.42µm
_2471_,21.4µm
_2793_,21.3µm
pc_out[0],21.3µm
net501,21.2µm
_1316_,21.2µm
instruction_out[5],21.18µm
_2443_,21.16µm
_2745_,21.16µm
_1743_,21µm
RF.registers\[2\]\[30\],20.94µm
_2115_,20.92µm
_2104_,20.9µm
RF.registers\[16\]\[0\],20.88µm
_2436_,20.88µm
RF.registers\[11\]\[1\],20.82µm
alu_result_out[6],20.79µm
alu_result_out[12],20.79µm
DMEM.memory\[0\]\[8\],20.76µm
_1700_,20.7µm
_2240_,20.7µm
_2024_,20.66µm
_2212_,20.66µm
RF.registers\[9\]\[0\],20.6µm
DMEM.memory\[0\]\[14\],20.54µm
RF.registers\[13\]\[10\],20.54µm
_1704_,20.54µm
_2809_,20.51µm
_1509_,20.46µm
_2020_,20.44µm
_2178_,20.44µm
_2657_,20.42µm
_2299_,20.36µm
_2091_,20.34µm
_2040_,20.32µm
net490,20.29µm
_1403_,20.22µm
RF.registers\[11\]\[20\],20.2µm
RF.registers\[16\]\[17\],20.2µm
alu_result_out[15],20.11µm
alu_result_out[25],20.11µm
_2047_,20.08µm
_1794_,20.03µm
RF.registers\[3\]\[8\],20.025µm
_1719_,19.98µm
_2788_,19.98µm
_1513_,19.96µm
_1381_,19.955µm
_2504_,19.95µm
_2446_,19.86µm
_2676_,19.86µm
_1446_,19.84µm
_1673_,19.84µm
instruction_out[15],19.84µm
_1272_,19.82µm
_1776_,19.76µm
_1792_,19.76µm
_2304_,19.74µm
net1121,19.68µm
_1343_,19.66µm
RF.registers\[2\]\[18\],19.62µm
_1407_,19.62µm
RF.registers\[4\]\[1\],19.58µm
_2861_,19.42µm
DMEM.memory\[0\]\[3\],19.4µm
_2125_,19.4µm
RF.registers\[5\]\[3\],19.36µm
DMEM.memory\[7\]\[17\],19.34µm
_2480_,19.32µm
net1142,19.3µm
_2191_,19.22µm
DMEM.memory\[0\]\[15\],19.2µm
RF.registers\[1\]\[1\],19.2µm
net1064,19.2µm
_2857_,19.18µm
DMEM.memory\[1\]\[18\],19.14µm
RF.registers\[15\]\[27\],19.06µm
_2121_,19.06µm
RF.registers\[11\]\[3\],19.02µm
net516,19µm
RF.registers\[13\]\[31\],18.98µm
instruction_out[2],18.96µm
RF.registers\[2\]\[26\],18.94µm
RF.registers\[5\]\[4\],18.92µm
_2142_,18.92µm
RF.registers\[3\]\[15\],18.88µm
_2497_,18.86µm
RF.registers\[4\]\[18\],18.84µm
_1973_,18.82µm
_2778_,18.74µm
_2183_,18.705µm
_2226_,18.64µm
DMEM.memory\[2\]\[27\],18.62µm
_2807_,18.62µm
pc_out[28],18.58µm
DMEM.memory\[26\]\[17\],18.54µm
DMEM.memory\[8\]\[12\],18.52µm
RF.registers\[11\]\[24\],18.52µm
net1092,18.52µm
_1957_,18.52µm
_2488_,18.52µm
_2680_,18.48µm
RF.registers\[11\]\[16\],18.46µm
RF.registers\[16\]\[31\],18.46µm
RF.registers\[10\]\[27\],18.44µm
RF.registers\[3\]\[0\],18.44µm
_1679_,18.42µm
DMEM.memory\[1\]\[27\],18.405µm
_1527_,18.4µm
_1922_,18.37µm
RF.registers\[11\]\[2\],18.36µm
_1800_,18.36µm
RF.registers\[13\]\[12\],18.345µm
DMEM.memory\[9\]\[12\],18.34µm
DMEM.memory\[2\]\[2\],18.32µm
RF.registers\[4\]\[8\],18.32µm
_1540_,18.32µm
_2649_,18.28µm
DMEM.memory\[29\]\[16\],18.26µm
_1571_,18.22µm
RF.registers\[3\]\[4\],18.2µm
DMEM.memory\[0\]\[25\],18.16µm
_1394_,18.16µm
_1787_,18.16µm
_2336_,18.14µm
RF.registers\[5\]\[21\],18.12µm
alu_result_out[9],18.07µm
alu_result_out[10],18.07µm
RF.registers\[2\]\[19\],17.98µm
RF.registers\[13\]\[24\],17.965µm
RF.registers\[9\]\[3\],17.9µm
net1048,17.86µm
net1156,17.82µm
_2148_,17.8µm
_2274_,17.8µm
net579,17.8µm
_2203_,17.78µm
_1314_,17.74µm
net1110,17.68µm
RF.registers\[3\]\[25\],17.66µm
pc_out[14],17.66µm
pc_out[21],17.66µm
pc_out[7],17.66µm
DMEM.memory\[9\]\[7\],17.62µm
pc_out[31],17.62µm
DMEM.memory\[2\]\[6\],17.585µm
_1425_,17.56µm
RF.registers\[2\]\[31\],17.54µm
DMEM.memory\[9\]\[23\],17.52µm
RF.registers\[16\]\[22\],17.52µm
DMEM.memory\[12\]\[16\],17.42µm
_2494_,17.42µm
_2074_,17.4µm
next_pc\[27\],17.4µm
DMEM.memory\[2\]\[15\],17.385µm
_2181_,17.38µm
_1992_,17.37µm
DMEM.memory\[19\]\[17\],17.36µm
DMEM.memory\[4\]\[16\],17.36µm
_2131_,17.36µm
_1333_,17.34µm
DMEM.memory\[30\]\[7\],17.32µm
DMEM.memory\[3\]\[15\],17.32µm
_1294_,17.32µm
DMEM.memory\[30\]\[17\],17.3µm
RF.registers\[2\]\[4\],17.3µm
net1081,17.28µm
net1091,17.26µm
DMEM.memory\[0\]\[30\],17.24µm
DMEM.memory\[20\]\[17\],17.2µm
_1537_,17.18µm
_2122_,17.18µm
DMEM.memory\[15\]\[16\],17.16µm
DMEM.memory\[8\]\[23\],17.16µm
net513,17.16µm
_1441_,17.12µm
DMEM.memory\[2\]\[25\],17.1µm
RF.registers\[3\]\[1\],17.1µm
RF.registers\[9\]\[8\],17.06µm
_1825_,17.06µm
_2006_,17.06µm
instruction_out[14],17.04µm
RF.registers\[5\]\[10\],16.98µm
_2705_,16.98µm
_2188_,16.965µm
_2072_,16.9µm
DMEM.memory\[19\]\[23\],16.82µm
net260,16.8µm
_1444_,16.78µm
net1086,16.74µm
_2541_,16.72µm
_2585_,16.72µm
DMEM.memory\[27\]\[12\],16.7µm
instruction_out[21],16.7µm
instruction_out[7],16.7µm
_1622_,16.7µm
_1931_,16.7µm
instruction_out[28],16.7µm
DMEM.memory\[2\]\[24\],16.68µm
RF.registers\[8\]\[26\],16.64µm
_2095_,16.62µm
RF.registers\[1\]\[25\],16.6µm
RF.registers\[1\]\[6\],16.56µm
_2093_,16.5µm
_2744_,16.48µm
_1322_,16.46µm
RF.registers\[3\]\[27\],16.44µm
_2470_,16.42µm
_2063_,16.4µm
RF.registers\[4\]\[26\],16.38µm
net557,16.38µm
_2064_,16.38µm
alu_result_out[1],16.37µm
net1093,16.32µm
_2808_,16.3µm
_1519_,16.29µm
DMEM.memory\[30\]\[16\],16.26µm
RF.registers\[1\]\[18\],16.26µm
_2647_,16.26µm
_1752_,16.24µm
net787,16.225µm
DMEM.memory\[13\]\[17\],16.22µm
DMEM.memory\[3\]\[24\],16.22µm
_2475_,16.22µm
_1261_,16.16µm
_1784_,16.16µm
_1819_,16.16µm
RF.registers\[8\]\[18\],16.155µm
RF.registers\[5\]\[22\],16.14µm
_1956_,16.14µm
_1629_,16.04µm
_1739_,16.04µm
_2468_,16.02µm
_1445_,15.935µm
RF.registers\[3\]\[21\],15.905µm
_1724_,15.88µm
net1072,15.86µm
_1976_,15.85µm
RF.registers\[1\]\[4\],15.84µm
net1073,15.84µm
pc_out[10],15.82µm
pc_out[12],15.82µm
pc_out[16],15.82µm
pc_out[18],15.82µm
pc_out[23],15.82µm
pc_out[25],15.82µm
pc_out[27],15.82µm
pc_out[30],15.82µm
net545,15.82µm
net547,15.82µm
_2685_,15.82µm
pc_out[11],15.82µm
pc_out[13],15.82µm
pc_out[17],15.82µm
pc_out[19],15.82µm
pc_out[20],15.82µm
pc_out[24],15.82µm
pc_out[26],15.82µm
pc_out[2],15.82µm
net546,15.82µm
net548,15.82µm
RF.registers\[9\]\[12\],15.8µm
instruction_out[9],15.78µm
DMEM.memory\[2\]\[7\],15.74µm
_2133_,15.73µm
RF.registers\[8\]\[24\],15.68µm
_1770_,15.68µm
_2165_,15.68µm
net1068,15.68µm
_2029_,15.67µm
_1482_,15.66µm
_2325_,15.64µm
_2860_,15.64µm
RF.registers\[9\]\[26\],15.62µm
RF.registers\[1\]\[10\],15.6µm
RF.registers\[16\]\[9\],15.595µm
_1260_,15.57µm
DMEM.memory\[16\]\[8\],15.565µm
_1287_,15.56µm
net807,15.545µm
DMEM.memory\[2\]\[11\],15.52µm
DMEM.memory\[6\]\[13\],15.52µm
_2298_,15.5µm
_1301_,15.485µm
net1074,15.44µm
_2031_,15.44µm
_2234_,15.4µm
_2117_,15.385µm
DMEM.memory\[0\]\[18\],15.38µm
pc_out[1],15.36µm
pc_out[29],15.36µm
pc_out[15],15.36µm
pc_out[22],15.36µm
DMEM.memory\[4\]\[17\],15.35µm
alu_result_out[31],15.35µm
alu_result_out[8],15.35µm
alu_result_out[23],15.35µm
_2168_,15.34µm
net496,15.34µm
RF.registers\[3\]\[9\],15.28µm
_2454_,15.28µm
_2701_,15.28µm
instruction_out[20],15.26µm
_2311_,15.23µm
DMEM.memory\[24\]\[17\],15.225µm
DMEM.memory\[3\]\[25\],15.22µm
RF.registers\[2\]\[28\],15.145µm
next_pc\[4\],15.145µm
DMEM.memory\[1\]\[12\],15.14µm
RF.registers\[2\]\[24\],15.12µm
RF.registers\[16\]\[19\],15.1µm
DMEM.memory\[0\]\[6\],15.06µm
RF.registers\[9\]\[16\],15.02µm
_2200_,15.02µm
_2513_,15.02µm
_2690_,15.02µm
alu_result_out[30],15.01µm
DMEM.memory\[8\]\[17\],15µm
DMEM.memory\[29\]\[23\],14.98µm
_1424_,14.98µm
_3125_,14.98µm
_2033_,14.96µm
RF.registers\[2\]\[20\],14.92µm
_1924_,14.92µm
DMEM.memory\[18\]\[17\],14.905µm
_1686_,14.88µm
_2241_,14.88µm
DMEM.memory\[3\]\[30\],14.86µm
instruction_out[10],14.86µm
instruction_out[12],14.86µm
net499,14.86µm
instruction_out[23],14.86µm
instruction_out[25],14.86µm
instruction_out[27],14.86µm
_2501_,14.86µm
instruction_out[11],14.86µm
instruction_out[13],14.86µm
instruction_out[17],14.86µm
net506,14.86µm
instruction_out[26],14.86µm
instruction_out[30],14.86µm
DMEM.memory\[23\]\[12\],14.84µm
RF.registers\[15\]\[29\],14.84µm
DMEM.memory\[12\]\[23\],14.82µm
_1627_,14.8µm
_2826_,14.8µm
RF.registers\[13\]\[17\],14.76µm
_2205_,14.725µm
net473,14.67µm
alu_result_out[22],14.67µm
alu_result_out[26],14.67µm
alu_result_out[28],14.67µm
alu_result_out[17],14.67µm
alu_result_out[18],14.67µm
alu_result_out[16],14.67µm
net471,14.67µm
alu_result_out[14],14.67µm
alu_result_out[21],14.67µm
alu_result_out[27],14.67µm
alu_result_out[29],14.67µm
alu_result_out[0],14.67µm
_2570_,14.64µm
net578,14.62µm
_2536_,14.595µm
_2631_,14.58µm
_2292_,14.56µm
net623,14.545µm
DMEM.memory\[30\]\[23\],14.54µm
_1723_,14.54µm
_1862_,14.54µm
DMEM.memory\[14\]\[17\],14.525µm
DMEM.memory\[25\]\[16\],14.52µm
net1082,14.52µm
_2523_,14.5µm
_1772_,14.48µm
_1822_,14.46µm
DMEM.memory\[4\]\[23\],14.44µm
RF.registers\[5\]\[11\],14.44µm
_2065_,14.42µm
_2624_,14.42µm
_1762_,14.4µm
instruction_out[22],14.4µm
instruction_out[8],14.4µm
_1031_,14.34µm
DMEM.memory\[3\]\[1\],14.3µm
_1750_,14.3µm
DMEM.memory\[10\]\[12\],14.28µm
_2711_,14.28µm
_1262_,14.26µm
net723,14.245µm
_1623_,14.22µm
DMEM.memory\[2\]\[30\],14.18µm
net978,14.18µm
_2710_,14.18µm
net1168,14.16µm
DMEM.memory\[18\]\[16\],14.14µm
_2113_,14.14µm
RF.registers\[5\]\[1\],14.12µm
RF.registers\[9\]\[2\],14.12µm
net811,14.085µm
RF.registers\[1\]\[23\],14.08µm
net999,14.08µm
net871,14.04µm
DMEM.memory\[2\]\[17\],14.02µm
DMEM.memory\[8\]\[7\],14.02µm
RF.registers\[1\]\[24\],13.98µm
pc_out[9],13.98µm
_1765_,13.98µm
DMEM.memory\[0\]\[10\],13.96µm
_1498_,13.96µm
_2619_,13.96µm
DMEM.memory\[16\]\[12\],13.92µm
RF.registers\[9\]\[27\],13.92µm
_2318_,13.9µm
DMEM.memory\[15\]\[7\],13.88µm
RF.registers\[16\]\[20\],13.88µm
_1781_,13.88µm
net677,13.855µm
net837,13.845µm
DMEM.memory\[28\]\[23\],13.825µm
_2441_,13.82µm
DMEM.memory\[28\]\[7\],13.805µm
net672,13.785µm
_1655_,13.76µm
_2257_,13.72µm
DMEM.memory\[13\]\[23\],13.68µm
DMEM.memory\[17\]\[8\],13.68µm
_1716_,13.68µm
RF.registers\[5\]\[24\],13.64µm
_1796_,13.62µm
next_pc\[13\],13.62µm
_2733_,13.6µm
DMEM.memory\[2\]\[20\],13.58µm
DMEM.memory\[3\]\[21\],13.56µm
net1187,13.54µm
_1779_,13.54µm
DMEM.memory\[24\]\[16\],13.515µm
RF.registers\[3\]\[20\],13.48µm
net580,13.48µm
DMEM.memory\[23\]\[16\],13.46µm
net1174,13.46µm
net1095,13.44µm
_1699_,13.4µm
_2173_,13.395µm
DMEM.memory\[11\]\[17\],13.38µm
RF.registers\[9\]\[14\],13.38µm
_1915_,13.38µm
net922,13.34µm
_3121_,13.34µm
_1309_,13.3µm
_2873_,13.3µm
net1061,13.26µm
net593,13.245µm
net,13.24µm
net577,13.24µm
net1115,13.22µm
RF.registers\[9\]\[18\],13.18µm
_2457_,13.18µm
net205,13.18µm
net834,13.165µm
DMEM.memory\[28\]\[29\],13.16µm
RF.registers\[5\]\[8\],13.1µm
_1434_,13.08µm
_2268_,13.08µm
_2816_,13.08µm
DMEM.memory\[24\]\[7\],13.06µm
DMEM.memory\[30\]\[12\],13.06µm
DMEM.memory\[2\]\[19\],13.02µm
RF.registers\[4\]\[4\],13.02µm
_1426_,13.02µm
DMEM.memory\[29\]\[7\],13µm
DMEM.memory\[3\]\[7\],12.96µm
_1500_,12.96µm
_2453_,12.96µm
_1653_,12.935µm
DMEM.memory\[13\]\[13\],12.92µm
DMEM.memory\[1\]\[28\],12.92µm
RF.registers\[11\]\[0\],12.92µm
_2712_,12.92µm
_2846_,12.845µm
DMEM.memory\[0\]\[2\],12.84µm
RF.registers\[1\]\[11\],12.84µm
_1296_,12.84µm
_1602_,12.84µm
_1906_,12.84µm
net798,12.825µm
_1820_,12.82µm
DMEM.memory\[11\]\[16\],12.8µm
_2658_,12.8µm
DMEM.memory\[22\]\[16\],12.76µm
DMEM.memory\[2\]\[8\],12.76µm
net1124,12.74µm
net983,12.74µm
_2210_,12.735µm
RF.registers\[13\]\[26\],12.72µm
RF.registers\[16\]\[16\],12.705µm
net1148,12.7µm
net1140,12.7µm
_2718_,12.68µm
_1456_,12.645µm
DMEM.memory\[1\]\[11\],12.64µm
_1672_,12.64µm
_1929_,12.64µm
DMEM.memory\[3\]\[13\],12.62µm
DMEM.memory\[2\]\[10\],12.6µm
_2625_,12.6µm
pc_out[8],12.6µm
DMEM.memory\[1\]\[4\],12.58µm
net1220,12.58µm
_2667_,12.58µm
RF.registers\[16\]\[1\],12.565µm
_2743_,12.56µm
net890,12.545µm
DMEM.memory\[16\]\[17\],12.54µm
net1055,12.54µm
DMEM.memory\[14\]\[13\],12.52µm
DMEM.memory\[23\]\[17\],12.52µm
_2277_,12.52µm
_2720_,12.52µm
net1203,12.5µm
_2739_,12.49µm
net799,12.465µm
DMEM.memory\[10\]\[7\],12.46µm
DMEM.memory\[14\]\[7\],12.46µm
DMEM.memory\[1\]\[0\],12.425µm
RF.registers\[5\]\[14\],12.42µm
next_pc\[11\],12.42µm
net606,12.405µm
DMEM.memory\[27\]\[7\],12.38µm
_1496_,12.38µm
DMEM.memory\[6\]\[12\],12.345µm
DMEM.memory\[13\]\[16\],12.34µm
DMEM.memory\[1\]\[17\],12.34µm
_1259_,12.34µm
RF.registers\[11\]\[29\],12.32µm
DMEM.memory\[0\]\[1\],12.3µm
net861,12.28µm
DMEM.memory\[3\]\[6\],12.26µm
net1027,12.24µm
DMEM.memory\[31\]\[23\],12.22µm
DMEM.memory\[7\]\[13\],12.22µm
net880,12.22µm
_2495_,12.22µm
net670,12.205µm
DMEM.memory\[19\]\[7\],12.2µm
_2322_,12.2µm
net372,12.2µm
_2118_,12.18µm
RF.registers\[1\]\[8\],12.16µm
net1214,12.16µm
net1180,12.16µm
_1387_,12.16µm
_1697_,12.16µm
_2798_,12.16µm
_2160_,12.14µm
DMEM.memory\[17\]\[12\],12.105µm
DMEM.memory\[22\]\[17\],12.095µm
DMEM.memory\[1\]\[31\],12.08µm
DMEM.memory\[29\]\[13\],12.08µm
_2307_,12.08µm
_1440_,12.04µm
_2053_,12.04µm
DMEM.memory\[20\]\[7\],12.02µm
_1649_,12.02µm
_1693_,12.02µm
DMEM.memory\[4\]\[12\],12µm
net603,11.985µm
net653,11.985µm
net657,11.965µm
_2417_,11.96µm
net873,11.94µm
RF.registers\[1\]\[13\],11.92µm
_1984_,11.92µm
net1084,11.88µm
_2926_,11.85µm
RF.registers\[9\]\[7\],11.84µm
net846,11.84µm
net858,11.84µm
net1062,11.84µm
net756,11.825µm
net1049,11.82µm
_1644_,11.805µm
_1555_,11.8µm
net742,11.785µm
_1573_,11.78µm
net976,11.76µm
_2141_,11.76µm
_2218_,11.76µm
_2461_,11.76µm
_1601_,11.755µm
_1993_,11.74µm
_2136_,11.735µm
_1652_,11.72µm
_1795_,11.72µm
net1026,11.7µm
_1275_,11.68µm
DMEM.memory\[1\]\[6\],11.66µm
net1211,11.66µm
DMEM.memory\[0\]\[22\],11.64µm
_2449_,11.58µm
DMEM.memory\[1\]\[16\],11.56µm
_1815_,11.56µm
_1961_,11.56µm
_1710_,11.535µm
_1428_,11.5µm
_2909_,11.485µm
net945,11.48µm
_1737_,11.47µm
net797,11.465µm
DMEM.memory\[5\]\[16\],11.425µm
_2459_,11.42µm
DMEM.memory\[18\]\[8\],11.38µm
_1556_,11.38µm
_1569_,11.38µm
_2171_,11.38µm
net1161,11.36µm
RF.registers\[9\]\[9\],11.34µm
net1131,11.34µm
_1914_,11.34µm
_1980_,11.34µm
_2114_,11.34µm
_0289_,11.33µm
net748,11.295µm
DMEM.memory\[3\]\[2\],11.26µm
_2505_,11.26µm
_2567_,11.26µm
DMEM.memory\[21\]\[12\],11.255µm
DMEM.memory\[12\]\[7\],11.24µm
DMEM.memory\[16\]\[23\],11.24µm
_1420_,11.24µm
_1805_,11.24µm
_2279_,11.24µm
_1725_,11.18µm
DMEM.memory\[25\]\[23\],11.175µm
net665,11.165µm
DMEM.memory\[14\]\[23\],11.16µm
net697,11.125µm
_2259_,11.12µm
DMEM.memory\[9\]\[17\],11.1µm
DMEM.memory\[2\]\[26\],11.08µm
DMEM.memory\[30\]\[13\],11.08µm
RF.registers\[9\]\[11\],11.08µm
DMEM.memory\[2\]\[22\],11.06µm
_2337_,11.04µm
net684,11.025µm
net609,11.025µm
_2529_,11µm
net758,10.985µm
RF.registers\[9\]\[15\],10.98µm
DMEM.memory\[30\]\[3\],10.96µm
net1087,10.96µm
_2768_,10.96µm
net776,10.945µm
DMEM.memory\[2\]\[29\],10.94µm
RF.registers\[3\]\[19\],10.92µm
_2716_,10.92µm
net821,10.905µm
net1052,10.9µm
net1193,10.9µm
net1111,10.9µm
_1960_,10.9µm
net1176,10.88µm
_2055_,10.88µm
net1165,10.86µm
net958,10.86µm
net1085,10.86µm
_2575_,10.86µm
_2684_,10.84µm
net728,10.825µm
_1583_,10.82µm
_2700_,10.82µm
DMEM.memory\[21\]\[23\],10.8µm
DMEM.memory\[3\]\[10\],10.8µm
_1911_,10.8µm
_2184_,10.8µm
_2231_,10.8µm
_2288_,10.8µm
net769,10.785µm
net819,10.785µm
net829,10.785µm
net992,10.78µm
net1209,10.78µm
net1141,10.78µm
net1076,10.78µm
_1747_,10.78µm
_2251_,10.78µm
_2849_,10.78µm
net987,10.78µm
_2017_,10.76µm
_2101_,10.76µm
RF.registers\[16\]\[15\],10.745µm
DMEM.memory\[0\]\[26\],10.74µm
RF.registers\[9\]\[1\],10.74µm
net964,10.74µm
_1575_,10.72µm
_1955_,10.72µm
net1007,10.72µm
DMEM.memory\[31\]\[17\],10.7µm
_1374_,10.68µm
_1734_,10.66µm
_2595_,10.66µm
DMEM.memory\[16\]\[7\],10.64µm
DMEM.memory\[17\]\[23\],10.64µm
DMEM.memory\[5\]\[13\],10.64µm
RF.registers\[1\]\[19\],10.62µm
_0214_,10.62µm
_2397_,10.62µm
net663,10.615µm
net656,10.605µm
DMEM.memory\[7\]\[23\],10.6µm
_1506_,10.58µm
_1933_,10.58µm
_1635_,10.56µm
DMEM.memory\[1\]\[15\],10.5µm
DMEM.memory\[5\]\[7\],10.5µm
_2060_,10.5µm
_1816_,10.48µm
_2086_,10.48µm
DMEM.memory\[1\]\[3\],10.46µm
DMEM.memory\[3\]\[31\],10.46µm
_2692_,10.46µm
net979,10.46µm
net596,10.445µm
net660,10.445µm
net685,10.445µm
net1054,10.44µm
net889,10.44µm
DMEM.memory\[6\]\[17\],10.415µm
DMEM.memory\[29\]\[12\],10.4µm
net1098,10.4µm
net1207,10.4µm
net1179,10.4µm
_1251_,10.4µm
_1657_,10.4µm
_2089_,10.4µm
_2271_,10.4µm
net967,10.4µm
net599,10.385µm
DMEM.memory\[17\]\[7\],10.38µm
net698,10.365µm
net764,10.365µm
RF.registers\[9\]\[20\],10.36µm
_2059_,10.35µm
_2253_,10.34µm
net239,10.34µm
net594,10.325µm
_1930_,10.32µm
_1932_,10.32µm
_2554_,10.3µm
DMEM.memory\[25\]\[12\],10.28µm
DMEM.memory\[2\]\[16\],10.28µm
DMEM.memory\[6\]\[23\],10.28µm
RF.registers\[1\]\[12\],10.28µm
net940,10.28µm
net1089,10.28µm
_1753_,10.265µm
net847,10.245µm
net851,10.245µm
DMEM.memory\[19\]\[16\],10.24µm
DMEM.memory\[1\]\[22\],10.24µm
RF.registers\[3\]\[6\],10.22µm
net860,10.2µm
_2493_,10.2µm
_2511_,10.2µm
DMEM.memory\[2\]\[14\],10.18µm
DMEM.memory\[15\]\[17\],10.16µm
RF.registers\[1\]\[20\],10.16µm
net1204,10.16µm
_2473_,10.16µm
net754,10.145µm
net641,10.145µm
DMEM.memory\[3\]\[4\],10.12µm
