net,length_um
_2000_,29.12µm
_1262_,29.1µm
_1775_,29.06µm
_1330_,28.98µm
net26,28.96µm
_2770_,28.94µm
_1400_,28.84µm
_2425_,28.84µm
_2652_,28.82µm
_1436_,28.74µm
_2444_,28.74µm
_1921_,28.71µm
_2152_,28.6µm
RF.registers\[10\]\[18\],28.425µm
_2264_,28.4µm
_1511_,28.38µm
_2745_,28.355µm
DMEM.memory\[18\]\[16\],28.32µm
net298,28.31µm
RF.registers\[10\]\[0\],28.3µm
RF.registers\[2\]\[20\],28.22µm
_2198_,28.14µm
_1411_,28.1µm
RF.registers\[13\]\[29\],28.02µm
RF.registers\[3\]\[20\],28.02µm
net1166,27.92µm
_2721_,27.86µm
_2270_,27.68µm
_2696_,27.66µm
net550,27.66µm
net66,27.66µm
RF.registers\[3\]\[16\],27.56µm
net258,27.56µm
RF.registers\[15\]\[24\],27.535µm
_1821_,27.49µm
_1315_,27.48µm
_1647_,27.46µm
_1622_,27.42µm
DMEM.memory\[19\]\[16\],27.38µm
_1482_,27.38µm
RF.registers\[1\]\[7\],27.36µm
_1295_,27.36µm
_2864_,27.33µm
_1710_,27.315µm
_2483_,27.265µm
_1925_,27.26µm
RF.registers\[11\]\[3\],27.24µm
_2639_,27.16µm
_2686_,27.14µm
_2174_,27.1µm
_1314_,27.08µm
RF.registers\[8\]\[26\],27.06µm
_1820_,27.02µm
_2438_,27.02µm
net1114,26.99µm
RF.registers\[3\]\[22\],26.98µm
_1334_,26.96µm
_1702_,26.96µm
_2202_,26.92µm
_2491_,26.9µm
_1332_,26.88µm
RF.registers\[3\]\[15\],26.82µm
RF.registers\[5\]\[30\],26.82µm
_1733_,26.8µm
_2558_,26.76µm
RF.registers\[2\]\[5\],26.6µm
_2740_,26.56µm
DMEM.memory\[13\]\[7\],26.525µm
_1485_,26.48µm
RF.registers\[15\]\[29\],26.4µm
_1767_,26.4µm
net1134,26.38µm
_1804_,26.34µm
_1816_,26.3µm
_2868_,26.3µm
_1397_,26.2µm
RF.registers\[12\]\[15\],26.1µm
_2067_,26.08µm
_2094_,26.08µm
_2124_,26.02µm
_2005_,25.76µm
_1331_,25.6µm
_1634_,25.5µm
_2669_,25.5µm
_1732_,25.48µm
_1673_,25.46µm
DMEM.memory\[1\]\[10\],25.44µm
_2456_,25.43µm
net254,25.375µm
_2455_,25.3µm
_1327_,25.26µm
_2162_,25.26µm
_2169_,25.22µm
_3133_,25.18µm
_1705_,25.12µm
DMEM.memory\[0\]\[7\],25.1µm
RF.registers\[11\]\[26\],25.08µm
RF.registers\[15\]\[14\],24.98µm
RF.registers\[4\]\[22\],24.765µm
_1514_,24.74µm
_1744_,24.74µm
_1765_,24.74µm
DMEM.memory\[2\]\[3\],24.685µm
_2107_,24.68µm
DMEM.memory\[2\]\[21\],24.6µm
DMEM.memory\[3\]\[28\],24.6µm
_1321_,24.6µm
_1576_,24.6µm
_2099_,24.6µm
_2670_,24.48µm
_1998_,24.46µm
_2168_,24.46µm
RF.registers\[9\]\[2\],24.44µm
RF.registers\[8\]\[19\],24.36µm
RF.registers\[4\]\[27\],24.275µm
_2081_,24.24µm
pc_out[30],24.215µm
DMEM.memory\[20\]\[17\],24.1µm
_1260_,24.1µm
_1488_,24.08µm
_2156_,24.08µm
_2046_,24µm
_2289_,23.9µm
_1914_,23.82µm
RF.registers\[2\]\[4\],23.78µm
_2569_,23.68µm
_2104_,23.56µm
_1405_,23.54µm
DMEM.memory\[17\]\[16\],23.525µm
_1358_,23.52µm
_2487_,23.52µm
_0267_,23.49µm
RF.registers\[9\]\[16\],23.46µm
_1410_,23.46µm
_2445_,23.46µm
_2188_,23.455µm
_2405_,23.43µm
RF.registers\[13\]\[1\],23.42µm
_2115_,23.42µm
_1796_,23.4µm
RF.registers\[8\]\[14\],23.38µm
_2334_,23.36µm
_2325_,23.32µm
_1479_,23.3µm
net1115,23.28µm
RF.registers\[16\]\[2\],23.24µm
_2186_,23.22µm
_2839_,23.18µm
RF.registers\[10\]\[16\],23.145µm
RF.registers\[11\]\[15\],23.06µm
RF.registers\[9\]\[12\],23.06µm
_2435_,23.05µm
_2705_,23.04µm
net635,22.925µm
pc_out[28],22.915µm
_1999_,22.86µm
_2082_,22.86µm
_1446_,22.82µm
_1481_,22.8µm
_1997_,22.74µm
RF.registers\[5\]\[17\],22.72µm
RF.registers\[5\]\[11\],22.64µm
_1967_,22.64µm
_2004_,22.6µm
RF.registers\[16\]\[10\],22.58µm
RF.registers\[4\]\[25\],22.575µm
RF.registers\[9\]\[13\],22.5µm
_1950_,22.5µm
RF.registers\[4\]\[11\],22.495µm
_2111_,22.4µm
_1605_,22.28µm
RF.registers\[4\]\[20\],22.275µm
net1129,22.26µm
_2153_,22.245µm
_2545_,22.23µm
RF.registers\[13\]\[5\],22.16µm
_1398_,22.14µm
RF.registers\[4\]\[28\],22.115µm
RF.registers\[5\]\[14\],22.1µm
DMEM.memory\[0\]\[17\],22.085µm
RF.registers\[16\]\[4\],22.08µm
RF.registers\[3\]\[26\],21.885µm
_2629_,21.86µm
_2268_,21.84µm
_1538_,21.83µm
_1787_,21.82µm
_2743_,21.8µm
DMEM.memory\[8\]\[23\],21.78µm
DMEM.memory\[31\]\[7\],21.76µm
RF.registers\[1\]\[22\],21.67µm
DMEM.memory\[0\]\[9\],21.66µm
RF.registers\[9\]\[17\],21.64µm
net1118,21.64µm
_2312_,21.64µm
_2622_,21.54µm
RF.registers\[16\]\[11\],21.48µm
_2413_,21.46µm
next_pc\[16\],21.445µm
DMEM.memory\[26\]\[17\],21.42µm
DMEM.memory\[2\]\[14\],21.4µm
RF.registers\[3\]\[17\],21.38µm
RF.registers\[2\]\[9\],21.34µm
DMEM.memory\[13\]\[17\],21.26µm
_2273_,21.235µm
_2134_,21.22µm
_2101_,21.14µm
RF.registers\[2\]\[3\],21.12µm
RF.registers\[9\]\[11\],21.12µm
_2387_,21.04µm
net688,20.985µm
_2147_,20.98µm
RF.registers\[4\]\[26\],20.92µm
_1359_,20.9µm
RF.registers\[11\]\[16\],20.84µm
_1697_,20.84µm
pc_out[13],20.825µm
_2136_,20.8µm
RF.registers\[11\]\[5\],20.78µm
_1824_,20.74µm
RF.registers\[8\]\[24\],20.72µm
instruction_out[27],20.72µm
DMEM.memory\[3\]\[27\],20.7µm
_2020_,20.7µm
_1483_,20.68µm
net1105,20.68µm
DMEM.memory\[16\]\[16\],20.66µm
_1660_,20.66µm
DMEM.memory\[18\]\[17\],20.64µm
net1091,20.62µm
_1520_,20.6µm
_2627_,20.54µm
_2261_,20.52µm
_1743_,20.48µm
_1601_,20.42µm
DMEM.memory\[0\]\[5\],20.38µm
net1079,20.38µm
RF.registers\[3\]\[24\],20.34µm
_2739_,20.32µm
RF.registers\[4\]\[29\],20.305µm
_1790_,20.28µm
_1826_,20.28µm
net1155,20.24µm
_2214_,20.22µm
_2230_,20.2µm
DMEM.memory\[2\]\[26\],20.18µm
RF.registers\[11\]\[24\],20.16µm
pc_out[29],20.135µm
RF.registers\[11\]\[22\],20.12µm
RF.registers\[3\]\[8\],20.105µm
_2714_,20.1µm
DMEM.memory\[1\]\[18\],20.08µm
net1148,20.02µm
_2448_,20.02µm
_2028_,20µm
_1668_,19.98µm
_2482_,19.98µm
_2788_,19.97µm
_2311_,19.96µm
_1772_,19.88µm
DMEM.memory\[1\]\[22\],19.86µm
DMEM.memory\[0\]\[27\],19.82µm
_1388_,19.76µm
_1629_,19.76µm
DMEM.memory\[1\]\[28\],19.74µm
_2441_,19.74µm
_2063_,19.675µm
net1096,19.66µm
_1785_,19.66µm
_1414_,19.64µm
RF.registers\[11\]\[2\],19.58µm
_2446_,19.54µm
_1437_,19.52µm
_1631_,19.5µm
RF.registers\[9\]\[4\],19.4µm
_2568_,19.4µm
_2502_,19.37µm
RF.registers\[9\]\[3\],19.34µm
_2573_,19.32µm
_1495_,19.3µm
_1900_,19.3µm
DMEM.memory\[0\]\[12\],19.28µm
_2858_,19.24µm
DMEM.memory\[27\]\[7\],19.2µm
RF.registers\[3\]\[12\],19.11µm
_2016_,19.1µm
DMEM.memory\[25\]\[7\],19.08µm
_2728_,19.08µm
DMEM.memory\[4\]\[13\],19.04µm
_1560_,19.04µm
_2418_,19.04µm
DMEM.memory\[3\]\[31\],19.02µm
net1084,19.02µm
_1792_,19µm
net647,18.945µm
DMEM.memory\[0\]\[11\],18.9µm
_2716_,18.9µm
DMEM.memory\[19\]\[23\],18.88µm
instruction_out[23],18.88µm
DMEM.memory\[17\]\[23\],18.865µm
_1508_,18.84µm
_1434_,18.76µm
_1778_,18.68µm
_1977_,18.68µm
_2252_,18.62µm
_2765_,18.62µm
_2255_,18.6µm
_1731_,18.5µm
RF.registers\[16\]\[9\],18.46µm
_2793_,18.46µm
RF.registers\[11\]\[20\],18.44µm
RF.registers\[9\]\[21\],18.44µm
_2500_,18.29µm
_1753_,18.22µm
_1513_,18.16µm
RF.registers\[4\]\[16\],18.155µm
_1913_,18.1µm
_2738_,18.08µm
pc_out[11],18.065µm
_1907_,18.04µm
_1512_,17.98µm
DMEM.memory\[2\]\[18\],17.96µm
DMEM.memory\[3\]\[17\],17.92µm
RF.registers\[4\]\[15\],17.865µm
net660,17.845µm
_2744_,17.79µm
RF.registers\[5\]\[22\],17.78µm
_1935_,17.78µm
_2197_,17.76µm
RF.registers\[11\]\[6\],17.72µm
net549,17.715µm
_2684_,17.68µm
RF.registers\[16\]\[8\],17.66µm
_2227_,17.615µm
pc_out[12],17.605µm
_2231_,17.6µm
RF.registers\[2\]\[8\],17.54µm
DMEM.memory\[4\]\[17\],17.52µm
RF.registers\[1\]\[6\],17.52µm
RF.registers\[13\]\[10\],17.5µm
_2665_,17.48µm
_2473_,17.42µm
_2825_,17.4µm
DMEM.memory\[2\]\[16\],17.38µm
RF.registers\[16\]\[0\],17.38µm
net1159,17.36µm
net1187,17.36µm
_2846_,17.285µm
RF.registers\[11\]\[12\],17.28µm
_2807_,17.28µm
_1465_,17.24µm
RF.registers\[15\]\[13\],17.22µm
_1862_,17.22µm
net1136,17.2µm
_0291_,17.18µm
_1296_,17.16µm
RF.registers\[5\]\[0\],17.14µm
_2155_,17.14µm
net746,17.085µm
DMEM.memory\[27\]\[12\],17.08µm
DMEM.memory\[2\]\[15\],17.08µm
DMEM.memory\[13\]\[16\],17.06µm
DMEM.memory\[20\]\[23\],17.045µm
DMEM.memory\[6\]\[17\],17µm
_2447_,16.98µm
net547,16.94µm
_1834_,16.9µm
_3124_,16.9µm
DMEM.memory\[9\]\[7\],16.86µm
_2266_,16.86µm
_2570_,16.86µm
DMEM.memory\[18\]\[8\],16.82µm
DMEM.memory\[28\]\[16\],16.82µm
DMEM.memory\[28\]\[12\],16.8µm
_2088_,16.78µm
DMEM.memory\[12\]\[13\],16.74µm
pc_out[14],16.685µm
DMEM.memory\[29\]\[23\],16.68µm
DMEM.memory\[3\]\[22\],16.68µm
DMEM.memory\[0\]\[31\],16.64µm
RF.registers\[13\]\[11\],16.64µm
_1445_,16.635µm
_2324_,16.6µm
_2314_,16.58µm
DMEM.memory\[3\]\[5\],16.54µm
_1712_,16.54µm
_1297_,16.5µm
_1381_,16.5µm
_2415_,16.49µm
RF.registers\[5\]\[1\],16.48µm
_1425_,16.48µm
net53,16.48µm
_2244_,16.46µm
DMEM.memory\[30\]\[23\],16.44µm
_1855_,16.44µm
_2142_,16.41µm
DMEM.memory\[3\]\[19\],16.4µm
_1653_,16.4µm
_2789_,16.4µm
_1676_,16.38µm
DMEM.memory\[23\]\[23\],16.32µm
net825,16.315µm
RF.registers\[9\]\[26\],16.3µm
RF.registers\[3\]\[21\],16.245µm
DMEM.memory\[21\]\[7\],16.24µm
RF.registers\[16\]\[3\],16.24µm
instruction_out[28],16.24µm
pc_out[0],16.225µm
pc_out[15],16.225µm
pc_out[17],16.225µm
pc_out[19],16.225µm
pc_out[20],16.225µm
pc_out[22],16.225µm
pc_out[2],16.225µm
net539,16.225µm
net541,16.225µm
pc_out[16],16.225µm
pc_out[18],16.225µm
pc_out[1],16.225µm
pc_out[21],16.225µm
pc_out[23],16.225µm
net538,16.225µm
net540,16.225µm
_1786_,16.2µm
DMEM.memory\[8\]\[7\],16.16µm
_2285_,16.16µm
_3123_,16.16µm
DMEM.memory\[1\]\[31\],16.14µm
RF.registers\[3\]\[18\],16.085µm
_1674_,16.08µm
RF.registers\[13\]\[30\],16.02µm
RF.registers\[5\]\[24\],16.02µm
DMEM.memory\[1\]\[26\],15.98µm
net762,15.965µm
DMEM.memory\[27\]\[17\],15.96µm
_2512_,15.96µm
_2282_,15.94µm
net579,15.935µm
_2469_,15.93µm
_2259_,15.92µm
_0338_,15.91µm
net1173,15.9µm
net678,15.885µm
_2276_,15.88µm
RF.registers\[5\]\[13\],15.84µm
_2051_,15.84µm
_2414_,15.835µm
DMEM.memory\[29\]\[16\],15.8µm
_1766_,15.78µm
pc_out[7],15.765µm
_1420_,15.76µm
_2002_,15.76µm
_2470_,15.76µm
DMEM.memory\[1\]\[11\],15.7µm
_1911_,15.66µm
_2597_,15.645µm
DMEM.memory\[30\]\[17\],15.6µm
_1432_,15.6µm
net1132,15.58µm
_1551_,15.56µm
_1441_,15.54µm
_1644_,15.46µm
DMEM.memory\[3\]\[21\],15.44µm
_1724_,15.425µm
DMEM.memory\[28\]\[7\],15.4µm
_2022_,15.4µm
DMEM.memory\[3\]\[25\],15.38µm
net1158,15.38µm
net1125,15.38µm
_2575_,15.37µm
DMEM.memory\[28\]\[23\],15.32µm
instruction_out[30],15.32µm
_1719_,15.32µm
pc_out[8],15.305µm
_1583_,15.3µm
_1917_,15.28µm
_2181_,15.155µm
_3121_,15.14µm
_1646_,15.12µm
_1720_,15.11µm
RF.registers\[9\]\[24\],15.1µm
_1367_,15.06µm
net958,15.04µm
_2480_,15.02µm
net1089,15µm
DMEM.memory\[1\]\[17\],14.94µm
DMEM.memory\[1\]\[20\],14.94µm
_2073_,14.94µm
DMEM.memory\[14\]\[7\],14.88µm
net1147,14.88µm
net1081,14.88µm
alu_result_out[1],14.86µm
net479,14.86µm
alu_result_out[5],14.86µm
net483,14.86µm
instruction_out[17],14.86µm
instruction_out[20],14.86µm
instruction_out[22],14.86µm
alu_result_out[2],14.86µm
alu_result_out[4],14.86µm
alu_result_out[6],14.86µm
net492,14.86µm
net494,14.86µm
instruction_out[21],14.86µm
alu_result_out[0],14.86µm
pc_out[9],14.845µm
DMEM.memory\[7\]\[13\],14.84µm
net1075,14.84µm
_2809_,14.83µm
DMEM.memory\[9\]\[17\],14.82µm
RF.registers\[5\]\[27\],14.8µm
DMEM.memory\[4\]\[16\],14.74µm
net1088,14.74µm
DMEM.memory\[30\]\[16\],14.72µm
RF.registers\[16\]\[5\],14.64µm
_1993_,14.64µm
_2511_,14.64µm
_2713_,14.62µm
DMEM.memory\[2\]\[29\],14.6µm
RF.registers\[3\]\[28\],14.58µm
_2792_,14.57µm
net902,14.54µm
_1748_,14.54µm
net1209,14.5µm
DMEM.memory\[20\]\[12\],14.455µm
RF.registers\[2\]\[27\],14.44µm
net551,14.42µm
_2772_,14.42µm
net554,14.42µm
RF.registers\[10\]\[14\],14.395µm
pc_out[10],14.385µm
DMEM.memory\[5\]\[7\],14.38µm
_1447_,14.38µm
_1302_,14.34µm
net1087,14.3µm
_2790_,14.26µm
net722,14.245µm
RF.registers\[1\]\[9\],14.22µm
RF.registers\[15\]\[10\],14.2µm
RF.registers\[9\]\[23\],14.19µm
_1519_,14.14µm
_2749_,14.1µm
_1529_,14.08µm
_2296_,14.08µm
DMEM.memory\[26\]\[7\],14.06µm
net1119,14.06µm
_2536_,14.03µm
net728,14.015µm
RF.registers\[11\]\[17\],13.96µm
net443,13.96µm
RF.registers\[3\]\[27\],13.95µm
net499,13.94µm
net1060,13.94µm
DMEM.memory\[11\]\[16\],13.92µm
DMEM.memory\[3\]\[23\],13.92µm
DMEM.memory\[2\]\[6\],13.9µm
_1635_,13.9µm
RF.registers\[5\]\[21\],13.88µm
_1602_,13.88µm
DMEM.memory\[10\]\[12\],13.86µm
_1703_,13.86µm
_1810_,13.86µm
_2032_,13.86µm
_2690_,13.86µm
RF.registers\[4\]\[18\],13.845µm
net684,13.845µm
net664,13.825µm
DMEM.memory\[24\]\[17\],13.82µm
_1628_,13.82µm
_1723_,13.8µm
net667,13.785µm
_2457_,13.78µm
DMEM.memory\[2\]\[0\],13.76µm
_2667_,13.76µm
net702,13.745µm
net770,13.745µm
net924,13.74µm
_2173_,13.735µm
_0400_,13.72µm
_1251_,13.72µm
net636,13.705µm
DMEM.memory\[15\]\[17\],13.68µm
_2182_,13.68µm
net821,13.665µm
DMEM.memory\[28\]\[17\],13.64µm
RF.registers\[9\]\[22\],13.64µm
net922,13.62µm
_1704_,13.62µm
net1023,13.62µm
DMEM.memory\[28\]\[29\],13.6µm
_1403_,13.6µm
net1108,13.58µm
_1428_,13.58µm
net723,13.565µm
_2507_,13.56µm
net741,13.545µm
RF.registers\[15\]\[21\],13.54µm
RF.registers\[5\]\[26\],13.54µm
DMEM.memory\[9\]\[16\],13.525µm
DMEM.memory\[13\]\[13\],13.52µm
net713,13.505µm
net618,13.505µm
DMEM.memory\[1\]\[25\],13.5µm
DMEM.memory\[7\]\[23\],13.5µm
_1478_,13.5µm
_2323_,13.5µm
_2459_,13.5µm
net500,13.48µm
net748,13.465µm
DMEM.memory\[21\]\[16\],13.46µm
_2649_,13.46µm
DMEM.memory\[1\]\[0\],13.44µm
RF.registers\[15\]\[27\],13.43µm
_2141_,13.395µm
net817,13.385µm
RF.registers\[1\]\[13\],13.38µm
_1532_,13.38µm
net644,13.365µm
DMEM.memory\[31\]\[29\],13.36µm
DMEM.memory\[2\]\[8\],13.34µm
net751,13.325µm
_2044_,13.315µm
_1751_,13.3µm
net1135,13.28µm
DMEM.memory\[31\]\[23\],13.275µm
DMEM.memory\[23\]\[12\],13.26µm
RF.registers\[4\]\[17\],13.26µm
_2313_,13.24µm
net,13.24µm
net573,13.24µm
DMEM.memory\[30\]\[3\],13.22µm
net1206,13.22µm
net1104,13.22µm
_2817_,13.22µm
RF.registers\[15\]\[20\],13.2µm
net1202,13.2µm
_1758_,13.18µm
net1121,13.16µm
_1493_,13.16µm
DMEM.memory\[3\]\[11\],13.14µm
_2084_,13.14µm
DMEM.memory\[25\]\[17\],13.1µm
DMEM.memory\[2\]\[9\],13.1µm
_2453_,13.1µm
_2720_,13.1µm
_1823_,13.08µm
_2001_,13.08µm
net1197,13.06µm
RF.registers\[11\]\[27\],13.04µm
net1074,13.04µm
_2096_,13.04µm
DMEM.memory\[14\]\[16\],13.02µm
instruction_out[26],13.02µm
_2093_,13.02µm
_2326_,13µm
net818,12.965µm
DMEM.memory\[2\]\[27\],12.96µm
DMEM.memory\[16\]\[8\],12.94µm
net1184,12.94µm
DMEM.memory\[3\]\[18\],12.92µm
net626,12.915µm
_0190_,12.91µm
DMEM.memory\[3\]\[16\],12.9µm
DMEM.memory\[1\]\[6\],12.88µm
DMEM.memory\[6\]\[23\],12.88µm
_2600_,12.88µm
net73,12.88µm
_1696_,12.86µm
_3114_,12.86µm
_2310_,12.84µm
net593,12.835µm
net601,12.825µm
net763,12.825µm
net786,12.825µm
net578,12.825µm
RF.registers\[4\]\[21\],12.82µm
reset,12.815µm
DMEM.memory\[18\]\[23\],12.8µm
DMEM.memory\[9\]\[23\],12.8µm
RF.registers\[5\]\[29\],12.8µm
net1094,12.8µm
_1278_,12.8µm
RF.registers\[2\]\[26\],12.795µm
net747,12.785µm
DMEM.memory\[12\]\[17\],12.76µm
RF.registers\[1\]\[18\],12.76µm
net624,12.745µm
net986,12.74µm
RF.registers\[4\]\[19\],12.72µm
_1686_,12.7µm
DMEM.memory\[2\]\[23\],12.665µm
DMEM.memory\[31\]\[16\],12.66µm
_2279_,12.66µm
_2503_,12.66µm
DMEM.memory\[2\]\[2\],12.64µm
DMEM.memory\[30\]\[12\],12.64µm
_2080_,12.64µm
net729,12.625µm
DMEM.memory\[16\]\[17\],12.62µm
_2637_,12.62µm
_1968_,12.6µm
DMEM.memory\[2\]\[1\],12.585µm
_1742_,12.56µm
DMEM.memory\[23\]\[16\],12.54µm
DMEM.memory\[3\]\[2\],12.54µm
RF.registers\[9\]\[25\],12.54µm
DMEM.memory\[12\]\[7\],12.5µm
net962,12.5µm
_1440_,12.5µm
_2796_,12.5µm
_2086_,12.48µm
RF.registers\[1\]\[15\],12.46µm
net725,12.445µm
net1160,12.42µm
_1338_,12.405µm
_2628_,12.4µm
_1316_,12.38µm
_2701_,12.38µm
_2226_,12.34µm
RF.registers\[15\]\[28\],12.32µm
net572,12.32µm
pc_out[27],12.315µm
_1678_,12.305µm
_1261_,12.3µm
DMEM.memory\[3\]\[0\],12.28µm
DMEM.memory\[5\]\[23\],12.26µm
RF.registers\[9\]\[8\],12.26µm
net1080,12.26µm
_2619_,12.26µm
pc_out[31],12.255µm
net978,12.24µm
_2404_,12.21µm
RF.registers\[4\]\[30\],12.205µm
net674,12.205µm
net1133,12.2µm
DMEM.memory\[0\]\[19\],12.18µm
DMEM.memory\[24\]\[23\],12.18µm
_2190_,12.18µm
DMEM.memory\[3\]\[26\],12.16µm
_1760_,12.16µm
_2210_,12.155µm
_1643_,12.135µm
DMEM.memory\[31\]\[17\],12.12µm
net1042,12.12µm
net798,12.085µm
_2242_,12.08µm
DMEM.memory\[20\]\[7\],12.06µm
DMEM.memory\[3\]\[20\],12.06µm
_1734_,12.06µm
_2609_,12.06µm
_2711_,12.04µm
RF.registers\[2\]\[17\],12.025µm
RF.registers\[11\]\[21\],12.02µm
net859,12µm
net914,12µm
net1051,12µm
net718,11.985µm
net608,11.985µm
_1306_,11.98µm
RF.registers\[1\]\[11\],11.92µm
RF.registers\[1\]\[31\],11.92µm
RF.registers\[9\]\[30\],11.905µm
DMEM.memory\[3\]\[24\],11.9µm
_1539_,11.9µm
DMEM.memory\[4\]\[23\],11.88µm
net736,11.865µm
net754,11.865µm
_2079_,11.86µm
net1169,11.84µm
net906,11.84µm
_2603_,11.84µm
net784,11.825µm
_2829_,11.82µm
net699,11.805µm
net794,11.805µm
net872,11.8µm
net849,11.78µm
net963,11.78µm
net1163,11.76µm
_2117_,11.76µm
net1010,11.74µm
_2634_,11.74µm
_2707_,11.74µm
net665,11.725µm
_1725_,11.72µm
_2746_,11.72µm
_2541_,11.7µm
RF.registers\[1\]\[25\],11.68µm
_2767_,11.68µm
_2391_,11.665µm
net987,11.66µm
_1980_,11.64µm
net686,11.625µm
net1120,11.58µm
DMEM.memory\[1\]\[16\],11.56µm
net875,11.54µm
_2307_,11.54µm
net752,11.525µm
net576,11.525µm
net646,11.525µm
_2501_,11.52µm
DMEM.memory\[12\]\[12\],11.505µm
DMEM.memory\[5\]\[12\],11.5µm
_2410_,11.5µm
net781,11.485µm
net971,11.48µm
DMEM.memory\[19\]\[12\],11.46µm
DMEM.memory\[22\]\[23\],11.46µm
_1354_,11.46µm
_2802_,11.46µm
DMEM.memory\[18\]\[7\],11.42µm
DMEM.memory\[3\]\[7\],11.42µm
DMEM.memory\[8\]\[12\],11.42µm
net910,11.42µm
net758,11.405µm
net766,11.405µm
DMEM.memory\[1\]\[14\],11.4µm
DMEM.memory\[29\]\[13\],11.4µm
RF.registers\[2\]\[28\],11.4µm
DMEM.memory\[21\]\[12\],11.385µm
_1566_,11.38µm
net548,11.38µm
net556,11.38µm
RF.registers\[1\]\[27\],11.37µm
net836,11.36µm
net1015,11.36µm
next_pc\[27\],11.36µm
RF.registers\[1\]\[16\],11.32µm
net839,11.32µm
net1219,11.32µm
DMEM.memory\[4\]\[12\],11.3µm
RF.registers\[9\]\[28\],11.28µm
DMEM.memory\[11\]\[7\],11.26µm
DMEM.memory\[2\]\[12\],11.26µm
DMEM.memory\[2\]\[5\],11.26µm
DMEM.memory\[3\]\[3\],11.26µm
RF.registers\[2\]\[2\],11.26µm
_1989_,11.26µm
_1970_,11.255µm
DMEM.memory\[27\]\[16\],11.24µm
DMEM.memory\[3\]\[10\],11.24µm
RF.registers\[1\]\[10\],11.24µm
net1128,11.24µm
net669,11.235µm
_2553_,11.22µm
net937,11.22µm
DMEM.memory\[19\]\[7\],11.2µm
_1613_,11.2µm
_2166_,11.2µm
_2494_,11.18µm
net934,11.14µm
net680,11.125µm
net905,11.12µm
DMEM.memory\[3\]\[13\],11.1µm
net982,11.1µm
alu_result_out[14],11.09µm
net595,11.085µm
RF.registers\[9\]\[27\],11.08µm
_1307_,11.08µm
_1992_,11.08µm
net621,11.065µm
net629,11.065µm
net637,11.065µm
net712,11.065µm
net800,11.065µm
net808,11.065µm
RF.registers\[11\]\[10\],11.06µm
_2786_,11.045µm
_1571_,11.04µm
net1212,11.02µm
net1011,11.02µm
net750,11.005µm
DMEM.memory\[0\]\[2\],10.98µm
DMEM.memory\[25\]\[12\],10.96µm
DMEM.memory\[2\]\[28\],10.96µm
_2133_,10.96µm
_2291_,10.96µm
_2505_,10.96µm
RF.registers\[9\]\[14\],10.92µm
net1057,10.9µm
_2040_,10.9µm
net1109,10.88µm
_2196_,10.88µm
_2873_,10.88µm
RF.registers\[1\]\[20\],10.86µm
net841,10.86µm
net897,10.86µm
net1185,10.86µm
net880,10.86µm
_2263_,10.86µm
_2322_,10.86µm
net979,10.86µm
_1814_,10.845µm
DMEM.memory\[16\]\[12\],10.84µm
net787,10.825µm
DMEM.memory\[10\]\[17\],10.8µm
_1701_,10.8µm
_2118_,10.8µm
net691,10.785µm
net737,10.785µm
net783,10.785µm
net698,10.785µm
DMEM.memory\[29\]\[12\],10.78µm
DMEM.memory\[2\]\[19\],10.76µm
_1649_,10.76µm
alu_result_out[12],10.75µm
DMEM.memory\[15\]\[16\],10.74µm
DMEM.memory\[17\]\[8\],10.74µm
net928,10.74µm
_2164_,10.74µm
_2493_,10.74µm
DMEM.memory\[24\]\[7\],10.72µm
net874,10.705µm
_1714_,10.705µm
DMEM.memory\[2\]\[10\],10.7µm
RF.registers\[9\]\[5\],10.7µm
_2318_,10.7µm
DMEM.memory\[14\]\[13\],10.68µm
DMEM.memory\[28\]\[3\],10.68µm
_2552_,10.68µm
net650,10.665µm
DMEM.memory\[31\]\[3\],10.66µm
net996,10.66µm
net892,10.66µm
_1561_,10.66µm
net931,10.66µm
_2160_,10.64µm
DMEM.memory\[3\]\[12\],10.62µm
_1259_,10.62µm
net1037,10.62µm
net659,10.585µm
_1683_,10.56µm
net654,10.535µm
DMEM.memory\[1\]\[19\],10.52µm
DMEM.memory\[27\]\[23\],10.52µm
net950,10.5µm
net633,10.485µm
net801,10.465µm
DMEM.memory\[6\]\[16\],10.46µm
RF.registers\[5\]\[7\],10.46µm
_2131_,10.46µm
_2664_,10.46µm
_2769_,10.46µm
RF.registers\[1\]\[30\],10.45µm
net631,10.445µm
net778,10.445µm
net580,10.445µm
net648,10.445µm
net1153,10.44µm
net1124,10.44µm
net890,10.44µm
net1182,10.42µm
alu_result_out[11],10.41µm
alu_result_out[10],10.41µm
RF.registers\[1\]\[28\],10.4µm
net1022,10.4µm
net1045,10.4µm
net807,10.385µm
net670,10.385µm
net814,10.385µm
_1305_,10.375µm
DMEM.memory\[2\]\[25\],10.34µm
RF.registers\[5\]\[8\],10.34µm
net948,10.34µm
_1533_,10.34µm
net764,10.325µm
DMEM.memory\[2\]\[22\],10.32µm
RF.registers\[1\]\[21\],10.32µm
net888,10.32µm
_1777_,10.32µm
_2694_,10.32µm
net961,10.32µm
DMEM.memory\[17\]\[12\],10.3µm
DMEM.memory\[1\]\[30\],10.3µm
_2974_,10.3µm
DMEM.memory\[19\]\[8\],10.28µm
DMEM.memory\[2\]\[31\],10.28µm
RF.registers\[15\]\[18\],10.28µm
net1179,10.28µm
