net,length_um
net38,148.775µm
net411,147.8µm
net281,147.8µm
clknet_leaf_12_clk,147.72µm
net268,147.56µm
net326,147.44µm
net345,147.185µm
net434,147.12µm
_1817_,146.38µm
RF.registers\[12\]\[26\],146.315µm
net459,146.22µm
_2466_,146.04µm
net537,145.73µm
clknet_leaf_11_clk,145.64µm
clknet_leaf_23_clk,144.94µm
clknet_leaf_5_clk,144.86µm
net463,143.94µm
clknet_leaf_2_clk,143.85µm
net522,143.66µm
_1648_,143.285µm
net36,143.18µm
net401,143.06µm
_2862_,143.02µm
net32,142.66µm
net286,142.275µm
_2333_,142.1µm
net391,142µm
net288,141.9µm
net454,141.87µm
net447,141.6µm
clknet_leaf_15_clk,141.44µm
_1334_,141.4µm
net388,141.14µm
net430,141.095µm
_1463_,140.74µm
_1954_,140.74µm
net320,140.51µm
net322,140.44µm
net354,140.24µm
net328,139.02µm
_2803_,138.74µm
_1252_,138.67µm
net382,138.42µm
net532,138.3µm
net367,138.25µm
clknet_leaf_1_clk,137.67µm
_1941_,137.62µm
net67,137.54µm
_2837_,137.4µm
_2606_,137.035µm
_1887_,136.2µm
net27,135.49µm
net283,135.425µm
_1905_,135.37µm
next_pc\[25\],135.2µm
net363,135.04µm
net452,134.92µm
net272,134.9µm
clknet_leaf_14_clk,134.9µm
net292,134.89µm
net366,133.655µm
_1934_,133.49µm
_1745_,133.28µm
RF.registers\[13\]\[3\],133.26µm
net356,133.23µm
next_pc\[24\],133.045µm
_1304_,132.48µm
_1598_,131.84µm
clknet_leaf_13_clk,131.84µm
net480,131.74µm
_1323_,131.73µm
clknet_leaf_33_clk,131.7µm
net340,131.52µm
clknet_leaf_41_clk,131.46µm
net355,131.455µm
clknet_leaf_3_clk,131.21µm
net290,130.93µm
net502,130.8µm
_1565_,130.26µm
_1258_,130.02µm
clknet_leaf_0_clk,129.7µm
_1863_,129.14µm
_1632_,128.92µm
net24,128.64µm
_2477_,128.18µm
net538,127.92µm
_2775_,127.73µm
net40,127.68µm
_1707_,127.08µm
net423,126.915µm
_2785_,126.9µm
net373,126.275µm
_2498_,126.26µm
net350,125.62µm
net269,125.5µm
_2290_,125.3µm
RF.registers\[10\]\[15\],125.07µm
_2818_,125.04µm
RF.registers\[8\]\[0\],124.67µm
_1584_,124.32µm
_1912_,124.24µm
_1497_,124.2µm
_2855_,124.18µm
_2286_,123.71µm
clknet_leaf_35_clk,123.64µm
net293,123.515µm
_1812_,123.4µm
DMEM.memory\[0\]\[8\],123.37µm
net511,123.12µm
_2708_,122.42µm
_1507_,122.4µm
clknet_leaf_4_clk,122.36µm
net271,122.29µm
clknet_leaf_10_clk,122.06µm
RF.registers\[12\]\[0\],122.025µm
net48,121.99µm
net357,121.35µm
_1300_,120.56µm
net351,119.38µm
net31,119.16µm
_1348_,119.065µm
net285,118.98µm
net274,118.88µm
RF.registers\[13\]\[25\],118.79µm
net540,118.58µm
RF.registers\[10\]\[16\],118.385µm
net335,118.155µm
clknet_leaf_44_clk,118.12µm
_2682_,118.06µm
_1337_,118µm
RF.registers\[10\]\[28\],117.96µm
_2698_,117.8µm
_1920_,117.62µm
net278,117.545µm
_2187_,117µm
net361,116.9µm
net378,116.7µm
_1983_,116.33µm
_1776_,115.92µm
_2013_,115.88µm
next_pc\[26\],115.37µm
_1948_,114.77µm
net203,114.27µm
_2859_,114.13µm
net331,113.69µm
net279,113.035µm
next_pc\[31\],112.7µm
RF.registers\[12\]\[24\],112.34µm
net323,112.26µm
_1735_,111.9µm
_1589_,111.895µm
RF.registers\[12\]\[8\],111.81µm
_1687_,111.74µm
_1999_,111.64µm
net39,111.62µm
next_pc\[27\],111.53µm
net572,111.28µm
net318,111.03µm
net21,110.88µm
net362,110.68µm
_2150_,110.5µm
_1708_,110.46µm
_1381_,110.04µm
net408,109.97µm
RF.registers\[13\]\[23\],109.8µm
net324,109.62µm
RF.registers\[10\]\[14\],109.585µm
_2642_,109.51µm
net425,108.56µm
_2431_,107.94µm
_2030_,107.92µm
net327,107.84µm
net541,107.74µm
_1664_,107.725µm
_2524_,107.5µm
net296,107.44µm
net384,107.36µm
_1969_,107.06µm
_1615_,106.605µm
_1630_,106.52µm
_2276_,106.52µm
_1781_,106.42µm
_2083_,106.38µm
net277,106.305µm
_1927_,106.02µm
_1389_,105.59µm
_1636_,104.36µm
pc_out[31],103.88µm
net74,103.705µm
net424,103.5µm
_1290_,103.45µm
_1806_,102.925µm
net311,102.78µm
_1991_,102.64µm
_2543_,102.3µm
RF.registers\[10\]\[18\],102.14µm
_2751_,102µm
_2085_,101.8µm
net312,101.56µm
_2132_,101.41µm
_1809_,101.345µm
_2338_,101.19µm
net65,101.04µm
RF.registers\[10\]\[29\],99.98µm
RF.registers\[13\]\[31\],99.9µm
_1459_,99.76µm
_1335_,99.24µm
RF.registers\[11\]\[27\],98.88µm
_2180_,98.7µm
_2762_,98.68µm
_1432_,98.66µm
net30,98.6µm
_1342_,98.56µm
net371,98.22µm
net449,97.78µm
next_pc\[28\],97.53µm
_1729_,97.225µm
net23,97.02µm
_2209_,97µm
_1326_,96.855µm
net33,96.85µm
_2058_,96.7µm
net565,96.64µm
_1675_,96.23µm
_1466_,96.2µm
_2116_,95.78µm
_1677_,95.68µm
net505,95.56µm
net295,95.53µm
_1682_,95.38µm
_1408_,95.17µm
_2731_,94.98µm
_1603_,94.94µm
_1961_,94.86µm
_2604_,94.72µm
_2158_,94.34µm
_2015_,93.88µm
net450,93.56µm
net294,93.37µm
_2052_,93.02µm
net387,92.56µm
_2465_,92.28µm
_2653_,92.16µm
net297,92.135µm
_2724_,92.06µm
pc_out[30],91.96µm
net567,91.76µm
next_pc\[29\],91.62µm
_2205_,91.4µm
_1770_,91.02µm
net514,90.66µm
_1256_,90.53µm
_2529_,90.42µm
_1476_,89.86µm
net574,89.82µm
_1512_,89.74µm
_2066_,89.735µm
_1821_,89.52µm
_1623_,88.58µm
net405,87.4µm
_1520_,87µm
net289,86.88µm
_2309_,86.59µm
_1722_,86.52µm
net566,86.33µm
_2841_,86.18µm
_2217_,86.165µm
_1994_,86.06µm
_2735_,86.06µm
net321,85.835µm
_1791_,85.76µm
_2021_,85.16µm
net276,84.85µm
_2195_,84.64µm
_1253_,84.49µm
RF.registers\[5\]\[28\],83.92µm
_1490_,83.72µm
_1823_,83.26µm
_1410_,83.14µm
net500,82.94µm
RF.registers\[10\]\[22\],82.64µm
_1397_,82.6µm
_1794_,82.59µm
_2246_,82.52µm
_3130_,82.39µm
_1827_,82.28µm
_1684_,82.14µm
_2046_,81.7µm
RF.registers\[13\]\[28\],81.2µm
RF.registers\[5\]\[5\],80.98µm
_1396_,80.84µm
pc_out[29],80.72µm
_1344_,80.66µm
net403,80.52µm
RF.registers\[10\]\[8\],80.515µm
_2262_,80.34µm
_2879_,80.31µm
_1283_,80.2µm
net418,80.045µm
_1976_,79.7µm
_1405_,79.54µm
_2531_,79.32µm
_2216_,79.26µm
_1655_,79.08µm
RF.registers\[11\]\[29\],79.045µm
_2107_,79µm
_2123_,78.84µm
net456,78.76µm
RF.registers\[2\]\[0\],78.66µm
RF.registers\[10\]\[1\],78.54µm
_2076_,78.52µm
_2152_,78.38µm
_2172_,78.22µm
net291,77.965µm
_2006_,77.88µm
net56,77.82µm
net494,77.54µm
_1743_,77.48µm
net499,77.42µm
_2225_,77.39µm
_1364_,76.36µm
RF.registers\[11\]\[20\],76.19µm
_2636_,76.08µm
_2562_,75.82µm
net300,75.65µm
_2509_,75.48µm
_1546_,75.42µm
_2091_,75.355µm
_1311_,75.12µm
RF.registers\[11\]\[15\],75.02µm
_1578_,74.94µm
RF.registers\[2\]\[9\],74.8µm
_1403_,74.56µm
net422,74.31µm
net561,74.14µm
_2151_,73.7µm
_2516_,73.58µm
RF.registers\[11\]\[19\],73.56µm
RF.registers\[10\]\[19\],73.3µm
_1737_,73.265µm
_2171_,73.2µm
RF.registers\[2\]\[8\],73.18µm
_2026_,72.655µm
_2098_,72.3µm
RF.registers\[10\]\[11\],72.1µm
_1904_,72.06µm
_1470_,71.93µm
_2508_,71.9µm
_1535_,71.7µm
_2104_,71.54µm
pc_out[0],71.22µm
_2491_,71.06µm
_2269_,70.68µm
_1359_,70.62µm
RF.registers\[2\]\[3\],70.6µm
RF.registers\[13\]\[18\],70.46µm
net465,70.42µm
_1917_,70.32µm
RF.registers\[15\]\[19\],69.78µm
_2427_,69.66µm
RF.registers\[16\]\[17\],69.4µm
_2167_,69.25µm
_2334_,69.1µm
_2037_,69.04µm
next_pc\[12\],68.9µm
_2053_,68.66µm
RF.registers\[8\]\[18\],68.47µm
net549,68.165µm
_2140_,67.92µm
_2220_,67.92µm
RF.registers\[4\]\[6\],67.88µm
_2004_,67.84µm
_1732_,67.8µm
_1357_,67.29µm
_1928_,67.24µm
_2563_,67µm
RF.registers\[10\]\[12\],66.85µm
RF.registers\[2\]\[19\],66.42µm
RF.registers\[13\]\[16\],66.4µm
_1268_,66.32µm
RF.registers\[10\]\[20\],66.185µm
RF.registers\[10\]\[17\],66.08µm
_1543_,66.03µm
pc_out[28],66µm
RF.registers\[10\]\[21\],65.84µm
_1439_,65.82µm
RF.registers\[10\]\[10\],65.66µm
_2126_,65.66µm
_2452_,65.66µm
RF.registers\[13\]\[30\],65.585µm
RF.registers\[9\]\[0\],65.54µm
_2850_,65.44µm
_2176_,65.295µm
net550,65.28µm
RF.registers\[10\]\[13\],65.2µm
RF.registers\[8\]\[8\],64.96µm
_2304_,64.92µm
pc_out[22],64.9µm
_2249_,64.44µm
RF.registers\[8\]\[11\],64.39µm
_1670_,64.18µm
alu_result_out[31],63.91µm
_1945_,63.76µm
_2235_,63.58µm
net493,63.38µm
_1477_,63.145µm
net29,63.06µm
RF.registers\[8\]\[13\],63.04µm
_2213_,63.02µm
_2415_,62.83µm
RF.registers\[8\]\[16\],62.74µm
RF.registers\[2\]\[20\],62.5µm
RF.registers\[9\]\[3\],62.46µm
RF.registers\[10\]\[7\],62.42µm
net307,62.42µm
pc_out[19],62.36µm
_2095_,62.355µm
_2272_,62.34µm
_1861_,62.32µm
_2192_,61.98µm
_1526_,61.82µm
RF.registers\[8\]\[6\],61.68µm
_1347_,61.61µm
net528,61.575µm
RF.registers\[13\]\[22\],61.465µm
_1792_,61.35µm
RF.registers\[13\]\[29\],61.185µm
RF.registers\[2\]\[2\],61.115µm
RF.registers\[10\]\[25\],61.08µm
_1978_,61.08µm
_2010_,60.84µm
_1727_,60.8µm
RF.registers\[16\]\[23\],60.74µm
_1967_,60.68µm
net486,60.62µm
net569,60.44µm
_1964_,60.44µm
pc_out[3],60.34µm
_2617_,60.12µm
net576,60.08µm
RF.registers\[10\]\[5\],60.03µm
_2730_,59.98µm
RF.registers\[8\]\[30\],59.76µm
_2335_,59.71µm
_2294_,59.62µm
RF.registers\[4\]\[14\],59.585µm
RF.registers\[10\]\[27\],59.48µm
_2087_,59.44µm
_2049_,59.38µm
RF.registers\[10\]\[3\],59.26µm
pc_out[9],58.96µm
_1374_,58.94µm
_2445_,58.88µm
_1523_,58.72µm
_1299_,58.6µm
pc_out[10],58.5µm
net545,58.46µm
pc_out[21],58.46µm
pc_out[7],58.46µm
_1563_,58.44µm
_2652_,58.04µm
_3128_,57.94µm
RF.registers\[2\]\[22\],57.74µm
pc_out[13],57.58µm
pc_out[17],57.58µm
pc_out[20],57.58µm
net539,57.58µm
pc_out[12],57.58µm
pc_out[18],57.58µm
pc_out[23],57.58µm
pc_out[25],57.58µm
net544,57.58µm
RF.registers\[13\]\[4\],57.38µm
_1975_,57.18µm
pc_out[15],57.12µm
pc_out[8],57.12µm
RF.registers\[10\]\[9\],56.92µm
_1501_,56.78µm
RF.registers\[13\]\[21\],56.625µm
pc_out[24],56.62µm
pc_out[26],56.62µm
net543,56.62µm
pc_out[16],56.62µm
_2419_,56.44µm
net11,56.415µm
_1691_,56.28µm
_2266_,56.2µm
pc_out[1],56.16µm
_2487_,56.12µm
_1960_,56.04µm
net358,55.935µm
RF.registers\[10\]\[30\],55.755µm
alu_result_out[30],55.65µm
_1424_,55.65µm
_1888_,55.6µm
_1982_,55.5µm
_2228_,55.5µm
_1445_,55.115µm
_2092_,55.11µm
RF.registers\[13\]\[15\],55µm
RF.registers\[8\]\[2\],54.985µm
net375,54.96µm
_2080_,54.7µm
_2155_,54.7µm
_2137_,54.66µm
next_pc\[5\],54.44µm
_1989_,54.32µm
pc_out[14],54.32µm
RF.registers\[5\]\[27\],54.3µm
RF.registers\[10\]\[4\],53.86µm
pc_out[11],53.86µm
RF.registers\[10\]\[31\],53.825µm
_1778_,53.785µm
_2256_,53.44µm
pc_out[27],53.4µm
_1508_,53.34µm
_1502_,53.2µm
_2615_,53.1µm
RF.registers\[13\]\[20\],52.805µm
net53,52.8µm
RF.registers\[10\]\[23\],52.765µm
_2109_,52.54µm
_2456_,52.54µm
_0236_,52.47µm
_2877_,52.1µm
net25,52.02µm
net551,52µm
RF.registers\[8\]\[5\],51.98µm
RF.registers\[10\]\[6\],51.72µm
_2149_,51.26µm
_2033_,50.96µm
_2028_,50.88µm
_2008_,50.36µm
net562,50.32µm
net301,50.215µm
_2307_,50.12µm
_2108_,50.1µm
_1438_,49.96µm
DMEM.memory\[0\]\[23\],49.78µm
_1930_,49.76µm
instruction_out[30],49.66µm
net63,49.42µm
RF.registers\[2\]\[7\],49.32µm
_2093_,49.18µm
net509,49.08µm
_2023_,49µm
RF.registers\[16\]\[2\],48.96µm
_2106_,48.86µm
next_pc\[13\],48.82µm
_2139_,48.7µm
_2319_,48.66µm
RF.registers\[2\]\[12\],48.38µm
RF.registers\[3\]\[14\],48.36µm
RF.registers\[8\]\[15\],48.32µm
RF.registers\[8\]\[25\],48.17µm
RF.registers\[4\]\[21\],48.16µm
_2278_,48.16µm
_1443_,48.11µm
_2281_,48.1µm
_2071_,47.96µm
RF.registers\[3\]\[0\],47.88µm
_1608_,47.605µm
_2483_,47.545µm
_2434_,47.48µm
_1402_,47.46µm
_2511_,47.44µm
RF.registers\[4\]\[23\],47.4µm
RF.registers\[11\]\[25\],47.26µm
RF.registers\[13\]\[27\],47.1µm
_2306_,47µm
_2444_,47µm
RF.registers\[8\]\[22\],46.945µm
_2437_,46.82µm
_2502_,46.6µm
RF.registers\[8\]\[7\],46.44µm
_1816_,46.4µm
_1915_,46.08µm
_2418_,46.06µm
_1379_,45.94µm
_2669_,45.84µm
_2063_,45.72µm
_1534_,45.5µm
RF.registers\[8\]\[20\],45.48µm
_2280_,45.455µm
_2197_,45.4µm
net453,45.26µm
RF.registers\[11\]\[23\],45.18µm
_2100_,44.96µm
_1433_,44.88µm
_1973_,44.84µm
_1957_,44.82µm
_2657_,44.58µm
_2268_,44.52µm
RF.registers\[8\]\[14\],44.4µm
_2061_,44.38µm
_2247_,44.24µm
_1653_,44.065µm
_2311_,44.02µm
_2414_,43.98µm
RF.registers\[1\]\[30\],43.81µm
_1529_,43.8µm
RF.registers\[8\]\[12\],43.74µm
_1824_,43.64µm
_2432_,43.6µm
RF.registers\[8\]\[17\],43.51µm
_2497_,43.46µm
RF.registers\[8\]\[4\],43.28µm
_2002_,43.24µm
RF.registers\[3\]\[29\],43.22µm
RF.registers\[2\]\[31\],43.195µm
_1310_,43.14µm
RF.registers\[11\]\[31\],43.08µm
_1717_,42.98µm
_1321_,42.81µm
_2119_,42.76µm
_2057_,42.74µm
RF.registers\[12\]\[16\],42.72µm
_2230_,42.7µm
_2593_,42.64µm
RF.registers\[2\]\[4\],42.62µm
_2032_,42.6µm
net22,42.52µm
net73,42.475µm
_2428_,42.455µm
_2299_,42.32µm
RF.registers\[4\]\[20\],42.305µm
_1279_,42.22µm
RF.registers\[8\]\[19\],42.08µm
net19,41.97µm
net66,41.94µm
_1923_,41.82µm
_1901_,41.755µm
_1423_,41.73µm
_2134_,41.6µm
_2196_,41.56µm
_1503_,41.44µm
_2179_,41.32µm
_1979_,40.94µm
RF.registers\[12\]\[7\],40.805µm
_1435_,40.74µm
_1913_,40.66µm
RF.registers\[12\]\[15\],40.64µm
_2211_,40.61µm
_1437_,40.34µm
RF.registers\[4\]\[7\],40.335µm
_1510_,40.28µm
RF.registers\[4\]\[12\],40.24µm
_2506_,40.24µm
_2143_,40.2µm
RF.registers\[4\]\[24\],40.105µm
_1977_,40.06µm
net490,39.96µm
_1679_,39.9µm
_2812_,39.9µm
RF.registers\[2\]\[23\],39.8µm
_1937_,39.79µm
RF.registers\[15\]\[13\],39.75µm
net254,39.74µm
net491,39.58µm
RF.registers\[11\]\[10\],39.48µm
_2547_,39.48µm
_1484_,39.38µm
RF.registers\[3\]\[3\],39.28µm
_1380_,39.28µm
_2421_,39.28µm
_2165_,39.04µm
net571,38.98µm
_1261_,38.98µm
RF.registers\[9\]\[6\],38.94µm
_1862_,38.92µm
_1422_,38.86µm
_2603_,38.72µm
RF.registers\[12\]\[17\],38.715µm
RF.registers\[11\]\[22\],38.7µm
net1194,38.7µm
RF.registers\[3\]\[24\],38.645µm
_2238_,38.64µm
_2045_,38.6µm
_2791_,38.5µm
net71,38.49µm
net516,38.48µm
RF.registers\[8\]\[23\],38.44µm
_2679_,38.395µm
_2019_,38.36µm
_2142_,38.34µm
net495,38.3µm
RF.registers\[13\]\[17\],38.24µm
_2627_,38.22µm
_2233_,38.18µm
_1605_,38.14µm
net59,38.14µm
alu_result_out[29],38.07µm
_1295_,38.06µm
_1698_,37.905µm
_2443_,37.82µm
_2569_,37.36µm
net568,37.26µm
_2658_,37.18µm
_1782_,36.98µm
_1363_,36.88µm
_3125_,36.84µm
RF.registers\[4\]\[30\],36.825µm
_2073_,36.78µm
_2866_,36.75µm
_1804_,36.64µm
_1594_,36.34µm
_1739_,36.34µm
_1255_,36.32µm
RF.registers\[8\]\[21\],36.235µm
_1479_,36.1µm
_2321_,36.02µm
_1427_,35.98µm
net979,35.92µm
RF.registers\[3\]\[16\],35.8µm
_1472_,35.78µm
RF.registers\[10\]\[0\],35.685µm
_1360_,35.67µm
RF.registers\[3\]\[28\],35.62µm
_1394_,35.6µm
_2750_,35.52µm
_2783_,35.48µm
_1483_,35.46µm
_2118_,35.44µm
_1505_,35.36µm
RF.registers\[10\]\[2\],35.25µm
_1306_,35.16µm
_2251_,35.1µm
_2252_,35.1µm
_1287_,34.92µm
net34,34.8µm
RF.registers\[9\]\[23\],34.78µm
_1449_,34.72µm
_2868_,34.62µm
_1629_,34.56µm
_2162_,34.56µm
_2317_,34.56µm
_2746_,34.54µm
_2069_,34.15µm
_2740_,34.14µm
_2448_,34.08µm
_1355_,34.055µm
_2206_,34.035µm
RF.registers\[9\]\[5\],34µm
RF.registers\[3\]\[26\],33.965µm
RF.registers\[2\]\[21\],33.94µm
_2435_,33.855µm
_2024_,33.8µm
_2241_,33.78µm
_1647_,33.76µm
RF.registers\[13\]\[26\],33.74µm
_2439_,33.68µm
_1949_,33.56µm
_2478_,33.52µm
net1190,33.5µm
_2094_,33.5µm
_2285_,33.34µm
net564,33.34µm
_1366_,33.26µm
_2302_,33.26µm
_1495_,33.22µm
_2694_,33.22µm
next_pc\[17\],33.18µm
_1935_,33.06µm
_2582_,32.8µm
_1481_,32.64µm
_2047_,32.62µm
RF.registers\[4\]\[3\],32.605µm
net575,32.56µm
next_pc\[10\],32.56µm
RF.registers\[16\]\[4\],32.54µm
_2706_,32.44µm
_2644_,32.26µm
_1753_,32.125µm
RF.registers\[11\]\[30\],32.12µm
RF.registers\[11\]\[11\],32.1µm
RF.registers\[4\]\[13\],32.045µm
_2198_,31.88µm
RF.registers\[5\]\[10\],31.86µm
_2622_,31.86µm
RF.registers\[4\]\[22\],31.785µm
_2760_,31.78µm
net1213,31.72µm
RF.registers\[4\]\[5\],31.7µm
_1260_,31.66µm
_1671_,31.64µm
RF.registers\[11\]\[3\],31.62µm
_2592_,31.6µm
_2629_,31.6µm
_2846_,31.575µm
RF.registers\[13\]\[5\],31.52µm
_1666_,31.48µm
_1886_,31.48µm
next_pc\[7\],31.48µm
_2656_,31.46µm
_2078_,31.4µm
RF.registers\[2\]\[5\],31.38µm
_2186_,31.36µm
RF.registers\[3\]\[7\],31.34µm
RF.registers\[8\]\[3\],31.34µm
net44,31.2µm
_2200_,31.04µm
_2739_,30.97µm
_2039_,30.74µm
_1461_,30.64µm
_1367_,30.6µm
_2500_,30.47µm
_2597_,30.285µm
_1786_,30.12µm
RF.registers\[4\]\[10\],30.08µm
DMEM.memory\[25\]\[12\],30.06µm
RF.registers\[3\]\[13\],30.04µm
RF.registers\[2\]\[10\],29.98µm
_2692_,29.86µm
_2809_,29.85µm
RF.registers\[3\]\[12\],29.65µm
_2227_,29.345µm
RF.registers\[2\]\[6\],29.26µm
RF.registers\[11\]\[17\],29.16µm
