net,length_um
RF.registers\[5\]\[6\],29.06µm
_1465_,29.04µm
_1748_,29.02µm
_1777_,28.94µm
RF.registers\[15\]\[28\],28.9µm
RF.registers\[8\]\[9\],28.88µm
_3134_,28.86µm
_2403_,28.74µm
RF.registers\[3\]\[30\],28.72µm
_2257_,28.62µm
_2743_,28.6µm
_2950_,28.6µm
_1417_,28.58µm
DMEM.memory\[0\]\[21\],28.405µm
_1932_,28.36µm
_2082_,28.36µm
_1494_,28.34µm
_1813_,28.34µm
_2231_,28.28µm
_2570_,28.28µm
alu_result_out[2],28.27µm
RF.registers\[11\]\[8\],28.26µm
_2620_,28.26µm
_1270_,28.14µm
_1277_,28.1µm
_1803_,28.06µm
_1365_,28.02µm
_1414_,27.88µm
_1922_,27.85µm
_1292_,27.78µm
_2038_,27.78µm
_2451_,27.76µm
_2484_,27.76µm
_2558_,27.74µm
next_pc\[14\],27.68µm
DMEM.memory\[0\]\[13\],27.66µm
RF.registers\[11\]\[12\],27.64µm
_2405_,27.61µm
_1413_,27.58µm
_1676_,27.58µm
_2190_,27.58µm
_2703_,27.58µm
RF.registers\[3\]\[21\],27.5µm
net1108,27.48µm
_1527_,27.46µm
_2208_,27.46µm
_1338_,27.375µm
RF.registers\[4\]\[15\],27.365µm
net236,27.36µm
_1528_,27.32µm
_2840_,27.26µm
alu_result_out[28],27.25µm
net512,27.22µm
_1303_,27.18µm
_2469_,27.155µm
_2788_,26.9µm
_2526_,26.87µm
_1328_,26.86µm
RF.registers\[11\]\[13\],26.72µm
RF.registers\[15\]\[12\],26.62µm
_2244_,26.62µm
_1613_,26.58µm
RF.registers\[8\]\[24\],26.48µm
_1763_,26.42µm
RF.registers\[4\]\[16\],26.37µm
RF.registers\[1\]\[1\],26.18µm
net415,26.14µm
net61,26.14µm
_1750_,26.06µm
RF.registers\[13\]\[13\],26.04µm
RF.registers\[3\]\[9\],26.04µm
RF.registers\[4\]\[29\],26.04µm
_1514_,25.98µm
net1182,25.94µm
_2423_,25.94µm
RF.registers\[2\]\[30\],25.92µm
_2159_,25.88µm
_1700_,25.84µm
_3129_,25.84µm
_2067_,25.83µm
_2056_,25.82µm
net510,25.82µm
_2035_,25.74µm
RF.registers\[13\]\[14\],25.7µm
_2263_,25.6µm
_2639_,25.6µm
_1351_,25.58µm
net1153,25.56µm
RF.registers\[2\]\[18\],25.48µm
RF.registers\[11\]\[16\],25.46µm
_1789_,25.405µm
RF.registers\[16\]\[14\],25.385µm
_1251_,25.38µm
_1259_,25.38µm
net477,25.3µm
_1628_,25.28µm
_1998_,25.26µm
_2616_,25.26µm
RF.registers\[15\]\[11\],25.2µm
_2413_,25.18µm
RF.registers\[11\]\[6\],25.16µm
net253,25.15µm
_1571_,25.1µm
_2185_,25.06µm
net428,25.02µm
_1482_,25.02µm
_2267_,25µm
RF.registers\[11\]\[21\],24.96µm
_2264_,24.945µm
RF.registers\[9\]\[1\],24.9µm
next_pc\[22\],24.86µm
RF.registers\[4\]\[2\],24.805µm
_2745_,24.8µm
_2504_,24.75µm
_2874_,24.72µm
RF.registers\[13\]\[19\],24.685µm
RF.registers\[1\]\[28\],24.68µm
_2124_,24.68µm
_2183_,24.63µm
RF.registers\[3\]\[23\],24.57µm
_2079_,24.54µm
_2621_,24.46µm
DMEM.memory\[0\]\[10\],24.44µm
RF.registers\[3\]\[8\],24.42µm
net507,24.38µm
RF.registers\[9\]\[16\],24.32µm
RF.registers\[8\]\[1\],24.295µm
RF.registers\[8\]\[31\],24.285µm
_2721_,24.2µm
RF.registers\[8\]\[28\],24.16µm
_1953_,24.08µm
_2275_,24.08µm
_2325_,24.06µm
RF.registers\[3\]\[1\],24.05µm
RF.registers\[9\]\[20\],24µm
_1262_,24µm
RF.registers\[11\]\[5\],23.98µm
_2793_,23.98µm
_1519_,23.96µm
next_pc\[16\],23.92µm
DMEM.memory\[26\]\[12\],23.9µm
RF.registers\[3\]\[31\],23.785µm
_1539_,23.76µm
_2568_,23.7µm
RF.registers\[3\]\[15\],23.68µm
net552,23.68µm
RF.registers\[4\]\[4\],23.66µm
RF.registers\[8\]\[10\],23.66µm
_1694_,23.59µm
instruction_out[28],23.56µm
alu_result_out[8],23.51µm
RF.registers\[4\]\[0\],23.395µm
RF.registers\[16\]\[19\],23.38µm
net47,23.32µm
next_pc\[8\],23.3µm
_1981_,23.18µm
_2129_,23.18µm
_1450_,23.16µm
_2765_,23.14µm
_2512_,23.1µm
RF.registers\[12\]\[4\],22.98µm
RF.registers\[3\]\[10\],22.965µm
RF.registers\[16\]\[22\],22.96µm
_2860_,22.96µm
_2744_,22.92µm
_2204_,22.88µm
_2007_,22.86µm
_2240_,22.84µm
_2481_,22.84µm
alu_result_out[22],22.83µm
RF.registers\[15\]\[3\],22.78µm
RF.registers\[1\]\[27\],22.765µm
_1353_,22.74µm
_1924_,22.66µm
_1796_,22.58µm
RF.registers\[8\]\[26\],22.54µm
net1071,22.54µm
_1537_,22.52µm
_2864_,22.52µm
net1109,22.42µm
DMEM.memory\[0\]\[18\],22.34µm
_2792_,22.29µm
RF.registers\[13\]\[8\],22.265µm
RF.registers\[13\]\[7\],22.18µm
RF.registers\[3\]\[20\],22.14µm
RF.registers\[5\]\[7\],22.14µm
RF.registers\[15\]\[29\],22.12µm
_2074_,22.12µm
next_pc\[19\],22.085µm
RF.registers\[3\]\[2\],22.06µm
_2501_,22.06µm
RF.registers\[3\]\[22\],22.05µm
RF.registers\[9\]\[12\],22.02µm
net1220,21.96µm
_1755_,21.96µm
_2489_,21.9µm
_2226_,21.835µm
alu_result_out[6],21.81µm
_1446_,21.78µm
_1738_,21.68µm
_2684_,21.68µm
RF.registers\[3\]\[18\],21.635µm
_2287_,21.6µm
RF.registers\[13\]\[11\],21.46µm
DMEM.memory\[10\]\[12\],21.34µm
_1475_,21.34µm
net42,21.3µm
_1939_,21.28µm
_2807_,21.25µm
RF.registers\[3\]\[25\],21.16µm
net556,21.14µm
net483,21.13µm
alu_result_out[4],21.13µm
RF.registers\[16\]\[21\],21.125µm
_2468_,21.12µm
_1970_,21.105µm
RF.registers\[4\]\[9\],21.005µm
_1266_,20.94µm
_2825_,20.92µm
RF.registers\[8\]\[27\],20.9µm
RF.registers\[16\]\[9\],20.88µm
net487,20.79µm
alu_result_out[13],20.79µm
_2674_,20.78µm
RF.registers\[4\]\[11\],20.76µm
DMEM.memory\[1\]\[24\],20.73µm
_2768_,20.7µm
instruction_out[20],20.66µm
_1767_,20.66µm
RF.registers\[5\]\[30\],20.64µm
_2265_,20.62µm
_2546_,20.62µm
net1151,20.52µm
RF.registers\[11\]\[14\],20.47µm
_2324_,20.46µm
net1105,20.34µm
_1511_,20.32µm
_2628_,20.22µm
net1159,20.16µm
alu_result_out[23],20.11µm
alu_result_out[24],20.11µm
net1102,20.1µm
net559,20.08µm
RF.registers\[3\]\[11\],20.04µm
_1288_,20.04µm
_2482_,20µm
_2499_,19.95µm
RF.registers\[13\]\[12\],19.845µm
RF.registers\[3\]\[5\],19.845µm
_1444_,19.84µm
_2043_,19.82µm
_1516_,19.76µm
_2473_,19.7µm
_1442_,19.615µm
_1428_,19.58µm
_2314_,19.58µm
_2112_,19.54µm
_1759_,19.53µm
RF.registers\[2\]\[14\],19.52µm
_1959_,19.52µm
DMEM.memory\[4\]\[13\],19.5µm
RF.registers\[4\]\[8\],19.46µm
_1425_,19.42µm
RF.registers\[11\]\[4\],19.36µm
_1521_,19.28µm
_1749_,19.28µm
_3137_,19.2µm
next_pc\[15\],19.2µm
_2322_,19.16µm
_2696_,19.16µm
DMEM.memory\[2\]\[29\],19.12µm
_1785_,19.08µm
_1702_,19.025µm
RF.registers\[3\]\[4\],19.02µm
DMEM.memory\[3\]\[17\],18.98µm
RF.registers\[15\]\[20\],18.98µm
net725,18.945µm
_2488_,18.9µm
_1712_,18.86µm
RF.registers\[4\]\[31\],18.845µm
_2003_,18.84µm
_1491_,18.835µm
DMEM.memory\[2\]\[24\],18.78µm
net558,18.78µm
DMEM.memory\[12\]\[16\],18.75µm
_1784_,18.74µm
_2573_,18.74µm
_1908_,18.705µm
RF.registers\[2\]\[28\],18.62µm
_2156_,18.62µm
DMEM.memory\[16\]\[16\],18.56µm
_2545_,18.505µm
_1931_,18.5µm
_2255_,18.5µm
RF.registers\[15\]\[18\],18.46µm
_1533_,18.46µm
RF.registers\[15\]\[27\],18.44µm
DMEM.memory\[1\]\[29\],18.42µm
alu_result_out[12],18.41µm
_1819_,18.38µm
_2425_,18.355µm
_2114_,18.255µm
RF.registers\[3\]\[6\],18.2µm
RF.registers\[8\]\[29\],18.2µm
_1601_,18.14µm
RF.registers\[1\]\[29\],18.07µm
alu_result_out[9],18.07µm
alu_result_out[10],18.07µm
_2471_,18.055µm
_2122_,18.02µm
DMEM.memory\[12\]\[17\],18µm
RF.registers\[13\]\[10\],17.96µm
_2641_,17.815µm
net577,17.8µm
DMEM.memory\[3\]\[20\],17.76µm
_1911_,17.76µm
DMEM.memory\[19\]\[12\],17.74µm
DMEM.memory\[21\]\[7\],17.7µm
_2221_,17.7µm
DMEM.memory\[22\]\[7\],17.68µm
DMEM.memory\[23\]\[23\],17.66µm
RF.registers\[2\]\[1\],17.64µm
_2754_,17.46µm
net1110,17.42µm
RF.registers\[9\]\[28\],17.4µm
_1942_,17.4µm
alu_result_out[21],17.39µm
net468,17.39µm
_1301_,17.365µm
_1305_,17.285µm
DMEM.memory\[7\]\[13\],17.24µm
net1097,17.24µm
_1540_,17.24µm
_2522_,17.24µm
_2665_,17.24µm
_3124_,17.24µm
_2438_,17.235µm
DMEM.memory\[18\]\[23\],17.18µm
_1790_,17.16µm
RF.registers\[4\]\[1\],17.065µm
RF.registers\[16\]\[8\],17.04µm
instruction_out[21],17.04µm
_1825_,17µm
RF.registers\[2\]\[25\],16.94µm
DMEM.memory\[3\]\[1\],16.9µm
_2685_,16.9µm
RF.registers\[1\]\[26\],16.88µm
RF.registers\[11\]\[2\],16.84µm
_1420_,16.84µm
RF.registers\[15\]\[16\],16.83µm
DMEM.memory\[30\]\[16\],16.82µm
_2767_,16.8µm
DMEM.memory\[19\]\[16\],16.78µm
_2288_,16.78µm
RF.registers\[5\]\[12\],16.75µm
_1278_,16.72µm
_1731_,16.72µm
_1545_,16.7µm
instruction_out[14],16.7µm
instruction_out[7],16.7µm
_2084_,16.69µm
RF.registers\[11\]\[26\],16.68µm
_2436_,16.68µm
RF.registers\[4\]\[17\],16.66µm
net836,16.615µm
RF.registers\[4\]\[26\],16.585µm
RF.registers\[2\]\[13\],16.55µm
net1191,16.52µm
_2194_,16.44µm
DMEM.memory\[0\]\[20\],16.42µm
RF.registers\[5\]\[16\],16.4µm
net940,16.38µm
_1269_,16.38µm
DMEM.memory\[9\]\[17\],16.36µm
net1138,16.36µm
RF.registers\[3\]\[27\],16.345µm
_2873_,16.34µm
_1513_,16.32µm
RF.registers\[11\]\[7\],16.26µm
_1412_,16.24µm
_2871_,16.2µm
RF.registers\[4\]\[19\],16.18µm
_1441_,16.18µm
_2457_,16.16µm
net560,16.16µm
_2277_,16.155µm
RF.registers\[9\]\[9\],16.14µm
_2480_,16.14µm
RF.registers\[4\]\[18\],16.1µm
_2700_,16.1µm
RF.registers\[11\]\[18\],16.06µm
net1180,16.06µm
_1706_,16.06µm
_1814_,16µm
_1985_,15.99µm
DMEM.memory\[5\]\[13\],15.985µm
RF.registers\[16\]\[1\],15.985µm
_1602_,15.96µm
_2872_,15.96µm
_2147_,15.94µm
_2789_,15.94µm
DMEM.memory\[6\]\[17\],15.89µm
_2686_,15.88µm
_1795_,15.875µm
_2148_,15.86µm
_1909_,15.84µm
RF.registers\[1\]\[21\],15.8µm
instruction_out[9],15.78µm
DMEM.memory\[13\]\[16\],15.72µm
_1434_,15.7µm
_1654_,15.7µm
alu_result_out[15],15.69µm
net470,15.69µm
DMEM.memory\[1\]\[1\],15.68µm
_2647_,15.68µm
_1850_,15.66µm
DMEM.memory\[14\]\[7\],15.64µm
DMEM.memory\[29\]\[12\],15.62µm
DMEM.memory\[1\]\[30\],15.6µm
_1820_,15.6µm
DMEM.memory\[0\]\[15\],15.58µm
_2513_,15.58µm
RF.registers\[16\]\[3\],15.54µm
_2646_,15.53µm
DMEM.memory\[16\]\[17\],15.52µm
net1185,15.52µm
_1275_,15.52µm
RF.registers\[16\]\[12\],15.5µm
net968,15.42µm
RF.registers\[2\]\[27\],15.38µm
alu_result_out[16],15.35µm
alu_result_out[14],15.35µm
alu_result_out[11],15.35µm
_2274_,15.34µm
instruction_out[4],15.32µm
DMEM.memory\[3\]\[21\],15.3µm
_1294_,15.26µm
net676,15.255µm
net669,15.245µm
RF.registers\[1\]\[18\],15.22µm
_2510_,15.21µm
_1724_,15.2µm
DMEM.memory\[0\]\[14\],15.16µm
_2289_,15.16µm
net563,15.08µm
_3105_,15µm
DMEM.memory\[3\]\[8\],14.98µm
DMEM.memory\[11\]\[23\],14.96µm
net1091,14.96µm
net1069,14.96µm
_1762_,14.94µm
_2454_,14.88µm
net700,14.875µm
instruction_out[11],14.86µm
instruction_out[13],14.86µm
instruction_out[17],14.86µm
net503,14.86µm
instruction_out[26],14.86µm
net513,14.86µm
instruction_out[10],14.86µm
instruction_out[12],14.86µm
net496,14.86µm
net498,14.86µm
instruction_out[23],14.86µm
instruction_out[25],14.86µm
DMEM.memory\[8\]\[17\],14.84µm
net1124,14.82µm
_2081_,14.82µm
_2218_,14.82µm
RF.registers\[16\]\[13\],14.805µm
net1139,14.8µm
_3123_,14.78µm
net554,14.76µm
_2312_,14.74µm
DMEM.memory\[1\]\[27\],14.725µm
DMEM.memory\[2\]\[5\],14.72µm
DMEM.memory\[5\]\[12\],14.72µm
net1143,14.72µm
_2160_,14.72µm
next_pc\[11\],14.72µm
_1478_,14.715µm
_1509_,14.685µm
net1215,14.68µm
alu_result_out[1],14.67µm
alu_result_out[25],14.67µm
alu_result_out[27],14.67µm
alu_result_out[5],14.67µm
alu_result_out[18],14.67µm
alu_result_out[17],14.67µm
alu_result_out[26],14.67µm
alu_result_out[0],14.67µm
next_pc\[18\],14.66µm
RF.registers\[5\]\[21\],14.64µm
_1485_,14.64µm
_2048_,14.615µm
DMEM.memory\[21\]\[23\],14.605µm
_2766_,14.6µm
next_pc\[9\],14.6µm
net591,14.585µm
_1406_,14.58µm
_2634_,14.58µm
RF.registers\[5\]\[11\],14.56µm
_1398_,14.56µm
_1411_,14.56µm
_2503_,14.56µm
RF.registers\[1\]\[20\],14.54µm
net838,14.525µm
DMEM.memory\[24\]\[23\],14.52µm
_2536_,14.52µm
_1415_,14.48µm
_2770_,14.47µm
net595,14.465µm
net804,14.465µm
RF.registers\[4\]\[28\],14.45µm
_1713_,14.44µm
_1538_,14.42µm
next_pc\[20\],14.42µm
DMEM.memory\[1\]\[15\],14.4µm
instruction_out[15],14.4µm
instruction_out[22],14.4µm
instruction_out[8],14.4µm
DMEM.memory\[31\]\[16\],14.38µm
DMEM.memory\[2\]\[13\],14.34µm
_2814_,14.34µm
_1772_,14.32µm
DMEM.memory\[25\]\[16\],14.3µm
_1315_,14.28µm
RF.registers\[2\]\[17\],14.26µm
_2769_,14.22µm
_1330_,14.18µm
net828,14.165µm
DMEM.memory\[17\]\[7\],14.16µm
_1635_,14.16µm
DMEM.memory\[0\]\[19\],14.12µm
net1175,14.12µm
RF.registers\[1\]\[24\],14.1µm
_2031_,14.06µm
_2790_,14.04µm
_1663_,14.02µm
_2062_,14.02µm
_1695_,14µm
_2203_,14µm
net1145,13.98µm
_1541_,13.98µm
_2316_,13.98µm
_0258_,13.95µm
_2574_,13.92µm
_1721_,13.9µm
_2117_,13.895µm
DMEM.memory\[3\]\[26\],13.88µm
_2600_,13.88µm
DMEM.memory\[0\]\[24\],13.87µm
DMEM.memory\[9\]\[23\],13.86µm
_1296_,13.86µm
_2718_,13.85µm
_1378_,13.84µm
net488,13.84µm
RF.registers\[2\]\[24\],13.8µm
net1098,13.8µm
_2283_,13.8µm
_2839_,13.8µm
net786,13.785µm
net594,13.785µm
DMEM.memory\[4\]\[12\],13.76µm
_2711_,13.76µm
_2796_,13.76µm
DMEM.memory\[3\]\[16\],13.74µm
net960,13.72µm
DMEM.memory\[4\]\[7\],13.68µm
RF.registers\[1\]\[23\],13.68µm
RF.registers\[9\]\[14\],13.68µm
_2778_,13.68µm
DMEM.memory\[0\]\[11\],13.66µm
net1032,13.66µm
RF.registers\[2\]\[26\],13.64µm
_2181_,13.63µm
RF.registers\[1\]\[14\],13.62µm
net995,13.6µm
DMEM.memory\[31\]\[13\],13.56µm
_1612_,13.54µm
_1692_,13.54µm
_2014_,13.54µm
_2315_,13.5µm
instruction_out[5],13.48µm
_2173_,13.465µm
DMEM.memory\[0\]\[28\],13.46µm
DMEM.memory\[5\]\[23\],13.46µm
DMEM.memory\[14\]\[12\],13.42µm
DMEM.memory\[9\]\[12\],13.42µm
_2298_,13.42µm
DMEM.memory\[26\]\[17\],13.36µm
RF.registers\[1\]\[31\],13.36µm
RF.registers\[9\]\[18\],13.36µm
_1343_,13.34µm
_2518_,13.34µm
DMEM.memory\[5\]\[16\],13.325µm
net1099,13.3µm
RF.registers\[11\]\[28\],13.28µm
_2494_,13.28µm
RF.registers\[15\]\[14\],13.24µm
_1741_,13.24µm
RF.registers\[1\]\[6\],13.16µm
net1219,13.16µm
net843,13.14µm
net589,13.125µm
RF.registers\[5\]\[29\],13.085µm
RF.registers\[2\]\[16\],13.08µm
RF.registers\[5\]\[2\],13.08µm
_1921_,13.08µm
_2175_,13.08µm
_2666_,13.08µm
RF.registers\[1\]\[25\],13.06µm
_1837_,13.06µm
DMEM.memory\[21\]\[12\],13.055µm
_2714_,13.055µm
RF.registers\[11\]\[1\],13.035µm
_1992_,13.03µm
_2808_,13µm
RF.registers\[16\]\[15\],12.985µm
DMEM.memory\[13\]\[7\],12.98µm
DMEM.memory\[31\]\[29\],12.96µm
DMEM.memory\[19\]\[23\],12.94µm
DMEM.memory\[23\]\[7\],12.9µm
net827,12.895µm
DMEM.memory\[14\]\[13\],12.885µm
RF.registers\[11\]\[9\],12.88µm
_2493_,12.86µm
net927,12.86µm
DMEM.memory\[4\]\[17\],12.84µm
DMEM.memory\[23\]\[16\],12.8µm
DMEM.memory\[29\]\[13\],12.8µm
DMEM.memory\[3\]\[14\],12.8µm
_2599_,12.8µm
net596,12.785µm
DMEM.memory\[27\]\[17\],12.76µm
DMEM.memory\[30\]\[13\],12.76µm
RF.registers\[13\]\[2\],12.74µm
RF.registers\[15\]\[24\],12.74µm
RF.registers\[9\]\[24\],12.72µm
DMEM.memory\[13\]\[17\],12.68µm
DMEM.memory\[15\]\[7\],12.68µm
_1280_,12.66µm
net687,12.655µm
DMEM.memory\[13\]\[13\],12.64µm
net832,12.635µm
DMEM.memory\[0\]\[9\],12.62µm
_1907_,12.62µm
_2649_,12.62µm
net1127,12.6µm
RF.registers\[3\]\[17\],12.58µm
_1517_,12.58µm
instruction_out[2],12.56µm
_1799_,12.54µm
_1553_,12.52µm
DMEM.memory\[3\]\[11\],12.5µm
RF.registers\[9\]\[30\],12.5µm
net1165,12.5µm
DMEM.memory\[17\]\[12\],12.48µm
RF.registers\[3\]\[19\],12.48µm
net1112,12.48µm
_1754_,12.48µm
net1118,12.46µm
net1117,12.46µm
DMEM.memory\[24\]\[16\],12.445µm
DMEM.memory\[10\]\[17\],12.42µm
DMEM.memory\[1\]\[23\],12.42µm
DMEM.memory\[2\]\[23\],12.4µm
DMEM.memory\[2\]\[1\],12.38µm
net703,12.365µm
net688,12.365µm
_1302_,12.36µm
net1059,12.34µm
net,12.32µm
_2869_,12.32µm
_2447_,12.3µm
DMEM.memory\[2\]\[6\],12.28µm
net1211,12.28µm
DMEM.memory\[16\]\[12\],12.26µm
net1052,12.24µm
_1387_,12.24µm
_1956_,12.24µm
_2000_,12.24µm
_2541_,12.24µm
DMEM.memory\[5\]\[7\],12.22µm
net866,12.22µm
_1448_,12.2µm
DMEM.memory\[0\]\[0\],12.18µm
net1207,12.16µm
_2913_,12.16µm
DMEM.memory\[28\]\[7\],12.14µm
_2495_,12.14µm
_2664_,12.14µm
DMEM.memory\[12\]\[7\],12.12µm
DMEM.memory\[14\]\[23\],12.12µm
DMEM.memory\[3\]\[27\],12.12µm
_0279_,12.12µm
net1094,12.12µm
net977,12.12µm
_1711_,12.1µm
RF.registers\[4\]\[27\],12.045µm
DMEM.memory\[2\]\[7\],12.02µm
DMEM.memory\[29\]\[23\],12µm
net1129,12µm
_1644_,12µm
_2300_,12µm
net683,11.985µm
_1720_,11.985µm
net608,11.985µm
_2716_,11.96µm
RF.registers\[2\]\[11\],11.92µm
_2626_,11.92µm
net965,11.92µm
DMEM.memory\[15\]\[12\],11.9µm
DMEM.memory\[8\]\[12\],11.88µm
DMEM.memory\[16\]\[7\],11.875µm
net704,11.865µm
_2182_,11.86µm
net846,11.84µm
net892,11.84µm
net1103,11.84µm
DMEM.memory\[18\]\[12\],11.78µm
net887,11.78µm
net1130,11.78µm
_1703_,11.78µm
_1980_,11.78µm
DMEM.memory\[27\]\[23\],11.76µm
_0347_,11.74µm
net824,11.725µm
_1910_,11.72µm
RF.registers\[1\]\[10\],11.7µm
_1652_,11.7µm
_1916_,11.7µm
_1760_,11.68µm
RF.registers\[1\]\[4\],11.66µm
net1034,11.66µm
_1779_,11.64µm
instruction_out[27],11.64µm
net578,11.64µm
DMEM.memory\[14\]\[17\],11.635µm
_1798_,11.605µm
_1319_,11.6µm
net610,11.585µm
DMEM.memory\[29\]\[29\],11.58µm
net1086,11.58µm
DMEM.memory\[15\]\[16\],11.56µm
_1393_,11.56µm
_2040_,11.56µm
_2303_,11.56µm
_2741_,11.56µm
net606,11.525µm
DMEM.memory\[1\]\[0\],11.505µm
DMEM.memory\[22\]\[12\],11.5µm
DMEM.memory\[2\]\[8\],11.5µm
RF.registers\[9\]\[22\],11.5µm
net1209,11.48µm
net1170,11.48µm
net1065,11.48µm
net963,11.48µm
RF.registers\[1\]\[9\],11.46µm
DMEM.memory\[2\]\[31\],11.44µm
DMEM.memory\[3\]\[3\],11.42µm
_2336_,11.4µm
net901,11.36µm
net1222,11.36µm
_1761_,11.36µm
RF.registers\[16\]\[16\],11.345µm
_1395_,11.34µm
DMEM.memory\[1\]\[20\],11.32µm
DMEM.memory\[2\]\[26\],11.32µm
DMEM.memory\[25\]\[17\],11.3µm
RF.registers\[9\]\[7\],11.3µm
_1309_,11.3µm
net670,11.295µm
DMEM.memory\[1\]\[28\],11.28µm
DMEM.memory\[1\]\[17\],11.24µm
DMEM.memory\[3\]\[2\],11.24µm
net1067,11.24µm
DMEM.memory\[28\]\[17\],11.2µm
RF.registers\[16\]\[0\],11.2µm
net1197,11.2µm
_1361_,11.2µm
_1566_,11.2µm
_2273_,11.18µm
DMEM.memory\[13\]\[23\],11.16µm
RF.registers\[13\]\[0\],11.16µm
_1488_,11.14µm
_2559_,11.12µm
_3132_,11.12µm
DMEM.memory\[24\]\[17\],11.1µm
DMEM.memory\[22\]\[23\],11.08µm
net1057,11.08µm
DMEM.memory\[19\]\[17\],11.06µm
RF.registers\[1\]\[22\],11.06µm
net915,11.04µm
_2637_,11.04µm
_2662_,11µm
DMEM.memory\[11\]\[16\],10.96µm
DMEM.memory\[27\]\[16\],10.96µm
net1174,10.96µm
_1307_,10.96µm
_1416_,10.94µm
DMEM.memory\[1\]\[7\],10.92µm
RF.registers\[1\]\[0\],10.9µm
net1074,10.9µm
DMEM.memory\[29\]\[3\],10.86µm
net1107,10.86µm
net880,10.86µm
_2758_,10.855µm
RF.registers\[9\]\[11\],10.82µm
DMEM.memory\[0\]\[2\],10.8µm
_1826_,10.8µm
_1987_,10.8µm
DMEM.memory\[1\]\[26\],10.795µm
net734,10.785µm
net810,10.785µm
net626,10.785µm
net642,10.785µm
net1161,10.78µm
DMEM.memory\[1\]\[14\],10.74µm
RF.registers\[9\]\[2\],10.74µm
net593,10.705µm
RF.registers\[16\]\[30\],10.7µm
_1962_,10.68µm
net659,10.665µm
DMEM.memory\[2\]\[0\],10.66µm
RF.registers\[16\]\[18\],10.66µm
net978,10.66µm
_2417_,10.66µm
DMEM.memory\[1\]\[10\],10.64µm
DMEM.memory\[1\]\[12\],10.62µm
DMEM.memory\[3\]\[10\],10.62µm
RF.registers\[1\]\[13\],10.62µm
RF.registers\[2\]\[15\],10.62µm
net932,10.62µm
net592,10.615µm
net675,10.605µm
net590,10.605µm
DMEM.memory\[1\]\[25\],10.58µm
net1088,10.56µm
DMEM.memory\[0\]\[31\],10.54µm
_1689_,10.535µm
DMEM.memory\[0\]\[25\],10.52µm
net895,10.52µm
DMEM.memory\[5\]\[17\],10.5µm
DMEM.memory\[8\]\[23\],10.5µm
RF.registers\[5\]\[3\],10.5µm
_2422_,10.5µm
DMEM.memory\[31\]\[17\],10.48µm
DMEM.memory\[3\]\[22\],10.48µm
_2619_,10.48µm
DMEM.memory\[10\]\[16\],10.46µm
DMEM.memory\[27\]\[7\],10.46µm
net1200,10.46µm
_2598_,10.46µm
_2801_,10.46µm
net797,10.445µm
net684,10.445µm
net742,10.445µm
RF.registers\[1\]\[19\],10.44µm
net1048,10.44µm
net1085,10.44µm
net844,10.44µm
net886,10.44µm
DMEM.memory\[28\]\[29\],10.4µm
net870,10.4µm
net957,10.38µm
DMEM.memory\[28\]\[3\],10.375µm
net1146,10.36µm
_2168_,10.36µm
_1327_,10.34µm
_2020_,10.34µm
DMEM.memory\[3\]\[18\],10.32µm
DMEM.memory\[7\]\[12\],10.32µm
RF.registers\[9\]\[19\],10.32µm
net976,10.32µm
net1084,10.32µm
DMEM.memory\[0\]\[3\],10.28µm
DMEM.memory\[0\]\[6\],10.28µm
net1106,10.28µm
_2689_,10.28µm
net969,10.28µm
net580,10.275µm
DMEM.memory\[30\]\[12\],10.265µm
DMEM.memory\[2\]\[14\],10.26µm
_2374_,10.26µm
DMEM.memory\[2\]\[9\],10.24µm
_1419_,10.24µm
_2111_,10.24µm
_1752_,10.22µm
_2210_,10.215µm
_2016_,10.18µm
DMEM.memory\[21\]\[17\],10.16µm
DMEM.memory\[2\]\[20\],10.16µm
DMEM.memory\[3\]\[30\],10.16µm
_2133_,10.16µm
net748,10.145µm
DMEM.memory\[30\]\[7\],10.12µm
_0080_,10.12µm
net607,10.105µm
net639,10.105µm
net663,10.105µm
net707,10.105µm
net729,10.105µm
net779,10.105µm
net789,10.105µm
net805,10.105µm
net819,10.105µm
net823,10.105µm
net682,10.105µm
net690,10.105µm
net720,10.105µm
net736,10.105µm
net758,10.105µm
net616,10.105µm
net934,10.1µm
RF.registers\[1\]\[16\],10.08µm
_1955_,10.08µm
_2177_,10.08µm
DMEM.memory\[30\]\[17\],10.07µm
net1042,10.06µm
_2889_,10.06µm
_2966_,10.06µm
net710,10.045µm
net796,10.045µm
DMEM.memory\[2\]\[27\],10.04µm
net369,10.04µm
RF.registers\[5\]\[1\],10.02µm
DMEM.memory\[0\]\[1\],10µm
net1028,10µm
_1573_,10µm
_2279_,10µm
net1167,10µm
net829,9.985µm
DMEM.memory\[16\]\[23\],9.98µm
DMEM.memory\[3\]\[23\],9.98µm
net1123,9.98µm
net1172,9.98µm
net860,9.98µm
_2131_,9.98µm
net1140,9.98µm
RF.registers\[4\]\[25\],9.97µm
_1092_,9.965µm
net862,9.96µm
net884,9.96µm
RF.registers\[1\]\[7\],9.94µm
_1401_,9.94µm
_1699_,9.94µm
DMEM.memory\[17\]\[8\],9.92µm
DMEM.memory\[2\]\[17\],9.92µm
RF.registers\[5\]\[24\],9.92µm
net625,9.905µm
net778,9.905µm
net830,9.905µm
DMEM.memory\[2\]\[21\],9.9µm
_2229_,9.9µm
