net,length_um
RF.registers\[4\]\[12\],42.44µm
DMEM.memory\[7\]\[17\],42.24µm
RF.registers\[15\]\[19\],42.2µm
pc_out[29],42.09µm
RF.registers\[4\]\[2\],42.08µm
_2211_,42.07µm
_2029_,42.06µm
RF.registers\[3\]\[18\],42.045µm
net726,41.945µm
_2136_,41.855µm
RF.registers\[10\]\[9\],41.79µm
RF.registers\[16\]\[15\],41.7µm
RF.registers\[16\]\[1\],41.68µm
_2094_,41.64µm
_2087_,41.62µm
_2877_,41.56µm
RF.registers\[10\]\[14\],41.5µm
_1521_,41.46µm
_2122_,41.36µm
RF.registers\[8\]\[21\],41.3µm
_1901_,41.28µm
_2152_,41.26µm
_1908_,41.255µm
next_pc\[27\],41.12µm
_2491_,41.06µm
_1261_,40.98µm
RF.registers\[2\]\[30\],40.7µm
RF.registers\[3\]\[3\],40.7µm
_2579_,40.5µm
_2039_,40.4µm
RF.registers\[4\]\[11\],40.365µm
net651,40.365µm
_2038_,40.34µm
alu_result_out[2],40.3µm
RF.registers\[10\]\[16\],40.24µm
_1316_,40.22µm
_2282_,40.2µm
_2004_,40.16µm
RF.registers\[16\]\[3\],40.08µm
_1527_,40.02µm
_2215_,39.86µm
_2007_,39.8µm
RF.registers\[8\]\[27\],39.64µm
_0035_,39.61µm
_2143_,39.58µm
_2288_,39.52µm
pc_out[0],39.42µm
RF.registers\[3\]\[29\],39.36µm
RF.registers\[3\]\[10\],39.145µm
RF.registers\[15\]\[18\],38.98µm
RF.registers\[9\]\[31\],38.94µm
_2088_,38.94µm
RF.registers\[4\]\[16\],38.895µm
_2506_,38.79µm
_1955_,38.76µm
_2510_,38.75µm
_1998_,38.7µm
RF.registers\[9\]\[28\],38.66µm
RF.registers\[16\]\[16\],38.625µm
_1432_,38.555µm
_1916_,38.46µm
DMEM.memory\[28\]\[16\],38.32µm
_1602_,38.32µm
RF.registers\[2\]\[21\],38.24µm
net763,38.105µm
_0759_,38.1µm
RF.registers\[4\]\[13\],38.065µm
_2478_,37.94µm
_2839_,37.92µm
_1423_,37.87µm
_1445_,37.64µm
_2000_,37.32µm
_2281_,37.1µm
_2268_,37.08µm
RF.registers\[3\]\[30\],36.92µm
net560,36.865µm
net841,36.805µm
_2557_,36.8µm
RF.registers\[3\]\[21\],36.745µm
RF.registers\[3\]\[22\],36.7µm
_1437_,36.56µm
_2311_,36.56µm
_2620_,36.52µm
RF.registers\[13\]\[4\],36.38µm
_1315_,36.38µm
_1699_,36.36µm
_1534_,36.3µm
net689,36.265µm
RF.registers\[3\]\[14\],36.2µm
_1958_,36.2µm
_3122_,36.2µm
net1147,36.18µm
_1344_,36.08µm
_3123_,36.02µm
_2689_,36µm
instruction_out[11],35.97µm
_2293_,35.96µm
net1134,35.88µm
pc_out[19],35.86µm
_2495_,35.86µm
RF.registers\[3\]\[13\],35.76µm
RF.registers\[2\]\[18\],35.68µm
_1509_,35.62µm
_1461_,35.52µm
_2829_,35.48µm
RF.registers\[11\]\[20\],35.38µm
DMEM.memory\[10\]\[16\],35.33µm
net1045,35.18µm
_2078_,35.12µm
_1430_,35.06µm
DMEM.memory\[0\]\[23\],35.02µm
_1537_,35µm
_2015_,35µm
_1262_,34.96µm
_1279_,34.93µm
alu_result_out[0],34.9µm
_1405_,34.88µm
_1251_,34.79µm
net744,34.775µm
RF.registers\[3\]\[6\],34.72µm
DMEM.memory\[8\]\[16\],34.68µm
instruction_out[12],34.55µm
_2119_,34.54µm
net683,34.425µm
RF.registers\[13\]\[11\],34.42µm
RF.registers\[8\]\[26\],34.4µm
_2172_,34.38µm
_1422_,34.36µm
_2508_,34.34µm
_2772_,34.26µm
RF.registers\[8\]\[12\],34.24µm
_1781_,34.24µm
net457,34.14µm
_2828_,34.04µm
_2312_,34.02µm
_2718_,34µm
net761,33.9µm
DMEM.memory\[23\]\[16\],33.88µm
DMEM.memory\[29\]\[16\],33.88µm
_1526_,33.72µm
_1975_,33.72µm
_2112_,33.64µm
RF.registers\[4\]\[30\],33.61µm
RF.registers\[4\]\[1\],33.605µm
net733,33.545µm
RF.registers\[9\]\[1\],33.47µm
_2195_,33.36µm
RF.registers\[13\]\[2\],33.3µm
next_pc\[25\],33.295µm
alu_result_out[8],33.27µm
pc_out[15],33.14µm
pc_out[17],33.14µm
net64,33.02µm
_1999_,33µm
_2121_,33µm
_2148_,32.96µm
_2224_,32.88µm
_2634_,32.88µm
net740,32.765µm
net585,32.75µm
_2739_,32.74µm
pc_out[5],32.64µm
net836,32.625µm
DMEM.memory\[0\]\[13\],32.58µm
_1366_,32.54µm
_1504_,32.54µm
_2056_,32.52µm
DMEM.memory\[0\]\[2\],32.44µm
DMEM.memory\[31\]\[29\],32.44µm
net824,32.425µm
_2192_,32.4µm
RF.registers\[16\]\[30\],32.32µm
RF.registers\[8\]\[16\],32.28µm
net833,32.205µm
pc_out[13],32.18µm
pc_out[7],32.18µm
RF.registers\[4\]\[25\],32.145µm
_1968_,32.12µm
_1932_,32.08µm
DMEM.memory\[8\]\[7\],32.06µm
next_pc\[4\],32.045µm
RF.registers\[9\]\[15\],32.02µm
_1479_,31.98µm
_2074_,31.96µm
net695,31.945µm
_2562_,31.94µm
_2057_,31.92µm
_2441_,31.92µm
_2793_,31.92µm
_2286_,31.88µm
_1481_,31.84µm
RF.registers\[2\]\[29\],31.76µm
net490,31.76µm
_1663_,31.76µm
RF.registers\[5\]\[14\],31.72µm
_2405_,31.7µm
RF.registers\[10\]\[31\],31.68µm
_1296_,31.64µm
_2448_,31.64µm
_1702_,31.625µm
RF.registers\[8\]\[23\],31.5µm
_1576_,31.46µm
net586,31.45µm
_2622_,31.42µm
_1365_,31.4µm
RF.registers\[2\]\[5\],31.38µm
_1278_,31.38µm
DMEM.memory\[12\]\[13\],31.28µm
DMEM.memory\[15\]\[7\],31.28µm
pc_out[11],31.26µm
_2207_,31.24µm
_2454_,31.24µm
_2498_,31.24µm
RF.registers\[4\]\[19\],31.225µm
_2423_,31.16µm
_1949_,31.14µm
net1138,31.1µm
_1847_,31.08µm
net691,31.025µm
_2722_,31.02µm
RF.registers\[3\]\[16\],30.995µm
_1276_,30.965µm
RF.registers\[8\]\[5\],30.86µm
net839,30.825µm
pc_out[2],30.8µm
pc_out[16],30.8µm
pc_out[9],30.8µm
_2045_,30.62µm
_2134_,30.6µm
_1518_,30.58µm
_1495_,30.56µm
instruction_out[8],30.53µm
RF.registers\[3\]\[19\],30.48µm
_1865_,30.38µm
_2187_,30.38µm
RF.registers\[11\]\[26\],30.3µm
net558,30.28µm
_2291_,30.26µm
next_pc\[26\],30.19µm
_2487_,30.18µm
net707,30.145µm
DMEM.memory\[3\]\[25\],30.06µm
DMEM.memory\[17\]\[8\],29.98µm
_1508_,29.92µm
net741,29.905µm
RF.registers\[11\]\[1\],29.86µm
_1907_,29.82µm
next_pc\[20\],29.76µm
net684,29.725µm
net584,29.58µm
_2024_,29.48µm
pc_out[1],29.46µm
DMEM.memory\[17\]\[23\],29.455µm
_1381_,29.44µm
pc_out[20],29.42µm
pc_out[6],29.42µm
pc_out[10],29.42µm
pc_out[12],29.42µm
pc_out[14],29.42µm
pc_out[18],29.42µm
pc_out[21],29.42µm
pc_out[3],29.42µm
RF.registers\[5\]\[31\],29.36µm
_2615_,29.18µm
_2679_,29.09µm
_2685_,29.06µm
_1727_,29.04µm
DMEM.memory\[23\]\[17\],29µm
_2760_,29µm
_1496_,28.92µm
DMEM.memory\[1\]\[0\],28.905µm
_1529_,28.85µm
RF.registers\[3\]\[11\],28.8µm
_2507_,28.78µm
DMEM.memory\[21\]\[17\],28.74µm
_1434_,28.72µm
_1826_,28.72µm
net784,28.685µm
DMEM.memory\[31\]\[17\],28.63µm
_2468_,28.62µm
RF.registers\[15\]\[13\],28.6µm
RF.registers\[11\]\[8\],28.52µm
pc_out[4],28.5µm
pc_out[8],28.5µm
RF.registers\[16\]\[8\],28.44µm
_1668_,28.44µm
_2106_,28.42µm
_2413_,28.42µm
net43,28.42µm
_1399_,28.38µm
_1953_,28.34µm
_1598_,28.26µm
_2869_,28.22µm
instruction_out[15],28.15µm
_1415_,28.14µm
_2089_,28.12µm
_2570_,28.08µm
_1458_,28.04µm
_1450_,28.035µm
RF.registers\[13\]\[5\],28.02µm
DMEM.memory\[9\]\[16\],27.985µm
DMEM.memory\[0\]\[6\],27.94µm
RF.registers\[16\]\[7\],27.82µm
instruction_out[13],27.81µm
net520,27.81µm
instruction_out[10],27.81µm
instruction_out[5],27.81µm
instruction_out[7],27.81µm
instruction_out[9],27.81µm
net718,27.805µm
DMEM.memory\[30\]\[16\],27.8µm
RF.registers\[13\]\[15\],27.68µm
_1255_,27.64µm
_1364_,27.64µm
_1411_,27.56µm
_2438_,27.56µm
RF.registers\[5\]\[30\],27.54µm
DMEM.memory\[16\]\[8\],27.515µm
RF.registers\[5\]\[21\],27.44µm
net1144,27.36µm
RF.registers\[9\]\[27\],27.34µm
net1114,27.3µm
_2569_,27.3µm
_2323_,27.23µm
DMEM.memory\[15\]\[12\],27.22µm
_1523_,27.22µm
_1723_,27.14µm
_2437_,27.14µm
DMEM.memory\[20\]\[16\],27.125µm
_2044_,27.12µm
_2802_,27.1µm
_1766_,27.04µm
RF.registers\[3\]\[24\],27µm
_1911_,26.98µm
_2071_,26.98µm
net754,26.945µm
_2267_,26.9µm
_2314_,26.9µm
_1706_,26.88µm
_1629_,26.82µm
DMEM.memory\[0\]\[18\],26.76µm
_1441_,26.76µm
DMEM.memory\[15\]\[17\],26.74µm
net1118,26.74µm
net727,26.685µm
_1440_,26.68µm
_2845_,26.68µm
pc_out[22],26.66µm
_2082_,26.66µm
RF.registers\[15\]\[21\],26.48µm
instruction_out[4],26.45µm
instruction_out[14],26.45µm
_1327_,26.44µm
_2008_,26.44µm
RF.registers\[4\]\[4\],26.38µm
RF.registers\[3\]\[27\],26.345µm
net808,26.305µm
net503,26.28µm
net1101,26.2µm
_1465_,26.2µm
_1942_,26.1µm
_1767_,26.08µm
_1410_,26.06µm
net675,26.005µm
net22,25.98µm
net572,25.96µm
_2543_,25.96µm
_1977_,25.84µm
DMEM.memory\[7\]\[23\],25.74µm
_1396_,25.74µm
_2744_,25.74µm
_2069_,25.65µm
_1925_,25.64µm
DMEM.memory\[0\]\[11\],25.6µm
net1128,25.6µm
_2453_,25.58µm
_2684_,25.58µm
RF.registers\[4\]\[27\],25.535µm
_1358_,25.46µm
RF.registers\[1\]\[29\],25.43µm
net562,25.36µm
_1789_,25.355µm
RF.registers\[11\]\[6\],25.34µm
_2047_,25.34µm
_2230_,25.2µm
DMEM.memory\[20\]\[12\],25.18µm
RF.registers\[13\]\[0\],25.12µm
RF.registers\[8\]\[4\],25.08µm
_2227_,25.045µm
DMEM.memory\[0\]\[19\],25µm
net1093,24.94µm
_1697_,24.94µm
_1813_,24.935µm
_1922_,24.93µm
DMEM.memory\[3\]\[2\],24.88µm
_2425_,24.88µm
net1108,24.86µm
_1513_,24.78µm
_2150_,24.66µm
_1322_,24.6µm
_2628_,24.6µm
_1689_,24.485µm
_2175_,24.48µm
_2686_,24.46µm
_1673_,24.44µm
_1631_,24.42µm
_1914_,24.42µm
_1571_,24.38µm
_2649_,24.38µm
_1514_,24.22µm
_2103_,24.22µm
net768,24.125µm
_2868_,24.12µm
RF.registers\[5\]\[23\],24.1µm
_2040_,24.04µm
_2111_,23.98µm
_2665_,23.94µm
_2048_,23.88µm
net676,23.875µm
DMEM.memory\[16\]\[16\],23.82µm
RF.registers\[11\]\[19\],23.725µm
_1784_,23.7µm
_1971_,23.66µm
_1482_,23.52µm
_1819_,23.44µm
_1280_,23.42µm
DMEM.memory\[31\]\[13\],23.4µm
_2105_,23.34µm
_1494_,23.32µm
_2664_,23.32µm
_2799_,23.3µm
_1928_,23.26µm
RF.registers\[2\]\[27\],23.2µm
_2117_,23.085µm
_2303_,23.06µm
_2503_,23.06µm
RF.registers\[13\]\[10\],23.04µm
net1202,23.02µm
_2147_,22.995µm
_2079_,22.92µm
RF.registers\[11\]\[23\],22.9µm
DMEM.memory\[1\]\[15\],22.88µm
DMEM.memory\[25\]\[16\],22.88µm
_1962_,22.84µm
_2573_,22.76µm
_1823_,22.74µm
_2063_,22.74µm
DMEM.memory\[1\]\[9\],22.72µm
net1110,22.72µm
_1807_,22.72µm
RF.registers\[5\]\[15\],22.7µm
_2114_,22.68µm
_1985_,22.65µm
RF.registers\[2\]\[19\],22.62µm
_1301_,22.615µm
_2018_,22.6µm
RF.registers\[4\]\[21\],22.52µm
_1991_,22.48µm
_2196_,22.46µm
_1275_,22.44µm
_1425_,22.44µm
RF.registers\[9\]\[8\],22.38µm
net835,22.365µm
_2092_,22.28µm
DMEM.memory\[1\]\[24\],22.26µm
DMEM.memory\[1\]\[19\],22.24µm
net1113,22.2µm
_1701_,22.2µm
RF.registers\[11\]\[22\],22.16µm
_1688_,22.16µm
_1442_,22.14µm
_1566_,22.12µm
alu_result_out[18],22.11µm
RF.registers\[4\]\[24\],22.1µm
_1634_,22.04µm
DMEM.memory\[13\]\[12\],22µm
DMEM.memory\[27\]\[12\],22µm
_2283_,21.94µm
DMEM.memory\[3\]\[19\],21.84µm
RF.registers\[5\]\[5\],21.8µm
alu_result_out[30],21.77µm
alu_result_out[12],21.77µm
alu_result_out[24],21.77µm
DMEM.memory\[19\]\[8\],21.75µm
DMEM.memory\[30\]\[29\],21.72µm
net505,21.68µm
net511,21.68µm
_2435_,21.675µm
DMEM.memory\[13\]\[17\],21.66µm
_2222_,21.64µm
net624,21.625µm
_1736_,21.6µm
_1888_,21.56µm
_2124_,21.56µm
RF.registers\[16\]\[13\],21.52µm
_2745_,21.46µm
RF.registers\[10\]\[29\],21.395µm
RF.registers\[11\]\[29\],21.38µm
_2067_,21.34µm
_1388_,21.28µm
_2240_,21.26µm
DMEM.memory\[27\]\[23\],21.24µm
_2513_,21.24µm
next_pc\[31\],21.24µm
_2457_,21.2µm
_2560_,21.1µm
alu_result_out[16],21.09µm
alu_result_out[26],21.09µm
alu_result_out[28],21.09µm
alu_result_out[10],21.09µm
_1672_,21µm
_1511_,20.98µm
net647,20.925µm
_1716_,20.92µm
_1950_,20.9µm
_2600_,20.9µm
_1444_,20.88µm
_1824_,20.86µm
_1652_,20.82µm
_2953_,20.82µm
RF.registers\[15\]\[12\],20.8µm
alu_result_out[25],20.75µm
alu_result_out[20],20.75µm
RF.registers\[15\]\[20\],20.74µm
net1111,20.72µm
_1613_,20.72µm
RF.registers\[15\]\[28\],20.7µm
net1127,20.66µm
_1568_,20.56µm
_1413_,20.54µm
_2174_,20.54µm
_2252_,20.54µm
_2452_,20.475µm
DMEM.memory\[7\]\[12\],20.46µm
_2316_,20.46µm
_2097_,20.455µm
_2125_,20.42µm
alu_result_out[17],20.41µm
alu_result_out[19],20.41µm
DMEM.memory\[23\]\[12\],20.4µm
_2740_,20.32µm
net674,20.315µm
instruction_out[20],20.3µm
instruction_out[22],20.3µm
instruction_out[26],20.3µm
instruction_out[30],20.3µm
instruction_out[21],20.3µm
instruction_out[23],20.3µm
instruction_out[27],20.3µm
DMEM.memory\[11\]\[17\],20.28µm
DMEM.memory\[2\]\[28\],20.265µm
_2629_,20.22µm
DMEM.memory\[0\]\[16\],20.2µm
DMEM.memory\[5\]\[12\],20.2µm
net654,20.165µm
DMEM.memory\[0\]\[1\],20.16µm
net746,20.145µm
_1720_,20.11µm
_2511_,20.08µm
DMEM.memory\[28\]\[29\],20.06µm
net1081,20.06µm
_1731_,20.02µm
net38,20µm
net1061,19.98µm
RF.registers\[5\]\[2\],19.96µm
DMEM.memory\[3\]\[31\],19.94µm
RF.registers\[13\]\[13\],19.94µm
DMEM.memory\[2\]\[31\],19.9µm
RF.registers\[2\]\[26\],19.9µm
RF.registers\[10\]\[30\],19.88µm
_1924_,19.84µm
_2128_,19.84µm
_1561_,19.82µm
_1992_,19.81µm
net737,19.805µm
RF.registers\[11\]\[4\],19.79µm
RF.registers\[11\]\[27\],19.74µm
_1798_,19.74µm
alu_result_out[21],19.73µm
alu_result_out[23],19.73µm
alu_result_out[27],19.73µm
alu_result_out[29],19.73µm
alu_result_out[9],19.73µm
alu_result_out[15],19.73µm
alu_result_out[14],19.73µm
alu_result_out[13],19.73µm
alu_result_out[11],19.73µm
alu_result_out[22],19.73µm
RF.registers\[9\]\[16\],19.72µm
_0077_,19.69µm
_2324_,19.66µm
_2878_,19.64µm
_2898_,19.64µm
_2012_,19.62µm
net687,19.615µm
RF.registers\[11\]\[24\],19.56µm
_2683_,19.54µm
RF.registers\[16\]\[11\],19.5µm
_1860_,19.46µm
_2020_,19.46µm
DMEM.memory\[2\]\[21\],19.44µm
_1783_,19.42µm
instruction_out[17],19.38µm
net510,19.38µm
DMEM.memory\[14\]\[13\],19.325µm
_1753_,19.305µm
_2536_,19.28µm
DMEM.memory\[18\]\[17\],19.245µm
DMEM.memory\[26\]\[17\],19.24µm
RF.registers\[9\]\[6\],19.22µm
_2233_,19.2µm
_1750_,19.14µm
_1862_,19.14µm
net583,19.14µm
_1913_,19.12µm
_2505_,19.12µm
net1123,19.1µm
_2274_,19.06µm
net798,18.985µm
DMEM.memory\[0\]\[0\],18.98µm
_2711_,18.98µm
net188,18.98µm
net706,18.945µm
_1802_,18.94µm
instruction_out[28],18.92µm
_2627_,18.88µm
net837,18.845µm
_3120_,18.82µm
net587,18.775µm
RF.registers\[9\]\[10\],18.74µm
_2415_,18.74µm
RF.registers\[11\]\[28\],18.72µm
RF.registers\[4\]\[26\],18.715µm
net,18.68µm
RF.registers\[5\]\[29\],18.66µm
_2470_,18.64µm
_1769_,18.62µm
DMEM.memory\[3\]\[16\],18.6µm
_2475_,18.6µm
_1849_,18.5µm
_1563_,18.48µm
_2455_,18.48µm
RF.registers\[1\]\[4\],18.44µm
net566,18.44µm
DMEM.memory\[18\]\[8\],18.4µm
DMEM.memory\[2\]\[22\],18.4µm
DMEM.memory\[8\]\[17\],18.4µm
_1505_,18.4µm
_2073_,18.38µm
DMEM.memory\[3\]\[4\],18.36µm
DMEM.memory\[0\]\[17\],18.325µm
DMEM.memory\[2\]\[30\],18.32µm
DMEM.memory\[5\]\[7\],18.32µm
RF.registers\[9\]\[13\],18.28µm
net693,18.265µm
DMEM.memory\[0\]\[22\],18.205µm
_1834_,18.2µm
_2807_,18.16µm
RF.registers\[11\]\[12\],18.14µm
net1151,18.14µm
_2462_,18.14µm
net678,18.105µm
RF.registers\[2\]\[7\],18.1µm
_2619_,18.1µm
net1132,18.08µm
DMEM.memory\[16\]\[12\],18.06µm
_1538_,18.06µm
_1649_,18.06µm
_2101_,18.06µm
_2065_,18.02µm
RF.registers\[11\]\[10\],18µm
_1515_,18µm
_2746_,18µm
RF.registers\[9\]\[30\],17.98µm
_2791_,17.94µm
_1741_,17.915µm
_2480_,17.86µm
RF.registers\[1\]\[17\],17.82µm
_2051_,17.8µm
_2864_,17.78µm
DMEM.memory\[2\]\[1\],17.76µm
_2317_,17.76µm
net565,17.76µm
DMEM.memory\[24\]\[12\],17.74µm
DMEM.memory\[0\]\[14\],17.7µm
net1096,17.7µm
net1091,17.68µm
_0762_,17.66µm
net1169,17.62µm
_1551_,17.62µm
_1794_,17.61µm
RF.registers\[5\]\[19\],17.58µm
_1676_,17.58µm
DMEM.memory\[0\]\[15\],17.56µm
_1394_,17.56µm
_2061_,17.52µm
DMEM.memory\[5\]\[17\],17.5µm
_2461_,17.5µm
RF.registers\[15\]\[16\],17.405µm
DMEM.memory\[3\]\[21\],17.4µm
DMEM.memory\[1\]\[13\],17.38µm
DMEM.memory\[25\]\[17\],17.38µm
net1102,17.38µm
_1635_,17.36µm
_2284_,17.34µm
_2181_,17.32µm
_2761_,17.3µm
DMEM.memory\[24\]\[16\],17.285µm
DMEM.memory\[1\]\[10\],17.28µm
DMEM.memory\[22\]\[16\],17.28µm
_2504_,17.28µm
net590,17.245µm
net670,17.225µm
RF.registers\[2\]\[9\],17.22µm
_1721_,17.22µm
_1815_,17.22µm
_2129_,17.18µm
_2226_,17.18µm
DMEM.memory\[12\]\[12\],17.165µm
DMEM.memory\[4\]\[12\],17.08µm
net745,17.065µm
_1780_,17.02µm
_1917_,17.02µm
_2541_,17.02µm
_1996_,17µm
next_pc\[28\],16.985µm
_2160_,16.92µm
DMEM.memory\[28\]\[12\],16.88µm
_2231_,16.86µm
DMEM.memory\[3\]\[7\],16.78µm
_2728_,16.76µm
net799,16.745µm
_2197_,16.74µm
DMEM.memory\[6\]\[13\],16.72µm
_1433_,16.7µm
_1525_,16.7µm
_1945_,16.7µm
_1572_,16.68µm
RF.registers\[16\]\[2\],16.66µm
_2610_,16.64µm
_2469_,16.605µm
RF.registers\[1\]\[3\],16.53µm
_2118_,16.44µm
_2535_,16.42µm
_3115_,16.42µm
_2680_,16.4µm
net762,16.385µm
DMEM.memory\[2\]\[25\],16.38µm
DMEM.memory\[18\]\[16\],16.34µm
_2081_,16.32µm
_1782_,16.3µm
net975,16.3µm
DMEM.memory\[12\]\[17\],16.28µm
RF.registers\[11\]\[2\],16.28µm
_2113_,16.26µm
net1007,16.26µm
_2253_,16.24µm
_2875_,16.22µm
_1712_,16.18µm
_2241_,16.18µm
DMEM.memory\[0\]\[12\],16.16µm
DMEM.memory\[6\]\[23\],16.16µm
DMEM.memory\[0\]\[27\],16.14µm
net658,16.125µm
net657,16.125µm
DMEM.memory\[17\]\[17\],16.1µm
RF.registers\[3\]\[26\],16.085µm
RF.registers\[9\]\[29\],16.06µm
_2934_,16.04µm
DMEM.memory\[1\]\[30\],16.02µm
RF.registers\[5\]\[4\],16.02µm
RF.registers\[9\]\[3\],16.02µm
DMEM.memory\[1\]\[7\],15.98µm
_2107_,15.96µm
_2773_,15.96µm
RF.registers\[9\]\[25\],15.94µm
RF.registers\[9\]\[2\],15.88µm
RF.registers\[16\]\[10\],15.87µm
DMEM.memory\[3\]\[0\],15.86µm
DMEM.memory\[3\]\[28\],15.86µm
net736,15.845µm
net591,15.845µm
_2500_,15.8µm
_1956_,15.78µm
_1307_,15.77µm
RF.registers\[11\]\[5\],15.76µm
_1757_,15.76µm
_2494_,15.76µm
_1763_,15.745µm
DMEM.memory\[10\]\[7\],15.72µm
_1704_,15.7µm
_2410_,15.7µm
DMEM.memory\[3\]\[11\],15.68µm
RF.registers\[1\]\[20\],15.68µm
_1653_,15.68µm
RF.registers\[2\]\[31\],15.6µm
_2738_,15.6µm
net628,15.585µm
RF.registers\[1\]\[13\],15.56µm
net1088,15.56µm
DMEM.memory\[3\]\[5\],15.52µm
RF.registers\[9\]\[21\],15.52µm
RF.registers\[15\]\[27\],15.5µm
_2584_,15.5µm
_3135_,15.5µm
_1520_,15.48µm
_2054_,15.475µm
_1539_,15.46µm
net1090,15.44µm
_1772_,15.42µm
_2218_,15.38µm
DMEM.memory\[2\]\[15\],15.36µm
_2093_,15.36µm
_2460_,15.36µm
net1152,15.34µm
_1500_,15.34µm
_2449_,15.34µm
_2743_,15.32µm
DMEM.memory\[13\]\[23\],15.3µm
DMEM.memory\[1\]\[21\],15.3µm
_1966_,15.3µm
_2064_,15.3µm
net846,15.285µm
_2817_,15.28µm
DMEM.memory\[0\]\[9\],15.26µm
_2085_,15.26µm
DMEM.memory\[11\]\[7\],15.22µm
_1106_,15.22µm
net701,15.205µm
net643,15.205µm
_2707_,15.18µm
DMEM.memory\[22\]\[7\],15.16µm
net1044,15.16µm
_2834_,15.14µm
_2858_,15.14µm
net673,15.115µm
DMEM.memory\[3\]\[10\],15.1µm
_2202_,15.1µm
net809,15.085µm
_2141_,15.08µm
DMEM.memory\[9\]\[17\],15.06µm
RF.registers\[1\]\[28\],15.06µm
RF.registers\[5\]\[26\],15.02µm
_0168_,15.01µm
net772,15.005µm
_1690_,14.94µm
_1711_,14.94µm
net830,14.925µm
_3113_,14.92µm
RF.registers\[1\]\[15\],14.91µm
RF.registers\[15\]\[10\],14.9µm
RF.registers\[1\]\[24\],14.9µm
_1779_,14.9µm
RF.registers\[9\]\[7\],14.88µm
net793,14.865µm
_2032_,14.86µm
_1660_,14.855µm
_1517_,14.84µm
_2568_,14.84µm
_2714_,14.835µm
_1401_,14.82µm
_2130_,14.82µm
net646,14.805µm
RF.registers\[1\]\[7\],14.8µm
RF.registers\[5\]\[25\],14.8µm
_1967_,14.8µm
_2242_,14.8µm
_2244_,14.8µm
_1306_,14.77µm
_2003_,14.76µm
net477,14.76µm
_2690_,14.76µm
_2005_,14.72µm
_1693_,14.68µm
_1764_,14.68µm
_2992_,14.68µm
RF.registers\[9\]\[26\],14.64µm
_2681_,14.64µm
_2318_,14.6µm
_2344_,14.6µm
net821,14.585µm
_2667_,14.58µm
net652,14.565µm
RF.registers\[2\]\[28\],14.56µm
_2493_,14.56µm
_2166_,14.52µm
DMEM.memory\[16\]\[17\],14.48µm
DMEM.memory\[3\]\[3\],14.46µm
RF.registers\[5\]\[1\],14.46µm
_2514_,14.44µm
DMEM.memory\[19\]\[12\],14.42µm
_1936_,14.42µm
_2721_,14.42µm
_1762_,14.4µm
DMEM.memory\[2\]\[17\],14.38µm
_2961_,14.38µm
net928,14.36µm
_1836_,14.36µm
_2169_,14.36µm
net760,14.305µm
RF.registers\[1\]\[14\],14.3µm
_1777_,14.3µm
_1984_,14.3µm
_2133_,14.28µm
_2687_,14.28µm
net1097,14.16µm
net589,14.125µm
net1077,14.12µm
net1131,14.12µm
_2313_,14.1µm
_2512_,14.1µm
net1195,14.08µm
_1412_,14.06µm
DMEM.memory\[29\]\[17\],14.04µm
_1970_,14.04µm
_2792_,14.03µm
DMEM.memory\[31\]\[3\],14.02µm
_1903_,14.02µm
_2459_,14.02µm
_2501_,14.02µm
net832,14.005µm
DMEM.memory\[2\]\[11\],14µm
DMEM.memory\[3\]\[22\],14µm
net1079,14µm
DMEM.memory\[0\]\[26\],13.98µm
DMEM.memory\[30\]\[13\],13.98µm
_2778_,13.98µm
_2571_,13.96µm
_1519_,13.92µm
_1795_,13.92µm
net739,13.905µm
net860,13.88µm
RF.registers\[5\]\[3\],13.855µm
net800,13.845µm
net599,13.845µm
RF.registers\[5\]\[13\],13.84µm
net814,13.825µm
net847,13.8µm
RF.registers\[15\]\[11\],13.76µm
net1177,13.76µm
_1488_,13.76µm
DMEM.memory\[22\]\[17\],13.74µm
_2001_,13.74µm
_2188_,13.735µm
net817,13.725µm
_2647_,13.72µm
DMEM.memory\[3\]\[26\],13.7µm
DMEM.memory\[4\]\[17\],13.7µm
DMEM.memory\[20\]\[7\],13.685µm
net962,13.62µm
net970,13.62µm
net679,13.615µm
_2014_,13.6µm
_2526_,13.57µm
DMEM.memory\[1\]\[11\],13.56µm
RF.registers\[16\]\[5\],13.54µm
_1417_,13.54µm
_1485_,13.54µm
_1567_,13.54µm
_1886_,13.54µm
_2716_,13.54µm
net1095,13.52µm
_2545_,13.51µm
net753,13.505µm
DMEM.memory\[22\]\[12\],13.48µm
net686,13.465µm
net843,13.465µm
_0764_,13.46µm
_1705_,13.46µm
_1844_,13.44µm
_3021_,13.44µm
net732,13.425µm
_2234_,13.42µm
DMEM.memory\[23\]\[7\],13.4µm
net636,13.385µm
net692,13.385µm
RF.registers\[1\]\[18\],13.38µm
DMEM.memory\[6\]\[12\],13.36µm
net601,13.34µm
_1260_,13.33µm
DMEM.memory\[1\]\[31\],13.3µm
DMEM.memory\[3\]\[29\],13.3µm
_0264_,13.27µm
_1098_,13.26µm
net1135,13.26µm
net810,13.245µm
RF.registers\[11\]\[3\],13.24µm
_0082_,13.23µm
_2520_,13.22µm
DMEM.memory\[3\]\[30\],13.2µm
_1608_,13.18µm
DMEM.memory\[11\]\[12\],13.16µm
_1719_,13.16µm
_1793_,13.16µm
_1759_,13.135µm
_2287_,13.12µm
