net,length_um
_1887_,172.9µm
clknet_leaf_16_clk,172.64µm
net361,172.56µm
net595,171.94µm
net676,171.9µm
net342,171.78µm
net438,171.7µm
net634,170.36µm
net463,169.3µm
net576,168.94µm
_1708_,168.85µm
net637,168.78µm
net586,168.7µm
clknet_leaf_2_clk,168.395µm
DMEM.memory\[0\]\[12\],167.48µm
RF.registers\[12\]\[26\],166.585µm
_2327_,166.34µm
net635,164.96µm
clknet_leaf_19_clk,164.86µm
net598,163.985µm
net487,163.895µm
RF.registers\[12\]\[17\],163.83µm
net638,163.02µm
_1912_,162.96µm
net636,162.52µm
net466,162.485µm
_2138_,162.38µm
net480,162.19µm
net575,162.14µm
_1459_,161.75µm
_1983_,161.58µm
net643,161.56µm
clknet_leaf_17_clk,161.06µm
net639,160.8µm
net381,160.77µm
_1632_,160.72µm
_1677_,159.97µm
_2466_,159.44µm
net540,159.32µm
net459,158.555µm
net340,157.755µm
clknet_leaf_41_clk,157.54µm
DMEM.memory\[0\]\[6\],157.26µm
net452,156.995µm
net402,156.96µm
net427,156.47µm
clknet_leaf_22_clk,156.18µm
net426,155.925µm
net479,155.82µm
net327,155.66µm
_1501_,155.59µm
clknet_leaf_31_clk,155.58µm
_2581_,155.5µm
clknet_leaf_18_clk,154.88µm
net654,154.72µm
net640,154.27µm
net644,153.96µm
net616,153.38µm
_1497_,152.81µm
_2524_,152.24µm
clknet_leaf_11_clk,151.8µm
net641,151.54µm
clknet_leaf_33_clk,151.16µm
_2656_,150.82µm
net334,150.61µm
net482,150.215µm
net368,149.98µm
_1863_,149.16µm
_1344_,149.02µm
net475,149.01µm
net646,148.72µm
net388,147.99µm
clknet_leaf_36_clk,147.9µm
net529,147.78µm
net663,147.485µm
_1934_,147.2µm
clknet_leaf_32_clk,147.2µm
_1604_,147.14µm
net655,147.12µm
net387,146.995µm
net588,146.58µm
_1821_,145.7µm
net405,145.68µm
clknet_leaf_40_clk,145.46µm
net447,144.74µm
_2862_,144.44µm
clknet_leaf_37_clk,144.36µm
_2803_,144.15µm
_1745_,144.06µm
_1304_,143.72µm
_2508_,143.33µm
net429,143.32µm
_1927_,143.12µm
net339,142.775µm
_2855_,142.56µm
net379,142.14µm
net492,142.13µm
net455,141.88µm
_1687_,141.2µm
_1331_,141.135µm
net647,141.12µm
_2865_,140.7µm
net629,140.535µm
_1920_,140.06µm
clknet_leaf_12_clk,139.83µm
net675,139.525µm
net417,139.43µm
net500,138.19µm
net460,138.16µm
clknet_leaf_24_clk,137.71µm
RF.registers\[9\]\[23\],137.64µm
clknet_leaf_13_clk,137.4µm
net328,137.1µm
_1905_,136.64µm
_1806_,136.635µm
_1735_,136.58µm
_2818_,136.58µm
_2859_,136.57µm
RF.registers\[15\]\[28\],136.38µm
net331,136.38µm
net441,136.36µm
_2477_,136.18µm
net525,135.86µm
net330,135.7µm
_1369_,135.57µm
_1321_,135.52µm
_1283_,135.02µm
clknet_leaf_25_clk,134.24µm
_2985_,133.86µm
_1991_,133.59µm
_2682_,133.56µm
_1348_,133.395µm
clknet_leaf_39_clk,133.36µm
clknet_leaf_42_clk,132.82µm
_2698_,132.1µm
net319,131.83µm
clknet_leaf_8_clk,131.76µm
net457,131.59µm
RF.registers\[12\]\[16\],130.66µm
clknet_leaf_4_clk,130.44µm
net670,129.62µm
clknet_leaf_43_clk,129.22µm
_1507_,128.96µm
net323,128.88µm
clknet_leaf_3_clk,128.38µm
net579,128.12µm
net493,128µm
_2852_,127.9µm
clknet_leaf_5_clk,127.67µm
net407,127.315µm
net587,127.25µm
_2593_,127.08µm
net651,127.02µm
net343,126.31µm
clknet_leaf_21_clk,126.295µm
net353,126.265µm
net469,126.15µm
net349,126.07µm
net458,125.995µm
_1669_,125.92µm
net369,125.78µm
next_pc\[26\],125.58µm
_2267_,125.16µm
_2582_,124.5µm
net383,124.42µm
_1969_,124.22µm
net628,124.08µm
_2083_,123.96µm
clknet_leaf_30_clk,123.82µm
net450,123.66µm
net473,123.12µm
net645,122.98µm
_1999_,122.8µm
_2116_,122.8µm
net202,122.56µm
net448,122.3µm
_2499_,122.2µm
net394,122.16µm
next_pc\[25\],121.54µm
RF.registers\[15\]\[21\],121.43µm
_2030_,121.36µm
_1707_,121.34µm
net592,121.28µm
_1675_,121.19µm
net462,120.57µm
_2132_,120.43µm
_3130_,120.4µm
_1630_,120.36µm
_2830_,120.2µm
net652,119.86µm
net337,119.845µm
next_pc\[22\],119.82µm
_1290_,119.47µm
_2286_,119.3µm
_2272_,119.22µm
_2762_,119.21µm
RF.registers\[12\]\[24\],118.825µm
clknet_leaf_6_clk,118.795µm
_2775_,118.41µm
net481,118.285µm
net354,117.96µm
_1477_,117.6µm
net317,117.54µm
net569,117.32µm
net650,117µm
RF.registers\[12\]\[12\],116.64µm
net440,116.46µm
net472,116.355µm
net454,116.355µm
_1682_,116.22µm
net530,116.1µm
clknet_leaf_9_clk,115.66µm
net541,115.59µm
net326,115.38µm
clknet_leaf_0_clk,115.28µm
net395,115.07µm
_2085_,115.03µm
net532,114.9µm
net507,114.7µm
_2158_,114.65µm
_1672_,114.16µm
next_pc\[24\],114.12µm
_2785_,112.92µm
net419,112.92µm
_2021_,111.78µm
_1594_,111.695µm
net538,111.68µm
_1732_,111.44µm
_1341_,111.42µm
net344,110.865µm
net256,110.48µm
net555,110.32µm
net537,110.29µm
_1824_,110.18µm
_1258_,110.12µm
clknet_leaf_10_clk,109.42µm
_2013_,109.4µm
_2841_,109.4µm
RF.registers\[5\]\[5\],108.58µm
net382,108.56µm
_2004_,107.92µm
net483,107.465µm
_1470_,107.22µm
_2172_,107µm
_2058_,106.98µm
net548,106.9µm
_2641_,106.66µm
_1466_,106.06µm
_1326_,106.04µm
_1558_,106µm
RF.registers\[10\]\[29\],105.895µm
_2751_,105.3µm
net527,105.02µm
RF.registers\[8\]\[1\],104.9µm
net341,104.685µm
_1562_,104.35µm
_1636_,104.2µm
net521,104.04µm
net338,103.695µm
net544,103.6µm
_1773_,103.56µm
net562,103.56µm
net558,102.98µm
_1623_,102.72µm
_2123_,102.65µm
_1948_,102.6µm
_1252_,102.4µm
DMEM.memory\[0\]\[7\],102.18µm
net478,102.18µm
net350,102.175µm
_2100_,102.06µm
net325,101.8µm
net376,101.25µm
net546,101.24µm
_2010_,101.06µm
_1410_,100.96µm
_2290_,100.96µm
net453,100.86µm
_1975_,100.82µm
_1350_,100.8µm
_2671_,100.76µm
_1408_,100.55µm
net428,100.44µm
RF.registers\[10\]\[18\],99.945µm
RF.registers\[8\]\[22\],99.68µm
_1270_,99.68µm
net535,99.62µm
_1817_,99.26µm
clknet_leaf_1_clk,99.24µm
_1684_,99.1µm
_2209_,98.8µm
RF.registers\[12\]\[6\],98.78µm
_2735_,98.46µm
net533,98.06µm
_1941_,97.98µm
next_pc\[31\],97.98µm
_2636_,97.52µm
_1298_,97.08µm
net348,96.95µm
RF.registers\[10\]\[23\],96.94µm
RF.registers\[13\]\[5\],96.7µm
_2491_,96.6µm
net477,96.29µm
net345,95.765µm
net625,95.44µm
RF.registers\[10\]\[14\],95.04µm
_2604_,95µm
RF.registers\[13\]\[2\],94.54µm
RF.registers\[1\]\[2\],94.48µm
_1994_,94.46µm
net504,94.22µm
_1812_,94.12µm
net567,94µm
_1953_,93.6µm
_1490_,93.56µm
_1804_,93.4µm
_1253_,93.255µm
_2140_,93.11µm
_1342_,93.08µm
net560,93.04µm
net363,92.98µm
_1363_,92.92µm
net559,92.62µm
_1311_,91.9µm
net347,91.755µm
net253,91.53µm
RF.registers\[12\]\[5\],91.3µm
RF.registers\[4\]\[20\],90.665µm
net378,90.465µm
_2180_,90.38µm
_1970_,90.295µm
RF.registers\[1\]\[23\],90.26µm
next_pc\[27\],90.2µm
RF.registers\[8\]\[15\],90.06µm
net531,90.02µm
net604,90µm
RF.registers\[8\]\[13\],89.83µm
_1432_,89.74µm
net329,89.44µm
_2708_,89.34µm
RF.registers\[13\]\[30\],89.085µm
_1608_,89.085µm
_1550_,89.075µm
RF.registers\[11\]\[15\],89.02µm
_2334_,88.92µm
_2018_,88.86µm
RF.registers\[8\]\[17\],88.58µm
net565,88.56µm
_2091_,88.48µm
_2015_,88.44µm
_2066_,88.42µm
_2294_,88.38µm
_2580_,88.1µm
RF.registers\[4\]\[23\],88.07µm
_2592_,87.78µm
net547,87.48µm
_2262_,87.08µm
_2427_,86.9µm
_1782_,86.7µm
net626,86.6µm
RF.registers\[11\]\[29\],86.52µm
RF.registers\[10\]\[16\],86.485µm
_2106_,86.34µm
_2052_,86.32µm
_1816_,86.2µm
net570,86.2µm
RF.registers\[8\]\[6\],86.1µm
net673,86.04µm
_2465_,85.92µm
net509,85.425µm
_1526_,85.3µm
RF.registers\[8\]\[10\],85.28µm
RF.registers\[10\]\[5\],85.18µm
RF.registers\[15\]\[14\],84.96µm
_1334_,84.82µm
net333,84.75µm
_1335_,84.74µm
_1959_,84.6µm
net613,84.52µm
_2516_,84.46µm
_1808_,84.4µm
_1366_,84.28µm
net568,84.23µm
_2445_,84.145µm
_1365_,83.76µm
net534,83.68µm
_2098_,83.48µm
_1904_,83.46µm
next_pc\[29\],83.145µm
RF.registers\[3\]\[0\],83µm
net408,82.9µm
net572,82.88µm
RF.registers\[15\]\[12\],82.82µm
_2606_,82.62µm
net630,82.6µm
RF.registers\[10\]\[7\],82.53µm
net510,82.28µm
_1603_,82.16µm
net357,81.895µm
_2037_,81.78µm
_1776_,81.74µm
RF.registers\[8\]\[11\],81.66µm
RF.registers\[8\]\[23\],81.62µm
net539,81.555µm
RF.registers\[12\]\[3\],81.505µm
RF.registers\[2\]\[23\],81.12µm
_1648_,80.83µm
net516,80.7µm
RF.registers\[15\]\[10\],80.54µm
net674,80.54µm
_2205_,80.25µm
net505,80.24µm
net351,79.875µm
net517,79.79µm
_2217_,79.56µm
net556,79.46µm
RF.registers\[8\]\[19\],79.22µm
_1288_,78.86µm
_1565_,78.82µm
_1627_,78.8µm
RF.registers\[11\]\[19\],78.63µm
net332,78.16µm
_3128_,78µm
_2187_,77.96µm
_1664_,77.9µm
next_pc\[5\],77.88µm
RF.registers\[15\]\[25\],77.84µm
_2249_,77.74µm
_1964_,77.355µm
_1338_,77.335µm
RF.registers\[10\]\[22\],77.16µm
_1360_,77.06µm
_1984_,76.7µm
_1295_,76.3µm
_1423_,76.14µm
_1347_,76.08µm
RF.registers\[13\]\[3\],76.02µm
_2309_,75.5µm
net600,75.38µm
_1323_,74.78µm
RF.registers\[4\]\[6\],74.31µm
_2007_,74.18µm
RF.registers\[9\]\[20\],74.04µm
RF.registers\[10\]\[19\],73.87µm
net377,73.84µm
_2151_,73.78µm
_1770_,73.64µm
net409,73.46µm
net73,73.04µm
net605,72.92µm
RF.registers\[13\]\[28\],72.9µm
net550,72.9µm
RF.registers\[13\]\[4\],72.88µm
_2627_,72.58µm
_1438_,72.57µm
RF.registers\[10\]\[26\],72.54µm
net557,72.42µm
_1306_,72.21µm
RF.registers\[10\]\[8\],71.98µm
net524,71.86µm
net464,71.74µm
_2724_,71.675µm
RF.registers\[5\]\[6\],71.46µm
_1337_,71.4µm
next_pc\[28\],71.32µm
_2542_,71.28µm
_2109_,71.1µm
net563,71.02µm
next_pc\[12\],71µm
_2879_,70.64µm
_2444_,70.57µm
RF.registers\[15\]\[16\],70.525µm
net614,70.52µm
net336,70.5µm
_1482_,70.08µm
RF.registers\[10\]\[20\],70.025µm
_1589_,69.815µm
_1437_,69.76µm
_2646_,69.715µm
net664,69.56µm
RF.registers\[8\]\[20\],69.32µm
RF.registers\[2\]\[1\],69.22µm
net514,69.18µm
RF.registers\[10\]\[6\],69.06µm
_2053_,68.78µm
RF.registers\[10\]\[25\],68.28µm
RF.registers\[10\]\[31\],68.26µm
_2167_,68.2µm
net528,67.96µm
_2652_,67.905µm
RF.registers\[13\]\[16\],67.16µm
net523,66.96µm
net513,66.67µm
net511,66.52µm
_2443_,66.32µm
_1598_,65.92µm
RF.registers\[15\]\[18\],65.89µm
DMEM.memory\[0\]\[23\],65.7µm
_2087_,65.52µm
net566,65.38µm
_2235_,65.32µm
net543,65.075µm
_2126_,65.01µm
_2228_,64.8µm
RF.registers\[10\]\[17\],64.74µm
_2246_,64.62µm
_2452_,64.52µm
RF.registers\[10\]\[15\],64.4µm
RF.registers\[15\]\[13\],64.38µm
net536,64.36µm
_1861_,64.26µm
_2225_,64.11µm
_1299_,64.04µm
RF.registers\[12\]\[8\],63.965µm
_3125_,63.9µm
RF.registers\[13\]\[29\],63.72µm
net554,63.72µm
_2076_,63.36µm
_2428_,63.34µm
net677,62.92µm
net520,62.78µm
_1546_,62.72µm
RF.registers\[13\]\[25\],62.6µm
_1989_,62.58µm
RF.registers\[3\]\[4\],62.46µm
net519,62.36µm
_2230_,62.16µm
RF.registers\[2\]\[14\],62.12µm
_2047_,61.96µm
RF.registers\[4\]\[0\],61.76µm
net551,61.68µm
RF.registers\[8\]\[8\],61.64µm
_2333_,61.54µm
_1979_,60.98µm
RF.registers\[13\]\[23\],60.94µm
_2196_,60.84µm
_2653_,60.68µm
RF.registers\[10\]\[13\],60.48µm
_1961_,60.4µm
_1380_,60.14µm
net609,60.04µm
RF.registers\[8\]\[5\],60µm
net642,59.99µm
net526,59.89µm
_2783_,59.88µm
_2105_,59.86µm
RF.registers\[10\]\[30\],59.76µm
net411,59.695µm
_1978_,59.22µm
_2149_,59.12µm
RF.registers\[8\]\[21\],59.045µm
net564,58.95µm
RF.registers\[10\]\[11\],58.72µm
_1545_,58.64µm
_2620_,58.62µm
RF.registers\[5\]\[28\],58.5µm
_2642_,58.48µm
_2321_,58.44µm
_2506_,58.37µm
_2730_,58.28µm
RF.registers\[8\]\[3\],58.02µm
_1535_,58.02µm
RF.registers\[5\]\[20\],57.905µm
_1521_,57.78µm
net515,57.54µm
_2197_,57.38µm
_2134_,57.345µm
RF.registers\[13\]\[7\],57.22µm
next_pc\[10\],57.22µm
net76,57.08µm
RF.registers\[13\]\[1\],57.06µm
_1917_,57.06µm
RF.registers\[13\]\[6\],56.84µm
_2252_,56.56µm
_1520_,56.08µm
_1479_,55.96µm
RF.registers\[16\]\[4\],55.68µm
_1794_,55.33µm
RF.registers\[4\]\[4\],55.28µm
RF.registers\[2\]\[22\],55.1µm
_2616_,55.06µm
net346,54.97µm
_1803_,54.82µm
net322,54.66µm
net545,54.48µm
_1668_,54.44µm
RF.registers\[9\]\[6\],54.32µm
net1312,54.22µm
_2483_,53.945µm
_2006_,53.92µm
RF.registers\[8\]\[16\],53.73µm
_2233_,53.43µm
_2302_,53.36µm
net669,53.26µm
RF.registers\[16\]\[17\],53.04µm
RF.registers\[10\]\[12\],53µm
_2155_,52.96µm
_2264_,52.945µm
_2227_,52.9µm
_1722_,52.82µm
RF.registers\[11\]\[18\],52.76µm
_1446_,52.54µm
_1398_,52.48µm
_1543_,52.48µm
_2497_,52.38µm
RF.registers\[13\]\[18\],52.36µm
RF.registers\[5\]\[19\],52.3µm
RF.registers\[2\]\[25\],52.2µm
_1663_,52.18µm
_2531_,52.16µm
_1461_,52.11µm
RF.registers\[13\]\[22\],52.085µm
RF.registers\[4\]\[5\],52.04µm
_2213_,51.98µm
_1913_,51.96µm
_2192_,51.8µm
RF.registers\[13\]\[31\],51.66µm
net668,51.6µm
_1692_,51.58µm
_2277_,51.58µm
_1514_,51.5µm
RF.registers\[3\]\[5\],51.385µm
RF.registers\[10\]\[10\],51.34µm
RF.registers\[8\]\[31\],51.325µm
_2211_,51.29µm
_1949_,50.855µm
RF.registers\[8\]\[2\],50.6µm
RF.registers\[2\]\[11\],50.54µm
RF.registers\[8\]\[14\],50.46µm
RF.registers\[11\]\[31\],50.3µm
RF.registers\[13\]\[11\],50.16µm
_2247_,50.16µm
RF.registers\[8\]\[12\],50.14µm
_2299_,50.14µm
_1396_,50.08µm
next_pc\[8\],50.08µm
_1277_,49.94µm
RF.registers\[8\]\[4\],49.89µm
_1753_,49.7µm
_2220_,49.7µm
_2092_,49.68µm
_1303_,49.575µm
_2529_,49.54µm
_2046_,49.2µm
RF.registers\[2\]\[3\],49.02µm
_2079_,48.9µm
_2434_,48.82µm
_1534_,48.78µm
RF.registers\[2\]\[10\],48.7µm
net518,48.62µm
_3124_,48.56µm
RF.registers\[10\]\[9\],48.4µm
DMEM.memory\[0\]\[31\],48.38µm
_1967_,48.3µm
RF.registers\[2\]\[13\],48.26µm
_2014_,48.24µm
net671,48.08µm
_1402_,48.02µm
next_pc\[9\],47.92µm
RF.registers\[4\]\[30\],47.835µm
_1443_,47.79µm
_1484_,47.74µm
net666,47.72µm
_1537_,47.52µm
_1403_,47.42µm
_1415_,47.3µm
_1647_,47.28µm
_2162_,47.24µm
_2484_,47.22µm
_2280_,46.885µm
_2694_,46.82µm
RF.registers\[2\]\[7\],46.68µm
_2431_,46.6µm
_2152_,46.56µm
RF.registers\[12\]\[7\],46.555µm
RF.registers\[2\]\[2\],46.44µm
DMEM.memory\[0\]\[24\],46.31µm
_2176_,46.3µm
_2437_,46.18µm
_2739_,46.17µm
_1888_,46.1µm
_2669_,46.06µm
_2317_,46.02µm
_2760_,45.98µm
_2563_,45.9µm
_3126_,45.86µm
_1287_,45.805µm
RF.registers\[13\]\[15\],45.78µm
_2049_,45.775µm
_2096_,45.74µm
net549,45.73µm
_1982_,45.62µm
net553,45.6µm
_1364_,45.44µm
_1886_,45.4µm
RF.registers\[11\]\[2\],45.34µm
_1358_,45.24µm
RF.registers\[13\]\[26\],45.16µm
_2422_,45.16µm
RF.registers\[13\]\[0\],45.12µm
RF.registers\[2\]\[12\],45.04µm
_2451_,45.035µm
RF.registers\[10\]\[2\],44.88µm
_2200_,44.88µm
_1973_,44.54µm
RF.registers\[3\]\[23\],44.035µm
_2487_,44µm
RF.registers\[8\]\[24\],43.98µm
RF.registers\[16\]\[2\],43.94µm
_2033_,43.9µm
_2454_,43.84µm
_2613_,43.84µm
_2432_,43.78µm
_2658_,43.62µm
RF.registers\[10\]\[27\],43.58µm
_2478_,43.54µm
net542,43.3µm
RF.registers\[8\]\[9\],43.22µm
RF.registers\[3\]\[28\],43.02µm
_2174_,43.02µm
_1996_,42.96µm
_2238_,42.88µm
_2738_,42.8µm
_2045_,42.72µm
RF.registers\[8\]\[7\],42.7µm
net552,42.66µm
_2628_,42.54µm
RF.registers\[10\]\[21\],42.02µm
_1724_,42.02µm
RF.registers\[9\]\[2\],41.94µm
_2615_,41.84µm
RF.registers\[11\]\[13\],41.82µm
net1254,41.58µm
_1424_,41.52µm
_2733_,41.4µm
next_pc\[19\],41.39µm
_1512_,41.36µm
_2048_,41.08µm
_1670_,41.06µm
_2721_,41.06µm
_1901_,40.955µm
_2198_,40.9µm
RF.registers\[16\]\[30\],40.88µm
_2498_,40.76µm
_2204_,40.66µm
_1502_,40.595µm
_2621_,40.56µm
net672,40.56µm
RF.registers\[2\]\[18\],40.52µm
_2226_,40.32µm
_1261_,40.3µm
RF.registers\[13\]\[14\],40.08µm
_1483_,40.04µm
RF.registers\[3\]\[20\],39.84µm
_2840_,39.78µm
RF.registers\[2\]\[20\],39.62µm
_1523_,39.5µm
_2435_,39.37µm
RF.registers\[2\]\[24\],39.32µm
_3129_,39.32µm
_2448_,39.24µm
net680,39.18µm
RF.registers\[8\]\[30\],39.12µm
RF.registers\[11\]\[17\],39.08µm
RF.registers\[11\]\[11\],39.03µm
_2156_,39µm
_1450_,38.9µm
RF.registers\[3\]\[22\],38.82µm
_2159_,38.73µm
RF.registers\[3\]\[26\],38.665µm
RF.registers\[2\]\[9\],38.64µm
_2119_,38.64µm
RF.registers\[16\]\[29\],38.48µm
RF.registers\[11\]\[3\],38.46µm
_2626_,38.44µm
_1505_,38.36µm
clknet_leaf_44_clk,38.26µm
_2743_,38.24µm
_2471_,38.22µm
DMEM.memory\[0\]\[13\],38.08µm
RF.registers\[5\]\[24\],38µm
_2731_,37.96µm
_1328_,37.86µm
_2082_,37.76µm
_2679_,37.705µm
_2071_,37.52µm
RF.registers\[2\]\[16\],37.44µm
RF.registers\[9\]\[1\],37.44µm
_2240_,37µm
_2319_,36.965µm
_3135_,36.96µm
net484,36.9µm
RF.registers\[2\]\[15\],36.86µm
RF.registers\[10\]\[1\],36.85µm
_1715_,36.84µm
_1661_,36.81µm
_2745_,36.8µm
_1508_,36.76µm
_2135_,36.7µm
net74,36.7µm
RF.registers\[4\]\[24\],36.675µm
_2335_,36.62µm
_2292_,36.48µm
_2809_,36.48µm
_1359_,36.4µm
_1279_,36.35µm
_2304_,36.34µm
RF.registers\[11\]\[20\],36.24µm
_2104_,36.18µm
_1300_,36.16µm
_1612_,36.12µm
_2195_,36.12µm
_2216_,36.1µm
_2095_,36µm
next_pc\[20\],35.96µm
_1759_,35.79µm
_2425_,35.78µm
RF.registers\[3\]\[25\],35.7µm
_2022_,35.7µm
_1990_,35.68µm
_2500_,35.52µm
_1411_,35.5µm
pc_out[0],35.48µm
_2190_,35.48µm
RF.registers\[2\]\[6\],35.42µm
_1835_,35.28µm
_2850_,35.16µm
_1397_,35.02µm
_1792_,34.92µm
_2094_,34.9µm
instruction_out[5],34.78µm
_2062_,34.68µm
_2026_,34.325µm
_2419_,34.32µm
RF.registers\[3\]\[14\],34.305µm
_2314_,34.2µm
_1932_,34.19µm
_2168_,34.18µm
_1693_,34.1µm
RF.registers\[3\]\[24\],34.055µm
RF.registers\[10\]\[24\],34.04µm
_2183_,34.02µm
_2268_,34.02µm
_2069_,33.97µm
RF.registers\[3\]\[15\],33.89µm
_2567_,33.78µm
RF.registers\[8\]\[28\],33.75µm
RF.registers\[16\]\[11\],33.66µm
_1976_,33.56µm
RF.registers\[9\]\[5\],33.52µm
_1420_,33.44µm
_1439_,33.42µm
RF.registers\[2\]\[17\],33.26µm
RF.registers\[10\]\[4\],33.2µm
RF.registers\[11\]\[25\],33.2µm
RF.registers\[3\]\[6\],33.16µm
_1997_,33.14µm
RF.registers\[11\]\[30\],33.06µm
_1717_,33µm
RF.registers\[4\]\[28\],32.965µm
_1954_,32.96µm
_2547_,32.92µm
_2846_,32.915µm
_1915_,32.86µm
_1442_,32.82µm
_1274_,32.74µm
_1791_,32.74µm
_1481_,32.7µm
_2175_,32.54µm
_2256_,32.52µm
next_pc\[14\],32.5µm
_1529_,32.41µm
_2481_,32.4µm
net1321,32.26µm
net471,32.16µm
next_pc\[15\],32µm
alu_result_out[2],31.97µm
_1539_,31.83µm
_2112_,31.68µm
net665,31.66µm
_1718_,31.54µm
_1657_,31.535µm
RF.registers\[11\]\[14\],31.485µm
RF.registers\[2\]\[8\],31.46µm
