net,length_um
net1227,31.44µm
_1343_,31.42µm
RF.registers\[8\]\[29\],31.335µm
DMEM.memory\[0\]\[15\],31.32µm
alu_result_out[31],31.29µm
alu_result_out[9],31.29µm
alu_result_out[8],31.29µm
_2311_,31.16µm
_2067_,31.13µm
RF.registers\[4\]\[3\],31.125µm
_2194_,31.04µm
RF.registers\[4\]\[31\],30.98µm
RF.registers\[2\]\[21\],30.93µm
_1527_,30.92µm
_2118_,30.92µm
DMEM.memory\[0\]\[30\],30.7µm
_2000_,30.62µm
RF.registers\[4\]\[14\],30.58µm
next_pc\[11\],30.5µm
_1445_,30.465µm
_2414_,30.46µm
_2073_,30.32µm
_2278_,30.32µm
_2765_,30.28µm
_2622_,30.1µm
_1977_,30.08µm
_2203_,30.08µm
RF.registers\[12\]\[15\],30.06µm
_2439_,30.04µm
next_pc\[16\],29.72µm
_1778_,29.685µm
RF.registers\[11\]\[7\],29.6µm
_1787_,29.58µm
_1937_,29.58µm
RF.registers\[9\]\[7\],29.52µm
RF.registers\[4\]\[2\],29.455µm
_2130_,29.42µm
_1541_,29.4µm
_2300_,29.36µm
_1310_,29.34µm
RF.registers\[4\]\[25\],29.33µm
_2696_,29.28µm
RF.registers\[8\]\[18\],29.205µm
alu_result_out[0],29.19µm
RF.registers\[3\]\[2\],28.94µm
_2456_,28.895µm
_1268_,28.88µm
_1755_,28.72µm
_2011_,28.72µm
RF.registers\[2\]\[19\],28.68µm
_2038_,28.68µm
RF.registers\[11\]\[16\],28.64µm
_1444_,28.64µm
net627,28.58µm
_1388_,28.58µm
alu_result_out[16],28.57µm
alu_result_out[14],28.57µm
RF.registers\[5\]\[26\],28.52µm
_2569_,28.5µm
_1900_,28.48µm
instruction_out[7],28.46µm
_1533_,28.44µm
_2457_,28.44µm
_2706_,28.44µm
RF.registers\[8\]\[26\],28.4µm
_1495_,28.38µm
_1764_,28.36µm
RF.registers\[11\]\[21\],28.28µm
_1465_,28.255µm
_1911_,28.22µm
_2740_,28.14µm
_1276_,27.9µm
_2212_,27.9µm
net1307,27.8µm
RF.registers\[8\]\[25\],27.76µm
_1256_,27.74µm
RF.registers\[11\]\[10\],27.66µm
pc_out[31],27.66µm
_1510_,27.6µm
RF.registers\[2\]\[4\],27.56µm
RF.registers\[9\]\[4\],27.5µm
_1748_,27.3µm
_1910_,27.3µm
_2078_,27.18µm
RF.registers\[10\]\[0\],27.065µm
DMEM.memory\[0\]\[28\],27.06µm
_1272_,26.98µm
_1935_,26.98µm
next_pc\[17\],26.94µm
net1211,26.88µm
alu_result_out[11],26.87µm
_1405_,26.72µm
net679,26.7µm
next_pc\[13\],26.68µm
_1394_,26.6µm
RF.registers\[9\]\[10\],26.52µm
_1441_,26.46µm
_2054_,26.45µm
net1200,26.44µm
net446,26.44µm
net1238,26.42µm
_1801_,26.395µm
_2404_,26.32µm
_2558_,26.24µm
RF.registers\[1\]\[27\],26.19µm
net597,26.19µm
RF.registers\[1\]\[7\],26.14µm
RF.registers\[9\]\[3\],26.08µm
_1413_,26.06µm
_2629_,26.06µm
RF.registers\[11\]\[6\],26.02µm
_2513_,26.02µm
_3105_,26.005µm
RF.registers\[13\]\[10\],25.98µm
RF.registers\[4\]\[27\],25.945µm
RF.registers\[11\]\[27\],25.92µm
RF.registers\[4\]\[8\],25.9µm
alu_result_out[15],25.85µm
alu_result_out[10],25.85µm
alu_result_out[17],25.85µm
alu_result_out[6],25.85µm
net601,25.85µm
alu_result_out[5],25.85µm
_2080_,25.82µm
_2124_,25.82µm
net681,25.82µm
_1355_,25.81µm
RF.registers\[4\]\[17\],25.78µm
_2617_,25.74µm
RF.registers\[2\]\[5\],25.72µm
_2664_,25.7µm
DMEM.memory\[12\]\[16\],25.68µm
RF.registers\[9\]\[25\],25.6µm
RF.registers\[16\]\[18\],25.48µm
DMEM.memory\[2\]\[27\],25.44µm
_1923_,25.425µm
_1409_,25.41µm
RF.registers\[11\]\[22\],25.4µm
_1602_,25.36µm
RF.registers\[9\]\[31\],25.32µm
RF.registers\[4\]\[26\],25.205µm
RF.registers\[3\]\[29\],25.16µm
RF.registers\[4\]\[7\],25.12µm
RF.registers\[4\]\[9\],25.025µm
net1251,24.92µm
RF.registers\[4\]\[12\],24.9µm
RF.registers\[3\]\[10\],24.86µm
_3123_,24.78µm
_2603_,24.76µm
RF.registers\[5\]\[30\],24.74µm
_2793_,24.74µm
_1698_,24.73µm
_2206_,24.68µm
RF.registers\[4\]\[22\],24.665µm
_1704_,24.58µm
RF.registers\[2\]\[30\],24.54µm
RF.registers\[10\]\[3\],24.5µm
RF.registers\[3\]\[31\],24.42µm
_2222_,24.4µm
_2153_,24.395µm
RF.registers\[3\]\[3\],24.37µm
RF.registers\[11\]\[8\],24.34µm
instruction_out[8],24.32µm
net1103,24.2µm
RF.registers\[3\]\[30\],24.18µm
RF.registers\[9\]\[27\],24.18µm
alu_result_out[24],24.15µm
_2179_,24.14µm
RF.registers\[2\]\[31\],24.06µm
_2035_,23.98µm
_2877_,23.98µm
net1259,23.9µm
RF.registers\[3\]\[8\],23.88µm
_1430_,23.7µm
_2111_,23.68µm
_1962_,23.64µm
_2849_,23.56µm
_1922_,23.55µm
_2057_,23.54µm
_2186_,23.54µm
DMEM.memory\[0\]\[26\],23.52µm
instruction_out[4],23.52µm
_2868_,23.52µm
_1433_,23.5µm
_2279_,23.4µm
_2160_,23.34µm
reset,23.33µm
_1683_,23.32µm
RF.registers\[4\]\[10\],23.22µm
_2536_,23.16µm
alu_result_out[1],23.13µm
alu_result_out[4],23.13µm
RF.registers\[5\]\[0\],23.1µm
_2063_,23.1µm
_2864_,23.04µm
_3136_,23.04µm
_2526_,23.01µm
_2208_,22.98µm
_1427_,22.96µm
_1798_,22.925µm
_1584_,22.885µm
_1519_,22.81µm
RF.registers\[3\]\[16\],22.72µm
_1566_,22.72µm
RF.registers\[1\]\[29\],22.71µm
instruction_out[9],22.7µm
net657,22.64µm
pc_out[18],22.64µm
pc_out[25],22.64µm
_2545_,22.55µm
alu_result_out[22],22.45µm
alu_result_out[23],22.45µm
alu_result_out[21],22.45µm
RF.registers\[2\]\[27\],22.42µm
_1262_,22.42µm
_2032_,22.4µm
_2289_,22.385µm
_2312_,22.38µm
_2505_,22.36µm
DMEM.memory\[10\]\[12\],22.31µm
_2489_,22.26µm
net1186,22.2µm
_2770_,22.14µm
_2468_,22.08µm
_1950_,22µm
_1908_,21.935µm
_1699_,21.92µm
_2504_,21.89µm
RF.registers\[15\]\[19\],21.88µm
RF.registers\[4\]\[1\],21.865µm
_2260_,21.82µm
_1862_,21.8µm
_2056_,21.72µm
_2639_,21.72µm
_2326_,21.7µm
instruction_out[25],21.68µm
_2685_,21.68µm
instruction_out[11],21.68µm
net612,21.68µm
_0032_,21.65µm
_2061_,21.64µm
_1255_,21.62µm
net1174,21.6µm
_1296_,21.56µm
RF.registers\[13\]\[27\],21.54µm
_2241_,21.48µm
RF.registers\[3\]\[9\],21.425µm
DMEM.memory\[11\]\[23\],21.42µm
DMEM.memory\[8\]\[16\],21.38µm
_1538_,21.38µm
_1319_,21.3µm
_1634_,21.28µm
pc_out[13],21.26µm
pc_out[17],21.26µm
pc_out[20],21.26µm
pc_out[22],21.26µm
pc_out[24],21.26µm
pc_out[28],21.26µm
pc_out[2],21.26µm
net659,21.26µm
pc_out[8],21.26µm
pc_out[10],21.26µm
pc_out[16],21.26µm
pc_out[1],21.26µm
pc_out[21],21.26µm
pc_out[23],21.26µm
pc_out[27],21.26µm
pc_out[29],21.26µm
pc_out[30],21.26µm
net656,21.26µm
pc_out[9],21.26µm
net624,21.22µm
DMEM.memory\[7\]\[12\],21.18µm
RF.registers\[16\]\[0\],21.12µm
_2423_,21.12µm
RF.registers\[5\]\[29\],21.1µm
RF.registers\[4\]\[29\],20.975µm
_2789_,20.96µm
RF.registers\[4\]\[18\],20.925µm
_1928_,20.88µm
_2142_,20.86µm
DMEM.memory\[1\]\[8\],20.84µm
_1551_,20.84µm
_2107_,20.82µm
_2166_,20.8µm
RF.registers\[9\]\[29\],20.78µm
_2502_,20.78µm
_1601_,20.76µm
alu_result_out[13],20.75µm
instruction_out[15],20.7µm
RF.registers\[10\]\[28\],20.66µm
_2605_,20.66µm
_2306_,20.62µm
RF.registers\[13\]\[24\],20.6µm
_1449_,20.58µm
RF.registers\[4\]\[15\],20.56µm
RF.registers\[15\]\[3\],20.52µm
_2193_,20.52µm
_1509_,20.42µm
net582,20.41µm
alu_result_out[12],20.41µm
alu_result_out[18],20.41µm
_2016_,20.4µm
DMEM.memory\[30\]\[16\],20.38µm
RF.registers\[3\]\[21\],20.38µm
pc_out[19],20.34µm
pc_out[26],20.34µm
pc_out[12],20.34µm
net658,20.34µm
pc_out[7],20.34µm
RF.registers\[15\]\[24\],20.32µm
_1513_,20.32µm
instruction_out[10],20.3µm
instruction_out[22],20.3µm
instruction_out[20],20.3µm
instruction_out[13],20.3µm
net610,20.3µm
net617,20.3µm
_1504_,20.3µm
net1172,20.3µm
instruction_out[30],20.3µm
instruction_out[27],20.3µm
instruction_out[23],20.3µm
instruction_out[21],20.3µm
instruction_out[14],20.3µm
instruction_out[17],20.3µm
instruction_out[28],20.3µm
RF.registers\[3\]\[12\],20.28µm
RF.registers\[15\]\[29\],20.2µm
net1165,20.2µm
RF.registers\[1\]\[21\],20.16µm
net235,20.08µm
alu_result_out[30],20.07µm
DMEM.memory\[3\]\[14\],20.06µm
DMEM.memory\[20\]\[17\],20.04µm
RF.registers\[13\]\[8\],20.04µm
_2039_,20.04µm
_1679_,20.035µm
_1353_,20µm
_2064_,20µm
_2269_,20µm
_2265_,19.96µm
net1169,19.94µm
RF.registers\[4\]\[19\],19.915µm
_1809_,19.91µm
_2507_,19.8µm
_2024_,19.78µm
_2417_,19.78µm
_2791_,19.78µm
_1694_,19.75µm
RF.registers\[5\]\[25\],19.74µm
_2674_,19.74µm
alu_result_out[27],19.73µm
alu_result_out[26],19.73µm
net584,19.73µm
alu_result_out[25],19.73µm
alu_result_out[28],19.73µm
alu_result_out[29],19.73µm
instruction_out[2],19.72µm
_2792_,19.71µm
RF.registers\[3\]\[19\],19.68µm
DMEM.memory\[13\]\[13\],19.62µm
RF.registers\[2\]\[26\],19.605µm
_2447_,19.6µm
RF.registers\[16\]\[3\],19.54µm
_1635_,19.52µm
pc_out[15],19.42µm
_2415_,19.4µm
RF.registers\[13\]\[9\],19.38µm
instruction_out[26],19.38µm
instruction_out[12],19.38µm
_1712_,19.36µm
_2503_,19.36µm
_1488_,19.24µm
_2690_,19.24µm
net1206,19.18µm
RF.registers\[13\]\[13\],19.16µm
RF.registers\[1\]\[1\],19.16µm
_1330_,19.16µm
_2469_,19.14µm
next_pc\[7\],19.14µm
_2291_,19.08µm
_2826_,19.08µm
net1173,19.02µm
_2234_,19.02µm
net608,19.02µm
_2494_,19µm
_1332_,18.98µm
_2001_,18.98µm
_2858_,18.98µm
DMEM.memory\[8\]\[23\],18.96µm
_2575_,18.96µm
DMEM.memory\[6\]\[7\],18.94µm
_2686_,18.94µm
_1327_,18.92µm
_1706_,18.9µm
_1711_,18.9µm
RF.registers\[1\]\[13\],18.82µm
_2074_,18.74µm
RF.registers\[11\]\[4\],18.7µm
RF.registers\[13\]\[17\],18.7µm
net,18.68µm
net678,18.68µm
_1697_,18.62µm
RF.registers\[16\]\[19\],18.58µm
RF.registers\[1\]\[20\],18.58µm
RF.registers\[8\]\[27\],18.58µm
DMEM.memory\[0\]\[0\],18.56µm
DMEM.memory\[5\]\[7\],18.5µm
pc_out[11],18.5µm
RF.registers\[1\]\[15\],18.46µm
DMEM.memory\[0\]\[14\],18.44µm
DMEM.memory\[22\]\[16\],18.42µm
_1425_,18.42µm
_2625_,18.4µm
RF.registers\[4\]\[21\],18.395µm
_1985_,18.38µm
_2285_,18.38µm
RF.registers\[9\]\[8\],18.36µm
DMEM.memory\[23\]\[17\],18.32µm
_2746_,18.3µm
_2749_,18.24µm
_2597_,18.165µm
RF.registers\[16\]\[5\],18.16µm
DMEM.memory\[24\]\[12\],18.14µm
_0000_,18.14µm
_2170_,18.12µm
_2250_,18.06µm
pc_out[14],18.04µm
RF.registers\[16\]\[14\],17.945µm
RF.registers\[3\]\[18\],17.92µm
DMEM.memory\[2\]\[17\],17.9µm
DMEM.memory\[11\]\[17\],17.84µm
DMEM.memory\[4\]\[7\],17.82µm
_1278_,17.77µm
RF.registers\[16\]\[12\],17.74µm
_1412_,17.72µm
_2488_,17.72µm
_1783_,17.7µm
DMEM.memory\[25\]\[12\],17.69µm
_2143_,17.66µm
_1797_,17.6µm
DMEM.memory\[28\]\[16\],17.56µm
_2219_,17.54µm
RF.registers\[11\]\[26\],17.48µm
_2337_,17.48µm
_1416_,17.46µm
net903,17.405µm
DMEM.memory\[9\]\[12\],17.36µm
_2141_,17.36µm
_1426_,17.355µm
_2020_,17.32µm
_2181_,17.285µm
_2242_,17.26µm
DMEM.memory\[31\]\[16\],17.24µm
DMEM.memory\[7\]\[7\],17.24µm
_1733_,17.16µm
_1777_,17.16µm
_1956_,17.16µm
DMEM.memory\[0\]\[11\],17.14µm
DMEM.memory\[19\]\[12\],17.14µm
DMEM.memory\[10\]\[16\],17.1µm
_2148_,17.1µm
DMEM.memory\[25\]\[17\],17.06µm
_1686_,17.06µm
_2293_,16.98µm
_2670_,16.98µm
RF.registers\[9\]\[13\],16.92µm
_2307_,16.92µm
_0115_,16.9µm
_1819_,16.88µm
net1306,16.86µm
_2093_,16.82µm
_0740_,16.8µm
DMEM.memory\[3\]\[26\],16.78µm
RF.registers\[15\]\[27\],16.78µm
_1673_,16.78µm
_1688_,16.78µm
net933,16.765µm
_1435_,16.76µm
_2449_,16.76µm
DMEM.memory\[0\]\[9\],16.74µm
_2084_,16.72µm
DMEM.memory\[14\]\[17\],16.695µm
DMEM.memory\[28\]\[23\],16.685µm
_1655_,16.66µm
_2609_,16.66µm
_1301_,16.645µm
DMEM.memory\[21\]\[17\],16.64µm
_2711_,16.64µm
net1047,16.6µm
net1176,16.6µm
RF.registers\[1\]\[31\],16.58µm
net974,16.54µm
RF.registers\[5\]\[27\],16.48µm
_2750_,16.44µm
_2810_,16.44µm
RF.registers\[1\]\[6\],16.42µm
DMEM.memory\[9\]\[17\],16.4µm
RF.registers\[4\]\[13\],16.365µm
RF.registers\[16\]\[13\],16.305µm
net927,16.305µm
_2125_,16.3µm
RF.registers\[12\]\[4\],16.26µm
RF.registers\[16\]\[16\],16.245µm
_2482_,16.24µm
_1281_,16.22µm
net1160,16.16µm
RF.registers\[3\]\[17\],16.14µm
_1750_,16.04µm
DMEM.memory\[21\]\[12\],15.985µm
net1284,15.98µm
_1333_,15.96µm
_1428_,15.96µm
_2796_,15.96µm
_2595_,15.94µm
_2438_,15.88µm
_2040_,15.86µm
RF.registers\[9\]\[24\],15.84µm
_2598_,15.8µm
_1772_,15.78µm
DMEM.memory\[3\]\[7\],15.76µm
_2665_,15.76µm
_2718_,15.76µm
DMEM.memory\[2\]\[10\],15.725µm
_3131_,15.72µm
_2173_,15.705µm
_2281_,15.7µm
_1906_,15.68µm
_1309_,15.62µm
_1957_,15.62µm
_1367_,15.6µm
_1739_,15.6µm
DMEM.memory\[13\]\[17\],15.52µm
RF.registers\[11\]\[1\],15.52µm
RF.registers\[5\]\[22\],15.48µm
DMEM.memory\[29\]\[23\],15.44µm
RF.registers\[3\]\[11\],15.44µm
_2535_,15.4µm
_2282_,15.38µm
RF.registers\[2\]\[29\],15.34µm
DMEM.memory\[16\]\[16\],15.3µm
_1571_,15.28µm
_2139_,15.28µm
_2163_,15.28µm
RF.registers\[2\]\[0\],15.26µm
RF.registers\[5\]\[23\],15.26µm
DMEM.memory\[15\]\[16\],15.245µm
DMEM.memory\[5\]\[17\],15.24µm
DMEM.memory\[14\]\[16\],15.225µm
_2182_,15.22µm
DMEM.memory\[1\]\[2\],15.185µm
_2271_,15.18µm
_1280_,15.16µm
RF.registers\[1\]\[3\],15.14µm
_1796_,15.14µm
net1139,15.12µm
RF.registers\[13\]\[20\],15.105µm
_1496_,15.1µm
DMEM.memory\[31\]\[23\],15.08µm
DMEM.memory\[30\]\[3\],15.06µm
_1493_,15.05µm
_2254_,15.04µm
_2552_,15.04µm
_2570_,15.02µm
_2171_,15µm
RF.registers\[5\]\[2\],14.98µm
RF.registers\[16\]\[31\],14.94µm
_1676_,14.94µm
_2114_,14.94µm
_1314_,14.9µm
DMEM.memory\[12\]\[17\],14.88µm
net1181,14.88µm
_1381_,14.86µm
DMEM.memory\[13\]\[23\],14.84µm
_1506_,14.8µm
_1431_,14.76µm
RF.registers\[9\]\[19\],14.74µm
DMEM.memory\[25\]\[16\],14.72µm
DMEM.memory\[26\]\[17\],14.72µm
RF.registers\[5\]\[31\],14.68µm
_1696_,14.66µm
net1248,14.64µm
_2647_,14.64µm
_2834_,14.64µm
DMEM.memory\[31\]\[17\],14.62µm
DMEM.memory\[3\]\[29\],14.62µm
_1763_,14.62µm
_2501_,14.62µm
DMEM.memory\[17\]\[17\],14.6µm
RF.registers\[1\]\[26\],14.6µm
_2788_,14.58µm
_2136_,14.56µm
net1275,14.54µm
_1998_,14.54µm
DMEM.memory\[15\]\[17\],14.5µm
DMEM.memory\[17\]\[7\],14.48µm
_2028_,14.48µm
net794,14.465µm
_1914_,14.46µm
DMEM.memory\[3\]\[16\],14.44µm
RF.registers\[3\]\[1\],14.4µm
_1769_,14.4µm
net1076,14.38µm
RF.registers\[2\]\[28\],14.36µm
DMEM.memory\[3\]\[27\],14.34µm
RF.registers\[11\]\[5\],14.34µm
_2185_,14.34µm
RF.registers\[1\]\[18\],14.28µm
_1503_,14.26µm
net1185,14.24µm
_1744_,14.24µm
_2117_,14.225µm
net1178,14.2µm
DMEM.memory\[31\]\[12\],14.18µm
DMEM.memory\[3\]\[15\],14.18µm
DMEM.memory\[15\]\[7\],14.16µm
net1187,14.16µm
_2413_,14.16µm
DMEM.memory\[29\]\[29\],14.14µm
RF.registers\[16\]\[20\],14.14µm
net1161,14.12µm
_1767_,14.1µm
RF.registers\[16\]\[15\],14.095µm
DMEM.memory\[27\]\[23\],14.06µm
DMEM.memory\[21\]\[16\],14.02µm
_2758_,14.02µm
DMEM.memory\[29\]\[16\],14µm
_1695_,14µm
_1399_,13.98µm
_2510_,13.97µm
RF.registers\[9\]\[12\],13.96µm
_2544_,13.96µm
DMEM.memory\[3\]\[8\],13.94µm
DMEM.memory\[6\]\[12\],13.94µm
net1197,13.94µm
net1168,13.94µm
_2421_,13.94µm
DMEM.memory\[5\]\[13\],13.905µm
DMEM.memory\[7\]\[17\],13.9µm
net718,13.895µm
DMEM.memory\[17\]\[16\],13.86µm
_1758_,13.86µm
DMEM.memory\[1\]\[16\],13.845µm
net776,13.845µm
RF.registers\[1\]\[17\],13.84µm
RF.registers\[1\]\[4\],13.84µm
RF.registers\[4\]\[11\],13.815µm
DMEM.memory\[3\]\[5\],13.81µm
RF.registers\[11\]\[9\],13.8µm
_1903_,13.78µm
_2336_,13.76µm
_1992_,13.75µm
_2133_,13.72µm
DMEM.memory\[2\]\[13\],13.68µm
_1820_,13.68µm
_3115_,13.66µm
net593,13.66µm
DMEM.memory\[0\]\[27\],13.64µm
net1272,13.62µm
DMEM.memory\[11\]\[7\],13.5µm
_1731_,13.5µm
_1850_,13.5µm
_1945_,13.5µm
net1276,13.48µm
DMEM.memory\[20\]\[23\],13.465µm
DMEM.memory\[1\]\[9\],13.46µm
_2799_,13.44µm
next_pc\[4\],13.43µm
RF.registers\[5\]\[14\],13.42µm
_1440_,13.42µm
_2077_,13.42µm
net1153,13.38µm
DMEM.memory\[22\]\[7\],13.34µm
_1549_,13.34µm
_3121_,13.34µm
_2005_,13.32µm
_2637_,13.32µm
_2714_,13.31µm
DMEM.memory\[2\]\[20\],13.3µm
net11,13.27µm
_1689_,13.205µm
_1958_,13.2µm
_2801_,13.2µm
DMEM.memory\[1\]\[11\],13.185µm
_1988_,13.18µm
_2436_,13.18µm
net1288,13.16µm
net1184,13.16µm
DMEM.memory\[29\]\[12\],13.14µm
DMEM.memory\[4\]\[17\],13.14µm
_2263_,13.12µm
_2836_,13.12µm
_1374_,13.1µm
_1667_,13.1µm
_2231_,13.1µm
_2273_,13.08µm
net1311,13.06µm
_2381_,13.04µm
DMEM.memory\[13\]\[12\],13.02µm
DMEM.memory\[3\]\[13\],13µm
net778,12.995µm
DMEM.memory\[2\]\[14\],12.98µm
_1743_,12.96µm
DMEM.memory\[3\]\[12\],12.94µm
net1279,12.94µm
_2031_,12.94µm
DMEM.memory\[18\]\[12\],12.92µm
RF.registers\[1\]\[16\],12.92µm
net1136,12.92µm
_2557_,12.88µm
DMEM.memory\[17\]\[23\],12.875µm
net1304,12.86µm
DMEM.memory\[3\]\[23\],12.84µm
net913,12.825µm
_1929_,12.82µm
DMEM.memory\[15\]\[23\],12.8µm
_2455_,12.8µm
_1727_,12.795µm
_2253_,12.78µm
DMEM.memory\[26\]\[7\],12.76µm
_2324_,12.76µm
net607,12.72µm
net781,12.705µm
_1947_,12.7µm
net1157,12.66µm
net1278,12.66µm
_2331_,12.64µm
_2676_,12.64µm
_1719_,12.62µm
_2689_,12.6µm
_1491_,12.575µm
DMEM.memory\[23\]\[7\],12.56µm
_1942_,12.56µm
_2660_,12.56µm
_2461_,12.54µm
DMEM.memory\[1\]\[14\],12.5µm
net1249,12.5µm
DMEM.memory\[18\]\[17\],12.48µm
net741,12.465µm
_2495_,12.44µm
RF.registers\[11\]\[24\],12.42µm
_2713_,12.42µm
net747,12.405µm
RF.registers\[1\]\[10\],12.38µm
net999,12.34µm
net1166,12.32µm
DMEM.memory\[28\]\[3\],12.305µm
_1476_,12.29µm
_1448_,12.28µm
_1522_,12.28µm
_1626_,12.28µm
_1981_,12.28µm
_2072_,12.26µm
DMEM.memory\[8\]\[12\],12.24µm
_1414_,12.24µm
net1052,12.22µm
DMEM.memory\[0\]\[18\],12.16µm
net1048,12.16µm
DMEM.memory\[2\]\[9\],12.14µm
RF.registers\[1\]\[12\],12.14µm
net1119,12.12µm
_1807_,12.1µm
_1726_,12.04µm
net699,12.035µm
_2023_,12.02µm
DMEM.memory\[7\]\[16\],12µm
DMEM.memory\[30\]\[17\],11.965µm
DMEM.memory\[10\]\[17\],11.945µm
net1258,11.94µm
RF.registers\[1\]\[11\],11.92µm
RF.registers\[1\]\[14\],11.92µm
_0756_,11.92µm
DMEM.memory\[26\]\[23\],11.9µm
net1037,11.9µm
_2869_,11.9µm
_2188_,11.885µm
DMEM.memory\[22\]\[12\],11.88µm
DMEM.memory\[16\]\[8\],11.845µm
DMEM.memory\[3\]\[25\],11.84µm
RF.registers\[9\]\[30\],11.84µm
DMEM.memory\[3\]\[10\],11.82µm
_1447_,11.82µm
_1691_,11.82µm
RF.registers\[15\]\[11\],11.8µm
DMEM.memory\[30\]\[23\],11.78µm
net1196,11.78µm
net1285,11.78µm
DMEM.memory\[1\]\[5\],11.76µm
DMEM.memory\[2\]\[31\],11.76µm
DMEM.memory\[2\]\[7\],11.74µm
DMEM.memory\[3\]\[17\],11.74µm
next_pc\[18\],11.74µm
DMEM.memory\[2\]\[6\],11.72µm
_2848_,11.72µm
DMEM.memory\[4\]\[12\],11.7µm
_1567_,11.7µm
_2325_,11.7µm
_2574_,11.7µm
DMEM.memory\[0\]\[2\],11.66µm
DMEM.memory\[30\]\[13\],11.66µm
RF.registers\[11\]\[12\],11.66µm
RF.registers\[9\]\[0\],11.64µm
DMEM.memory\[1\]\[15\],11.62µm
_1418_,11.62µm
_2418_,11.62µm
_2773_,11.605µm
DMEM.memory\[31\]\[7\],11.58µm
net1091,11.58µm
net1317,11.58µm
_2405_,11.565µm
DMEM.memory\[2\]\[12\],11.56µm
_2807_,11.56µm
_1720_,11.555µm
DMEM.memory\[16\]\[23\],11.54µm
net1041,11.54µm
_2872_,11.5µm
net929,11.485µm
net684,11.485µm
net742,11.465µm
DMEM.memory\[27\]\[12\],11.46µm
DMEM.memory\[1\]\[12\],11.42µm
DMEM.memory\[1\]\[1\],11.42µm
net1043,11.42µm
_2270_,11.42µm
DMEM.memory\[2\]\[28\],11.395µm
DMEM.memory\[1\]\[3\],11.38µm
net716,11.365µm
net1137,11.36µm
_2442_,11.36µm
_3112_,11.36µm
_2778_,11.34µm
DMEM.memory\[23\]\[12\],11.32µm
DMEM.memory\[3\]\[28\],11.32µm
net953,11.32µm
net1190,11.32µm
net990,11.32µm
_2310_,11.32µm
_2512_,11.31µm
_1307_,11.28µm
_1790_,11.275µm
DMEM.memory\[9\]\[16\],11.26µm
_1555_,11.26µm
_1738_,11.26µm
DMEM.memory\[1\]\[24\],11.24µm
DMEM.memory\[25\]\[7\],11.24µm
DMEM.memory\[26\]\[12\],11.24µm
_2828_,11.24µm
DMEM.memory\[3\]\[0\],11.2µm
net1057,11.2µm
net1151,11.2µm
_2218_,11.2µm
DMEM.memory\[2\]\[5\],11.18µm
_1485_,11.16µm
_2744_,11.16µm
RF.registers\[15\]\[30\],11.125µm
net819,11.125µm
RF.registers\[5\]\[16\],11.12µm
net1295,11.12µm
net948,11.12µm
_1752_,11.12µm
_2008_,11.12µm
_2313_,11.12µm
DMEM.memory\[29\]\[3\],11.08µm
_1269_,11.08µm
net918,11.075µm
net777,11.065µm
DMEM.memory\[10\]\[23\],11.045µm
DMEM.memory\[2\]\[21\],11.04µm
_1702_,11.02µm
_1456_,10.99µm
_3163_,10.965µm
DMEM.memory\[3\]\[6\],10.96µm
net694,10.955µm
_1700_,10.94µm
_1561_,10.92µm
_2403_,10.92µm
RF.registers\[1\]\[30\],10.915µm
DMEM.memory\[11\]\[12\],10.9µm
net1133,10.9µm
net986,10.9µm
net963,10.88µm
net969,10.88µm
_2480_,10.88µm
net1141,10.86µm
DMEM.memory\[2\]\[22\],10.82µm
RF.registers\[9\]\[28\],10.82µm
RF.registers\[5\]\[3\],10.8µm
_1308_,10.8µm
_2707_,10.8µm
net896,10.785µm
net906,10.785µm
net910,10.785µm
net682,10.785µm
_1703_,10.78µm
_2101_,10.78µm
_2184_,10.78µm
_2692_,10.78µm
_2817_,10.78µm
net1078,10.78µm
_1275_,10.76µm
net1035,10.74µm
net1224,10.74µm
RF.registers\[4\]\[16\],10.725µm
net708,10.705µm
DMEM.memory\[1\]\[26\],10.675µm
_2210_,10.675µm
net1270,10.66µm
net977,10.66µm
DMEM.memory\[3\]\[1\],10.64µm
DMEM.memory\[8\]\[7\],10.64µm
DMEM.memory\[14\]\[23\],10.62µm
DMEM.memory\[15\]\[13\],10.62µm
net1213,10.62µm
_1297_,10.62µm
_2663_,10.62µm
net1210,10.58µm
net1267,10.56µm
net1194,10.56µm
RF.registers\[3\]\[27\],10.55µm
_0765_,10.54µm
net1110,10.54µm
DMEM.memory\[1\]\[25\],10.52µm
net1034,10.52µm
DMEM.memory\[7\]\[23\],10.5µm
_1259_,10.5µm
_1921_,10.5µm
net1029,10.5µm
_1305_,10.485µm
_1351_,10.46µm
_1629_,10.46µm
net807,10.445µm
net857,10.445µm
net885,10.445µm
net780,10.445µm
net802,10.445µm
net840,10.445µm
net936,10.445µm
net997,10.44µm
_2113_,10.44µm
net1062,10.44µm
DMEM.memory\[18\]\[23\],10.4µm
net955,10.4µm
net1299,10.4µm
_1951_,10.4µm
_1737_,10.365µm
DMEM.memory\[27\]\[7\],10.36µm
DMEM.memory\[2\]\[0\],10.36µm
_2649_,10.36µm
_2675_,10.36µm
_2790_,10.36µm
RF.registers\[9\]\[22\],10.34µm
net938,10.325µm
DMEM.memory\[2\]\[1\],10.32µm
_1417_,10.32µm
_1749_,10.32µm
_2274_,10.32µm
_2522_,10.32µm
_2561_,10.32µm
DMEM.memory\[1\]\[20\],10.28µm
