net,length_um
net471,214.14µm
net515,213.96µm
_3128_,213.66µm
_1341_,213.43µm
net356,211.935µm
net513,210.67µm
_2855_,210.44µm
clknet_leaf_39_clk,208.52µm
net371,208.165µm
net490,208.08µm
_1320_,207.685µm
net539,206.67µm
next_pc\[7\],206.17µm
net392,206.045µm
net34,205.3µm
net67,203.52µm
_2332_,203.48µm
net319,203.4µm
net345,203.045µm
net300,202.78µm
net346,202.655µm
_2852_,202.6µm
net54,202.58µm
net561,202.23µm
net413,202.135µm
net339,201.45µm
net326,201.2µm
net419,200.17µm
_2865_,199.74µm
net470,199.46µm
RF.registers\[10\]\[28\],199.36µm
net322,198.56µm
net519,198.24µm
_2327_,198µm
net252,197.88µm
net355,197.735µm
net530,197.7µm
net263,197.02µm
net432,196.505µm
net32,196.28µm
net545,196.04µm
RF.registers\[12\]\[16\],195.79µm
_1345_,195.3µm
net347,194.91µm
clknet_leaf_2_clk,194.25µm
net531,194.24µm
RF.registers\[12\]\[12\],193.87µm
RF.registers\[12\]\[22\],193.35µm
net480,192.94µm
net400,192.49µm
net309,191.49µm
net328,191.405µm
RF.registers\[12\]\[25\],190.38µm
_1927_,190.38µm
net522,189.59µm
net360,188.44µm
net483,187.39µm
net405,187.35µm
net412,187.1µm
clknet_3_6__leaf_clk,186.76µm
clknet_leaf_0_clk,186.7µm
clknet_leaf_43_clk,186.64µm
_1656_,186.4µm
net388,186.16µm
_2306_,186.16µm
net529,186.15µm
clknet_3_2__leaf_clk,185.88µm
net59,185.29µm
_2859_,184.76µm
net17,184.38µm
RF.registers\[12\]\[17\],184.19µm
_1603_,184.19µm
_1323_,183.86µm
net49,183.8µm
net406,183.4µm
clknet_leaf_11_clk,183.02µm
_2917_,183.01µm
net48,182.83µm
net316,182.765µm
net342,182.44µm
_1729_,182.2µm
_1941_,181.74µm
_2606_,181.28µm
net72,180.96µm
net525,180.84µm
net549,179.92µm
net313,179.69µm
clknet_leaf_1_clk,179.62µm
net391,179.325µm
net301,179.245µm
_2582_,178.98µm
net526,178.96µm
_1459_,178.88µm
RF.registers\[12\]\[24\],178.195µm
_1887_,177.58µm
RF.registers\[12\]\[20\],177.02µm
clknet_leaf_6_clk,177.02µm
net337,176.67µm
clknet_leaf_12_clk,176.5µm
clknet_3_7__leaf_clk,176.38µm
_2333_,176.37µm
net283,176.295µm
net29,176.18µm
_1466_,175.76µm
clknet_leaf_21_clk,175.68µm
net38,175.545µm
net403,175.22µm
net524,174.84µm
net295,174.725µm
clknet_leaf_42_clk,174.24µm
net500,174.23µm
net520,174.16µm
net335,173.86µm
net521,173.8µm
RF.registers\[12\]\[5\],173.76µm
net390,173.58µm
_1312_,173.365µm
_2465_,173.36µm
net414,172.2µm
_2861_,171.88µm
_1290_,171.87µm
net20,171.16µm
net442,171.13µm
clknet_leaf_3_clk,170.62µm
_1651_,169.81µm
_2850_,169.72µm
net389,169.36µm
net558,168.92µm
net421,168.645µm
clknet_leaf_16_clk,168.44µm
_1264_,167.88µm
net276,167.855µm
_2466_,167.62µm
_1298_,166.81µm
net394,166.75µm
clknet_leaf_36_clk,166.69µm
net372,166.56µm
net523,166µm
clknet_leaf_40_clk,165.86µm
_1438_,164.99µm
net402,164.88µm
net58,164.62µm
_1347_,164.43µm
net293,163.73µm
net434,163.64µm
_1658_,163.58µm
clknet_leaf_17_clk,163.16µm
net352,162.815µm
net354,162.615µm
clknet_leaf_13_clk,160.72µm
RF.registers\[12\]\[2\],160.665µm
net269,160.3µm
clknet_leaf_41_clk,160.04µm
clknet_leaf_38_clk,159.89µm
_2775_,159.84µm
net496,159.6µm
net431,159.48µm
clknet_leaf_10_clk,159.395µm
clknet_leaf_15_clk,159.3µm
net418,159.135µm
clknet_leaf_32_clk,159µm
net47,158.61µm
net317,158.11µm
clknet_leaf_14_clk,157.13µm
RF.registers\[12\]\[27\],156.98µm
net267,156.84µm
net266,156.84µm
net28,156.775µm
net33,156.31µm
clknet_leaf_4_clk,155.62µm
_1904_,154.56µm
net15,154.53µm
net396,154.18µm
net420,153.435µm
net282,153.255µm
clknet_leaf_23_clk,153.18µm
_1934_,153.08µm
clknet_leaf_27_clk,153.02µm
clknet_leaf_34_clk,152.84µm
_1363_,152.66µm
_1637_,152.54µm
clknet_leaf_24_clk,152µm
next_pc\[9\],151.69µm
_1326_,150.41µm
net379,149.98µm
net65,149µm
_1912_,148.86µm
net548,148.355µm
net294,148.05µm
_1565_,147.74µm
net409,147.29µm
_1546_,147.1µm
net274,146.87µm
_2785_,146.7µm
net453,146.34µm
net52,146.3µm
net366,146.1µm
_2653_,146.08µm
net386,146.06µm
_2803_,145.99µm
clknet_leaf_9_clk,145.82µm
net368,145.81µm
net449,145.76µm
net424,145.615µm
RF.registers\[12\]\[26\],145.54µm
net259,145.4µm
_1303_,144.765µm
_1920_,144.7µm
net285,144.22µm
net268,144.22µm
_2524_,144.06µm
_1460_,143.94µm
net439,143.52µm
net64,143.32µm
net334,142.725µm
_1409_,142.66µm
net417,142.53µm
net364,142.14µm
net348,140.535µm
net63,140.46µm
net291,140.405µm
net429,139.89µm
_1708_,139.88µm
net271,139.78µm
net27,139.67µm
net367,139.505µm
net320,139.32µm
net45,138.44µm
clknet_leaf_29_clk,138.39µm
net425,138.29µm
clknet_leaf_35_clk,138.09µm
net415,137.605µm
RF.registers\[12\]\[13\],136.785µm
net321,136.78µm
_1501_,136.3µm
net25,135.995µm
clknet_leaf_18_clk,135.58µm
net289,134.8µm
clknet_3_3__leaf_clk,134.02µm
RF.registers\[12\]\[21\],133.76µm
_1863_,133.26µm
clknet_leaf_37_clk,133.08µm
net569,133.06µm
_2818_,131.14µm
RF.registers\[12\]\[18\],131.12µm
net296,131.105µm
clknet_leaf_5_clk,130.36µm
_2138_,130.115µm
net485,129.52µm
_1947_,129.48µm
net40,129.475µm
_2698_,129.43µm
_1594_,129.04µm
clknet_leaf_33_clk,128.92µm
net452,128.4µm
_1423_,128.35µm
clknet_leaf_44_clk,128.16µm
clknet_leaf_22_clk,127.46µm
RF.registers\[12\]\[9\],127.1µm
RF.registers\[10\]\[12\],126.765µm
clknet_leaf_7_clk,126.7µm
clknet_leaf_25_clk,126.08µm
net305,126.04µm
_2708_,125.92µm
_1664_,125.9µm
RF.registers\[12\]\[31\],125.87µm
net287,125.82µm
clknet_leaf_30_clk,125.38µm
net311,125.26µm
_1969_,125.1µm
net31,125.03µm
_1342_,124.93µm
net422,124.47µm
net306,124.4µm
net323,124.38µm
net374,124.335µm
RF.registers\[12\]\[3\],124.18µm
net284,123.675µm
_2762_,123.2µm
net557,123.16µm
_2256_,123.14µm
clknet_leaf_26_clk,122.82µm
_1344_,122.76µm
_2751_,122.42µm
RF.registers\[8\]\[22\],122.095µm
net410,122.04µm
net343,122.025µm
_1258_,121.76µm
net275,121.47µm
RF.registers\[12\]\[10\],121.32µm
RF.registers\[10\]\[6\],121.1µm
RF.registers\[12\]\[0\],121.1µm
RF.registers\[13\]\[25\],120.46µm
net411,120.4µm
_2299_,119.92µm
net314,119.82µm
clknet_leaf_20_clk,119.66µm
_2604_,119.1µm
_2338_,119.06µm
_1427_,118.81µm
_2427_,118.62µm
RF.registers\[12\]\[30\],118.025µm
RF.registers\[12\]\[1\],117.48µm
_2531_,117.42µm
RF.registers\[10\]\[4\],116.53µm
clknet_leaf_28_clk,116.12µm
_1669_,115.48µm
_2563_,115.44µm
net273,115.04µm
_3120_,114.24µm
net330,113.6µm
_2006_,113.34µm
net286,113.095µm
_1253_,113.02µm
net373,112.21µm
_1330_,111.8µm
net290,111.745µm
clknet_leaf_19_clk,111.4µm
_1455_,111.34µm
_2617_,111.34µm
RF.registers\[12\]\[29\],111.285µm
_2547_,111.26µm
_1682_,111.01µm
_1803_,110.365µm
_1991_,110.36µm
RF.registers\[3\]\[7\],110.27µm
_2724_,109.66µm
net60,109.18µm
RF.registers\[10\]\[7\],108.64µm
_1648_,108.51µm
_2879_,108.33µm
net361,108.235µm
RF.registers\[4\]\[6\],108.14µm
net423,107.88µm
DMEM.memory\[0\]\[29\],107.74µm
net37,107.54µm
_2269_,107.5µm
net380,107.48µm
RF.registers\[10\]\[5\],107.1µm
net325,106µm
_2499_,105.66µm
net455,105.655µm
net562,105.28µm
clknet_leaf_31_clk,104.96µm
net399,104.52µm
_1954_,104.48µm
net16,104.38µm
_2682_,104.1µm
net416,104.065µm
RF.registers\[13\]\[16\],103.69µm
_1677_,103.62µm
_1337_,103.56µm
_1507_,103.54µm
RF.registers\[10\]\[8\],102.48µm
RF.registers\[12\]\[7\],102.4µm
RF.registers\[12\]\[28\],101.795µm
net265,101.67µm
net255,101.64µm
_2102_,101.62µm
_1672_,101.36µm
_2100_,100.735µm
_1558_,99.84µm
net437,99.77µm
_1256_,99.76µm
_1615_,99.745µm
_2058_,99.46µm
_1602_,99.36µm
net404,99.05µm
RF.registers\[11\]\[9\],98.68µm
net279,98.55µm
RF.registers\[10\]\[29\],98.48µm
_1369_,98.41µm
net570,98.4µm
_1687_,97.72µm
_1626_,97.62µm
_1491_,97.495µm
next_pc\[8\],97.32µm
net498,97.26µm
net393,97.01µm
RF.registers\[11\]\[8\],96.68µm
_1589_,96.555µm
_2261_,96.22µm
net397,96.02µm
_1768_,95.88µm
net395,95.82µm
RF.registers\[12\]\[14\],95.78µm
RF.registers\[12\]\[11\],95.675µm
RF.registers\[2\]\[0\],95.64µm
DMEM.memory\[0\]\[23\],95.62µm
RF.registers\[5\]\[27\],95.28µm
_2735_,95.08µm
_1516_,94.88µm
_2132_,94.51µm
RF.registers\[10\]\[27\],93.48µm
net277,93.37µm
net571,93µm
_1350_,92.56µm
_1299_,92.44µm
_2146_,91.54µm
net351,90.9µm
net50,90.74µm
RF.registers\[3\]\[9\],90.625µm
_1635_,90.04µm
net446,89.78µm
_3130_,89.76µm
_2116_,89.48µm
_2246_,88.96µm
net487,88.9µm
net438,88.83µm
_1976_,88.48µm
_2083_,87.98µm
net499,87.94µm
net69,87.68µm
RF.registers\[13\]\[22\],87.635µm
RF.registers\[13\]\[23\],87.54µm
_2053_,87.26µm
RF.registers\[11\]\[14\],86.8µm
_1817_,86.62µm
_1472_,86.16µm
_2222_,85.64µm
_1361_,85.58µm
net280,85.535µm
RF.registers\[10\]\[26\],85.46µm
_1335_,85.08µm
_1745_,85µm
_1684_,84.98µm
_1632_,84.885µm
_1406_,84.84µm
RF.registers\[9\]\[1\],84.78µm
net281,84.61µm
_2200_,84.24µm
net401,84.08µm
_2023_,83.895µm
net358,83.52µm
_2581_,83.26µm
_2158_,83.05µm
net369,82.6µm
net454,82.53µm
_1983_,82.09µm
_2030_,81.98µm
net559,81.935µm
net568,81.84µm
RF.registers\[4\]\[8\],81.72µm
net270,81.34µm
RF.registers\[13\]\[21\],80.76µm
RF.registers\[8\]\[31\],80.69µm
_1809_,80.63µm
_1776_,80.54µm
_2066_,80.52µm
_2046_,80.36µm
_1812_,80.3µm
RF.registers\[2\]\[1\],79.98µm
_1543_,79.56µm
_1821_,79.56µm
_2225_,78.89µm
_2148_,78.84µm
DMEM.memory\[0\]\[6\],78.6µm
_2593_,78.58µm
_2477_,78.56µm
_2671_,77.9µm
RF.registers\[10\]\[17\],77.54µm
net353,76.945µm
_2434_,76.48µm
_1627_,76.34µm
_2172_,76.2µm
_2656_,75.88µm
_1418_,75.76µm
net573,75.32µm
_1355_,75.31µm
net572,75.22µm
RF.registers\[8\]\[6\],74.92µm
_1540_,74.84µm
_2215_,74.82µm
RF.registers\[8\]\[3\],74.74µm
RF.registers\[4\]\[13\],74.37µm
net272,74.36µm
_2037_,74.28µm
_2205_,73.91µm
_1598_,73.88µm
_2180_,73.86µm
_2516_,73.77µm
_2192_,73.62µm
_2076_,73.5µm
_1515_,73.485µm
RF.registers\[13\]\[12\],73.48µm
net292,73.48µm
_2137_,73.28µm
_2154_,73.175µm
_1492_,73.04µm
_1964_,72.9µm
_2022_,72.84µm
RF.registers\[10\]\[24\],72.74µm
_1279_,72.67µm
net359,72.32µm
DMEM.memory\[0\]\[3\],71.67µm
net278,71.595µm
net501,71.42µm
RF.registers\[8\]\[13\],71.4µm
_1331_,71.335µm
_2049_,71.14µm
RF.registers\[10\]\[9\],70.765µm
_2249_,70.75µm
_2140_,70.73µm
_1412_,70.68µm
_2642_,70.66µm
_1311_,70.64µm
_2498_,70.14µm
_1735_,70.04µm
RF.registers\[10\]\[18\],69.66µm
_2106_,69.26µm
_1510_,69.14µm
_0003_,68.81µm
_1394_,68.7µm
_2016_,68.68µm
RF.registers\[8\]\[1\],68.64µm
RF.registers\[10\]\[1\],68.44µm
net30,68.06µm
_2176_,68.02µm
RF.registers\[13\]\[19\],67.845µm
_2730_,67.7µm
RF.registers\[8\]\[20\],67.58µm
RF.registers\[4\]\[9\],67.185µm
_1961_,67.14µm
RF.registers\[13\]\[17\],66.8µm
_2150_,66.6µm
net324,66.58µm
_1435_,66.56µm
_1353_,66.34µm
RF.registers\[3\]\[13\],66.24µm
RF.registers\[5\]\[10\],66.24µm
RF.registers\[3\]\[22\],66.16µm
net288,66.16µm
_1348_,66.08µm
_1913_,65.9µm
_2019_,65.74µm
_2262_,65.74µm
net18,65.74µm
net565,65.515µm
RF.registers\[8\]\[26\],65.48µm
_2309_,65.34µm
RF.registers\[13\]\[14\],65.28µm
RF.registers\[9\]\[3\],65.24µm
_2209_,65.02µm
RF.registers\[4\]\[14\],64.645µm
RF.registers\[10\]\[10\],64.46µm
RF.registers\[10\]\[2\],64.42µm
net527,64µm
_2208_,63.94µm
net70,63.82µm
net566,63.64µm
_2123_,63.62µm
_1775_,63.615µm
RF.registers\[10\]\[25\],63.5µm
RF.registers\[8\]\[29\],63.07µm
_1280_,63µm
_2187_,62.7µm
_2091_,62.64µm
next_pc\[10\],62.58µm
RF.registers\[2\]\[23\],62.46µm
RF.registers\[3\]\[3\],62.42µm
net563,62.34µm
_1333_,62.18µm
_1623_,62.03µm
_1304_,61.9µm
_2193_,61.52µm
_2228_,61.46µm
RF.registers\[2\]\[26\],61.305µm
_2275_,61.28µm
net564,61.2µm
_2337_,60.84µm
_2167_,60.72µm
_1506_,60.66µm
RF.registers\[8\]\[11\],60.6µm
net398,60.46µm
_1497_,60.36µm
_1431_,60.2µm
_2122_,60.1µm
RF.registers\[9\]\[0\],59.9µm
RF.registers\[2\]\[6\],59.78µm
net447,59.72µm
_2294_,59.6µm
_1604_,59.14µm
_1955_,59.02µm
RF.registers\[3\]\[6\],58.545µm
net304,58.44µm
net66,58.16µm
RF.registers\[3\]\[4\],58.06µm
RF.registers\[13\]\[18\],58.02µm
_2195_,57.62µm
_1960_,57.56µm
_1994_,57.4µm
net553,57.3µm
RF.registers\[16\]\[12\],57.28µm
_2488_,57.2µm
_1380_,57.14µm
_2419_,57.1µm
_2478_,57.04µm
_1545_,57µm
RF.registers\[16\]\[23\],56.92µm
_3132_,56.84µm
RF.registers\[13\]\[28\],56.72µm
RF.registers\[13\]\[26\],56.44µm
_2099_,56.3µm
DMEM.memory\[0\]\[5\],56.24µm
_1495_,56.06µm
_1636_,55.72µm
RF.registers\[4\]\[24\],55.55µm
RF.registers\[12\]\[4\],55.32µm
net450,55.32µm
_2508_,55.3µm
next_pc\[12\],55.24µm
_1477_,55.145µm
_1932_,54.66µm
DMEM.memory\[0\]\[24\],54.62µm
_2217_,54.6µm
net62,54.56µm
net24,54.34µm
_2290_,54.12µm
DMEM.memory\[0\]\[7\],53.92µm
RF.registers\[8\]\[5\],53.86µm
_1295_,53.74µm
next_pc\[31\],53.705µm
net349,53.7µm
RF.registers\[8\]\[8\],53.69µm
_1449_,53.44µm
_2021_,53.34µm
RF.registers\[13\]\[6\],53.2µm
RF.registers\[2\]\[29\],53.16µm
_2211_,53.025µm
RF.registers\[13\]\[2\],52.96µm
RF.registers\[8\]\[18\],52.92µm
RF.registers\[10\]\[30\],52.88µm
_1511_,52.78µm
_1948_,52.77µm
_1520_,52.76µm
RF.registers\[4\]\[22\],52.605µm
_1503_,52.4µm
RF.registers\[8\]\[2\],52.36µm
RF.registers\[8\]\[30\],52.36µm
RF.registers\[13\]\[27\],52.24µm
RF.registers\[4\]\[7\],52.105µm
RF.registers\[15\]\[10\],52.1µm
RF.registers\[2\]\[21\],52.04µm
_1360_,51.72µm
_1905_,51.72µm
_1414_,51.48µm
_2321_,51.46µm
_2038_,51.16µm
_2203_,51.08µm
_2451_,50.94µm
_2090_,50.92µm
net1191,50.76µm
_2207_,50.7µm
_2235_,50.36µm
_2278_,50.285µm
net1182,50.2µm
_1266_,49.95µm
RF.registers\[2\]\[5\],49.94µm
RF.registers\[4\]\[2\],49.92µm
_2056_,49.82µm
_2300_,49.6µm
_2089_,49.38µm
next_pc\[29\],49.26µm
_2036_,48.92µm
_1770_,48.7µm
_1300_,48.68µm
RF.registers\[4\]\[10\],48.675µm
_1402_,48.62µm
_1973_,48.62µm
_2113_,48.62µm
RF.registers\[3\]\[1\],48.38µm
_1526_,48.36µm
RF.registers\[3\]\[28\],48.16µm
_2027_,48.1µm
_1917_,47.98µm
RF.registers\[8\]\[27\],47.905µm
_2445_,47.86µm
_2010_,47.5µm
RF.registers\[16\]\[17\],47.46µm
_2004_,47.38µm
_2238_,47.26µm
DMEM.memory\[0\]\[16\],47.08µm
RF.registers\[8\]\[15\],47.06µm
RF.registers\[10\]\[21\],46.98µm
_1535_,46.96µm
RF.registers\[10\]\[16\],46.86µm
RF.registers\[10\]\[11\],46.68µm
next_pc\[20\],46.64µm
_1443_,46.63µm
_1470_,46.395µm
RF.registers\[3\]\[23\],46.28µm
_1675_,46.27µm
_1439_,46.1µm
_1416_,45.78µm
_2436_,45.78µm
_1319_,45.76µm
RF.registers\[13\]\[4\],45.72µm
_1429_,45.58µm
_2169_,45.58µm
_2317_,45.42µm
RF.registers\[10\]\[22\],45.36µm
_2109_,45.36µm
RF.registers\[8\]\[24\],45.22µm
_2443_,45.22µm
_1260_,45.14µm
_2731_,45.14µm
_2000_,44.84µm
RF.registers\[8\]\[10\],44.66µm
_1670_,44.66µm
RF.registers\[15\]\[14\],44.62µm
_1806_,44.585µm
_1949_,44.52µm
_1999_,44.3µm
RF.registers\[2\]\[13\],44.24µm
net21,44.02µm
_1915_,43.76µm
_2126_,43.64µm
RF.registers\[8\]\[7\],43.52µm
_2026_,43.515µm
RF.registers\[3\]\[25\],43.48µm
RF.registers\[8\]\[28\],43.46µm
RF.registers\[3\]\[2\],43.36µm
_2159_,43.36µm
_1931_,43.08µm
_1366_,43.04µm
next_pc\[22\],43.02µm
RF.registers\[8\]\[14\],42.82µm
_1674_,42.74µm
_2506_,42.66µm
_2039_,42.64µm
RF.registers\[10\]\[3\],42.63µm
_1629_,42.54µm
_2213_,42.46µm
_1287_,42.3µm
_2007_,42.26µm
_1773_,42.06µm
RF.registers\[13\]\[9\],41.94µm
RF.registers\[8\]\[0\],41.8µm
_2251_,41.7µm
_2641_,41.7µm
RF.registers\[2\]\[27\],41.52µm
RF.registers\[4\]\[3\],41.515µm
RF.registers\[10\]\[31\],41.42µm
RF.registers\[4\]\[16\],41.345µm
RF.registers\[5\]\[28\],41.2µm
_1436_,41.16µm
_1534_,41.14µm
_1537_,41.1µm
_2529_,40.96µm
next_pc\[28\],40.895µm
_1692_,40.78µm
_1827_,40.66µm
RF.registers\[4\]\[0\],40.3µm
_1791_,40.26µm
net567,40.24µm
_1351_,40.2µm
_2509_,40.2µm
_3126_,40.16µm
RF.registers\[16\]\[16\],40.02µm
RF.registers\[4\]\[23\],39.945µm
RF.registers\[10\]\[13\],39.86µm
net41,39.86µm
_2105_,39.64µm
_2428_,39.6µm
_2510_,39.6µm
_2739_,39.6µm
_1707_,39.52µm
_2439_,39.5µm
RF.registers\[3\]\[31\],39.4µm
DMEM.memory\[0\]\[27\],39.36µm
_2155_,39.36µm
RF.registers\[15\]\[21\],39.3µm
_2175_,39.3µm
_2292_,39.26µm
RF.registers\[10\]\[23\],39.02µm
RF.registers\[9\]\[27\],39µm
_1270_,39µm
RF.registers\[3\]\[0\],38.9µm
_1888_,38.9µm
RF.registers\[3\]\[10\],38.715µm
RF.registers\[10\]\[15\],38.7µm
_1794_,38.645µm
_2136_,38.62µm
_2171_,38.5µm
net42,38.39µm
_1653_,38.32µm
RF.registers\[10\]\[19\],38.18µm
net504,38.08µm
_0231_,38.03µm
_3134_,37.98µm
next_pc\[18\],37.86µm
RF.registers\[11\]\[7\],37.84µm
_2783_,37.84µm
_1365_,37.7µm
_2646_,37.68µm
_3121_,37.68µm
net68,37.62µm
_1357_,37.48µm
RF.registers\[16\]\[29\],37.46µm
_2247_,37.44µm
RF.registers\[3\]\[29\],37.42µm
RF.registers\[15\]\[3\],37.4µm
RF.registers\[11\]\[4\],37.38µm
_2285_,37.28µm
_2592_,37.16µm
_1413_,37.12µm
_1979_,37.04µm
next_pc\[24\],37.005µm
_1538_,36.82µm
RF.registers\[3\]\[8\],36.8µm
_2669_,36.72µm
net469,36.64µm
_2088_,36.58µm
_2414_,36.58µm
RF.registers\[5\]\[5\],36.54µm
RF.registers\[11\]\[26\],36.52µm
_1978_,36.46µm
RF.registers\[15\]\[13\],36.42µm
_1424_,36.4µm
_2444_,36.36µm
_2281_,36.3µm
net26,36.3µm
_1786_,36.28µm
RF.registers\[4\]\[5\],36.24µm
_2185_,36.2µm
RF.registers\[8\]\[25\],36.06µm
_1364_,36.04µm
RF.registers\[4\]\[4\],35.98µm
RF.registers\[9\]\[4\],35.98µm
_2183_,35.98µm
_2233_,35.84µm
RF.registers\[16\]\[14\],35.73µm
_2051_,35.64µm
_1957_,35.5µm
RF.registers\[16\]\[18\],35.44µm
_2765_,35.44µm
_1789_,35.4µm
_1255_,35.32µm
_1512_,35.3µm
_2186_,35.28µm
_1450_,35.2µm
_1563_,35.18µm
_2670_,35.06µm
RF.registers\[16\]\[21\],35.005µm
_2319_,35µm
_1824_,34.97µm
_2293_,34.92µm
_1531_,34.84µm
_2335_,34.84µm
RF.registers\[13\]\[8\],34.82µm
_1523_,34.58µm
RF.registers\[2\]\[4\],34.52µm
_1310_,34.24µm
_1647_,34.1µm
_1698_,34.045µm
_2045_,34µm
RF.registers\[3\]\[14\],33.975µm
RF.registers\[2\]\[28\],33.725µm
_2280_,33.595µm
_2760_,33.58µm
RF.registers\[11\]\[16\],33.54µm
RF.registers\[3\]\[27\],33.51µm
next_pc\[16\],33.365µm
_2706_,33.34µm
_2074_,33.26µm
_2421_,33.22µm
_1700_,33.12µm
RF.registers\[2\]\[20\],33.08µm
_1630_,33.06µm
next_pc\[19\],33.06µm
RF.registers\[2\]\[31\],33.03µm
_1277_,33µm
RF.registers\[13\]\[1\],32.96µm
_1781_,32.925µm
net554,32.76µm
_2276_,32.72µm
RF.registers\[10\]\[20\],32.645µm
RF.registers\[3\]\[16\],32.64µm
_1710_,32.61µm
RF.registers\[4\]\[20\],32.56µm
net555,32.52µm
net233,32.445µm
net1079,32.4µm
DMEM.memory\[0\]\[22\],32.385µm
_2504_,32.37µm
_2153_,32.34µm
_1461_,32.32µm
net19,32.28µm
_2484_,32.26µm
RF.registers\[16\]\[15\],32.18µm
_2179_,32.12µm
net365,32.12µm
_2738_,32.04µm
_2480_,32µm
_1332_,31.98µm
RF.registers\[13\]\[3\],31.92µm
_1533_,31.88µm
_2745_,31.82µm
_2092_,31.76µm
_1937_,31.66µm
next_pc\[11\],31.66µm
RF.registers\[4\]\[28\],31.535µm
net1161,31.5µm
_2202_,31.46µm
RF.registers\[16\]\[30\],31.26µm
RF.registers\[9\]\[2\],31.26µm
_2483_,31.245µm
_2849_,31.17µm
_1975_,31.14µm
net1206,31.12µm
net551,31.095µm
_1933_,31.06µm
_1397_,31.02µm
_1911_,30.94µm
_2277_,30.93µm
_1396_,30.9µm
DMEM.memory\[0\]\[4\],30.88µm
_1914_,30.86µm
_1551_,30.82µm
_0001_,30.74µm
RF.registers\[11\]\[15\],30.7µm
_1942_,30.7µm
_2455_,30.68µm
RF.registers\[16\]\[6\],30.605µm
_1378_,30.6µm
RF.registers\[13\]\[0\],30.42µm
_1782_,30.38µm
_2260_,30.34µm
_2512_,30.34µm
_2864_,30.26µm
RF.registers\[4\]\[1\],30.2µm
_2437_,30.16µm
_2286_,30.14µm
_2336_,30.12µm
_2457_,29.99µm
_2417_,29.98µm
next_pc\[25\],29.9µm
_2469_,29.83µm
_1500_,29.82µm
_2743_,29.82µm
RF.registers\[3\]\[24\],29.785µm
_2810_,29.76µm
_2877_,29.76µm
_1259_,29.74µm
_2456_,29.575µm
_2422_,29.5µm
RF.registers\[2\]\[19\],29.46µm
_1923_,29.46µm
_2721_,29.34µm
next_pc\[27\],29.24µm
RF.registers\[3\]\[26\],29.235µm
_1262_,29.06µm
_2639_,28.92µm
RF.registers\[4\]\[30\],28.915µm
_1765_,28.86µm
