net,length_um
clknet_3_2__leaf_clk,221.54µm
clknet_leaf_8_clk,219.475µm
net63,216.62µm
net389,215.22µm
RF.registers\[12\]\[21\],214.53µm
net309,213.67µm
net350,213.145µm
net468,212.96µm
net521,212.62µm
net432,211.865µm
net369,211.36µm
net352,210.095µm
net357,210.015µm
_1345_,209.18µm
net481,208.6µm
net323,208.575µm
RF.registers\[12\]\[12\],207.83µm
net444,206.84µm
clknet_3_7__leaf_clk,206.84µm
net445,205.29µm
net490,205.03µm
RF.registers\[12\]\[22\],205.015µm
net383,204.38µm
_1656_,203.98µm
net320,203.85µm
net519,203.3µm
net520,202.96µm
net303,202.54µm
net465,202.29µm
net407,201.28µm
net317,201.23µm
_1473_,201.14µm
_2332_,200.07µm
net522,199.96µm
clknet_3_5__leaf_clk,198.74µm
net277,198.56µm
net21,197.99µm
clknet_leaf_38_clk,197.82µm
net560,197.47µm
net65,196.92µm
net29,196.75µm
net315,196.18µm
_1729_,195.905µm
net35,195.36µm
net531,194.98µm
_2557_,194.625µm
net367,194.3µm
net431,194.12µm
_2157_,194.12µm
RF.registers\[12\]\[8\],193.77µm
net566,193.235µm
net530,192.95µm
RF.registers\[12\]\[18\],192.85µm
net537,192.055µm
_2865_,191.945µm
net435,190.92µm
net376,189.87µm
net328,189.755µm
_1283_,189.28µm
net484,189.04µm
net428,188.595µm
clknet_3_0__leaf_clk,187.88µm
net329,187.195µm
clknet_leaf_12_clk,187.115µm
net54,186.36µm
net461,185.84µm
net304,185.29µm
net562,184.45µm
clknet_3_3__leaf_clk,183.97µm
net404,183.485µm
net467,183.02µm
net268,182.46µm
_1312_,182.26µm
net47,181.84µm
net536,181.82µm
clknet_leaf_28_clk,181.41µm
net340,180.405µm
net384,179.57µm
net307,179.41µm
clknet_leaf_18_clk,178.96µm
_1363_,178.295µm
net408,178µm
_2841_,176.88µm
_2335_,176.86µm
net413,176.155µm
clknet_leaf_15_clk,175.7µm
net535,174.81µm
RF.registers\[15\]\[28\],174.26µm
net502,173.89µm
net266,173.82µm
net288,173.75µm
net354,173.44µm
clknet_leaf_16_clk,173.4µm
RF.registers\[12\]\[11\],172.86µm
net460,172.45µm
net405,172.225µm
net464,172.02µm
net477,171.72µm
clknet_leaf_2_clk,171.66µm
_1320_,171.59µm
RF.registers\[12\]\[31\],170.975µm
clknet_leaf_17_clk,170.58µm
clknet_leaf_26_clk,170.14µm
net67,169.83µm
clknet_leaf_19_clk,169.735µm
net56,169.46µm
net436,169.38µm
net378,168.98µm
_2581_,167.96µm
net472,166.86µm
RF.registers\[12\]\[3\],166.79µm
_2371_,166.79µm
net366,166.76µm
clknet_leaf_33_clk,166.54µm
net28,166.48µm
_1827_,166.26µm
_2830_,165.74µm
_1863_,165.66µm
net72,165.6µm
RF.registers\[13\]\[23\],165.4µm
RF.registers\[12\]\[13\],165.285µm
net347,165.06µm
_1821_,164.92µm
RF.registers\[12\]\[19\],164.04µm
net473,163.8µm
_2803_,163.78µm
clknet_leaf_22_clk,163.78µm
net346,163.57µm
net370,163.3µm
net571,162.26µm
RF.registers\[12\]\[9\],162.24µm
_2785_,162.11µm
_2818_,162.1µm
net22,162.1µm
clknet_leaf_27_clk,162µm
net289,161.51µm
net337,160.745µm
net474,160.46µm
net341,159.905µm
clknet_leaf_29_clk,159.88µm
net411,159.665µm
net319,159.56µm
_1658_,159.425µm
clknet_leaf_21_clk,159.38µm
net412,158.53µm
clknet_leaf_31_clk,157.9µm
RF.registers\[12\]\[27\],157.61µm
net365,157µm
_1341_,156.97µm
net446,156.895µm
net381,156.72µm
_1486_,156.545µm
net324,155.985µm
net475,155.66µm
_1651_,155.395µm
clknet_3_1__leaf_clk,155.38µm
_1682_,155.34µm
net550,154.87µm
_1331_,154.11µm
clknet_leaf_24_clk,153.84µm
net61,153.64µm
net293,153.275µm
_2862_,153.13µm
clknet_leaf_37_clk,152.99µm
clknet_leaf_34_clk,152.22µm
_2859_,151.88µm
net34,151.39µm
clknet_leaf_30_clk,150.94µm
_2503_,150.74µm
net415,150.7µm
net39,150.7µm
_2482_,150.12µm
RF.registers\[12\]\[10\],149.4µm
next_pc\[14\],149.2µm
clknet_leaf_35_clk,149.19µm
_2852_,148.95µm
clknet_leaf_39_clk,148.52µm
_1501_,148.38µm
net273,148.17µm
clknet_leaf_4_clk,148.14µm
DMEM.memory\[0\]\[4\],147.92µm
clknet_leaf_9_clk,147.5µm
net70,146.48µm
RF.registers\[5\]\[5\],146.14µm
_1708_,146.02µm
net343,145.22µm
net375,145.195µm
clknet_leaf_13_clk,145.1µm
clknet_leaf_14_clk,144.96µm
net267,144.84µm
net275,144.44µm
RF.registers\[8\]\[0\],144.18µm
net26,144.16µm
clknet_leaf_20_clk,144.08µm
RF.registers\[10\]\[15\],143.98µm
clknet_leaf_10_clk,143.96µm
net462,143.63µm
_1258_,143.36µm
net351,143.095µm
_2837_,142.76µm
_1264_,142.66µm
net300,142.555µm
net403,142.445µm
_2855_,142.28µm
clknet_leaf_36_clk,142.23µm
_1578_,142.06µm
_1304_,142.05µm
clknet_leaf_11_clk,141.86µm
net485,141.3µm
net299,141.23µm
net336,140.985µm
next_pc\[15\],140.77µm
net283,140.05µm
_2327_,139.92µm
RF.registers\[12\]\[14\],139.3µm
net355,139.195µm
_1677_,139.12µm
net386,138.98µm
_2580_,138.98µm
clknet_leaf_25_clk,138.82µm
_2542_,138.72µm
_2775_,138.42µm
_1303_,138.32µm
clknet_leaf_3_clk,137.72µm
net55,137.72µm
net58,137.7µm
_2475_,137.28µm
net373,137.02µm
net302,136.69µm
net427,136.655µm
net379,136.41µm
net364,136.1µm
net479,136.04µm
net534,136.04µm
net400,135.06µm
RF.registers\[13\]\[3\],134.8µm
net396,134.72µm
net326,134.525µm
_2138_,133.94µm
net516,133.28µm
_1632_,133.14µm
net330,132.64µm
net53,132.32µm
clknet_leaf_7_clk,132.28µm
clknet_leaf_41_clk,132.08µm
_2636_,132.04µm
clknet_leaf_5_clk,131.985µm
RF.registers\[13\]\[5\],131.92µm
_1687_,131.72µm
_2338_,131.51µm
_1463_,131.48µm
net423,130.965µm
RF.registers\[12\]\[1\],130.22µm
_2477_,129.5µm
clknet_leaf_40_clk,129.44µm
_2879_,129.28µm
_1497_,128.94µm
_1669_,128.78µm
clknet_leaf_32_clk,128.57µm
next_pc\[16\],128.035µm
net420,127.9µm
clknet_leaf_6_clk,127.89µm
RF.registers\[13\]\[4\],127.05µm
_2286_,127µm
_1459_,126.54µm
clknet_leaf_0_clk,126.18µm
clknet_leaf_1_clk,125.6µm
_2562_,125.28µm
_1423_,124.62µm
_2604_,124.4µm
_1768_,124.28µm
net291,124.08µm
_2606_,124.01µm
net23,123.3µm
net567,123.08µm
RF.registers\[13\]\[2\],122.82µm
next_pc\[17\],122.64µm
net276,122.34µm
_2192_,121.88µm
_2085_,121.82µm
_2465_,121.27µm
_1589_,121.065µm
_1326_,120.93µm
net280,120.63µm
net455,120.56µm
net505,120.2µm
net269,120.1µm
_3134_,119.69µm
_2615_,119.62µm
clknet_leaf_23_clk,118.94µm
net286,117.535µm
_2652_,116.54µm
net296,116.46µm
net362,116.34µm
net279,116.29µm
net74,116.27µm
net333,115.96µm
net527,115.88µm
RF.registers\[12\]\[29\],115.3µm
_1554_,115.245µm
net368,114.78µm
net528,114.62µm
net287,114.49µm
_2682_,114.04µm
net281,113.95µm
_2656_,113.19µm
net417,112.97µm
net297,112.8µm
_2272_,112.78µm
net292,112.605µm
net503,112.3µm
net24,111.78µm
net426,111.61µm
net36,111.48µm
net331,110.9µm
net406,110.2µm
net463,110.17µm
net414,110.04µm
_1355_,109.895µm
_1735_,109.86µm
next_pc\[24\],109.84µm
_2698_,109.46µm
RF.registers\[10\]\[12\],109.205µm
_1290_,109.195µm
net278,109.13µm
net284,109.095µm
_2333_,108.74µm
net40,108.22µm
_1598_,108.2µm
_3133_,107.3µm
RF.registers\[13\]\[13\],106.68µm
_2592_,106.64µm
net422,106.565µm
_1615_,106.125µm
_1348_,105.68µm
DMEM.memory\[0\]\[29\],104.82µm
net271,104.25µm
RF.registers\[10\]\[18\],104.11µm
net532,104.02µm
_1439_,103.62µm
_2030_,103.36µm
net321,103.32µm
_2721_,103.32µm
net285,102.195µm
net60,101.98µm
_2222_,101.88µm
_1507_,101.64µm
_2731_,101.44µm
_2762_,101.2µm
_1707_,101.08µm
net57,101.04µm
_1490_,100.98µm
net449,100.78µm
net458,100.49µm
_2543_,100.22µm
net419,99.8µm
RF.registers\[13\]\[9\],98.8µm
_2524_,98.74µm
net325,98.525µm
net457,98.425µm
_1664_,97.93µm
_1648_,97.72µm
RF.registers\[10\]\[23\],97.64µm
net360,97.065µm
net274,96.94µm
net42,96.92µm
net397,96.88µm
_1252_,96.66µm
_2738_,96.18µm
net533,95.86µm
_1675_,95.74µm
RF.registers\[10\]\[22\],95.6µm
_2840_,95.2µm
net272,95µm
RF.registers\[2\]\[22\],94.92µm
net526,94.62µm
net20,94.3µm
RF.registers\[13\]\[1\],93.8µm
net290,93.595µm
RF.registers\[2\]\[26\],93.165µm
_2765_,93.16µm
_2671_,92.96µm
net466,92.88µm
RF.registers\[11\]\[23\],92.795µm
net409,92.785µm
net310,92.635µm
RF.registers\[12\]\[7\],92.385µm
_1913_,92.26µm
RF.registers\[13\]\[15\],92.1µm
net425,92.05µm
reset,92.035µm
DMEM.memory\[0\]\[23\],91.54µm
net298,91.505µm
_1806_,91.25µm
RF.registers\[11\]\[27\],91.16µm
_1920_,91.08µm
RF.registers\[12\]\[30\],90.695µm
_2217_,90.6µm
RF.registers\[8\]\[8\],90.22µm
RF.registers\[13\]\[12\],90.185µm
_1357_,90.115µm
_1809_,89.935µm
net295,89.84µm
net385,89.1µm
_1253_,89.05µm
_2150_,89µm
_2266_,87.96µm
RF.registers\[13\]\[8\],87.175µm
net438,86.92µm
RF.registers\[11\]\[15\],86.88µm
net332,86.86µm
RF.registers\[10\]\[14\],86.5µm
_1636_,86.21µm
next_pc\[5\],86.14µm
DMEM.memory\[0\]\[12\],85.22µm
_3130_,84.92µm
net282,84.795µm
net487,84.78µm
net334,84.74µm
net44,84.74µm
net452,84.04µm
_1350_,83.72µm
net557,83.6µm
_2708_,83.18µm
net563,82.77µm
RF.registers\[10\]\[6\],82.59µm
net377,82.59µm
RF.registers\[12\]\[4\],81.84µm
_2730_,81.14µm
_1904_,80.62µm
_2732_,80.58µm
net1,80.16µm
_1565_,79.84µm
_1470_,79.72µm
_2751_,79.7µm
_1502_,79.62µm
_1888_,79.61µm
_2076_,79.6µm
_1604_,79.44µm
net525,79.36µm
_2026_,79.285µm
DMEM.memory\[0\]\[7\],79.24µm
RF.registers\[13\]\[30\],79.19µm
_2466_,79.14µm
_2300_,79µm
RF.registers\[13\]\[16\],78.44µm
RF.registers\[15\]\[13\],78.24µm
_1344_,78.24µm
_2877_,78.14µm
next_pc\[18\],77.58µm
_2427_,77.54µm
_2249_,77.26µm
_1298_,77.24µm
RF.registers\[12\]\[26\],76.72µm
RF.registers\[13\]\[27\],76.66µm
net301,76.6µm
_2783_,76.29µm
_1684_,76.14µm
_1334_,76.12µm
_0236_,75.93µm
_1562_,75.76µm
RF.registers\[13\]\[21\],75.705µm
net32,75.46µm
_2246_,75.42µm
net358,75.29µm
_1887_,75.28µm
RF.registers\[15\]\[21\],75.02µm
_2158_,74.79µm
_2309_,74.64µm
RF.registers\[10\]\[20\],74.615µm
_2083_,74.28µm
net401,74.135µm
DMEM.memory\[0\]\[30\],74.08µm
net418,73.745µm
RF.registers\[10\]\[11\],73.46µm
_2616_,73.43µm
net294,73.35µm
_2291_,73.28µm
_2126_,73.1µm
_2750_,73.08µm
net501,72.88µm
next_pc\[19\],72.74µm
RF.registers\[15\]\[10\],72.5µm
_2499_,72.3µm
_1550_,72.25µm
RF.registers\[8\]\[17\],72.22µm
_1466_,72.08µm
_2593_,72.06µm
net573,71.96µm
_2109_,71.615µm
net306,71.475µm
net500,71.34µm
RF.registers\[10\]\[17\],71.24µm
_1630_,71.16µm
_2408_,71.1µm
RF.registers\[8\]\[13\],70.84µm
RF.registers\[8\]\[15\],70.68µm
_1268_,70.64µm
_1300_,70.06µm
_2498_,69.92µm
_2167_,69.89µm
RF.registers\[11\]\[13\],69.88µm
next_pc\[25\],69.42µm
_2669_,69.22µm
RF.registers\[2\]\[23\],69.18µm
_2434_,69.1µm
_2021_,68.87µm
_2642_,68.82µm
_1369_,68.5µm
_1942_,68.42µm
_1396_,68.26µm
net10,68µm
RF.registers\[10\]\[30\],67.97µm
_2151_,67.82µm
RF.registers\[2\]\[17\],67.62µm
RF.registers\[4\]\[14\],67.24µm
net495,67.22µm
_2134_,67.2µm
RF.registers\[10\]\[21\],66.98µm
_1270_,66.84µm
net512,66.62µm
RF.registers\[8\]\[4\],66.4µm
_1311_,66.02µm
RF.registers\[4\]\[24\],66.005µm
_2617_,65.92µm
_2582_,65.88µm
_1934_,65.64µm
net327,65.575µm
_1299_,65.54µm
net523,65.44µm
net305,65.305µm
RF.registers\[13\]\[22\],65.285µm
_1347_,65.14µm
_1964_,64.94µm
RF.registers\[3\]\[23\],64.795µm
RF.registers\[10\]\[13\],64.74µm
_1295_,64.7µm
_2132_,64.66µm
RF.registers\[1\]\[2\],64.55µm
_1928_,64.48µm
net1210,64.42µm
_1432_,64.3µm
RF.registers\[8\]\[20\],64.21µm
_1438_,64.19µm
RF.registers\[10\]\[4\],64.08µm
RF.registers\[8\]\[22\],64µm
_2706_,63.88µm
_2468_,63.66µm
_2018_,63.52µm
RF.registers\[10\]\[19\],63.46µm
net524,63.42µm
_2563_,63.38µm
_2724_,63.37µm
_1335_,62.98µm
RF.registers\[10\]\[10\],62.9µm
net30,62.72µm
net43,62.68µm
_2037_,62.66µm
_2002_,62.64µm
_1323_,62.25µm
_2694_,62.2µm
_1778_,62.145µm
_2294_,62.13µm
RF.registers\[3\]\[22\],62.12µm
_2772_,61.84µm
net1211,61.72µm
net359,61.675µm
_2087_,61.54µm
net25,61.43µm
_1594_,61.375µm
RF.registers\[15\]\[25\],61.36µm
_1477_,61.25µm
net64,61.2µm
_1342_,61.18µm
RF.registers\[8\]\[14\],61.12µm
RF.registers\[1\]\[30\],61.095µm
_2431_,61.08µm
_2306_,61.04µm
DMEM.memory\[0\]\[17\],61.02µm
_2187_,60.82µm
RF.registers\[11\]\[11\],60.5µm
RF.registers\[8\]\[12\],60.32µm
RF.registers\[10\]\[7\],60.24µm
net374,60.22µm
RF.registers\[13\]\[25\],59.86µm
net551,59.8µm
_1803_,59.755µm
RF.registers\[8\]\[16\],59.64µm
net429,59.64µm
RF.registers\[15\]\[12\],59.62µm
net259,59.58µm
_1905_,59.02µm
net27,58.94µm
net41,58.78µm
RF.registers\[8\]\[7\],58.73µm
RF.registers\[8\]\[23\],58.66µm
_1289_,58.58µm
_2735_,58.54µm
RF.registers\[10\]\[8\],58.46µm
_1804_,58.38µm
net572,58.36µm
net69,58.2µm
RF.registers\[10\]\[16\],58.1µm
_1603_,58.04µm
RF.registers\[15\]\[16\],57.9µm
_1337_,57.84µm
_1745_,57.64µm
_1670_,57.46µm
_1288_,57.44µm
RF.registers\[8\]\[10\],57.345µm
_1526_,56.76µm
RF.registers\[8\]\[19\],56.5µm
_2172_,55.78µm
_2452_,55.58µm
RF.registers\[8\]\[21\],55.57µm
_2225_,55.51µm
_1558_,55.22µm
_2133_,55.16µm
_2016_,55.12µm
DMEM.memory\[0\]\[24\],55.08µm
RF.registers\[2\]\[13\],55.02µm
_2760_,55.02µm
_1535_,54.98µm
net13,54.84µm
RF.registers\[8\]\[3\],54.78µm
_2228_,54.58µm
_1465_,54.56µm
_2257_,54.52µm
RF.registers\[10\]\[28\],54.48µm
net1159,54.46µm
RF.registers\[2\]\[3\],54.4µm
_2439_,54.36µm
net68,54.18µm
_1732_,54.14µm
_2545_,54.05µm
RF.registers\[2\]\[14\],53.94µm
_3128_,53.84µm
RF.registers\[2\]\[9\],53.66µm
RF.registers\[3\]\[4\],53.42µm
RF.registers\[2\]\[1\],53.36µm
RF.registers\[2\]\[16\],53.27µm
net424,53.11µm
_1479_,53.08µm
RF.registers\[11\]\[18\],53.02µm
_2211_,52.89µm
RF.registers\[10\]\[5\],52.88µm
RF.registers\[16\]\[5\],52.7µm
RF.registers\[10\]\[27\],52.6µm
_1408_,52.39µm
next_pc\[20\],52.38µm
_1796_,52.28µm
RF.registers\[8\]\[9\],52.2µm
_1435_,52.2µm
RF.registers\[3\]\[13\],52.16µm
_2149_,52.06µm
_1807_,51.86µm
RF.registers\[12\]\[28\],51.685µm
_1541_,51.4µm
RF.registers\[11\]\[19\],51.28µm
net559,51.26µm
RF.registers\[5\]\[10\],51.25µm
_2278_,51.165µm
_2023_,51.08µm
net416,51.04µm
_2213_,51.03µm
_1994_,50.98µm
net33,50.88µm
RF.registers\[16\]\[22\],50.7µm
RF.registers\[12\]\[15\],50.64µm
_1961_,50.57µm
_2428_,50.57µm
_2010_,50.56µm
net570,50.54µm
net556,50.44µm
RF.registers\[2\]\[8\],50.42µm
_1266_,50.34µm
RF.registers\[2\]\[12\],50.26µm
RF.registers\[13\]\[7\],50.2µm
RF.registers\[2\]\[6\],50.1µm
RF.registers\[8\]\[18\],50µm
RF.registers\[5\]\[6\],49.78µm
net59,49.78µm
_1519_,49.76µm
_2290_,49.76µm
RF.registers\[8\]\[6\],49.52µm
_2238_,49.52µm
net496,49.44µm
_1321_,49.39µm
_2233_,49.17µm
_2052_,49.1µm
RF.registers\[10\]\[25\],49.02µm
RF.registers\[10\]\[9\],48.82µm
RF.registers\[3\]\[25\],48.515µm
RF.registers\[11\]\[6\],48.5µm
RF.registers\[3\]\[24\],48.445µm
RF.registers\[2\]\[10\],48.14µm
_1686_,48.1µm
net1162,47.76µm
_2627_,47.62µm
_1692_,47.17µm
_2280_,47.155µm
_2319_,46.975µm
RF.registers\[4\]\[22\],46.945µm
RF.registers\[3\]\[27\],46.8µm
net37,46.78µm
_1402_,46.68µm
RF.registers\[4\]\[11\],46.59µm
RF.registers\[5\]\[24\],46.54µm
_2469_,46.535µm
_2451_,46.5µm
RF.registers\[10\]\[0\],46.325µm
RF.registers\[2\]\[15\],46.28µm
_2488_,46.26µm
_2547_,46.24µm
_2204_,46.16µm
_2419_,46.1µm
_2024_,46.02µm
RF.registers\[4\]\[25\],45.715µm
_1275_,45.61µm
_2311_,45.6µm
_1445_,45.575µm
_2006_,45.465µm
_2034_,45.46µm
_2195_,45.4µm
_2033_,45.32µm
RF.registers\[4\]\[10\],45.3µm
_1979_,45.22µm
_2064_,45.2µm
RF.registers\[11\]\[22\],45.06µm
RF.registers\[8\]\[5\],44.82µm
_2159_,44.525µm
_1366_,44.48µm
_2445_,44.48µm
RF.registers\[2\]\[18\],44.44µm
_2209_,44.32µm
_1380_,44.3µm
_2078_,44.22µm
RF.registers\[2\]\[21\],44.21µm
_2058_,44.2µm
_1983_,44.12µm
RF.registers\[8\]\[25\],44.01µm
_1461_,43.94µm
net45,43.9µm
_2156_,43.82µm
_2714_,43.82µm
RF.registers\[10\]\[3\],43.64µm
RF.registers\[15\]\[20\],43.52µm
DMEM.memory\[0\]\[16\],43.48µm
_1537_,43.48µm
_1360_,43.46µm
net529,43.46µm
_1256_,43.42µm
RF.registers\[15\]\[14\],43.34µm
_1443_,43.28µm
RF.registers\[4\]\[19\],43.245µm
_2208_,43.16µm
_2444_,43.14µm
RF.registers\[3\]\[3\],43.12µm
net569,43.04µm
net31,42.98µm
net491,42.96µm
_2117_,42.89µm
RF.registers\[11\]\[3\],42.88µm
_2483_,42.875µm
net565,42.68µm
RF.registers\[13\]\[31\],42.62µm
RF.registers\[4\]\[2\],42.555µm
net574,42.46µm
RF.registers\[15\]\[18\],42.06µm
_2448_,42µm
_2337_,41.96µm
net483,41.96µm
_1415_,41.92µm
_1551_,41.76µm
RF.registers\[2\]\[24\],41.72µm
_1792_,41.675µm
RF.registers\[12\]\[24\],41.65µm
RF.registers\[10\]\[26\],41.62µm
net561,41.605µm
DMEM.memory\[30\]\[16\],41.335µm
RF.registers\[5\]\[22\],41.3µm
_1394_,41.24µm
RF.registers\[4\]\[9\],41.2µm
_2140_,41.14µm
net513,41.14µm
RF.registers\[11\]\[10\],41.06µm
_2850_,41.04µm
RF.registers\[8\]\[2\],41.03µm
RF.registers\[2\]\[27\],40.92µm
_1969_,40.86µm
_2281_,40.78µm
_2096_,40.66µm
_2235_,40.64µm
RF.registers\[2\]\[0\],40.5µm
_2123_,40.48µm
_2269_,40.48µm
_1962_,40.46µm
RF.registers\[2\]\[25\],40.38µm
_2328_,40.36µm
_2791_,40.36µm
net361,40.24µm
RF.registers\[2\]\[19\],40.22µm
_1753_,40.205µm
RF.registers\[1\]\[7\],40.13µm
RF.registers\[2\]\[5\],40.08µm
_2046_,39.96µm
net18,39.96µm
RF.registers\[4\]\[17\],39.7µm
_2470_,39.68µm
net1145,39.66µm
DMEM.memory\[0\]\[13\],39.54µm
_2094_,39.46µm
RF.registers\[3\]\[31\],39.4µm
RF.registers\[3\]\[12\],39.38µm
RF.registers\[4\]\[7\],39.285µm
RF.registers\[2\]\[2\],39.24µm
RF.registers\[13\]\[14\],39.22µm
_2153_,38.94µm
RF.registers\[3\]\[2\],38.93µm
RF.registers\[11\]\[30\],38.7µm
_1722_,38.66µm
_1781_,38.58µm
RF.registers\[16\]\[23\],38.4µm
RF.registers\[3\]\[18\],38.4µm
_1364_,38.32µm
DMEM.memory\[0\]\[1\],38.24µm
net450,38.14µm
_2092_,38.1µm
RF.registers\[3\]\[20\],37.86µm
_1319_,37.82µm
RF.registers\[11\]\[17\],37.74µm
_1748_,37.705µm
RF.registers\[4\]\[31\],37.68µm
_2512_,37.63µm
_1527_,37.62µm
net489,37.6µm
_1715_,37.48µm
_2526_,37.445µm
RF.registers\[4\]\[6\],37.42µm
_2641_,37.285µm
_2066_,37.16µm
_2739_,36.98µm
_2603_,36.86µm
RF.registers\[11\]\[8\],36.84µm
RF.registers\[4\]\[4\],36.8µm
RF.registers\[4\]\[8\],36.78µm
_1584_,36.77µm
_2003_,36.76µm
RF.registers\[1\]\[0\],36.68µm
_2510_,36.61µm
_1713_,36.6µm
net393,36.57µm
_1276_,36.56µm
_2013_,36.54µm
RF.registers\[4\]\[3\],36.375µm
_1798_,36.37µm
net494,36.32µm
RF.registers\[4\]\[30\],36.315µm
_1812_,36.3µm
_1698_,36.245µm
_2000_,36.22µm
RF.registers\[2\]\[11\],36.06µm
_2008_,36.04µm
_1991_,35.94µm
DMEM.memory\[30\]\[7\],35.92µm
RF.registers\[3\]\[28\],35.9µm
RF.registers\[8\]\[11\],35.88µm
next_pc\[29\],35.78µm
_2241_,35.7µm
_2245_,35.66µm
_2262_,35.62µm
net256,35.6µm
net564,35.44µm
_2696_,35.36µm
_2102_,35.28µm
_2038_,35.26µm
alu_result_out[10],35.23µm
DMEM.memory\[0\]\[8\],35.18µm
_1287_,35.12µm
_2746_,35.11µm
net50,35.04µm
_2098_,34.92µm
net38,34.78µm
net71,34.78µm
_1783_,34.66µm
_2114_,34.66µm
RF.registers\[13\]\[19\],34.64µm
_2007_,34.56µm
next_pc\[10\],34.52µm
_1397_,34.4µm
net46,34.34µm
RF.registers\[11\]\[2\],34.32µm
_2321_,34.31µm
_1922_,34.165µm
net515,34.12µm
RF.registers\[2\]\[4\],34.07µm
RF.registers\[9\]\[28\],34.06µm
RF.registers\[8\]\[27\],33.965µm
_1523_,33.96µm
_2653_,33.86µm
RF.registers\[9\]\[30\],33.84µm
DMEM.memory\[11\]\[7\],33.76µm
_2067_,33.7µm
next_pc\[8\],33.68µm
_2197_,33.64µm
next_pc\[31\],33.565µm
_1657_,33.46µm
_1437_,33.32µm
_2493_,33.24µm
_2069_,33.11µm
_2812_,33.08µm
RF.registers\[4\]\[5\],33.02µm
_2015_,32.94µm
RF.registers\[9\]\[24\],32.92µm
_2334_,32.92µm
_2801_,32.92µm
RF.registers\[3\]\[0\],32.88µm
_2553_,32.76µm
_2119_,32.72µm
_1482_,32.66µm
_1978_,32.64µm
RF.registers\[10\]\[31\],32.62µm
RF.registers\[3\]\[7\],32.62µm
alu_result_out[6],32.51µm
alu_result_out[8],32.51µm
_2487_,32.5µm
_1672_,32.46µm
_1794_,32.45µm
_1945_,32.42µm
RF.registers\[13\]\[28\],32.4µm
_1359_,32.26µm
alu_result_out[9],32.17µm
_2302_,32.16µm
RF.registers\[4\]\[23\],32.125µm
RF.registers\[3\]\[26\],32.025µm
_1948_,31.72µm
RF.registers\[9\]\[29\],31.7µm
RF.registers\[11\]\[7\],31.68µm
_2277_,31.66µm
_1954_,31.6µm
RF.registers\[13\]\[6\],31.54µm
alu_result_out[5],31.49µm
_1923_,31.48µm
RF.registers\[3\]\[30\],31.46µm
RF.registers\[3\]\[9\],31.425µm
RF.registers\[3\]\[16\],31.42µm
_2506_,31.37µm
net511,31.3µm
_2155_,31.24µm
next_pc\[22\],31.16µm
RF.registers\[1\]\[15\],30.98µm
_2100_,30.92µm
_1422_,30.9µm
RF.registers\[3\]\[29\],30.84µm
_2317_,30.8µm
RF.registers\[4\]\[21\],30.72µm
_3129_,30.7µm
_1750_,30.68µm
_2116_,30.6µm
_1976_,30.52µm
net824,30.485µm
net1075,30.48µm
net1178,30.44µm
DMEM.memory\[21\]\[23\],30.4µm
_1416_,30.34µm
RF.registers\[3\]\[17\],30.28µm
RF.registers\[1\]\[20\],30.2µm
_1294_,30.06µm
net1078,30µm
_3121_,29.98µm
RF.registers\[4\]\[1\],29.965µm
RF.registers\[4\]\[13\],29.855µm
alu_result_out[12],29.79µm
