net,length_um
_2177_,28.26µm
RF.registers\[10\]\[30\],28.22µm
_2452_,28.14µm
RF.registers\[3\]\[29\],28.12µm
_2639_,28.04µm
RF.registers\[11\]\[5\],27.98µm
RF.registers\[2\]\[18\],27.94µm
_2008_,27.82µm
_1278_,27.71µm
RF.registers\[16\]\[19\],27.68µm
_1556_,27.66µm
RF.registers\[13\]\[20\],27.625µm
_1551_,27.6µm
_2091_,27.6µm
_1534_,27.58µm
_1626_,27.58µm
_1365_,27.49µm
_2291_,27.4µm
_2180_,27.35µm
_2469_,27.255µm
_1661_,27.21µm
RF.registers\[2\]\[25\],27.165µm
_1719_,27.12µm
_1903_,27.12µm
_1739_,27.02µm
_1930_,26.98µm
_2421_,26.84µm
_2162_,26.82µm
_2264_,26.8µm
RF.registers\[16\]\[22\],26.78µm
_2016_,26.78µm
DMEM.memory\[0\]\[23\],26.7µm
net446,26.66µm
next_pc\[12\],26.66µm
_1727_,26.64µm
RF.registers\[3\]\[12\],26.58µm
DMEM.memory\[5\]\[17\],26.5µm
_1449_,26.48µm
_1441_,26.42µm
RF.registers\[4\]\[17\],26.385µm
_2628_,26.36µm
net29,26.355µm
_1791_,26.34µm
_1503_,26.32µm
_2414_,26.32µm
RF.registers\[1\]\[6\],26.3µm
RF.registers\[2\]\[21\],26.28µm
_1985_,26.28µm
RF.registers\[11\]\[3\],26.26µm
_1393_,26.24µm
_2226_,26.24µm
RF.registers\[16\]\[17\],26.16µm
_1465_,26.15µm
_2024_,26.06µm
_1357_,25.975µm
_2277_,25.94µm
_2502_,25.93µm
RF.registers\[2\]\[0\],25.9µm
RF.registers\[3\]\[30\],25.9µm
_2094_,25.82µm
_1942_,25.78µm
_2448_,25.77µm
_2137_,25.76µm
_1566_,25.64µm
_2424_,25.64µm
_1801_,25.62µm
net1133,25.4µm
net110,25.4µm
net507,25.28µm
_2039_,25.28µm
DMEM.memory\[0\]\[13\],25.26µm
_2227_,25.26µm
_2863_,25.22µm
RF.registers\[16\]\[15\],25.185µm
_2240_,25.14µm
_2312_,25.06µm
net60,25.06µm
net509,25.02µm
_2212_,25µm
_1796_,24.96µm
RF.registers\[4\]\[20\],24.94µm
RF.registers\[9\]\[2\],24.82µm
next_pc\[14\],24.76µm
RF.registers\[5\]\[29\],24.74µm
net488,24.72µm
_1605_,24.66µm
_2038_,24.6µm
RF.registers\[5\]\[22\],24.46µm
RF.registers\[3\]\[20\],24.44µm
RF.registers\[3\]\[3\],24.3µm
net1131,24.3µm
RF.registers\[10\]\[27\],24.18µm
net495,24.16µm
RF.registers\[9\]\[29\],24.1µm
_2739_,24.1µm
_1437_,23.96µm
_1647_,23.92µm
_2198_,23.88µm
_2032_,23.82µm
_1446_,23.76µm
_1679_,23.66µm
net1137,23.62µm
_1674_,23.62µm
_2066_,23.6µm
_2105_,23.54µm
RF.registers\[4\]\[28\],23.48µm
_1492_,23.48µm
_2714_,23.41µm
_2265_,23.36µm
_2112_,23.3µm
DMEM.memory\[17\]\[16\],23.245µm
net484,23.23µm
net1086,23.2µm
_2230_,23.08µm
_2679_,23.035µm
net492,22.92µm
_2478_,22.85µm
_1781_,22.84µm
RF.registers\[11\]\[9\],22.76µm
_1763_,22.625µm
_2868_,22.5µm
RF.registers\[4\]\[22\],22.455µm
alu_result_out[5],22.43µm
RF.registers\[3\]\[10\],22.425µm
_2665_,22.42µm
_2104_,22.4µm
DMEM.memory\[3\]\[25\],22.36µm
_1442_,22.36µm
_1775_,22.28µm
_2221_,22.28µm
_2482_,22.14µm
_1276_,22.12µm
_1776_,22.12µm
_2155_,22.095µm
DMEM.memory\[4\]\[13\],22.08µm
RF.registers\[9\]\[3\],22.08µm
net235,21.98µm
_2620_,21.94µm
_2142_,21.9µm
RF.registers\[15\]\[13\],21.88µm
_1493_,21.84µm
_1657_,21.82µm
_2194_,21.82µm
RF.registers\[15\]\[20\],21.8µm
_2487_,21.8µm
_2685_,21.8µm
_2531_,21.74µm
_1555_,21.72µm
RF.registers\[1\]\[20\],21.7µm
_1410_,21.7µm
_1787_,21.695µm
_1513_,21.69µm
_2307_,21.66µm
DMEM.memory\[0\]\[2\],21.62µm
RF.registers\[5\]\[10\],21.58µm
_2093_,21.56µm
_2419_,21.54µm
RF.registers\[4\]\[16\],21.535µm
RF.registers\[3\]\[28\],21.5µm
RF.registers\[2\]\[19\],21.46µm
_1733_,21.44µm
_1737_,21.435µm
RF.registers\[16\]\[23\],21.32µm
_1976_,21.32µm
RF.registers\[2\]\[31\],21.3µm
_1935_,21.3µm
_1989_,21.24µm
_1539_,21.16µm
alu_result_out[6],21.13µm
_2686_,21.08µm
RF.registers\[8\]\[31\],21.005µm
_2857_,20.98µm
RF.registers\[3\]\[1\],20.92µm
RF.registers\[11\]\[0\],20.88µm
RF.registers\[2\]\[28\],20.84µm
_1315_,20.82µm
_2078_,20.82µm
RF.registers\[13\]\[26\],20.8µm
net1207,20.8µm
_1969_,20.78µm
next_pc\[26\],20.76µm
RF.registers\[11\]\[18\],20.74µm
RF.registers\[9\]\[31\],20.74µm
_1405_,20.72µm
RF.registers\[2\]\[1\],20.7µm
instruction_out[5],20.7µm
_2793_,20.66µm
_2570_,20.62µm
_2503_,20.6µm
RF.registers\[4\]\[8\],20.58µm
RF.registers\[11\]\[21\],20.54µm
RF.registers\[2\]\[5\],20.5µm
net556,20.5µm
_2176_,20.46µm
_2489_,20.4µm
RF.registers\[4\]\[21\],20.385µm
RF.registers\[10\]\[1\],20.38µm
instruction_out[2],20.38µm
_1433_,20.38µm
_1301_,20.325µm
DMEM.memory\[21\]\[23\],20.3µm
_1409_,20.3µm
_2195_,20.3µm
net1119,20.26µm
RF.registers\[5\]\[23\],20.24µm
_1424_,20.2µm
_2494_,20.18µm
DMEM.memory\[22\]\[23\],20.12µm
_1520_,20.08µm
RF.registers\[1\]\[29\],20.03µm
_2792_,20µm
_1576_,19.98µm
_2773_,19.905µm
net1094,19.88µm
_1398_,19.86µm
_1993_,19.86µm
_1753_,19.835µm
next_pc\[4\],19.785µm
DMEM.memory\[10\]\[16\],19.78µm
_2205_,19.77µm
RF.registers\[9\]\[5\],19.66µm
_1691_,19.66µm
RF.registers\[3\]\[18\],19.57µm
_2049_,19.52µm
_2043_,19.5µm
RF.registers\[4\]\[26\],19.425µm
_1538_,19.4µm
_1812_,19.36µm
_1908_,19.295µm
RF.registers\[16\]\[14\],19.285µm
_1498_,19.2µm
_2079_,19.02µm
_2279_,19.02µm
_1653_,18.985µm
DMEM.memory\[6\]\[12\],18.965µm
net494,18.94µm
_1500_,18.9µm
_1546_,18.86µm
net1107,18.8µm
DMEM.memory\[0\]\[28\],18.78µm
alu_result_out[4],18.75µm
pc_out[11],18.745µm
_2861_,18.68µm
DMEM.memory\[29\]\[23\],18.66µm
RF.registers\[9\]\[1\],18.66µm
_1937_,18.66µm
_1786_,18.64µm
_1668_,18.62µm
_1767_,18.62µm
DMEM.memory\[28\]\[16\],18.58µm
RF.registers\[5\]\[0\],18.56µm
_1650_,18.54µm
_2451_,18.52µm
_2163_,18.5µm
_3126_,18.48µm
pc_out[12],18.475µm
_1686_,18.46µm
_2208_,18.44µm
_2473_,18.44µm
alu_result_out[14],18.41µm
_2019_,18.38µm
_1302_,18.32µm
_1973_,18.26µm
_2200_,18.26µm
net1065,18.26µm
_2080_,18.24µm
_2510_,18.23µm
RF.registers\[11\]\[25\],18.22µm
RF.registers\[9\]\[4\],18.2µm
_2418_,18.16µm
_1718_,18.12µm
_1601_,18.1µm
net799,18.085µm
pc_out[25],18.065µm
RF.registers\[2\]\[20\],18.02µm
_2455_,18.02µm
_2436_,17.98µm
instruction_out[15],17.98µm
alu_result_out[13],17.97µm
net493,17.96µm
DMEM.memory\[1\]\[14\],17.94µm
_2471_,17.92µm
DMEM.memory\[10\]\[7\],17.82µm
_2422_,17.82µm
DMEM.memory\[14\]\[12\],17.8µm
net1153,17.78µm
net1042,17.78µm
_1395_,17.7µm
_2056_,17.7µm
_1810_,17.6µm
RF.registers\[3\]\[21\],17.585µm
DMEM.memory\[8\]\[23\],17.56µm
_1505_,17.56µm
_2222_,17.555µm
_1531_,17.52µm
_2303_,17.52µm
_2415_,17.49µm
DMEM.memory\[4\]\[23\],17.485µm
pc_out[20],17.485µm
DMEM.memory\[18\]\[8\],17.44µm
RF.registers\[2\]\[4\],17.44µm
_1545_,17.44µm
DMEM.memory\[0\]\[20\],17.42µm
net1106,17.42µm
_1428_,17.42µm
net1111,17.4µm
_2480_,17.4µm
_2558_,17.4µm
_2184_,17.38µm
DMEM.memory\[30\]\[17\],17.365µm
DMEM.memory\[17\]\[17\],17.36µm
DMEM.memory\[18\]\[16\],17.32µm
DMEM.memory\[12\]\[23\],17.24µm
RF.registers\[9\]\[14\],17.18µm
_2397_,17.18µm
alu_result_out[12],17.17µm
DMEM.memory\[0\]\[19\],17.16µm
DMEM.memory\[0\]\[21\],17.16µm
instruction_out[22],17.16µm
DMEM.memory\[3\]\[7\],17.12µm
DMEM.memory\[7\]\[23\],17.1µm
_2323_,17.06µm
_2013_,17.04µm
RF.registers\[4\]\[19\],17.025µm
_2268_,17.02µm
_2622_,17.01µm
_2343_,17.005µm
DMEM.memory\[0\]\[26\],16.98µm
pc_out[18],16.975µm
DMEM.memory\[2\]\[14\],16.94µm
RF.registers\[15\]\[24\],16.94µm
DMEM.memory\[26\]\[16\],16.92µm
DMEM.memory\[0\]\[6\],16.88µm
_2634_,16.88µm
_1649_,16.86µm
DMEM.memory\[11\]\[17\],16.82µm
DMEM.memory\[25\]\[12\],16.8µm
_2018_,16.795µm
_2538_,16.78µm
_2567_,16.78µm
_1332_,16.72µm
_2143_,16.72µm
instruction_out[25],16.7µm
instruction_out[11],16.7µm
DMEM.memory\[27\]\[7\],16.68µm
net1150,16.68µm
_2040_,16.68µm
RF.registers\[5\]\[4\],16.64µm
pc_out[15],16.635µm
_1514_,16.62µm
_2423_,16.6µm
pc_out[17],16.565µm
pc_out[19],16.565µm
DMEM.memory\[22\]\[16\],16.56µm
_2210_,16.545µm
_1434_,16.52µm
_2252_,16.52µm
pc_out[21],16.515µm
_2789_,16.5µm
_1734_,16.48µm
_2788_,16.46µm
RF.registers\[2\]\[27\],16.44µm
_2670_,16.44µm
_2325_,16.34µm
_2991_,16.34µm
_2512_,16.28µm
_3127_,16.28µm
_2425_,16.26µm
pc_out[14],16.225µm
pc_out[1],16.225µm
pc_out[23],16.225µm
pc_out[27],16.225µm
pc_out[29],16.225µm
pc_out[13],16.225µm
pc_out[22],16.225µm
pc_out[24],16.225µm
pc_out[26],16.225µm
pc_out[28],16.225µm
DMEM.memory\[7\]\[17\],16.2µm
RF.registers\[11\]\[29\],16.18µm
_2147_,16.18µm
RF.registers\[9\]\[25\],16.14µm
_2664_,16.14µm
RF.registers\[9\]\[27\],16.1µm
DMEM.memory\[28\]\[13\],16.025µm
_2111_,16.02µm
_2244_,16µm
RF.registers\[5\]\[20\],15.985µm
DMEM.memory\[30\]\[13\],15.9µm
_1702_,15.885µm
net,15.88µm
_1330_,15.84µm
_2553_,15.84µm
net1123,15.82µm
_2124_,15.82µm
_1628_,15.78µm
instruction_out[20],15.78µm
alu_result_out[10],15.69µm
DMEM.memory\[1\]\[31\],15.64µm
_2505_,15.64µm
_2822_,15.62µm
_1571_,15.6µm
net553,15.595µm
_1953_,15.5µm
_2807_,15.5µm
_2568_,15.49µm
DMEM.memory\[25\]\[7\],15.4µm
RF.registers\[16\]\[30\],15.4µm
DMEM.memory\[0\]\[31\],15.38µm
_2828_,15.38µm
DMEM.memory\[0\]\[9\],15.36µm
_1425_,15.36µm
DMEM.memory\[7\]\[7\],15.34µm
net1083,15.34µm
_2062_,15.34µm
_2133_,15.34µm
RF.registers\[4\]\[15\],15.325µm
RF.registers\[3\]\[13\],15.32µm
_1772_,15.3µm
DMEM.memory\[1\]\[28\],15.24µm
DMEM.memory\[2\]\[23\],15.24µm
_2778_,15.16µm
_1329_,15.14µm
_2432_,15.14µm
DMEM.memory\[29\]\[16\],15.1µm
_2220_,15.04µm
RF.registers\[11\]\[26\],15.02µm
_1795_,15.02µm
DMEM.memory\[24\]\[17\],15.015µm
DMEM.memory\[19\]\[12\],15µm
_1629_,14.94µm
_2711_,14.9µm
_2069_,14.885µm
instruction_out[14],14.86µm
instruction_out[23],14.86µm
instruction_out[27],14.86µm
instruction_out[17],14.86µm
net500,14.86µm
instruction_out[26],14.86µm
instruction_out[28],14.86µm
pc_out[16],14.845µm
pc_out[30],14.845µm
DMEM.memory\[0\]\[10\],14.8µm
RF.registers\[8\]\[27\],14.8µm
_1788_,14.8µm
_2031_,14.8µm
_2242_,14.8µm
_2251_,14.78µm
DMEM.memory\[1\]\[26\],14.755µm
RF.registers\[5\]\[3\],14.72µm
_2718_,14.66µm
_2877_,14.66µm
_2890_,14.66µm
DMEM.memory\[1\]\[17\],14.64µm
DMEM.memory\[3\]\[9\],14.64µm
DMEM.memory\[9\]\[17\],14.6µm
DMEM.memory\[1\]\[18\],14.58µm
DMEM.memory\[7\]\[16\],14.58µm
DMEM.memory\[3\]\[14\],14.56µm
next_pc\[9\],14.56µm
DMEM.memory\[3\]\[26\],14.52µm
_2438_,14.5µm
DMEM.memory\[1\]\[20\],14.48µm
_1495_,14.48µm
RF.registers\[16\]\[5\],14.46µm
DMEM.memory\[3\]\[5\],14.44µm
_2667_,14.44µm
RF.registers\[1\]\[12\],14.42µm
_2046_,14.42µm
instruction_out[21],14.4µm
_1277_,14.4µm
RF.registers\[4\]\[11\],14.385µm
_2095_,14.38µm
_2689_,14.38µm
DMEM.memory\[28\]\[7\],14.36µm
_1802_,14.34µm
alu_result_out[15],14.33µm
alu_result_out[9],14.33µm
DMEM.memory\[2\]\[18\],14.32µm
DMEM.memory\[30\]\[29\],14.3µm
RF.registers\[1\]\[25\],14.3µm
RF.registers\[3\]\[19\],14.26µm
_2181_,14.225µm
RF.registers\[11\]\[12\],14.22µm
_1403_,14.18µm
DMEM.memory\[1\]\[6\],14.14µm
DMEM.memory\[4\]\[16\],14.14µm
_1785_,14.14µm
RF.registers\[16\]\[0\],14.1µm
RF.registers\[16\]\[9\],14.1µm
DMEM.memory\[23\]\[16\],14.08µm
_0377_,14.08µm
DMEM.memory\[12\]\[7\],14.06µm
DMEM.memory\[29\]\[7\],14.04µm
DMEM.memory\[21\]\[17\],14.02µm
RF.registers\[1\]\[3\],13.98µm
_1750_,13.98µm
_1411_,13.96µm
_1516_,13.94µm
pc_out[9],13.925µm
net542,13.925µm
RF.registers\[16\]\[12\],13.92µm
_1705_,13.88µm
_2740_,13.88µm
RF.registers\[1\]\[15\],13.84µm
_2619_,13.84µm
_1962_,13.8µm
_2168_,13.79µm
RF.registers\[3\]\[27\],13.72µm
_2705_,13.68µm
net954,13.66µm
alu_result_out[2],13.65µm
RF.registers\[4\]\[9\],13.645µm
DMEM.memory\[19\]\[17\],13.6µm
DMEM.memory\[10\]\[17\],13.58µm
_1929_,13.56µm
_2101_,13.56µm
RF.registers\[11\]\[16\],13.54µm
RF.registers\[11\]\[8\],13.54µm
_2684_,13.54µm
_1822_,13.52µm
net818,13.485µm
net1036,13.48µm
instruction_out[30],13.48µm
net75,13.48µm
pc_out[2],13.465µm
pc_out[31],13.465µm
DMEM.memory\[3\]\[0\],13.46µm
_1798_,13.445µm
_1511_,13.44µm
DMEM.memory\[2\]\[27\],13.42µm
DMEM.memory\[27\]\[17\],13.4µm
_1378_,13.4µm
_1939_,13.4µm
_2507_,13.4µm
DMEM.memory\[3\]\[22\],13.38µm
_1917_,13.38µm
RF.registers\[3\]\[24\],13.335µm
RF.registers\[15\]\[29\],13.32µm
RF.registers\[16\]\[20\],13.3µm
_2905_,13.28µm
DMEM.memory\[30\]\[16\],13.265µm
DMEM.memory\[2\]\[2\],13.26µm
_1292_,13.26µm
DMEM.memory\[3\]\[3\],13.255µm
DMEM.memory\[15\]\[13\],13.22µm
DMEM.memory\[30\]\[23\],13.22µm
RF.registers\[9\]\[28\],13.22µm
net1067,13.22µm
DMEM.memory\[18\]\[7\],13.2µm
DMEM.memory\[13\]\[13\],13.18µm
DMEM.memory\[31\]\[13\],13.16µm
_1634_,13.16µm
_1416_,13.14µm
_2536_,13.12µm
DMEM.memory\[3\]\[10\],13.1µm
_2334_,13.1µm
_2749_,13.1µm
_3098_,13.1µm
RF.registers\[15\]\[3\],13.08µm
net366,13.08µm
_1527_,13.04µm
pc_out[10],13.005µm
net539,13.005µm
net541,13.005µm
net786,13.005µm
pc_out[0],13.005µm
pc_out[4],13.005µm
pc_out[8],13.005µm
DMEM.memory\[15\]\[12\],13µm
RF.registers\[9\]\[30\],13µm
alu_result_out[8],12.97µm
DMEM.memory\[1\]\[25\],12.96µm
RF.registers\[11\]\[27\],12.96µm
_2053_,12.96µm
_2269_,12.96µm
DMEM.memory\[31\]\[16\],12.92µm
_1272_,12.92µm
net1076,12.92µm
_1625_,12.92µm
net1084,12.9µm
_2700_,12.88µm
_1646_,12.86µm
_2336_,12.86µm
DMEM.memory\[13\]\[16\],12.8µm
net1049,12.78µm
DMEM.memory\[23\]\[7\],12.76µm
_2215_,12.76µm
_2028_,12.74µm
_2064_,12.74µm
_2798_,12.74µm
_2896_,12.74µm
DMEM.memory\[25\]\[17\],12.72µm
_2791_,12.72µm
net1161,12.7µm
_0254_,12.69µm
RF.registers\[3\]\[8\],12.665µm
DMEM.memory\[16\]\[12\],12.66µm
_2457_,12.66µm
DMEM.memory\[3\]\[16\],12.64µm
_2260_,12.64µm
_1570_,12.62µm
_1666_,12.6µm
net510,12.56µm
pc_out[7],12.545µm
net1125,12.54µm
_1512_,12.5µm
_1522_,12.48µm
DMEM.memory\[23\]\[17\],12.44µm
_1262_,12.42µm
_2107_,12.38µm
_2380_,12.36µm
_2484_,12.36µm
DMEM.memory\[7\]\[13\],12.34µm
net567,12.32µm
net780,12.285µm
_2405_,12.28µm
RF.registers\[11\]\[28\],12.26µm
_1476_,12.26µm
_2495_,12.24µm
DMEM.memory\[12\]\[13\],12.22µm
DMEM.memory\[20\]\[23\],12.22µm
DMEM.memory\[31\]\[7\],12.22µm
DMEM.memory\[9\]\[23\],12.22µm
RF.registers\[5\]\[13\],12.22µm
DMEM.memory\[16\]\[7\],12.205µm
net1203,12.2µm
_1811_,12.18µm
DMEM.memory\[3\]\[8\],12.16µm
net1149,12.16µm
_1982_,12.16µm
DMEM.memory\[19\]\[7\],12.12µm
RF.registers\[11\]\[24\],12.12µm
_2241_,12.12µm
_2790_,12.12µm
next_pc\[11\],12.12µm
DMEM.memory\[17\]\[7\],12.08µm
_1569_,12.08µm
_1667_,12.08µm
_1703_,12.08µm
DMEM.memory\[3\]\[4\],12.06µm
DMEM.memory\[2\]\[28\],12.055µm
DMEM.memory\[13\]\[23\],12.04µm
_2695_,12.02µm
DMEM.memory\[16\]\[8\],12.005µm
DMEM.memory\[2\]\[24\],12µm
RF.registers\[15\]\[11\],12µm
DMEM.memory\[5\]\[7\],11.99µm
_1996_,11.94µm
DMEM.memory\[19\]\[16\],11.92µm
RF.registers\[1\]\[10\],11.92µm
RF.registers\[1\]\[17\],11.92µm
_0416_,11.92µm
_2368_,11.92µm
_2575_,11.9µm
net794,11.865µm
net568,11.86µm
DMEM.memory\[3\]\[6\],11.84µm
_2318_,11.84µm
_1418_,11.82µm
_2188_,11.805µm
_1654_,11.8µm
DMEM.memory\[18\]\[12\],11.78µm
RF.registers\[1\]\[4\],11.78µm
_2900_,11.78µm
net950,11.78µm
_2175_,11.72µm
net1066,11.72µm
DMEM.memory\[3\]\[11\],11.7µm
_2288_,11.7µm
DMEM.memory\[2\]\[6\],11.68µm
_2324_,11.66µm
_2707_,11.66µm
net1102,11.66µm
DMEM.memory\[3\]\[27\],11.64µm
instruction_out[10],11.64µm
instruction_out[12],11.64µm
instruction_out[9],11.64µm
instruction_out[13],11.64µm
instruction_out[8],11.64µm
net570,11.64µm
net569,11.64µm
DMEM.memory\[27\]\[12\],11.62µm
_1436_,11.62µm
_1713_,11.62µm
_2266_,11.62µm
_2658_,11.62µm
DMEM.memory\[2\]\[7\],11.6µm
_3132_,11.58µm
DMEM.memory\[8\]\[16\],11.54µm
RF.registers\[1\]\[19\],11.54µm
RF.registers\[1\]\[30\],11.535µm
_1992_,11.515µm
_1537_,11.48µm
_2398_,11.48µm
DMEM.memory\[1\]\[27\],11.465µm
_2165_,11.46µm
DMEM.memory\[1\]\[13\],11.44µm
DMEM.memory\[15\]\[16\],11.42µm
DMEM.memory\[30\]\[12\],11.395µm
_1309_,11.38µm
_2550_,11.38µm
RF.registers\[11\]\[1\],11.34µm
_2316_,11.34µm
_1260_,11.29µm
net1069,11.28µm
_1916_,11.26µm
DMEM.memory\[2\]\[5\],11.24µm
DMEM.memory\[6\]\[7\],11.24µm
_1711_,11.24µm
_2481_,11.24µm
RF.registers\[5\]\[7\],11.22µm
DMEM.memory\[10\]\[23\],11.205µm
DMEM.memory\[0\]\[12\],11.2µm
DMEM.memory\[23\]\[12\],11.2µm
_2894_,11.2µm
_2909_,11.2µm
instruction_out[7],11.18µm
_1381_,11.18µm
_1673_,11.18µm
DMEM.memory\[5\]\[23\],11.16µm
_2296_,11.16µm
_2459_,11.16µm
DMEM.memory\[1\]\[4\],11.12µm
_2234_,11.12µm
_2716_,11.12µm
DMEM.memory\[1\]\[21\],11.08µm
RF.registers\[5\]\[11\],11.08µm
net917,11.04µm
_1444_,11.04µm
_1847_,11.04µm
_1853_,11.04µm
_2263_,11.04µm
_2454_,11.04µm
DMEM.memory\[22\]\[12\],11.02µm
DMEM.memory\[2\]\[10\],11.02µm
_1925_,11.02µm
_1936_,11µm
RF.registers\[1\]\[28\],10.98µm
_3165_,10.965µm
DMEM.memory\[2\]\[11\],10.96µm
DMEM.memory\[3\]\[28\],10.96µm
_1296_,10.92µm
_2119_,10.92µm
DMEM.memory\[28\]\[23\],10.9µm
RF.registers\[1\]\[22\],10.9µm
net1116,10.9µm
_1412_,10.88µm
_2694_,10.86µm
DMEM.memory\[19\]\[8\],10.82µm
DMEM.memory\[2\]\[30\],10.82µm
net1047,10.82µm
_1450_,10.82µm
_1394_,10.8µm
_1509_,10.8µm
DMEM.memory\[3\]\[30\],10.79µm
_1697_,10.78µm
_1915_,10.78µm
_2289_,10.78µm
_2887_,10.78µm
_1689_,10.765µm
DMEM.memory\[4\]\[7\],10.76µm
DMEM.memory\[6\]\[17\],10.76µm
DMEM.memory\[8\]\[7\],10.76µm
DMEM.memory\[31\]\[17\],10.7µm
_2546_,10.7µm
net1074,10.68µm
DMEM.memory\[24\]\[12\],10.665µm
_2274_,10.66µm
RF.registers\[1\]\[13\],10.62µm
_2090_,10.58µm
_2802_,10.58µm
DMEM.memory\[30\]\[7\],10.54µm
_2875_,10.54µm
_2801_,10.52µm
DMEM.memory\[14\]\[17\],10.505µm
DMEM.memory\[20\]\[7\],10.505µm
DMEM.memory\[1\]\[22\],10.5µm
RF.registers\[1\]\[31\],10.5µm
_2231_,10.5µm
DMEM.memory\[3\]\[1\],10.46µm
_1251_,10.46µm
_0294_,10.44µm
_2873_,10.44µm
_2912_,10.44µm
_3117_,10.44µm
_1959_,10.42µm
_1799_,10.4µm
DMEM.memory\[14\]\[7\],10.395µm
DMEM.memory\[1\]\[24\],10.38µm
DMEM.memory\[29\]\[3\],10.38µm
RF.registers\[16\]\[7\],10.38µm
_2625_,10.38µm
DMEM.memory\[0\]\[22\],10.375µm
_0120_,10.37µm
_1358_,10.36µm
_1900_,10.34µm
_2020_,10.34µm
DMEM.memory\[10\]\[12\],10.32µm
_1709_,10.32µm
_1956_,10.32µm
_2461_,10.32µm
_2825_,10.32µm
DMEM.memory\[0\]\[5\],10.285µm
DMEM.memory\[0\]\[11\],10.28µm
RF.registers\[4\]\[27\],10.255µm
_1731_,10.24µm
_1440_,10.2µm
_2002_,10.2µm
_2674_,10.2µm
_1741_,10.18µm
_1808_,10.18µm
net796,10.165µm
DMEM.memory\[24\]\[23\],10.16µm
RF.registers\[9\]\[24\],10.14µm
DMEM.memory\[0\]\[15\],10.12µm
_1789_,10.115µm
_1910_,10.1µm
RF.registers\[2\]\[30\],10.06µm
DMEM.memory\[14\]\[23\],10µm
_2102_,10µm
_2796_,10µm
_1743_,9.98µm
_3096_,9.98µm
_3166_,9.96µm
DMEM.memory\[3\]\[24\],9.94µm
_2400_,9.94µm
_0031_,9.93µm
_2219_,9.88µm
net665,9.865µm
net754,9.865µm
_2059_,9.865µm
DMEM.memory\[12\]\[16\],9.86µm
RF.registers\[9\]\[8\],9.86µm
net1151,9.86µm
_1540_,9.86µm
_1749_,9.86µm
_1901_,9.86µm
_2141_,9.86µm
_2605_,9.86µm
DMEM.memory\[12\]\[12\],9.84µm
_1911_,9.83µm
DMEM.memory\[11\]\[16\],9.82µm
DMEM.memory\[29\]\[13\],9.82µm
RF.registers\[5\]\[21\],9.82µm
_2794_,9.82µm
net1054,9.82µm
_2120_,9.8µm
DMEM.memory\[1\]\[16\],9.76µm
net817,9.745µm
DMEM.memory\[6\]\[23\],9.74µm
DMEM.memory\[1\]\[19\],9.72µm
DMEM.memory\[27\]\[23\],9.72µm
RF.registers\[5\]\[19\],9.72µm
_2467_,9.72µm
_1426_,9.7µm
_1688_,9.68µm
_0205_,9.67µm
DMEM.memory\[30\]\[3\],9.66µm
_2193_,9.66µm
_2337_,9.66µm
DMEM.memory\[1\]\[5\],9.62µm
_1510_,9.62µm
_1732_,9.62µm
_2347_,9.62µm
net1109,9.6µm
_2897_,9.6µm
DMEM.memory\[26\]\[23\],9.58µm
RF.registers\[9\]\[21\],9.58µm
_1567_,9.58µm
alu_result_out[11],9.57µm
DMEM.memory\[13\]\[7\],9.565µm
net725,9.565µm
_1694_,9.555µm
_2993_,9.55µm
_2621_,9.54µm
_2816_,9.52µm
_2970_,9.52µm
DMEM.memory\[29\]\[12\],9.5µm
_2836_,9.48µm
DMEM.memory\[1\]\[9\],9.46µm
RF.registers\[5\]\[1\],9.46µm
_3144_,9.445µm
DMEM.memory\[18\]\[23\],9.44µm
DMEM.memory\[22\]\[7\],9.44µm
net1070,9.44µm
_1744_,9.42µm
_2282_,9.42µm
_2390_,9.42µm
_2522_,9.42µm
_2535_,9.42µm
_3157_,9.38µm
_3158_,9.365µm
DMEM.memory\[1\]\[10\],9.36µm
RF.registers\[9\]\[11\],9.36µm
DMEM.memory\[18\]\[17\],9.345µm
_1269_,9.32µm
_1504_,9.32µm
_2012_,9.32µm
_3124_,9.3µm
DMEM.memory\[0\]\[3\],9.24µm
DMEM.memory\[29\]\[17\],9.24µm
DMEM.memory\[1\]\[12\],9.2µm
DMEM.memory\[2\]\[17\],9.2µm
_2182_,9.2µm
_2864_,9.2µm
_1854_,9.16µm
_2403_,9.14µm
DMEM.memory\[0\]\[1\],9.12µm
DMEM.memory\[15\]\[7\],9.12µm
DMEM.memory\[31\]\[23\],9.12µm
RF.registers\[5\]\[31\],9.12µm
_2292_,9.12µm
DMEM.memory\[24\]\[16\],9.115µm
net1105,9.1µm
_1814_,9.1µm
_2872_,9.1µm
DMEM.memory\[1\]\[3\],9.08µm
DMEM.memory\[31\]\[12\],9.08µm
_2356_,9.08µm
net1170,9.08µm
DMEM.memory\[1\]\[23\],9.06µm
RF.registers\[1\]\[16\],9.06µm
_1981_,9.06µm
_2250_,9.06µm
_1662_,9.04µm
RF.registers\[5\]\[26\],9.02µm
_2044_,9.02µm
_2460_,9.02µm
DMEM.memory\[1\]\[8\],9µm
_2930_,9µm
net816,8.985µm
DMEM.memory\[20\]\[16\],8.98µm
_2342_,8.98µm
_2544_,8.98µm
_2808_,8.98µm
_2969_,8.97µm
DMEM.memory\[2\]\[4\],8.96µm
_1971_,8.96µm
